cruise_comp,Name,SampID,Area,IS,IS.area,Cruise,match.name,IS.Conc.uM,umol.in.vial.ave,Vol_L
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU22_A,7885113856,"Glycine betaine, 13C5, 15N",2522635008,KM1906,Glycine betaine,1,3.12574503683412,10
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU22_B,11688906752,"Glycine betaine, 13C5, 15N",1892708992,KM1906,Glycine betaine,1,6.1757548579343355,10
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU22_C,11039013888,"Glycine betaine, 13C5, 15N",2480534016,KM1906,Glycine betaine,1,4.450257007884548,10
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU23_A,11427921920,"Glycine betaine, 13C5, 15N",2490869248,KM1906,Glycine betaine,1,4.587925251064804,10
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU23_B,9892163584,"Glycine betaine, 13C5, 15N",1956847616,KM1906,Glycine betaine,1,5.055152738065834,10
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU23_C,10501251072,"Glycine betaine, 13C5, 15N",2374990592,KM1906,Glycine betaine,1,4.421596913845796,10
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU24_A,9704216576,"Glycine betaine, 13C5, 15N",2534961408,KM1906,Glycine betaine,1,3.8281516023773725,10
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU24_B,11925268480,"Glycine betaine, 13C5, 15N",2353110272,KM1906,Glycine betaine,1,5.067874898129721,10
KM1906_Glycine betaine,Glycine betaine,220628_Smp_MU24_C,11519136768,"Glycine betaine, 13C5, 15N",2157009920,KM1906,Glycine betaine,1,5.34032628278316,10
KM1906_Homarine,Homarine,220628_Smp_MU1_A,438471552,"Homarine, 2H3",11353711616,KM1906,Homarine,4,0.15447690300045755,10
KM1906_Homarine,Homarine,220628_Smp_MU1_B,573009152,"Homarine, 2H3",9790053376,KM1906,Homarine,4,0.23411890823995443,10
KM1906_Homarine,Homarine,220628_Smp_MU1_C,699306496,"Homarine, 2H3",10975842304,KM1906,Homarine,4,0.25485296768345406,10
KM1906_Homarine,Homarine,220628_Smp_MU2_A,475452416,"Homarine, 2H3",10561647616,KM1906,Homarine,4,0.18006751722325215,10
KM1906_Homarine,Homarine,220628_Smp_MU2_B,623517888,"Homarine, 2H3",9042264064,KM1906,Homarine,4,0.2758237908500877,10
KM1906_Homarine,Homarine,220628_Smp_MU2_C,637532672,"Homarine, 2H3",8115528192,KM1906,Homarine,4,0.314228553911479,10
KM1906_Homarine,Homarine,220628_Smp_MU3_A,518972416,"Homarine, 2H3",9079115776,KM1906,Homarine,4,0.22864447543311073,10
KM1906_Homarine,Homarine,220628_Smp_MU3_B,658960960,"Homarine, 2H3",8537108992,KM1906,Homarine,4,0.30875133988215575,10
KM1906_Homarine,Homarine,220628_Smp_MU3_C,652855168,"Homarine, 2H3",9233928192,KM1906,Homarine,4,0.282807123653231,10
KM1906_Homarine,Homarine,220628_Smp_MU4_A,624720768,"Homarine, 2H3",9417162752,KM1906,Homarine,4,0.26535413455281864,10
KM1906_Homarine,Homarine,220628_Smp_MU4_B,883273920,"Homarine, 2H3",10321433600,KM1906,Homarine,4,0.3423066811184059,10
KM1906_Homarine,Homarine,220628_Smp_MU4_C,809326912,"Homarine, 2H3",10030611456,KM1906,Homarine,4,0.3227428020914461,10
KM1906_Homarine,Homarine,220628_Smp_MU5_A,615593920,"Homarine, 2H3",8711872512,KM1906,Homarine,4,0.2826459726778885,10
