SampID,MF,Area,Cruise
220902_Poo_TruePooG4_Full3,"Isethionic acid, 13C2",47296340,TN397
220902_Poo_TruePooG4_Full4,"Isethionic acid, 13C2",33375618,TN397
220902_Poo_TruePooG4_Half1,"Isethionic acid, 13C2",19433160,TN397
220902_Poo_TruePooG4_Half2,"Isethionic acid, 13C2",20409586,TN397
220902_Poo_TruePooG4_Half3,"Isethionic acid, 13C2",20987406,TN397
220902_Poo_TruePooG4_Half4,"Isethionic acid, 13C2",19378854,TN397
220902_Smp_TN397_S1_U_A,"Isethionic acid, 13C2",43027588,TN397
220902_Smp_TN397_S1_U_B,"Isethionic acid, 13C2",21213758,TN397
220902_Smp_TN397_S1_U_C,"Isethionic acid, 13C2",39761144,TN397
220902_Smp_TN397_S2_U_A,"Isethionic acid, 13C2",46465692,TN397
220902_Smp_TN397_S2_U_B,"Isethionic acid, 13C2",45737928,TN397
220902_Smp_TN397_S2_U_C,"Isethionic acid, 13C2",38534472,TN397
220902_Smp_TN397_S3_U_A,"Isethionic acid, 13C2",36704200,TN397
220902_Smp_TN397_S3_U_B,"Isethionic acid, 13C2",42771420,TN397
220902_Smp_TN397_S3_U_C,"Isethionic acid, 13C2",37362908,TN397
220902_Smp_TN397_S4_2400_U_A,"Isethionic acid, 13C2",43026316,TN397
220902_Smp_TN397_S4_2400_U_B,"Isethionic acid, 13C2",41111024,TN397
220902_Smp_TN397_S4_2400_U_C,"Isethionic acid, 13C2",45393272,TN397
220902_Smp_TN397_S4_U_600_A,"Isethionic acid, 13C2",48627824,TN397
220902_Smp_TN397_S4_U_600_B,"Isethionic acid, 13C2",47535576,TN397
220902_Smp_TN397_S4_U_600_C,"Isethionic acid, 13C2",45561816,TN397
220902_Smp_TN397_S4_U_1800_A,"Isethionic acid, 13C2",36194440,TN397
220902_Smp_TN397_S4_U_1800_B,"Isethionic acid, 13C2",41172152,TN397
220902_Smp_TN397_S4_U_1800_C,"Isethionic acid, 13C2",40137500,TN397
220902_Smp_TN397_S6_U_A,"Isethionic acid, 13C2",48062360,TN397
220902_Smp_TN397_S6_U_B,"Isethionic acid, 13C2",42808800,TN397
220902_Smp_TN397_S6_U_C,"Isethionic acid, 13C2",37323628,TN397
220902_Smp_TN397_S7_600_U_A,"Isethionic acid, 13C2",37229236,TN397
220902_Smp_TN397_S7_600_U_B,"Isethionic acid, 13C2",37097956,TN397
220902_Smp_TN397_S7_600_U_C,"Isethionic acid, 13C2",46216492,TN397
220902_Smp_TN397_S7_1800_U_A,"Isethionic acid, 13C2",44622732,TN397
220902_Smp_TN397_S7_1800_U_B,"Isethionic acid, 13C2",45896508,TN397
220902_Smp_TN397_S7_1800_U_C,"Isethionic acid, 13C2",32113464,TN397
220902_Smp_TN397_S8_U_A,"Isethionic acid, 13C2",31941634,TN397
220902_Smp_TN397_S8_U_B,"Isethionic acid, 13C2",37178008,TN397
220902_Smp_TN397_S8_U_C,"Isethionic acid, 13C2",35855696,TN397
220902_Smp_TN397_S9_600_U_A,"Isethionic acid, 13C2",46444876,TN397
220902_Smp_TN397_S9_600_U_B,"Isethionic acid, 13C2",39725368,TN397
220902_Smp_TN397_S9_600_U_C,"Isethionic acid, 13C2",40719336,TN397
220902_Smp_TN397_S9_1800_U_A,"Isethionic acid, 13C2",46300476,TN397
220902_Smp_TN397_S9_1800_U_B,"Isethionic acid, 13C2",41648056,TN397
220902_Smp_TN397_S9_1800_U_C,"Isethionic acid, 13C2",45116004,TN397
220902_Smp_TN397_S9_BB_A,"Isethionic acid, 13C2",42068604,TN397
220902_Smp_TN397_S9_BB_B,"Isethionic acid, 13C2",41803064,TN397
220902_Smp_TN397_S10_U_A,"Isethionic acid, 13C2",40781068,TN397
220902_Smp_TN397_S10_U_B,"Isethionic acid, 13C2",40643084,TN397
220902_Smp_TN397_S10_U_C,"Isethionic acid, 13C2",39094888,TN397
220902_Smp_TN397_S11_600_U_A,"Isethionic acid, 13C2",39331140,TN397
220902_Smp_TN397_S11_600_U_B,"Isethionic acid, 13C2",38966048,TN397
220902_Smp_TN397_S11_600_U_C,"Isethionic acid, 13C2",36202900,TN397
220902_Smp_TN397_S11_1800_U_A,"Isethionic acid, 13C2",41807528,TN397
220902_Smp_TN397_S11_1800_U_B,"Isethionic acid, 13C2",36724460,TN397
220902_Smp_TN397_S11_1800_U_C,"Isethionic acid, 13C2",37049888,TN397
220902_Smp_TN397_S12_600_U_A,"Isethionic acid, 13C2",39555464,TN397
220902_Smp_TN397_S12_600_U_B,"Isethionic acid, 13C2",47918052,TN397
220902_Smp_TN397_S12_600_U_C,"Isethionic acid, 13C2",37802924,TN397
220902_Smp_TN397_S12_800_U_A,"Isethionic acid, 13C2",38432028,TN397
220902_Smp_TN397_S12_800_U_B,"Isethionic acid, 13C2",50521508,TN397
220902_Smp_TN397_S12_800_U_C,"Isethionic acid, 13C2",32814634,TN397
220902_Smp_TN397_S12_1800_U_A,"Isethionic acid, 13C2",41099108,TN397
220902_Smp_TN397_S12_1800_U_B,"Isethionic acid, 13C2",33940240,TN397
220902_Smp_TN397_S12_1800_U_C,"Isethionic acid, 13C2",38419544,TN397
220902_Smp_TN397_S13_1800_U_A,"Isethionic acid, 13C2",37556596,TN397
220902_Smp_TN397_S13_1800_U_B,"Isethionic acid, 13C2",38413112,TN397
220902_Smp_TN397_S13_1800_U_C,"Isethionic acid, 13C2",31165274,TN397
220902_Smp_TN397_S14_U_A,"Isethionic acid, 13C2",37571908,TN397
220902_Smp_TN397_S14_U_B,"Isethionic acid, 13C2",47033736,TN397
220902_Smp_TN397_S14_U_C,"Isethionic acid, 13C2",37690512,TN397
220902_Smp_TN397_S15_U_A,"Isethionic acid, 13C2",51293324,TN397
220902_Smp_TN397_S15_U_B,"Isethionic acid, 13C2",44044500,TN397
220902_Smp_TN397_S15_U_C,"Isethionic acid, 13C2",38075628,TN397
220902_Smp_TN397_S16_U_A,"Isethionic acid, 13C2",40818924,TN397
220902_Smp_TN397_S16_U_B,"Isethionic acid, 13C2",38490736,TN397
220902_Smp_TN397_S16_U_C,"Isethionic acid, 13C2",41564860,TN397
220902_Smp_TN397_S17_U_A,"Isethionic acid, 13C2",40181688,TN397
220902_Smp_TN397_S17_U_B,"Isethionic acid, 13C2",41825844,TN397
220902_Smp_TN397_S17_U_C,"Isethionic acid, 13C2",37084608,TN397
220902_Smp_TN397_S18_U_A,"Isethionic acid, 13C2",40253704,TN397
220902_Smp_TN397_S18_U_B,"Isethionic acid, 13C2",37546808,TN397
220902_Smp_TN397_S18_U_C,"Isethionic acid, 13C2",38653552,TN397
220902_Smp_TN397_U1_A,"Isethionic acid, 13C2",43124000,TN397
220902_Smp_TN397_U1_B,"Isethionic acid, 13C2",43857132,TN397
220902_Smp_TN397_U1_C,"Isethionic acid, 13C2",48109300,TN397
220902_Smp_TN397_U2_A,"Isethionic acid, 13C2",40290396,TN397
220902_Smp_TN397_U2_B,"Isethionic acid, 13C2",39071576,TN397
220902_Smp_TN397_U2_C,"Isethionic acid, 13C2",47882412,TN397
220902_Smp_TN397_U3_A,"Isethionic acid, 13C2",39358900,TN397
220902_Smp_TN397_U3_B,"Isethionic acid, 13C2",34908328,TN397
220902_Smp_TN397_U3_C,"Isethionic acid, 13C2",35576488,TN397
220902_Smp_TN397_U4_A,"Isethionic acid, 13C2",37790016,TN397
220902_Smp_TN397_U4_B,"Isethionic acid, 13C2",36420168,TN397
220902_Smp_TN397_U4_C,"Isethionic acid, 13C2",38570824,TN397
220902_Smp_TN397_U5_A,"Isethionic acid, 13C2",39505884,TN397
220902_Smp_TN397_U5_B,"Isethionic acid, 13C2",40085376,TN397
220902_Smp_TN397_U5_C,"Isethionic acid, 13C2",34072892,TN397
220902_Smp_TN397_U6_A,"Isethionic acid, 13C2",42170100,TN397
220902_Smp_TN397_U6_B,"Isethionic acid, 13C2",34164984,TN397
220902_Smp_TN397_U6_C,"Isethionic acid, 13C2",39705828,TN397
220902_Smp_TN397_U7_A,"Isethionic acid, 13C2",43752996,TN397
220902_Smp_TN397_U7_B,"Isethionic acid, 13C2",37285812,TN397
220902_Smp_TN397_U7_C,"Isethionic acid, 13C2",41667916,TN397
220902_Smp_TN397_U8_BB,"Isethionic acid, 13C2",43298756,TN397
220902_Smp_TN397_U9_A,"Isethionic acid, 13C2",33929440,TN397
220902_Smp_TN397_U9_B,"Isethionic acid, 13C2",39640392,TN397
220902_Smp_TN397_U9_C,"Isethionic acid, 13C2",37351056,TN397
220902_Smp_TN397_U10_A,"Isethionic acid, 13C2",40966276,TN397
220902_Smp_TN397_U10_B,"Isethionic acid, 13C2",33626672,TN397
220902_Smp_TN397_U10_C,"Isethionic acid, 13C2",40920132,TN397
220902_Smp_TN397_U11_A,"Isethionic acid, 13C2",42270524,TN397
220902_Smp_TN397_U11_B,"Isethionic acid, 13C2",41757848,TN397
220902_Smp_TN397_U11_C,"Isethionic acid, 13C2",44064756,TN397
220902_Smp_TN397_U12_A,"Isethionic acid, 13C2",36003292,TN397
220902_Smp_TN397_U12_B,"Isethionic acid, 13C2",41229896,TN397
220902_Smp_TN397_U12_C,"Isethionic acid, 13C2",36965448,TN397
220902_Smp_TN397_U13_A,"Isethionic acid, 13C2",38998928,TN397
220902_Smp_TN397_U13_B,"Isethionic acid, 13C2",40510684,TN397
220902_Smp_TN397_U13_C,"Isethionic acid, 13C2",39450124,TN397
220902_Poo_TruePooG4_Full1,"Taurine, 2H4",25164686,TN397
220902_Poo_TruePooG4_Full2,"Taurine, 2H4",22940634,TN397
220902_Poo_TruePooG4_Full3,"Taurine, 2H4",20753024,TN397
220902_Poo_TruePooG4_Full4,"Taurine, 2H4",23979350,TN397
220902_Poo_TruePooG4_Half1,"Taurine, 2H4",17631348,TN397
220902_Poo_TruePooG4_Half2,"Taurine, 2H4",16075207,TN397
220902_Poo_TruePooG4_Half3,"Taurine, 2H4",17783748,TN397
220902_Poo_TruePooG4_Half4,"Taurine, 2H4",15984600,TN397
220902_Smp_TN397_S1_U_A,"Taurine, 2H4",19460636,TN397
220902_Smp_TN397_S1_U_B,"Taurine, 2H4",18076454,TN397
220902_Smp_TN397_S1_U_C,"Taurine, 2H4",21126540,TN397
220902_Smp_TN397_S2_U_A,"Taurine, 2H4",20813304,TN397
220902_Smp_TN397_S2_U_B,"Taurine, 2H4",20092236,TN397
220902_Smp_TN397_S2_U_C,"Taurine, 2H4",20850494,TN397
220902_Smp_TN397_S3_U_A,"Taurine, 2H4",22387738,TN397
220902_Smp_TN397_S3_U_B,"Taurine, 2H4",20865422,TN397
220902_Smp_TN397_S3_U_C,"Taurine, 2H4",19387924,TN397
220902_Smp_TN397_S4_2400_U_A,"Taurine, 2H4",18318220,TN397
220902_Smp_TN397_S4_2400_U_B,"Taurine, 2H4",21325026,TN397
220902_Smp_TN397_S4_2400_U_C,"Taurine, 2H4",26799978,TN397
220902_Smp_TN397_S4_U_600_A,"Taurine, 2H4",19904188,TN397
220902_Smp_TN397_S4_U_600_B,"Taurine, 2H4",21936560,TN397
220902_Smp_TN397_S4_U_600_C,"Taurine, 2H4",21695370,TN397
220902_Smp_TN397_S4_U_1800_A,"Taurine, 2H4",22189912,TN397
220902_Smp_TN397_S4_U_1800_B,"Taurine, 2H4",21119834,TN397
220902_Smp_TN397_S4_U_1800_C,"Taurine, 2H4",20771710,TN397
220902_Smp_TN397_S6_U_A,"Taurine, 2H4",25879906,TN397
220902_Smp_TN397_S6_U_B,"Taurine, 2H4",21999436,TN397
220902_Smp_TN397_S6_U_C,"Taurine, 2H4",28637478,TN397
220902_Smp_TN397_S7_600_U_A,"Taurine, 2H4",25222904,TN397
220902_Smp_TN397_S7_600_U_B,"Taurine, 2H4",19937280,TN397
220902_Smp_TN397_S7_600_U_C,"Taurine, 2H4",19887442,TN397
220902_Smp_TN397_S7_1800_U_A,"Taurine, 2H4",22016242,TN397
220902_Smp_TN397_S7_1800_U_B,"Taurine, 2H4",19456342,TN397
220902_Smp_TN397_S7_1800_U_C,"Taurine, 2H4",20676812,TN397
220902_Smp_TN397_S8_U_A,"Taurine, 2H4",19160196,TN397
220902_Smp_TN397_S8_U_B,"Taurine, 2H4",22055036,TN397
220902_Smp_TN397_S8_U_C,"Taurine, 2H4",21745712,TN397
220902_Smp_TN397_S9_600_U_A,"Taurine, 2H4",19230108,TN397
220902_Smp_TN397_S9_600_U_B,"Taurine, 2H4",22981342,TN397
220902_Smp_TN397_S9_600_U_C,"Taurine, 2H4",24710082,TN397
220902_Smp_TN397_S9_1800_U_A,"Taurine, 2H4",25718310,TN397
220902_Smp_TN397_S9_1800_U_B,"Taurine, 2H4",21168342,TN397
220902_Smp_TN397_S9_1800_U_C,"Taurine, 2H4",29356984,TN397
220902_Smp_TN397_S9_BB_A,"Taurine, 2H4",25136296,TN397
220902_Smp_TN397_S9_BB_B,"Taurine, 2H4",21314940,TN397
220902_Smp_TN397_S10_U_A,"Taurine, 2H4",20689314,TN397
220902_Smp_TN397_S10_U_B,"Taurine, 2H4",19624512,TN397
220902_Smp_TN397_S10_U_C,"Taurine, 2H4",19380472,TN397
220902_Smp_TN397_S11_600_U_A,"Taurine, 2H4",19409692,TN397
220902_Smp_TN397_S11_600_U_B,"Taurine, 2H4",24238806,TN397
220902_Smp_TN397_S11_600_U_C,"Taurine, 2H4",19861328,TN397
220902_Smp_TN397_S11_1800_U_A,"Taurine, 2H4",20965424,TN397
220902_Smp_TN397_S11_1800_U_B,"Taurine, 2H4",26384514,TN397
220902_Smp_TN397_S11_1800_U_C,"Taurine, 2H4",18326142,TN397
220902_Smp_TN397_S12_600_U_A,"Taurine, 2H4",26604622,TN397
220902_Smp_TN397_S12_600_U_B,"Taurine, 2H4",20925332,TN397
220902_Smp_TN397_S12_600_U_C,"Taurine, 2H4",21228558,TN397
220902_Smp_TN397_S12_800_U_A,"Taurine, 2H4",20628688,TN397
220902_Smp_TN397_S12_800_U_B,"Taurine, 2H4",17935736,TN397
220902_Smp_TN397_S12_800_U_C,"Taurine, 2H4",20549110,TN397
220902_Smp_TN397_S12_1800_U_A,"Taurine, 2H4",22927108,TN397
220902_Smp_TN397_S12_1800_U_B,"Taurine, 2H4",25738910,TN397
220902_Smp_TN397_S12_1800_U_C,"Taurine, 2H4",20124438,TN397
220902_Smp_TN397_S13_1800_U_A,"Taurine, 2H4",21615820,TN397
220902_Smp_TN397_S13_1800_U_B,"Taurine, 2H4",21572328,TN397
220902_Smp_TN397_S13_1800_U_C,"Taurine, 2H4",19330384,TN397
220902_Smp_TN397_S14_U_A,"Taurine, 2H4",24938348,TN397
220902_Smp_TN397_S14_U_B,"Taurine, 2H4",20609700,TN397
220902_Smp_TN397_S14_U_C,"Taurine, 2H4",24221270,TN397
220902_Smp_TN397_S15_U_A,"Taurine, 2H4",21825158,TN397
220902_Smp_TN397_S15_U_B,"Taurine, 2H4",24657952,TN397
220902_Smp_TN397_S15_U_C,"Taurine, 2H4",22409878,TN397
220902_Smp_TN397_S16_U_A,"Taurine, 2H4",21863114,TN397
220902_Smp_TN397_S16_U_B,"Taurine, 2H4",20586498,TN397
220902_Smp_TN397_S16_U_C,"Taurine, 2H4",22030920,TN397
220902_Smp_TN397_S17_U_A,"Taurine, 2H4",21500126,TN397
220902_Smp_TN397_S17_U_B,"Taurine, 2H4",18923406,TN397
220902_Smp_TN397_S17_U_C,"Taurine, 2H4",23458776,TN397
220902_Smp_TN397_S18_U_A,"Taurine, 2H4",27421576,TN397
220902_Smp_TN397_S18_U_B,"Taurine, 2H4",23177822,TN397
220902_Smp_TN397_S18_U_C,"Taurine, 2H4",19782562,TN397
220902_Smp_TN397_U1_A,"Taurine, 2H4",23410060,TN397
220902_Smp_TN397_U1_B,"Taurine, 2H4",20016986,TN397
220902_Smp_TN397_U1_C,"Taurine, 2H4",25645506,TN397
220902_Smp_TN397_U2_A,"Taurine, 2H4",18464958,TN397
220902_Smp_TN397_U2_B,"Taurine, 2H4",30565854,TN397
220902_Smp_TN397_U2_C,"Taurine, 2H4",20753314,TN397
220902_Smp_TN397_U3_A,"Taurine, 2H4",24757992,TN397
220902_Smp_TN397_U3_B,"Taurine, 2H4",22181902,TN397
220902_Smp_TN397_U3_C,"Taurine, 2H4",20108090,TN397
220902_Smp_TN397_U4_A,"Taurine, 2H4",27214378,TN397
220902_Smp_TN397_U4_B,"Taurine, 2H4",23802940,TN397
220902_Smp_TN397_U4_C,"Taurine, 2H4",26412026,TN397
220902_Smp_TN397_U5_A,"Taurine, 2H4",23810926,TN397
220902_Smp_TN397_U5_B,"Taurine, 2H4",24842804,TN397
220902_Smp_TN397_U5_C,"Taurine, 2H4",28335432,TN397
220902_Smp_TN397_U6_A,"Taurine, 2H4",18515482,TN397
220902_Smp_TN397_U6_B,"Taurine, 2H4",21200424,TN397
220902_Smp_TN397_U6_C,"Taurine, 2H4",20160022,TN397
220902_Smp_TN397_U7_A,"Taurine, 2H4",24707434,TN397
220902_Smp_TN397_U7_B,"Taurine, 2H4",27448892,TN397
220902_Smp_TN397_U7_C,"Taurine, 2H4",31813898,TN397
220902_Smp_TN397_U8_BB,"Taurine, 2H4",21739092,TN397
220902_Smp_TN397_U9_A,"Taurine, 2H4",25322656,TN397
220902_Smp_TN397_U9_B,"Taurine, 2H4",21051730,TN397
220902_Smp_TN397_U9_C,"Taurine, 2H4",19122932,TN397
220902_Smp_TN397_U10_A,"Taurine, 2H4",24620090,TN397
220902_Smp_TN397_U10_B,"Taurine, 2H4",18914272,TN397
220902_Smp_TN397_U10_C,"Taurine, 2H4",20289978,TN397
220902_Smp_TN397_U11_A,"Taurine, 2H4",20084040,TN397
220902_Smp_TN397_U11_B,"Taurine, 2H4",16976640,TN397
220902_Smp_TN397_U11_C,"Taurine, 2H4",23700392,TN397
220902_Smp_TN397_U12_A,"Taurine, 2H4",16614439,TN397
220902_Smp_TN397_U12_B,"Taurine, 2H4",25292298,TN397
220902_Smp_TN397_U12_C,"Taurine, 2H4",25512918,TN397
220902_Smp_TN397_U13_A,"Taurine, 2H4",21109912,TN397
220902_Smp_TN397_U13_B,"Taurine, 2H4",22361272,TN397
220902_Smp_TN397_U13_C,"Taurine, 2H4",20791016,TN397
220902_Poo_TruePooG4_Full1,"Thymine, 2H4",211579424,TN397
220902_Poo_TruePooG4_Full2,"Thymine, 2H4",218758400,TN397
220902_Poo_TruePooG4_Full3,"Thymine, 2H4",249572128,TN397
220902_Poo_TruePooG4_Full4,"Thymine, 2H4",249620928,TN397
220902_Poo_TruePooG4_Half1,"Thymine, 2H4",108800256,TN397
220902_Poo_TruePooG4_Half2,"Thymine, 2H4",111405184,TN397
220902_Poo_TruePooG4_Half3,"Thymine, 2H4",127272784,TN397
220902_Poo_TruePooG4_Half4,"Thymine, 2H4",130209560,TN397
220902_Smp_TN397_S1_U_A,"Thymine, 2H4",247161920,TN397
220902_Smp_TN397_S1_U_B,"Thymine, 2H4",255820752,TN397
220902_Smp_TN397_S1_U_C,"Thymine, 2H4",230276640,TN397
220902_Smp_TN397_S2_U_A,"Thymine, 2H4",274782816,TN397
220902_Smp_TN397_S2_U_B,"Thymine, 2H4",255405120,TN397
220902_Smp_TN397_S2_U_C,"Thymine, 2H4",217950208,TN397
220902_Smp_TN397_S3_U_A,"Thymine, 2H4",246095248,TN397
220902_Smp_TN397_S3_U_B,"Thymine, 2H4",232608720,TN397
220902_Smp_TN397_S3_U_C,"Thymine, 2H4",220034160,TN397
220902_Smp_TN397_S4_2400_U_A,"Thymine, 2H4",281530720,TN397
220902_Smp_TN397_S4_2400_U_B,"Thymine, 2H4",241325792,TN397
220902_Smp_TN397_S4_2400_U_C,"Thymine, 2H4",228461120,TN397
220902_Smp_TN397_S4_U_600_A,"Thymine, 2H4",234704960,TN397
220902_Smp_TN397_S4_U_600_B,"Thymine, 2H4",246613936,TN397
220902_Smp_TN397_S4_U_600_C,"Thymine, 2H4",252507520,TN397
220902_Smp_TN397_S4_U_1800_A,"Thymine, 2H4",208669200,TN397
220902_Smp_TN397_S4_U_1800_B,"Thymine, 2H4",215852896,TN397
220902_Smp_TN397_S4_U_1800_C,"Thymine, 2H4",254690416,TN397
220902_Smp_TN397_S6_U_A,"Thymine, 2H4",230839216,TN397
220902_Smp_TN397_S6_U_B,"Thymine, 2H4",223676128,TN397
220902_Smp_TN397_S6_U_C,"Thymine, 2H4",224600992,TN397
220902_Smp_TN397_S7_600_U_A,"Thymine, 2H4",223356512,TN397
220902_Smp_TN397_S7_600_U_B,"Thymine, 2H4",258353328,TN397
220902_Smp_TN397_S7_600_U_C,"Thymine, 2H4",251004400,TN397
220902_Smp_TN397_S7_1800_U_A,"Thymine, 2H4",218616160,TN397
220902_Smp_TN397_S7_1800_U_B,"Thymine, 2H4",265569776,TN397
220902_Smp_TN397_S7_1800_U_C,"Thymine, 2H4",261992336,TN397
220902_Smp_TN397_S8_U_A,"Thymine, 2H4",225577216,TN397
220902_Smp_TN397_S8_U_B,"Thymine, 2H4",217181488,TN397
220902_Smp_TN397_S8_U_C,"Thymine, 2H4",260983984,TN397
220902_Smp_TN397_S9_600_U_A,"Thymine, 2H4",266122560,TN397
220902_Smp_TN397_S9_600_U_B,"Thymine, 2H4",243158000,TN397
220902_Smp_TN397_S9_600_U_C,"Thymine, 2H4",232646608,TN397
220902_Smp_TN397_S9_1800_U_A,"Thymine, 2H4",189921824,TN397
220902_Smp_TN397_S9_1800_U_B,"Thymine, 2H4",203668224,TN397
220902_Smp_TN397_S9_1800_U_C,"Thymine, 2H4",245582608,TN397
220902_Smp_TN397_S9_BB_A,"Thymine, 2H4",272223488,TN397
220902_Smp_TN397_S9_BB_B,"Thymine, 2H4",229030768,TN397
220902_Smp_TN397_S10_U_A,"Thymine, 2H4",229293120,TN397
220902_Smp_TN397_S10_U_B,"Thymine, 2H4",221055824,TN397
220902_Smp_TN397_S10_U_C,"Thymine, 2H4",241216368,TN397
220902_Smp_TN397_S11_600_U_A,"Thymine, 2H4",245229936,TN397
220902_Smp_TN397_S11_600_U_B,"Thymine, 2H4",233900592,TN397
220902_Smp_TN397_S11_600_U_C,"Thymine, 2H4",254523968,TN397
220902_Smp_TN397_S11_1800_U_A,"Thymine, 2H4",229465776,TN397
220902_Smp_TN397_S11_1800_U_B,"Thymine, 2H4",248500096,TN397
220902_Smp_TN397_S11_1800_U_C,"Thymine, 2H4",218807072,TN397
220902_Smp_TN397_S12_600_U_A,"Thymine, 2H4",222702656,TN397
220902_Smp_TN397_S12_600_U_B,"Thymine, 2H4",233970560,TN397
220902_Smp_TN397_S12_600_U_C,"Thymine, 2H4",248435616,TN397
220902_Smp_TN397_S12_800_U_A,"Thymine, 2H4",224423472,TN397
220902_Smp_TN397_S12_800_U_B,"Thymine, 2H4",254533312,TN397
220902_Smp_TN397_S12_800_U_C,"Thymine, 2H4",162206688,TN397
220902_Smp_TN397_S12_1800_U_A,"Thymine, 2H4",196343008,TN397
220902_Smp_TN397_S12_1800_U_B,"Thymine, 2H4",229973136,TN397
220902_Smp_TN397_S12_1800_U_C,"Thymine, 2H4",233737024,TN397
220902_Smp_TN397_S13_1800_U_A,"Thymine, 2H4",235860304,TN397
220902_Smp_TN397_S13_1800_U_B,"Thymine, 2H4",221443520,TN397
220902_Smp_TN397_S13_1800_U_C,"Thymine, 2H4",233888384,TN397
220902_Smp_TN397_S14_U_A,"Thymine, 2H4",248776960,TN397
220902_Smp_TN397_S14_U_B,"Thymine, 2H4",254697472,TN397
220902_Smp_TN397_S14_U_C,"Thymine, 2H4",238659136,TN397
220902_Smp_TN397_S15_U_A,"Thymine, 2H4",250278160,TN397
220902_Smp_TN397_S15_U_B,"Thymine, 2H4",221811760,TN397
220902_Smp_TN397_S15_U_C,"Thymine, 2H4",252362928,TN397
220902_Smp_TN397_S16_U_A,"Thymine, 2H4",214431808,TN397
220902_Smp_TN397_S16_U_B,"Thymine, 2H4",260512032,TN397
220902_Smp_TN397_S16_U_C,"Thymine, 2H4",260993744,TN397
220902_Smp_TN397_S17_U_A,"Thymine, 2H4",211915952,TN397
220902_Smp_TN397_S17_U_B,"Thymine, 2H4",223861776,TN397
220902_Smp_TN397_S17_U_C,"Thymine, 2H4",218521040,TN397
220902_Smp_TN397_S18_U_A,"Thymine, 2H4",218826272,TN397
220902_Smp_TN397_S18_U_B,"Thymine, 2H4",223841328,TN397
220902_Smp_TN397_S18_U_C,"Thymine, 2H4",252931472,TN397
220902_Smp_TN397_U1_A,"Thymine, 2H4",258436544,TN397
220902_Smp_TN397_U1_B,"Thymine, 2H4",229490288,TN397
220902_Smp_TN397_U1_C,"Thymine, 2H4",263683376,TN397
220902_Smp_TN397_U2_A,"Thymine, 2H4",203437616,TN397
220902_Smp_TN397_U2_B,"Thymine, 2H4",230423712,TN397
220902_Smp_TN397_U2_C,"Thymine, 2H4",265949120,TN397
220902_Smp_TN397_U3_A,"Thymine, 2H4",267405904,TN397
220902_Smp_TN397_U3_B,"Thymine, 2H4",251759712,TN397
220902_Smp_TN397_U3_C,"Thymine, 2H4",193523056,TN397
220902_Smp_TN397_U4_A,"Thymine, 2H4",238076880,TN397
220902_Smp_TN397_U4_B,"Thymine, 2H4",247033216,TN397
220902_Smp_TN397_U4_C,"Thymine, 2H4",236547680,TN397
220902_Smp_TN397_U5_A,"Thymine, 2H4",245515392,TN397
220902_Smp_TN397_U5_B,"Thymine, 2H4",254667504,TN397
220902_Smp_TN397_U5_C,"Thymine, 2H4",220111520,TN397
220902_Smp_TN397_U6_A,"Thymine, 2H4",204511808,TN397
220902_Smp_TN397_U6_B,"Thymine, 2H4",244327712,TN397
220902_Smp_TN397_U6_C,"Thymine, 2H4",203625104,TN397
220902_Smp_TN397_U7_A,"Thymine, 2H4",237304192,TN397
220902_Smp_TN397_U7_B,"Thymine, 2H4",252203584,TN397
220902_Smp_TN397_U7_C,"Thymine, 2H4",208784256,TN397
220902_Smp_TN397_U8_BB,"Thymine, 2H4",233342000,TN397
220902_Smp_TN397_U9_A,"Thymine, 2H4",244212064,TN397
220902_Smp_TN397_U9_B,"Thymine, 2H4",221926304,TN397
220902_Smp_TN397_U9_C,"Thymine, 2H4",264548592,TN397
220902_Smp_TN397_U10_A,"Thymine, 2H4",244499600,TN397
220902_Smp_TN397_U10_B,"Thymine, 2H4",231780496,TN397
220902_Smp_TN397_U10_C,"Thymine, 2H4",248716160,TN397
220902_Smp_TN397_U11_A,"Thymine, 2H4",254254528,TN397
220902_Smp_TN397_U11_B,"Thymine, 2H4",237688704,TN397
220902_Smp_TN397_U11_C,"Thymine, 2H4",271141216,TN397
220902_Smp_TN397_U12_A,"Thymine, 2H4",188663312,TN397
220902_Smp_TN397_U12_B,"Thymine, 2H4",241659344,TN397
220902_Smp_TN397_U12_C,"Thymine, 2H4",229727264,TN397
220902_Smp_TN397_U13_A,"Thymine, 2H4",250475872,TN397
220902_Smp_TN397_U13_B,"Thymine, 2H4",262205904,TN397
220902_Smp_TN397_U13_C,"Thymine, 2H4",263756128,TN397
220902_Poo_TruePooG4_Full1,"Sulfoacetic acid, 13C2",81508040,TN397
220902_Poo_TruePooG4_Full2,"Sulfoacetic acid, 13C2",83349976,TN397
220902_Poo_TruePooG4_Full3,"Sulfoacetic acid, 13C2",72157256,TN397
220902_Poo_TruePooG4_Full4,"Sulfoacetic acid, 13C2",75967448,TN397
220902_Poo_TruePooG4_Half1,"Sulfoacetic acid, 13C2",54608880,TN397
220902_Poo_TruePooG4_Half2,"Sulfoacetic acid, 13C2",51695120,TN397
220902_Poo_TruePooG4_Half3,"Sulfoacetic acid, 13C2",60132976,TN397
220902_Poo_TruePooG4_Half4,"Sulfoacetic acid, 13C2",53359080,TN397
220902_Smp_TN397_S1_U_A,"Sulfoacetic acid, 13C2",71236520,TN397
