SampID,Compound,Part.Conc.Vial.uM,Part.Conc.nM,Part.Conc.C.nM,Part.Conc.N.nM,Part.Conc.S.nM,detected,impute.conc.nM
170706_Smp_S5E28D15_Ds,Gonyol,0.13934462898296757,0.01173428454593411,0.08213999182153876,NA,0.01173428454593411,Yes,0
170706_Smp_S6E37D15_A,Gonyol,19.076626895438316,1.5261301516350654,10.682911061445456,NA,1.5261301516350654,Yes,0
170706_Smp_S6E37D15_B,Gonyol,21.460231366155988,1.7168185092924788,12.017729565047352,NA,1.7168185092924788,Yes,0
170706_Smp_S6E37D15_C,Gonyol,23.084518228030856,1.8467614582424683,12.92733020769728,NA,1.8467614582424683,Yes,0
170706_Smp_S6E37D15_Ds,Gonyol,1.1427385463482265,0.10755186318571544,0.752863042300008,NA,0.10755186318571544,Yes,0
170706_Smp_S3E15D15_A,Homarine,0.36717513939098245,0.02937401115127859,0.20561807805895016,0.02937401115127859,NA,Yes,0
170706_Smp_S3E15D15_B,Homarine,0.2024889696557036,0.01619911757245629,0.11339382300719404,0.01619911757245629,NA,Yes,0
170706_Smp_S3E15D15_C,Homarine,0.32777262392822776,0.02622180991425822,0.18355266939980755,0.02622180991425822,NA,Yes,0
170706_Smp_S3E15E15_Ds,Homarine,0.03954843567534435,0.00316387485402754,0.02214712397819283,0.00316387485402754,NA,Yes,0
170706_Smp_S4E16D15_A,Homarine,0.1936010036404799,0.01548808029123839,0.10841656203866876,0.01548808029123839,NA,Yes,0
170706_Smp_S4E16D15_B,Homarine,0.28900591921586527,0.02312047353726922,0.16184331476088457,0.02312047353726922,NA,Yes,0
170706_Smp_S4E16D15_C,Homarine,0.23306188244199733,0.01864495059535978,0.1305146541675185,0.01864495059535978,NA,Yes,0
170706_Smp_S4E16D15_Ds,Homarine,0.07713216740357265,0.00617057339228581,0.04319401374600069,0.00617057339228581,NA,Yes,0
170706_Smp_S5E28D15_A,Homarine,4.202111535945139,0.33616892287561106,2.3531824601292772,0.33616892287561106,NA,Yes,0
170706_Smp_S5E28D15_B,Homarine,4.291864193937692,0.34334913551501534,2.4034439486051076,0.34334913551501534,NA,Yes,0
170706_Smp_S5E28D15_C,Homarine,5.247037615232114,0.4197630092185691,2.938341064529984,0.4197630092185691,NA,Yes,0
170706_Smp_S5E28D15_Ds,Homarine,3.7644350337780033,0.31700505547604235,2.2190353883322964,0.31700505547604235,NA,Yes,0
170706_Smp_S6E37D15_A,Homarine,7.843554305378247,0.6274843444302598,4.392390411011819,0.6274843444302598,NA,Yes,0
170706_Smp_S6E37D15_B,Homarine,5.787293103936591,0.46298344831492727,3.240884138204491,0.46298344831492727,NA,Yes,0
170706_Smp_S6E37D15_C,Homarine,5.0020873943858994,0.40016699155087193,2.8011689408561034,0.40016699155087193,NA,Yes,0
170706_Smp_S6E37D15_Ds,Homarine,1.2894698925847654,0.12136187224327204,0.8495331057029043,0.12136187224327204,NA,Yes,0
170706_Smp_S3E15D15_A,Homoserine Betaine (tentative),0.3830799956225376,0.030646399649803,0.214524797548621,0.030646399649803,NA,Yes,0
170706_Smp_S3E15D15_B,Homoserine Betaine (tentative),0.2585243880085072,0.02068195104068057,0.144773657284764,0.02068195104068057,NA,Yes,0
170706_Smp_S3E15D15_C,Homoserine Betaine (tentative),0.3698064099384648,0.02958451279507719,0.20709158956554033,0.02958451279507719,NA,Yes,0
170706_Smp_S3E15E15_Ds,Homoserine Betaine (tentative),0.13313728080235074,0.01065098246418806,0.07455687724931642,0.01065098246418806,NA,Yes,0
170706_Smp_S4E16D15_A,Homoserine Betaine (tentative),0.14815732097346043,0.01185258567787683,0.08296809974513783,0.01185258567787683,NA,Yes,0
170706_Smp_S4E16D15_B,Homoserine Betaine (tentative),0.21220647347015373,0.01697651787761229,0.11883562514328606,0.01697651787761229,NA,Yes,0
170706_Smp_S4E16D15_C,Homoserine Betaine (tentative),0.125610704133978,0.01004885633071824,0.07034199431502768,0.01004885633071824,NA,Yes,0
170706_Smp_S4E16D15_Ds,Homoserine Betaine (tentative),0.10151961837156372,0.00812156946972509,0.05685098628807568,0.00812156946972509,NA,Yes,0
170706_Smp_S5E28D15_A,Homoserine Betaine (tentative),0.31599139308796387,0.0252793114470371,0.17695518012925976,0.0252793114470371,NA,Yes,0
170706_Smp_S5E28D15_B,Homoserine Betaine (tentative),0.28244647480516827,0.02259571798441346,0.15817002589089424,0.02259571798441346,NA,Yes,0
170706_Smp_S5E28D15_C,Homoserine Betaine (tentative),0.4252841095550082,0.03402272876440065,0.2381591013508046,0.03402272876440065,NA,Yes,0
170706_Smp_S5E28D15_Ds,Homoserine Betaine (tentative),0.15925549982463727,0.01341098945891682,0.09387692621241776,0.01341098945891682,NA,Yes,0
170706_Smp_S6E37D15_A,Homoserine Betaine (tentative),1.416232849449952,0.11329862795599616,0.793090395691973,0.11329862795599616,NA,Yes,0
170706_Smp_S6E37D15_B,Homoserine Betaine (tentative),1.0988366544367785,0.08790693235494226,0.6153485264845958,0.08790693235494226,NA,Yes,0
170706_Smp_S6E37D15_C,Homoserine Betaine (tentative),0.8903080680260372,0.07122464544208298,0.4985725180945809,0.07122464544208298,NA,Yes,0
170706_Smp_S6E37D15_Ds,Homoserine Betaine (tentative),0.5188287866551805,0.04883094462636993,0.3418166123845895,0.04883094462636993,NA,Yes,0
170706_Smp_S3E15D15_A,Hydroxyisoleucine,4.553395467443167,0.3642716373954534,2.1856298243727204,0.3642716373954534,NA,Yes,0
170706_Smp_S3E15D15_B,Hydroxyisoleucine,2.647776716070674,0.21182213728565388,1.2709328237139232,0.21182213728565388,NA,Yes,0
170706_Smp_S3E15D15_C,Hydroxyisoleucine,4.572898724083924,0.3658318979267139,2.1949913875602833,0.3658318979267139,NA,Yes,0
170706_Smp_S3E15E15_Ds,Hydroxyisoleucine,2.1605060321970004,0.17284048257576,1.03704289545456,0.17284048257576,NA,Yes,0
170706_Smp_S4E16D15_A,Hydroxyisoleucine,1.980476961829364,0.1584381569463491,0.9506289416780946,0.1584381569463491,NA,Yes,0
170706_Smp_S4E16D15_B,Hydroxyisoleucine,2.894107151890403,0.23152857215123224,1.3891714329073934,0.23152857215123224,NA,Yes,0
170706_Smp_S4E16D15_C,Hydroxyisoleucine,1.8528291594674071,0.14822633275739258,0.8893579965443554,0.14822633275739258,NA,Yes,0
170706_Smp_S4E16D15_Ds,Hydroxyisoleucine,1.8441619707192585,0.14753295765754068,0.885197745945244,0.14753295765754068,NA,Yes,0
170706_Smp_S5E28D15_A,Hydroxyisoleucine,1.6909093451241015,0.1352727476099281,0.8116364856595688,0.1352727476099281,NA,Yes,0
170706_Smp_S5E28D15_B,Hydroxyisoleucine,1.6145722942858547,0.12916578354286837,0.7749947012572103,0.12916578354286837,NA,Yes,0
170706_Smp_S5E28D15_C,Hydroxyisoleucine,1.883517992603005,0.1506814394082404,0.9040886364494424,0.1506814394082404,NA,Yes,0
170706_Smp_S5E28D15_Ds,Hydroxyisoleucine,1.38975849805638,0.11703229457316884,0.702193767439013,0.11703229457316884,NA,Yes,0
170706_Smp_S6E37D15_A,Hydroxyisoleucine,22.389436739762623,1.7911549391810098,10.746929635086058,1.7911549391810098,NA,Yes,0
170706_Smp_S6E37D15_B,Hydroxyisoleucine,18.157985278773253,1.45263882230186,8.71583293381116,1.45263882230186,NA,Yes,0
170706_Smp_S6E37D15_C,Hydroxyisoleucine,14.688654110734396,1.1750923288587516,7.0505539731525095,1.1750923288587516,NA,Yes,0
170706_Smp_S6E37D15_Ds,Hydroxyisoleucine,6.058348279296612,0.5701974851102694,3.421184910661616,0.5701974851102694,NA,Yes,0
170706_Smp_S3E15D15_A,L-Arginine,0.13493164737647,0.0107945317901176,0.0647671907407056,0.0431781271604704,NA,Yes,0
170706_Smp_S3E15D15_B,L-Arginine,0.10091454725754084,0.00807316378060326,0.0484389826836196,0.03229265512241307,NA,Yes,0
170706_Smp_S3E15D15_C,L-Arginine,0.11602240514650893,0.00928179241172071,0.05569075447032427,0.03712716964688285,NA,Yes,0
170706_Smp_S3E15E15_Ds,L-Arginine,0.02790426544698941,0.00223234123575915,0.01339404741455491,0.00892936494303661,NA,Yes,0
170706_Smp_S4E16D15_A,L-Arginine,0.07720717682281389,0.00617657414582511,0.03705944487495066,0.02470629658330044,NA,Yes,0
170706_Smp_S4E16D15_B,L-Arginine,0.10086536972101302,0.00806922957768104,0.04841537746608625,0.03227691831072417,NA,Yes,0
170706_Smp_S4E16D15_C,L-Arginine,0.08590261801015273,0.00687220944081221,0.04123325664487332,0.02748883776324887,NA,Yes,0
170706_Smp_S4E16D15_Ds,L-Arginine,0.03231531314965904,0.00258522505197272,0.01551135031183633,0.01034090020789089,NA,Yes,0
170706_Smp_S5E28D15_A,L-Arginine,0.1094393957214724,0.00875515165771779,0.05253090994630674,0.03502060663087116,NA,Yes,0
170706_Smp_S5E28D15_B,L-Arginine,0.1385088688020351,0.0110807095041628,0.06648425702497684,0.04432283801665123,NA,Yes,0
170706_Smp_S5E28D15_C,L-Arginine,0.47302393945347343,0.03784191515627787,0.2270514909376672,0.15136766062511148,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Arginine,0.05436671950440157,0.00457825006352855,0.02746950038117131,0.0183130002541142,NA,Yes,0
170706_Smp_S6E37D15_A,L-Arginine,2.833260201493981,0.22666081611951852,1.3599648967171112,0.906643264478074,NA,Yes,0
170706_Smp_S6E37D15_B,L-Arginine,3.8671178416055114,0.3093694273284409,1.8562165639706456,1.2374777093137637,NA,Yes,0
170706_Smp_S6E37D15_C,L-Arginine,3.9926672447016633,0.31941337957613314,1.9164802774567988,1.2776535183045326,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Arginine,0.16079225410806255,0.0151333886219353,0.0908003317316118,0.0605335544877412,NA,Yes,0
170706_Smp_S3E15D15_A,L-Asparagine,0.09131319184269408,0.00730505534741552,0.0292202213896621,0.01461011069483105,NA,Yes,0
170706_Smp_S3E15D15_B,L-Asparagine,0.05414922492152263,0.00433193799372181,0.01732775197488724,0.00866387598744362,NA,Yes,0
170706_Smp_S3E15D15_C,L-Asparagine,0.05833700436985209,0.00466696034958816,0.01866784139835266,0.00933392069917633,NA,Yes,0
170706_Smp_S3E15E15_Ds,L-Asparagine,0.02887519277554345,0.00231001542204347,0.0092400616881739,0.00462003084408695,NA,Yes,0
170706_Smp_S4E16D15_A,L-Asparagine,0.04947071155742537,0.00395765692459402,0.01583062769837611,0.00791531384918805,NA,Yes,0
170706_Smp_S4E16D15_B,L-Asparagine,0.07139015424909648,0.00571121233992771,0.02284484935971087,0.01142242467985543,NA,Yes,0
170706_Smp_S4E16D15_C,L-Asparagine,0.05279171631985595,0.00422333730558847,0.0168933492223539,0.00844667461117695,NA,Yes,0
170706_Smp_S4E16D15_Ds,L-Asparagine,0.03802150227122991,0.00304172018169839,0.01216688072679357,0.00608344036339678,NA,Yes,0
170706_Smp_S5E28D15_A,L-Asparagine,0.05152351776538145,0.00412188142123051,0.01648752568492206,0.00824376284246103,NA,Yes,0
170706_Smp_S5E28D15_B,L-Asparagine,0.05853965269312786,0.00468317221545022,0.01873268886180091,0.00936634443090045,NA,Yes,0
170706_Smp_S5E28D15_C,L-Asparagine,0.15604655038800733,0.01248372403104058,0.04993489612416234,0.02496744806208117,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Asparagine,0.03033604094638505,0.00255461397443242,0.0102184558977297,0.00510922794886485,NA,Yes,0
170706_Smp_S6E37D15_A,L-Asparagine,0.8053088813261032,0.06442471050608825,0.257698842024353,0.1288494210121765,NA,Yes,0
170706_Smp_S6E37D15_B,L-Asparagine,0.7168836269767084,0.05735069015813667,0.2294027606325467,0.11470138031627336,NA,Yes,0
170706_Smp_S6E37D15_C,L-Asparagine,0.7072151679825556,0.05657721343860443,0.22630885375441773,0.11315442687720886,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Asparagine,0.16230990274146023,0.01527622614037272,0.0611049045614909,0.03055245228074545,NA,Yes,0
170706_Smp_S3E15D15_A,L-Aspartic acid,0.4765484873173869,0.03812387898539095,0.1524955159415638,0.03812387898539095,NA,Yes,0
170706_Smp_S3E15D15_B,L-Aspartic acid,0.3092268144706588,0.0247381451576527,0.0989525806306108,0.0247381451576527,NA,Yes,0
170706_Smp_S3E15D15_C,L-Aspartic acid,0.3497114236826714,0.02797691389461371,0.11190765557845483,0.02797691389461371,NA,Yes,0
170706_Smp_S3E15E15_Ds,L-Aspartic acid,0.25783299659027376,0.0206266397272219,0.08250655890888761,0.0206266397272219,NA,Yes,0
170706_Smp_S4E16D15_A,L-Aspartic acid,0.15074446420507706,0.01205955713640616,0.04823822854562466,0.01205955713640616,NA,Yes,0
170706_Smp_S4E16D15_B,L-Aspartic acid,0.20866871369935253,0.0166934970959482,0.06677398838379281,0.0166934970959482,NA,Yes,0
170706_Smp_S4E16D15_C,L-Aspartic acid,0.11667072914672176,0.00933365833173774,0.03733463332695096,0.00933365833173774,NA,Yes,0
170706_Smp_S4E16D15_Ds,L-Aspartic acid,0.1480813023227219,0.01184650418581775,0.04738601674327101,0.01184650418581775,NA,Yes,0
170706_Smp_S5E28D15_A,L-Aspartic acid,0.096324418644487,0.00770595349155896,0.03082381396623584,0.00770595349155896,NA,Yes,0
170706_Smp_S5E28D15_B,L-Aspartic acid,0.07147290502916326,0.00571783240233306,0.02287132960933224,0.00571783240233306,NA,Yes,0
170706_Smp_S5E28D15_C,L-Aspartic acid,0.4181753066805039,0.03345402453444031,0.13381609813776124,0.03345402453444031,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Aspartic acid,0.06323339447309725,0.0053249174293134504,0.02129966971725381,0.0053249174293134504,NA,Yes,0
170706_Smp_S6E37D15_A,L-Aspartic acid,1.0673921441753522,0.08539137153402816,0.34156548613611265,0.08539137153402816,NA,Yes,0
170706_Smp_S6E37D15_B,L-Aspartic acid,0.9431965884130477,0.07545572707304381,0.30182290829217523,0.07545572707304381,NA,Yes,0
170706_Smp_S6E37D15_C,L-Aspartic acid,0.8435036122223527,0.0674802889777882,0.2699211559111528,0.0674802889777882,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Aspartic acid,0.1962406308534624,0.01846970643326704,0.07387882573306818,0.01846970643326704,NA,Yes,0
170706_Smp_S3E15D15_A,L-Glutamic acid,2.812194829804213,0.22497558638433707,1.1248779319216853,0.22497558638433707,NA,Yes,0
170706_Smp_S3E15D15_B,L-Glutamic acid,1.858890946477929,0.1487112757182343,0.7435563785911715,0.1487112757182343,NA,Yes,0
170706_Smp_S3E15D15_C,L-Glutamic acid,2.3787496153208445,0.19029996922566755,0.9514998461283376,0.19029996922566755,NA,Yes,0
170706_Smp_S3E15E15_Ds,L-Glutamic acid,1.3294413219974377,0.10635530575979502,0.5317765287989751,0.10635530575979502,NA,Yes,0
170706_Smp_S4E16D15_A,L-Glutamic acid,1.5683871946926409,0.12547097557541126,0.6273548778770563,0.12547097557541126,NA,Yes,0
170706_Smp_S4E16D15_B,L-Glutamic acid,2.064158253496784,0.16513266027974272,0.8256633013987136,0.16513266027974272,NA,Yes,0
170706_Smp_S4E16D15_C,L-Glutamic acid,1.4649671503780075,0.1171973720302406,0.585986860151203,0.1171973720302406,NA,Yes,0
170706_Smp_S4E16D15_Ds,L-Glutamic acid,1.9944967252031176,0.15955973801624942,0.7977986900812472,0.15955973801624942,NA,Yes,0
170706_Smp_S5E28D15_A,L-Glutamic acid,2.4336595086917656,0.19469276069534125,0.9734638034767062,0.19469276069534125,NA,Yes,0
170706_Smp_S5E28D15_B,L-Glutamic acid,2.5023326831124946,0.2001866146489995,1.0009330732449977,0.2001866146489995,NA,Yes,0
170706_Smp_S5E28D15_C,L-Glutamic acid,5.602555592983377,0.4482044474386701,2.2410222371933504,0.4482044474386701,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Glutamic acid,2.908716004898957,0.2449445056757016,1.224722528378508,0.2449445056757016,NA,Yes,0
170706_Smp_S6E37D15_A,L-Glutamic acid,10.966846503035343,0.8773477202428275,4.386738601214137,0.8773477202428275,NA,Yes,0
170706_Smp_S6E37D15_B,L-Glutamic acid,9.17071556364698,0.7336572450917582,3.6682862254587913,0.7336572450917582,NA,Yes,0
170706_Smp_S6E37D15_C,L-Glutamic acid,6.057145701926801,0.4845716561541441,2.4228582807707206,0.4845716561541441,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Glutamic acid,5.202510926076507,0.4896480871601418,2.448240435800709,0.4896480871601418,NA,Yes,0
170706_Smp_S3E15D15_A,L-Glutamine,1.7958871554515623,0.14367097243612498,0.7183548621806248,0.28734194487224995,NA,Yes,0
170706_Smp_S3E15D15_B,L-Glutamine,1.704883380193695,0.13639067041549555,0.6819533520774779,0.27278134083099115,NA,Yes,0
170706_Smp_S3E15D15_C,L-Glutamine,1.210228685342778,0.09681829482742224,0.4840914741371113,0.1936365896548445,NA,Yes,0
170706_Smp_S3E15E15_Ds,L-Glutamine,1.564060200955364,0.1251248160764291,0.6256240803821456,0.2502496321528582,NA,Yes,0
170706_Smp_S4E16D15_A,L-Glutamine,0.9524953048103196,0.07619962438482555,0.38099812192412774,0.1523992487696511,NA,Yes,0
170706_Smp_S4E16D15_B,L-Glutamine,0.9829126371531413,0.07863301097225128,0.3931650548612564,0.15726602194450257,NA,Yes,0
170706_Smp_S4E16D15_C,L-Glutamine,0.734845377650292,0.05878763021202335,0.2939381510601168,0.1175752604240467,NA,Yes,0
170706_Smp_S4E16D15_Ds,L-Glutamine,1.0696649990040563,0.08557319992032451,0.4278659996016226,0.17114639984064903,NA,Yes,0
170706_Smp_S5E28D15_A,L-Glutamine,0.3297916701423733,0.02638333361138986,0.13191666805694932,0.05276666722277973,NA,Yes,0
170706_Smp_S5E28D15_B,L-Glutamine,0.26426145401602996,0.02114091632128239,0.10570458160641198,0.04228183264256479,NA,Yes,0
170706_Smp_S5E28D15_C,L-Glutamine,0.6518671136169676,0.0521493690893574,0.260746845446787,0.1042987381787148,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Glutamine,0.2082017362754192,0.01753277779161425,0.08766388895807124,0.0350655555832285,NA,Yes,0
170706_Smp_S6E37D15_A,L-Glutamine,3.4087878843611192,0.2727030307488895,1.3635151537444476,0.545406061497779,NA,Yes,0
170706_Smp_S6E37D15_B,L-Glutamine,3.489841338425755,0.2791873070740604,1.3959365353703022,0.5583746141481208,NA,Yes,0
170706_Smp_S6E37D15_C,L-Glutamine,3.310225459198589,0.2648180367358871,1.3240901836794357,0.5296360734717742,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Glutamine,0.4958124143333196,0.04666469781960655,0.23332348909803277,0.09332939563921312,NA,Yes,0
170706_Smp_S3E15D15_A,L-Lysine,0.28084237595490824,0.02246739007639266,0.13480434045835596,0.04493478015278532,NA,Yes,0
170706_Smp_S3E15D15_B,L-Lysine,0.16026750743283483,0.01282140059462678,0.07692840356776072,0.02564280118925357,NA,Yes,0
170706_Smp_S3E15D15_C,L-Lysine,0.280721177924146,0.02245769423393168,0.13474616540359008,0.04491538846786336,NA,Yes,0
170706_Smp_S3E15E15_Ds,L-Lysine,0.1379469174068174,0.01103575339254538,0.06621452035527234,0.02207150678509077,NA,Yes,0
170706_Smp_S4E16D15_A,L-Lysine,0.16588888213832798,0.01327111057106623,0.07962666342639743,0.02654222114213247,NA,Yes,0
170706_Smp_S4E16D15_B,L-Lysine,0.2505816118971403,0.02004652895177122,0.12027917371062732,0.04009305790354244,NA,Yes,0
170706_Smp_S4E16D15_C,L-Lysine,0.21634189094419665,0.01730735127553573,0.1038441076532144,0.03461470255107146,NA,Yes,0
170706_Smp_S4E16D15_Ds,L-Lysine,0.09480694668663574,0.00758455573493085,0.04550733440958515,0.01516911146986171,NA,Yes,0
170706_Smp_S5E28D15_A,L-Lysine,0.3057410496188956,0.02445928396951164,0.14675570381706987,0.04891856793902329,NA,Yes,0
170706_Smp_S5E28D15_B,L-Lysine,0.29685229521523104,0.02374818361721848,0.14248910170331092,0.04749636723443697,NA,Yes,0
170706_Smp_S5E28D15_C,L-Lysine,0.6678130706175582,0.05342504564940466,0.320550273896428,0.10685009129880932,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Lysine,0.27378933177127784,0.0230559437281076,0.13833566236864564,0.04611188745621521,NA,Yes,0
170706_Smp_S6E37D15_A,L-Lysine,3.858171562157631,0.30865372497261045,1.8519223498356627,0.6173074499452209,NA,Yes,0
170706_Smp_S6E37D15_B,L-Lysine,6.022101944319583,0.4817681555455666,2.8906089332733997,0.9635363110911332,NA,Yes,0
170706_Smp_S6E37D15_C,L-Lysine,6.592240187916028,0.5273792150332822,3.1642752901996936,1.0547584300665644,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Lysine,0.4104330155522295,0.03862898969903336,0.23177393819420017,0.07725797939806672,NA,Yes,0
170706_Smp_S3E15D15_A,L-Serine,0.03121866956215798,0.00249749356497263,0.00749248069491791,0.00249749356497263,NA,No,0
170706_Smp_S3E15D15_B,L-Serine,0.03044474258656914,0.00243557940692553,0.00730673822077659,0.00243557940692553,NA,No,0
170706_Smp_S3E15D15_C,L-Serine,0.01728557189895918,0.00138284575191673,0.0041485372557502,0.00138284575191673,NA,No,0
170706_Smp_S3E15E15_Ds,L-Serine,0.00933189311116432,7.465514488931462e-4,0.00223965434667943,7.465514488931462e-4,NA,No,0
170706_Smp_S4E16D15_A,L-Serine,0.01544244124867308,0.00123539529989384,0.00370618589968153,0.00123539529989384,NA,No,0
170706_Smp_S4E16D15_B,L-Serine,0.02423661604102472,0.00193892928328197,0.00581678784984593,0.00193892928328197,NA,No,0
170706_Smp_S4E16D15_C,L-Serine,0.01091632113964952,8.733056911719619e-4,0.00261991707351588,8.733056911719619e-4,NA,No,0
170706_Smp_S4E16D15_Ds,L-Serine,0.00402822234767348,3.222577878138784e-4,9.667733634416352e-4,3.222577878138784e-4,NA,No,0
170706_Smp_S5E28D15_A,L-Serine,0.02032012813298342,0.00162561025063867,0.00487683075191602,0.00162561025063867,NA,No,0
170706_Smp_S5E28D15_B,L-Serine,0.02871497400982519,0.00229719792078601,0.00689159376235804,0.00229719792078601,NA,No,0
170706_Smp_S5E28D15_C,L-Serine,0.08173855959823643,0.00653908476785891,0.01961725430357674,0.00653908476785891,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Serine,0.01229921537033839,0.00103572339960744,0.00310717019882233,0.00103572339960744,NA,No,0
170706_Smp_S6E37D15_A,L-Serine,0.3053817794204705,0.02443054235363764,0.07329162706091291,0.02443054235363764,NA,Yes,0
170706_Smp_S6E37D15_B,L-Serine,0.3961603347259922,0.03169282677807938,0.09507848033423816,0.03169282677807938,NA,Yes,0
170706_Smp_S6E37D15_C,L-Serine,0.7220654303445571,0.05776523442756456,0.1732957032826937,0.05776523442756456,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Serine,0.05991173783771688,0.005638751796491,0.016916255389473,0.005638751796491,NA,Yes,0
170706_Smp_S3E15D15_A,L-Threonine,0.03352560221563508,0.0026820481772508,0.01072819270900322,0.0026820481772508,NA,Yes,0
170706_Smp_S3E15D15_B,L-Threonine,0.01890627618576705,0.00151250209486136,0.00605000837944545,0.00151250209486136,NA,Yes,0
170706_Smp_S3E15D15_C,L-Threonine,0.01439895152247124,0.00115191612179769,0.00460766448719079,0.00115191612179769,NA,No,0
170706_Smp_S3E15E15_Ds,L-Threonine,0.01045656213136769,8.365249705094154e-4,0.00334609988203766,8.365249705094154e-4,NA,No,0
170706_Smp_S4E16D15_A,L-Threonine,0.0169220742063118,0.00135376593650494,0.00541506374601977,0.00135376593650494,NA,Yes,0
170706_Smp_S4E16D15_B,L-Threonine,0.04702940038901815,0.00376235203112145,0.0150494081244858,0.00376235203112145,NA,Yes,0
170706_Smp_S4E16D15_C,L-Threonine,0.01414192316501873,0.00113135385320149,0.00452541541280599,0.00113135385320149,NA,Yes,0
170706_Smp_S4E16D15_Ds,L-Threonine,0.00608959607534171,4.871676860273372e-4,0.00194867074410934,4.871676860273372e-4,NA,No,0
170706_Smp_S5E28D15_A,L-Threonine,0.05492028714590685,0.00439362297167254,0.01757449188669019,0.00439362297167254,NA,Yes,0
170706_Smp_S5E28D15_B,L-Threonine,0.08691542793235568,0.00695323423458845,0.02781293693835382,0.00695323423458845,NA,Yes,0
170706_Smp_S5E28D15_C,L-Threonine,0.05672712610624245,0.00453817008849939,0.01815268035399758,0.00453817008849939,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Threonine,0.01259472194456625,0.00106060816375294,0.00424243265501179,0.00106060816375294,NA,Yes,0
170706_Smp_S6E37D15_A,L-Threonine,0.30124852328926344,0.02409988186314107,0.09639952745256428,0.02409988186314107,NA,Yes,0
170706_Smp_S6E37D15_B,L-Threonine,0.2686188208041529,0.02148950566433223,0.08595802265732892,0.02148950566433223,NA,Yes,0
170706_Smp_S6E37D15_C,L-Threonine,0.4123509659291488,0.0329880772743319,0.1319523090973276,0.0329880772743319,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Threonine,0.04032181783375729,0.00379499461964774,0.01517997847859098,0.00379499461964774,NA,Yes,0
170706_Smp_S3E15D15_A,L-Tyrosine,0.14532999124428825,0.01162639929954306,0.10463759369588754,0.01162639929954306,NA,Yes,0
170706_Smp_S3E15D15_B,L-Tyrosine,0.09564574497303464,0.00765165959784277,0.06886493638058494,0.00765165959784277,NA,Yes,0
170706_Smp_S3E15D15_C,L-Tyrosine,0.11318407916648968,0.00905472633331917,0.08149253699987256,0.00905472633331917,NA,Yes,0
170706_Smp_S3E15E15_Ds,L-Tyrosine,0.04903624529305145,0.00392289962344411,0.03530609661099704,0.00392289962344411,NA,Yes,0
170706_Smp_S4E16D15_A,L-Tyrosine,0.08725310384275378,0.0069802483074203,0.06282223476678271,0.0069802483074203,NA,Yes,0
170706_Smp_S4E16D15_B,L-Tyrosine,0.1288729640355076,0.0103098371228406,0.09278853410556544,0.0103098371228406,NA,Yes,0
170706_Smp_S4E16D15_C,L-Tyrosine,0.08753502902843988,0.00700280232227518,0.0630252209004767,0.00700280232227518,NA,Yes,0
170706_Smp_S4E16D15_Ds,L-Tyrosine,0.05761793728635896,0.00460943498290871,0.04148491484617845,0.00460943498290871,NA,Yes,0
170706_Smp_S5E28D15_A,L-Tyrosine,0.0760184942429428,0.00608147953943542,0.05473331585491881,0.00608147953943542,NA,Yes,0
170706_Smp_S5E28D15_B,L-Tyrosine,0.0923302740260804,0.0073864219220864304,0.0664777972987779,0.0073864219220864304,NA,Yes,0
170706_Smp_S5E28D15_C,L-Tyrosine,0.14494341908975886,0.0115954735271807,0.10435926174462636,0.0115954735271807,NA,Yes,0
170706_Smp_S5E28D15_Ds,L-Tyrosine,0.03229229431547476,0.0027193511002505,0.02447415990225455,0.0027193511002505,NA,Yes,0
170706_Smp_S6E37D15_A,L-Tyrosine,1.7063733542669266,0.13650986834135412,1.228588815072187,0.13650986834135412,NA,Yes,0
170706_Smp_S6E37D15_B,L-Tyrosine,1.8703812656526235,0.1496305012522099,1.346674511269889,0.1496305012522099,NA,Yes,0
170706_Smp_S6E37D15_C,L-Tyrosine,1.9256112573257869,0.15404890058606296,1.3864401052745667,0.15404890058606296,NA,Yes,0
170706_Smp_S6E37D15_Ds,L-Tyrosine,0.2780651210375919,0.02617083492118511,0.23553751429066605,0.02617083492118511,NA,Yes,0
170706_Smp_S3E15D15_A,Proline betaine,0.11141728154876734,0.00891338252390138,0.06239367766730971,0.00891338252390138,NA,Yes,0
170706_Smp_S3E15D15_B,Proline betaine,0.05847584176086272,0.00467806734086901,0.03274647138608312,0.00467806734086901,NA,Yes,0
170706_Smp_S3E15D15_C,Proline betaine,0.0890007617403506,0.00712006093922804,0.04984042657459633,0.00712006093922804,NA,Yes,0
