SampID,Organism,Batch,Compound,Area,min.area.flag,blk.flag
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Aspartic acid,11504858,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Aspartic acid,6128458,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Aspartic acid,229261744,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Aspartic acid,298334784,NA,NA
211215_Smp_To_A,To,Diatom,L-Aspartic acid,103055192,NA,NA
211215_Smp_To_B,To,Diatom,L-Aspartic acid,114982704,NA,NA
211215_Smp_To_C,To,Diatom,L-Aspartic acid,121257224,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Aspartic acid,161957168,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Aspartic acid,90425696,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Aspartic acid,84373736,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Glutamic acid,971941056,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Glutamic acid,748884480,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Glutamic acid,1155251072,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Glutamic acid,347125984,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Glutamic acid,468172128,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Glutamic acid,347962016,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Glutamic acid,929128192,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Glutamic acid,1223782272,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Glutamic acid,983003840,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Glutamic acid,154653840,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Glutamic acid,121310784,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Glutamic acid,70412280,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Glutamic acid,3061673216,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Glutamic acid,3464203264,NA,NA
211215_Smp_To_A,To,Diatom,L-Glutamic acid,1479422080,NA,NA
211215_Smp_To_B,To,Diatom,L-Glutamic acid,1735204224,NA,NA
211215_Smp_To_C,To,Diatom,L-Glutamic acid,1734419840,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Glutamic acid,1124393984,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Glutamic acid,582241088,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Glutamic acid,551579520,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Glutamine,1520367232,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Glutamine,927592704,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Glutamine,1456946176,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Glutamine,211283984,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Glutamine,269172896,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Glutamine,219374224,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Glutamine,1455587328,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Glutamine,1614893184,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Glutamine,1435996416,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Glutamine,36487964,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Glutamine,28113714,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Glutamine,12894205,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Glutamine,4347326976,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Glutamine,4401061376,NA,NA
211215_Smp_To_A,To,Diatom,L-Glutamine,3598140672,NA,NA
211215_Smp_To_B,To,Diatom,L-Glutamine,3722787840,NA,NA
211215_Smp_To_C,To,Diatom,L-Glutamine,3481829376,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Glutamine,917862400,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Glutamine,352097088,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Glutamine,300562208,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Isoleucine,323622976,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Isoleucine,282792160,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Isoleucine,422393920,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Isoleucine,232139440,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Isoleucine,248680336,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Isoleucine,224852576,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Isoleucine,144420016,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Isoleucine,148998896,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Isoleucine,179761408,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Isoleucine,68593504,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Isoleucine,60334188,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Isoleucine,38793724,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Isoleucine,229220432,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Isoleucine,252401344,NA,NA
211215_Smp_To_A,To,Diatom,L-Isoleucine,311499552,NA,NA
211215_Smp_To_B,To,Diatom,L-Isoleucine,308871616,NA,NA
211215_Smp_To_C,To,Diatom,L-Isoleucine,315915104,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Isoleucine,181744320,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Isoleucine,100557784,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Isoleucine,107498744,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Lysine,331861248,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Lysine,127179544,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Lysine,352015552,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Lysine,44561684,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Lysine,47187264,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Lysine,35739748,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Lysine,55661500,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Lysine,79382520,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Lysine,62068416,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Lysine,65061556,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Lysine,71612800,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Lysine,36359644,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Lysine,440723232,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Lysine,353564544,NA,NA
211215_Smp_To_A,To,Diatom,L-Lysine,597528832,NA,NA
211215_Smp_To_B,To,Diatom,L-Lysine,676838656,NA,NA
211215_Smp_To_C,To,Diatom,L-Lysine,705353344,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Lysine,41061372,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Lysine,17571246,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Lysine,20046762,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Methionine,1754283904,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Methionine,1087494400,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Methionine,1326828416,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Methionine,147286240,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Methionine,162312672,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Methionine,131860648,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Methionine,89083072,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Methionine,87706576,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Methionine,41191448,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Methionine,9625586,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Methionine,2386256,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Methionine,7905877,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Methionine,53068388,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Methionine,22141646,NA,NA
211215_Smp_To_A,To,Diatom,L-Methionine,823803392,NA,NA
211215_Smp_To_B,To,Diatom,L-Methionine,868804672,NA,NA
211215_Smp_To_C,To,Diatom,L-Methionine,878628928,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Methionine,202015696,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Methionine,129088976,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Methionine,127489664,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Proline,1276546944,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Proline,965920000,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Proline,1228676096,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Proline,1419569792,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Proline,1803891584,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Proline,1341591552,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Proline,31220680704,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Proline,33111439360,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Proline,30835025920,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Proline,72677168,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Proline,64130652,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Proline,45206328,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Proline,15579996160,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Proline,12401225728,NA,NA
211215_Smp_To_A,To,Diatom,L-Proline,586274688,NA,NA
211215_Smp_To_B,To,Diatom,L-Proline,677027072,NA,NA
211215_Smp_To_C,To,Diatom,L-Proline,598241088,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Proline,5178012160,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Proline,3025030400,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Proline,2621995008,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Serine,35577720,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Serine,25436610,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Serine,44865212,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Serine,14720272,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Serine,17824776,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Serine,15176574,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Serine,19750804,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Serine,26488164,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Serine,20386984,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Serine,2766840,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Serine,1968649,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Serine,1476968,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Serine,38806900,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Serine,37821608,NA,NA
211215_Smp_To_A,To,Diatom,L-Serine,72027272,NA,NA
211215_Smp_To_B,To,Diatom,L-Serine,81979128,NA,NA
211215_Smp_To_C,To,Diatom,L-Serine,82234912,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Serine,15983262,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Serine,7898966,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Serine,6715632,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Threonine,80424520,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Threonine,62802960,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Threonine,123289112,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Threonine,18627876,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Threonine,20532016,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Threonine,18553696,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Threonine,9282462,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Threonine,11386239,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Threonine,10108700,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Threonine,14510843,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Threonine,12523884,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Threonine,7028768,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Threonine,78820768,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Threonine,89973768,NA,NA
211215_Smp_To_A,To,Diatom,L-Threonine,198117552,NA,NA
211215_Smp_To_B,To,Diatom,L-Threonine,218426944,NA,NA
211215_Smp_To_C,To,Diatom,L-Threonine,215263024,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Threonine,135405264,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Threonine,52422452,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Threonine,51268300,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Tyrosine,29894742,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Tyrosine,23100072,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Tyrosine,34721188,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Tyrosine,218211056,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Tyrosine,177866480,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Tyrosine,225333536,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Tyrosine,9405888,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Tyrosine,10781239,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Tyrosine,13649190,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Tyrosine,322187328,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Tyrosine,271218784,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Tyrosine,164036304,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Tyrosine,47524524,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Tyrosine,36677720,NA,NA
211215_Smp_To_A,To,Diatom,L-Tyrosine,91653792,NA,NA
211215_Smp_To_B,To,Diatom,L-Tyrosine,89091024,NA,NA
211215_Smp_To_C,To,Diatom,L-Tyrosine,99474864,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Tyrosine,57500932,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Tyrosine,46742128,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Tyrosine,46730896,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Proline betaine,13864750,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Proline betaine,12812536,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Proline betaine,17309332,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Proline betaine,737164,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Proline betaine,720332,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Proline betaine,1132619,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Proline betaine,625633,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Proline betaine,989710,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Proline betaine,8020738,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Proline betaine,7270267,NA,NA
211215_Smp_To_A,To,Diatom,Proline betaine,7879172,NA,NA
211215_Smp_To_B,To,Diatom,Proline betaine,8988289,NA,NA
211215_Smp_To_C,To,Diatom,Proline betaine,9078003,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Proline betaine,14417125,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Proline betaine,9528542,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Proline betaine,11798021,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Sarcosine,864329,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Sarcosine,425151,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Sarcosine,834528,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Sarcosine,32551830,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Sarcosine,44675368,NA,NA
211215_Smp_To_B,To,Diatom,Sarcosine,100557,NA,NA
211215_Smp_To_C,To,Diatom,Sarcosine,609639,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Sarcosine,1548404,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Sarcosine,1237668,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Sarcosine,623691,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Trigonelline,461428576,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Trigonelline,465137888,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Trigonelline,535974784,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Trigonelline,2000474,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Trigonelline,447169,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Trigonelline,582038,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Trigonelline,7088844288,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Trigonelline,6614989312,NA,NA
211215_Smp_To_A,To,Diatom,Trigonelline,5652928,NA,NA
211215_Smp_To_B,To,Diatom,Trigonelline,686932,NA,NA
211215_Smp_To_C,To,Diatom,Trigonelline,5512607,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Trigonelline,1228255872,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Trigonelline,815100160,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Trigonelline,899840448,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Trimethylamine N-oxide,2762878,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Trimethylamine N-oxide,3225521,NA,NA
211215_Smp_Fc_C,Fc,Diatom,Trimethylamine N-oxide,2344920,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Trimethylamine N-oxide,338624,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Trimethylamine N-oxide,2090993,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Taurine,3348811,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Taurine,2738581,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Taurine,4019531,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Taurine,887019712,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Taurine,1039796416,NA,NA
211215_Smp_Fc_C,Fc,Diatom,Taurine,869845632,NA,NA
211215_Smp_Np_A,Np,Diatom,Taurine,240855,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Taurine,112111960,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Taurine,119531768,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Taurine,72904440,NA,NA
211215_Smp_To_A,To,Diatom,Taurine,109672,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Isethionic acid,4317760000,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Isethionic acid,4079836672,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Isethionic acid,5142729216,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Isethionic acid,4754341888,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Isethionic acid,5956541952,NA,NA
211215_Smp_Fc_C,Fc,Diatom,Isethionic acid,4964028928,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Isethionic acid,12210095104,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Isethionic acid,7042504704,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Isethionic acid,8307961344,NA,NA
211215_Smp_To_C,To,Diatom,Isethionic acid,1355750,NA,NA
211215_Smp_Cy_A,Cy,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",3788081664,NA,NA
211215_Smp_Cy_B,Cy,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",3730535168,NA,NA
211215_Smp_Cy_C,Cy,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",5640077824,NA,NA
211215_Smp_Np_A,Np,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",2304162304,NA,NA
211215_Smp_Np_C,Np,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",3063540736,NA,NA
211215_Smp_Np_F,Np,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",2673549568,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",17850872,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",14916206,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",6890757,NA,NA
211215_Smp_Pt_C,Pt,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",8735156224,NA,NA
211215_Smp_Pt_F,Pt,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",10580538368,NA,NA
211215_Smp_To_A,To,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",5526063104,NA,NA
211215_Smp_To_B,To,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",6174119936,NA,NA
211215_Smp_To_C,To,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",6469994496,NA,NA
211215_Smp_Tp_A,Tp,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",3474291200,NA,NA
211215_Smp_Tp_E,Tp,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",1965209600,NA,NA
211215_Smp_Tp_F,Tp,Diatom,"(R)-2,3-Dihydroxypropane-1-sulfonate",1994353280,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Cysteic acid,83441056,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Cysteic acid,58034300,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Cysteic acid,116421424,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Sucrose,12460351,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Sucrose,14851808,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Sucrose,18179614,NA,NA
211215_Smp_Np_A,Np,Diatom,Sucrose,5908650,NA,NA
211215_Smp_Np_C,Np,Diatom,Sucrose,9797397,NA,NA
211215_Smp_Np_F,Np,Diatom,Sucrose,6456754,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Sucrose,39246396,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Sucrose,35345864,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Sucrose,18582804,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Sucrose,17641798,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Sucrose,21293278,NA,NA
211215_Smp_To_A,To,Diatom,Sucrose,5560592,NA,NA
211215_Smp_To_B,To,Diatom,Sucrose,6654815,NA,NA
211215_Smp_To_C,To,Diatom,Sucrose,6184787,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Sucrose,17611734,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Sucrose,12781872,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Sucrose,15083362,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Trehalose,1495969,NA,NA
211215_Smp_To_A,To,Diatom,Trehalose,145174,NA,NA
211215_Smp_To_C,To,Diatom,Trehalose,124737,NA,NA
211218_Smp_449_A,449,Dino_Green,(3-Carboxypropyl)trimethylammonium,221654224,NA,NA
211218_Smp_449_B,449,Dino_Green,(3-Carboxypropyl)trimethylammonium,284951840,NA,NA
211218_Smp_449_C,449,Dino_Green,(3-Carboxypropyl)trimethylammonium,260898848,NA,NA
211218_Smp_1314_A,1314,Dino_Green,(3-Carboxypropyl)trimethylammonium,200185168,NA,NA
211218_Smp_1314_B,1314,Dino_Green,(3-Carboxypropyl)trimethylammonium,177837904,NA,NA
211218_Smp_1314_C,1314,Dino_Green,(3-Carboxypropyl)trimethylammonium,177031744,NA,NA
211218_Smp_1771_A,1771,Dino_Green,(3-Carboxypropyl)trimethylammonium,204065088,NA,NA
211218_Smp_1771_B,1771,Dino_Green,(3-Carboxypropyl)trimethylammonium,261684864,NA,NA
211218_Smp_1771_C,1771,Dino_Green,(3-Carboxypropyl)trimethylammonium,188126192,NA,NA
211218_Smp_2021_A,2021,Dino_Green,(3-Carboxypropyl)trimethylammonium,2927208704,NA,NA
211218_Smp_2021_B,2021,Dino_Green,(3-Carboxypropyl)trimethylammonium,3076994304,NA,NA
211218_Smp_2021_C,2021,Dino_Green,(3-Carboxypropyl)trimethylammonium,1619444096,NA,NA
211218_Smp_1545_A,1545,Dino_Green,5-Hydroxyectoine,112567,NA,NA
211218_Smp_1545_B,1545,Dino_Green,5-Hydroxyectoine,130951,NA,NA
211218_Smp_3430_A,3430,Dino_Green,5-Hydroxyectoine,265239,NA,NA
211218_Smp_3430_C,3430,Dino_Green,5-Hydroxyectoine,120909,NA,NA
211218_Smp_449_A,449,Dino_Green,beta-Alanine,338616,NA,NA
211218_Smp_449_B,449,Dino_Green,beta-Alanine,198747,NA,NA
211218_Smp_1314_A,1314,Dino_Green,beta-Alanine,168500,NA,NA
211218_Smp_1314_B,1314,Dino_Green,beta-Alanine,347785,NA,NA
211218_Smp_1314_C,1314,Dino_Green,beta-Alanine,411930,NA,NA
211218_Smp_1545_A,1545,Dino_Green,beta-Alanine,1377476,NA,NA
211218_Smp_1545_B,1545,Dino_Green,beta-Alanine,1260319,NA,NA
211218_Smp_1545_C,1545,Dino_Green,beta-Alanine,1161079,NA,NA
211218_Smp_2021_A,2021,Dino_Green,beta-Alanine,2619020,NA,NA
211218_Smp_2021_B,2021,Dino_Green,beta-Alanine,2677548,NA,NA
211218_Smp_2021_C,2021,Dino_Green,beta-Alanine,1515195,NA,NA
211218_Smp_3430_A,3430,Dino_Green,beta-Alanine,6146539,NA,NA
211218_Smp_3430_B,3430,Dino_Green,beta-Alanine,7014880,NA,NA
211218_Smp_3430_C,3430,Dino_Green,beta-Alanine,5406506,NA,NA
211218_Smp_449_A,449,Dino_Green,beta-Alaninebetaine,8012406,NA,NA
211218_Smp_449_B,449,Dino_Green,beta-Alaninebetaine,12011890,NA,NA
211218_Smp_449_C,449,Dino_Green,beta-Alaninebetaine,10262347,NA,NA
211218_Smp_1314_A,1314,Dino_Green,beta-Alaninebetaine,4573238,NA,NA
211218_Smp_1314_B,1314,Dino_Green,beta-Alaninebetaine,3448858,NA,NA
211218_Smp_1314_C,1314,Dino_Green,beta-Alaninebetaine,3652605,NA,NA
211218_Smp_1545_A,1545,Dino_Green,beta-Alaninebetaine,140101,NA,NA
211218_Smp_1771_A,1771,Dino_Green,beta-Alaninebetaine,961060608,NA,NA
211218_Smp_1771_B,1771,Dino_Green,beta-Alaninebetaine,1168215168,NA,NA
211218_Smp_1771_C,1771,Dino_Green,beta-Alaninebetaine,867073280,NA,NA
211218_Smp_2021_A,2021,Dino_Green,beta-Alaninebetaine,15506355,NA,NA
211218_Smp_2021_B,2021,Dino_Green,beta-Alaninebetaine,13579259,NA,NA
211218_Smp_2021_C,2021,Dino_Green,beta-Alaninebetaine,7381270,NA,NA
211218_Smp_3430_A,3430,Dino_Green,beta-Alaninebetaine,115035,NA,NA
