SampID,Vol_L,Cruise
240801_Smp_TN397_S12_DCM+50_B,5,G4_DepthProfiles
240801_Smp_TN397_S13_15m_A,5,G4_DepthProfiles
240801_Smp_TN397_S13_15m_B,5,G4_DepthProfiles
240801_Smp_TN397_S13_DCM_A,5,G4_DepthProfiles
240801_Smp_TN397_S13_DCM_B,5,G4_DepthProfiles
240801_Smp_TN397_S14_DCM_A,5.25,G4_DepthProfiles
240801_Smp_TN397_S14_DCM_B,5,G4_DepthProfiles
240801_Smp_TN397_S14_DCM_C,5,G4_DepthProfiles
240801_Smp_TN397_S15_DCM_A,6,G4_DepthProfiles
240801_Smp_TN397_S15_DCM_B,6,G4_DepthProfiles
240801_Smp_TN397_S15_DCM_C,6,G4_DepthProfiles
240801_Smp_TN397_S16_DCM_A,5,G4_DepthProfiles
240801_Smp_TN397_S16_DCM_B,4.5,G4_DepthProfiles
240801_Smp_TN397_S16_DCM_C,5,G4_DepthProfiles
240801_Smp_TN397_S17_DCM_A,5,G4_DepthProfiles
240801_Smp_TN397_S17_DCM_B,5,G4_DepthProfiles
240801_Smp_TN397_S17_DCM_C,5,G4_DepthProfiles
240801_Smp_TN397_S18_DCM_A,5,G4_DepthProfiles
240801_Smp_TN397_S18_DCM_B,5,G4_DepthProfiles
240801_Smp_TN397_S18_DCM_C,5,G4_DepthProfiles
230213_Blk_Blk-TfinalC_1,2,PERIFIX
230213_Blk_Blk-TfinalF_1,2,PERIFIX
230213_Blk_Blk-TfinalN_1,2,PERIFIX
230213_Blk_Blk-TfinalNF_1,2,PERIFIX
230213_Blk_Blk-TfinalNP_1,2,PERIFIX
230213_Blk_Blk-TfinalNPF_1,2,PERIFIX
230213_Blk_Blk-TfinalP_1,2,PERIFIX
230213_Blk_Blk-TfinalPF_1,2,PERIFIX
230213_Smp_T0Tote_1,9,PERIFIX
230213_Smp_T0Tote_2,8.9,PERIFIX
230213_Smp_T0Tote_3,7.5,PERIFIX
230213_Smp_T0Tote_4,9,PERIFIX
230213_Smp_TfinalC_1,2,PERIFIX
230213_Smp_TfinalC_2,2,PERIFIX
230213_Smp_TfinalC_3,2,PERIFIX
230213_Smp_TfinalF_1,1.925,PERIFIX
230213_Smp_TfinalF_2,2,PERIFIX
230213_Smp_TfinalF_3,2,PERIFIX
230213_Smp_TfinalN_1,2,PERIFIX
230213_Smp_TfinalN_2,2,PERIFIX
230213_Smp_TfinalN_3,1.685,PERIFIX
230213_Smp_TfinalNF_1,1.59,PERIFIX
230213_Smp_TfinalNF_2,2,PERIFIX
230213_Smp_TfinalNF_3,1.85,PERIFIX
230213_Smp_TfinalNP_1,1.635,PERIFIX
230213_Smp_TfinalNP_2,2,PERIFIX
230213_Smp_TfinalNP_3,2,PERIFIX
230213_Smp_TfinalNPF_1,2,PERIFIX
230213_Smp_TfinalNPF_2,2,PERIFIX
230213_Smp_TfinalNPF_3,2,PERIFIX
230213_Smp_TfinalP_1,2,PERIFIX
230213_Smp_TfinalP_2,2,PERIFIX
230213_Smp_TfinalP_3,2,PERIFIX
230213_Smp_TfinalPF_1,2,PERIFIX
230213_Smp_TfinalPF_2,2,PERIFIX
230213_Smp_TfinalPF_3,2,PERIFIX
190715_Smp_KM1906S4C27D40_A,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D40_B,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D40_C,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D70_A,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D70_B,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D70_C,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D125_A,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D125_B,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D125_C,10,G3_DepthProfiles
190715_Smp_KM1906S4C27D300_A,20,G3_DepthProfiles
190715_Smp_KM1906S4C27D300_B,20,G3_DepthProfiles
190715_Smp_KM1906S4C27D300_C,20,G3_DepthProfiles
190715_Smp_KM1906S4C27D500_A,20,G3_DepthProfiles
190715_Smp_KM1906S4C27D500_B,20,G3_DepthProfiles
190715_Smp_KM1906S4C27D500_C,20,G3_DepthProfiles
190715_Smp_KM1906S4C28D15_A,10,G3_DepthProfiles
190715_Smp_KM1906S4C28D15_B,10,G3_DepthProfiles
190715_Smp_KM1906S4C28D15_C,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D80_A,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D80_B,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D80_C,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D125_A,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D125_B,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D125_C,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D200_A,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D200_B,10,G3_DepthProfiles
190715_Smp_KM1906S5C3D200_C,10.5,G3_DepthProfiles
190715_Smp_KM1906S5C3D400_A,20,G3_DepthProfiles
190715_Smp_KM1906S5C3D400_B,20,G3_DepthProfiles
190715_Smp_KM1906S5C3D400_C,20,G3_DepthProfiles
190715_Smp_KM1906S5C3D1000_A,20,G3_DepthProfiles
190715_Smp_KM1906S5C3D1000_B,20,G3_DepthProfiles
190715_Smp_KM1906S5C3D1000_C,20,G3_DepthProfiles
190715_Smp_KM1906S6C3D75_A,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D75_B,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D75_C,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D115_A,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D115_B,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D115_C,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D200_A,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D200_B,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D200_C,10,G3_DepthProfiles
190715_Smp_KM1906S6C3D400_A,20,G3_DepthProfiles
190715_Smp_KM1906S6C3D400_B,20,G3_DepthProfiles
190715_Smp_KM1906S6C3D400_C,20,G3_DepthProfiles
190715_Smp_KM1906S6C3D1000_A,20,G3_DepthProfiles
190715_Smp_KM1906S6C3D1000_B,20,G3_DepthProfiles
190715_Smp_KM1906S6C3D1000_C,20,G3_DepthProfiles
190715_Smp_KM1906U12_A,10,G3_DepthProfiles
190715_Smp_KM1906U12_B,10,G3_DepthProfiles
190715_Smp_KM1906U12_C,10,G3_DepthProfiles
190715_Smp_KM1906U13_A,10,G3_DepthProfiles
190715_Smp_KM1906U13_B,10,G3_DepthProfiles
190715_Smp_KM1906U13_C,10,G3_DepthProfiles
190715_Blk_KM1906S6C31000-Blk_B,10,G3_DepthProfiles
190715_Blk_KM1906S6C31000-Blk_C,10,G3_DepthProfiles
190715_Blk_KM1906U14-Blk_C,10,G3_DepthProfiles
