Cruise,Parent_ID,Part.SampID,Diss.SampID,Compound,Part.Conc.Vial.uM,Part.Conc.nM,Part.Conc.C.nM,Part.Conc.N.nM,Part.Conc.S.nM,Part.detected,Part.Impute.Conc.nM,Diss.detected,Diss.Conc.Vial.uM,Diss.Conc.nM,Diss.Conc.C.nM,Diss.Conc.N.nM,Diss.Conc.S.nM,Diss.Impute.Conc.nM,Diss.LOD.nM,Diss.Conc.no.blk.sub.nM,Diss.LOD.no.blk.sub.nM
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,Trimethylamine N-oxide,0.9424809534252132,0.07539847627401706,0.2261954288220512,0.07539847627401706,NA,Yes,0.00215966233479061,Yes,0.2067722603449103,3.7603703583108303,11.281111074932491,3.7603703583108303,NA,0.008889758156862722,0.008889758156862722,3.780114448718652,0.02863384856468467
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,beta-Alanine,0.6900078433916744,0.05520062747133395,0.16560188241400187,0.05520062747133395,NA,Yes,0.00158033252129447,Yes,0.11992466532846274,0.4732264974610696,1.4196794923832088,0.4732264974610696,NA,0.24076849924504629,0.24076849924504629,1.4607145594209834,1.22825656120496
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,beta-Alaninebetaine,5.382769236100305,0.43062153888802446,2.583729233328147,0.43062153888802446,NA,Yes,2.0856590682921469e-4,Yes,0.11836101282159728,1.7802930609441387,10.681758365664832,1.7802930609441387,NA,0.003140874411352971,0.003140874411352971,1.7879307072748831,0.01077852074209731
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,beta-Glutamic acid,0.6490443991272487,0.05192355193017989,0.25961775965089945,0.05192355193017989,NA,Yes,1.4916078302855232e-5,Yes,0.04259670756085158,0.7232347164462065,3.6161735822310326,0.7232347164462065,NA,0.03335442870623739,0.03335442870623739,0.8052307667457763,0.1153504790058072
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,Arsenobetaine,0.01943311774744821,0.00155464941979585,0.00777324709897928,NA,NA,Yes,7.491581068461359e-8,No,2.8790434933561975e-5,2.112752292291409e-4,0.0010563761461457044,NA,NA,3.0268625195462507e-5,3.0268625195462507e-5,2.5594696655936597e-4,7.494036252568757e-5
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,Glycine betaine,8.641691193976277,0.6913352955181021,3.4566764775905106,0.6913352955181021,NA,Yes,0.02107197599930389,Yes,0.7466940610061477,5.267392450931807,26.336962254659035,5.267392450931807,NA,0.9253683573019953,0.9253683573019953,7.466940610061476,3.1249165164316652
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,Homarine,2.1782198253684335,0.1742575860294747,1.219803102206323,0.1742575860294747,NA,Yes,8.753807285249688e-6,Yes,0.02708831545794816,0.2642309647475404,1.8496167532327825,0.2642309647475404,NA,0.00385604127207847,0.00385604127207847,0.27088315457948164,0.01050823110401972
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,L-Alanine,6.944241048818942,0.5555392839055153,1.666617851716546,0.5555392839055153,NA,Yes,0.01313271956909515,No,0.225582570457999,-0.9304574664570078,-2.7913723993710233,-0.9304574664570078,NA,0.860831724703151,0.860831724703151,2.2558257045799897,4.047114895740148
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,L-Isoleucine,15.947545768939053,1.275803661515124,7.654821969090744,1.275803661515124,NA,Yes,0.00722674212520944,Yes,0.19171655067471025,1.0973851477330059,6.584310886398035,1.0973851477330059,NA,0.2718333858525752,0.2718333858525752,3.211332507114074,2.3857807452336433
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,L-Proline,1.1366271928817289,0.09093017543053832,0.4546508771526916,0.09093017543053832,NA,Yes,0.0041062402281569,Yes,0.06237545741899322,0.2827157814513177,1.4135789072565885,0.2827157814513177,NA,0.12037087248387068,0.12037087248387068,0.6237545741899321,0.46140966522248505
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,Taurine,7.578378521989105,0.6062702817591283,1.212540563518257,0.6062702817591283,0.6062702817591283,Yes,3.76850844037546e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,Isethionic acid,11.649681701870469,0.9319745361496374,1.8639490722992749,NA,0.9319745361496374,Yes,0.00326433016218769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,L-Cysteic acid,0.20230445993760687,0.01618435679500855,0.04855307038502565,0.01618435679500855,0.01618435679500855,Yes,4.859371903099508e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,Sucrose,1.334004395628988,0.10672035165031904,1.2806442198038286,NA,NA,Yes,0.02752999014688257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_600_U_C,220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,Trehalose,0.19733410440366125,0.0157867283522929,0.1894407402275148,NA,NA,Yes,0.00287164260582747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,(3-Carboxypropyl)trimethylammonium,0.33440914794158993,0.02675273183532718,0.1872691228472903,0.02675273183532718,NA,Yes,5.234717032564405e-5,Yes,0.00256458999951004,0.05077676872439339,0.35543738107075373,0.05077676872439339,NA,0.00154358305471733,0.00154358305471733,0.05479893161346254,0.00556574594378648
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",3.7931271546563337,0.30345017237250665,0.91035051711752,NA,0.30345017237250665,Yes,5.773290854041151e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,2-O-alpha-D-Glucosylglycerol,2.420062615071368,0.19360500920570944,1.7424450828513849,NA,NA,Yes,1.6741197304606694e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,5-Hydroxyectoine,0.00329289754014334,2.6343180321146783e-4,0.0015805908192688,5.268636064229357e-4,NA,Yes,5.871464016727651e-7,Yes,2.254231307623448e-4,0.004240899885203459,0.025445399311220758,0.008481799770406919,NA,2.981783067038601e-4,2.981783067038601e-4,0.00477591378733781,8.331922088382107e-4
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Betonicine,0.13055637935747588,0.01044451034859807,0.07311157244018648,0.01044451034859807,NA,Yes,2.408648525555309e-5,Yes,0.00379412403177827,0.040717463028344,0.285022241198408,0.040717463028344,NA,5.908157657269902e-4,5.908157657269902e-4,0.0425350227777833,0.00240837551516629
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Carnitine,0.14666020736793617,0.01173281658943489,0.08212971612604425,0.01173281658943489,NA,Yes,1.647389015757741e-4,Yes,0.00260144259363402,0.02337335006548331,0.16361345045838319,0.02337335006548331,NA,7.195391209348896e-4,7.195391209348896e-4,0.0260144259363402,0.00336061499179178
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Dimethylsulfonioacetate,0.21448056280211755,0.0171584450241694,0.06863378009667762,NA,0.0171584450241694,Yes,1.444935975753952e-5,Yes,0.01414983138313832,0.1472890524692594,0.5891562098770377,NA,0.1472890524692594,0.00190388134630173,0.00190388134630173,0.149259824716649,0.00387465359369133
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Dimethylsulfoniopropionate,1.3819182111657498,0.11055345689326,0.5527672844663,NA,0.11055345689326,Yes,1.1972011069971628e-4,Yes,0.22928839683689473,4.131154331319338,20.655771656596688,NA,4.131154331319338,2.457687794022725e-4,2.457687794022725e-4,4.131322465529634,4.139029896990334e-4
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Ectoine,0.20176079183805756,0.0161408633470446,0.09684518008226764,0.03228172669408921,NA,Yes,8.627795642355144e-5,Yes,0.00282389663452689,0.050294149224974063,0.3017648953498444,0.10058829844994813,NA,0.0026164259740440402,0.0026164259740440402,0.05932555954888436,0.01164783629795434
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Gonyol,4.085235999543848,0.32681887996350784,2.287732159744555,NA,0.32681887996350784,Yes,9.732664307637168e-4,Yes,0.12623992657490937,1.3160571167878075,9.212399817514653,NA,1.3160571167878075,0.22373499369495736,0.22373499369495736,1.7780271348578782,0.6857050117650281
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Hydroxyisoleucine,20.239098134221457,1.6191278507377165,9.7147671044263,1.6191278507377165,NA,Yes,0.00220209595538393,Yes,0.09847848227150952,1.4144908421022957,8.486945052613773,1.4144908421022957,NA,0.043893335439155856,0.043893335439155856,1.5582038334099606,0.18760632674682085
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Asparagine,0.807634312790296,0.06461074502322367,0.2584429800928947,0.12922149004644734,NA,Yes,0.0016909694001912,No,0.04106433533510366,0.032665772492387724,0.1306630899695509,0.06533154498477545,NA,0.0817213833911617,0.0817213833911617,0.4965457718875895,0.5456013827863635
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Aspartic acid,2.8046299566656376,0.22437039653325097,0.8974815861330039,0.22437039653325097,NA,Yes,0.00611843653513392,No,0.12376945265538576,0.9081813988134056,3.6327255952536226,0.9081813988134056,NA,0.39726644417027035,0.39726644417027035,1.8418073311813352,1.3308923765382
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Glutamic acid,20.670699703167426,1.6536559762533938,8.268279881266968,1.6536559762533938,NA,Yes,0.00219652197759229,Yes,0.07396446328396947,1.064422053459626,5.322110267298131,1.064422053459626,NA,0.10279196046773581,0.10279196046773581,1.3773643069640495,0.4157342139721593
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Glutamine,1.325756393344394,0.10606051146755152,0.5303025573377576,0.21212102293510304,NA,Yes,1.4486726485862596e-4,Yes,0.01998001487136052,0.12410260265722758,0.620513013286138,0.24820520531445517,NA,0.005824404762137962,0.005824404762137962,0.15251919749130172,0.0342409995962121
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Lysine,0.6249102346735934,0.04999281877388747,0.29995691264332486,0.09998563754777497,NA,Yes,0.00131826435746422,Yes,0.02411336621251485,0.11903905155317768,0.7142343093190661,0.23807810310635535,NA,0.09615716340867614,0.09615716340867614,0.4290634557386985,0.40618156759419694
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Threonine,0.6205394154725928,0.04964315323780742,0.1985726129512297,0.04964315323780742,NA,Yes,0.00796499792478672,Yes,0.05393429078156419,0.4054081723341961,1.6216326893367845,0.4054081723341961,NA,0.08520771691755569,0.08520771691755569,0.8671107842695207,0.5469103288528803
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Tyrosine,0.13485226358144037,0.01078818108651523,0.09709362977863709,0.01078818108651523,NA,Yes,7.354623781821395e-4,No,0.00359467497124706,-0.09159840397709071,-0.8243856357938164,-0.09159840397709071,NA,0.24590414297677118,0.24590414297677118,0.1256879360575896,0.4631904830114515
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Proline betaine,0.11882796011495964,0.00950623680919677,0.06654365766437739,0.00950623680919677,NA,Yes,9.762530856877975e-5,Yes,6.957239120597155e-4,0.007256790842943721,0.050797535900606046,0.007256790842943721,NA,0.0014709316280489201,0.0014709316280489201,0.01195401910755524,0.00616815989266044
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Sarcosine,0.10634921592992784,0.00850793727439422,0.02552381182318268,0.00850793727439422,NA,Yes,0.00103835562067599,No,0.00737177336485383,0.052375841329408895,0.15712752398822669,0.052375841329408895,NA,0.05352048466864415,0.05352048466864415,0.17979935036228875,0.180943993701524
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Trigonelline,0.2647990992999112,0.02118392794399289,0.14828749560795026,0.02118392794399289,NA,Yes,2.311866422967845e-4,No,0.00508442248566895,0.026247110915291444,0.1837297764070401,0.026247110915291444,NA,0.04222405572512507,0.04222405572512507,0.09539254194500858,0.1113694867548422
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Trimethylamine N-oxide,0.15311652167569964,0.01224932173405597,0.03674796520216791,0.01224932173405597,NA,Yes,0.00215966233479061,Yes,0.17201334930035467,3.124924086929558,9.374772260788674,3.124924086929558,NA,0.008889758156862722,0.008889758156862722,3.1446681773373797,0.02863384856468467
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,beta-Alanine,0.4297481796945777,0.03437985437556621,0.10313956312669864,0.03437985437556621,NA,Yes,0.00158033252129447,Yes,0.13838607585452575,0.6980914246969163,2.0942742740907487,0.6980914246969163,NA,0.24076849924504629,0.24076849924504629,1.68557948665683,1.22825656120496
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,beta-Alaninebetaine,3.8392514694081337,0.3071401175526507,1.842840705315904,0.3071401175526507,NA,Yes,2.0856590682921469e-4,Yes,0.07553180174898033,1.133326126312463,6.799956757874778,1.133326126312463,NA,0.003140874411352971,0.003140874411352971,1.1409637726432074,0.01077852074209731
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,beta-Glutamic acid,0.4561703120818142,0.03649362496654513,0.18246812483272565,0.03649362496654513,NA,Yes,1.4916078302855232e-5,Yes,0.01028472529609221,0.11242219726361,0.56211098631805,0.11242219726361,NA,0.03335442870623739,0.03335442870623739,0.1944182475631798,0.1153504790058072
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Arsenobetaine,0.01908941657834832,0.00152715332626786,0.00763576663133932,NA,NA,Yes,7.91095643050053e-8,No,1.3949759996883238e-5,7.934162904206689e-5,3.9670814521033444e-4,NA,NA,3.0268625195462507e-5,3.0268625195462507e-5,1.2401336637229195e-4,7.494036252568757e-5
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Glycine betaine,7.924118210068284,0.6339294568054626,3.169647284027313,0.6339294568054626,NA,Yes,0.02329277975387293,Yes,0.7046260640141614,4.846712481011945,24.233562405059725,4.846712481011945,NA,0.9253683573019953,0.9253683573019953,7.046260640141615,3.1249165164316652
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Homarine,2.3791340673737484,0.19033072538989987,1.3323150777292991,0.19033072538989987,NA,Yes,9.683068864555953e-6,Yes,0.02629907189865564,0.2563385291546151,1.7943697040823055,0.2563385291546151,NA,0.00385604127207847,0.00385604127207847,0.26299071898655635,0.01050823110401972
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Alanine,4.831002673243491,0.3864802138594792,1.1594406415784375,0.3864802138594792,NA,Yes,0.01350365928743709,No,0.2766637829221168,-0.41964534181582946,-1.2589360254474884,-0.41964534181582946,NA,0.860831724703151,0.860831724703151,2.766637829221168,4.047114895740148
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Isoleucine,19.768874539803875,1.5815099631843097,9.489059779105858,1.5815099631843097,NA,Yes,0.01051935478235337,Yes,0.19458646016504133,1.145457333500696,6.872744001004175,1.145457333500696,NA,0.2718333858525752,0.2718333858525752,3.259404692881764,2.3857807452336433
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Proline,1.2306508229830884,0.09845206583864706,0.4922603291932353,0.09845206583864706,NA,Yes,0.00472958432659124,Yes,0.05851196217708938,0.24408082903227935,1.2204041451613967,0.24408082903227935,NA,0.12037087248387068,0.12037087248387068,0.5851196217708937,0.46140966522248505
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Taurine,6.814872957504617,0.5451898366003693,1.0903796732007387,0.5451898366003693,0.5451898366003693,Yes,3.878094428496858e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Isethionic acid,10.05172956264499,0.8041383650115991,1.6082767300231982,NA,0.8041383650115991,Yes,0.00321089548103184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,L-Cysteic acid,0.18545786491648145,0.01483662919331851,0.04450988757995554,0.01483662919331851,0.01483662919331851,Yes,4.890060438701991e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Sucrose,0.46829254720883856,0.03746340377670709,0.449560845320485,NA,NA,No,0.03217316671883966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_A,220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,Trehalose,0.03441703728611658,0.00275336298288932,0.03304035579467191,NA,NA,No,0.00287945951291136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,(3-Carboxypropyl)trimethylammonium,0.3298228469545026,0.0263858277563602,0.18470079429452144,0.0263858277563602,NA,Yes,5.234717032564405e-5,Yes,0.00184562563603,0.03541428232524711,0.24789997627672977,0.03541428232524711,NA,0.00154358305471733,0.00154358305471733,0.03943644521431626,0.00556574594378648
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",3.9620192657227817,0.31696154125782255,0.9508846237734676,NA,0.31696154125782255,Yes,5.773290854041151e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,2-O-alpha-D-Glucosylglycerol,4.389049869648233,0.35112398957185864,3.1601159061467277,NA,NA,Yes,1.6741197304606694e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,5-Hydroxyectoine,0.00290793844803025,2.3263507584242075e-4,0.00139581045505452,4.652701516848415e-4,NA,Yes,5.871464016727651e-7,Yes,1.846681359843774e-4,0.003377446606009229,0.020264679636055376,0.006754893212018458,NA,2.981783067038601e-4,2.981783067038601e-4,0.00391246050814358,8.331922088382107e-4
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Betonicine,0.12481307295707672,0.00998504583656613,0.06989532085596298,0.00998504583656613,NA,Yes,2.408648525555309e-5,Yes,0.00344385347748958,0.03679066309237215,0.25753464164660506,0.03679066309237215,NA,5.908157657269902e-4,5.908157657269902e-4,0.03860822284181145,0.00240837551516629
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Carnitine,0.14098720630031653,0.01127897650402532,0.07895283552817724,0.01127897650402532,NA,Yes,1.647389015757741e-4,Yes,0.00299344524143273,0.0272933765434705,0.1910536358042935,0.0272933765434705,NA,7.195391209348896e-4,7.195391209348896e-4,0.02993445241432739,0.00336061499179178
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Dimethylsulfonioacetate,0.21920679678635663,0.01753654374290853,0.07014617497163414,NA,0.01753654374290853,Yes,1.444935975753952e-5,Yes,0.00949448681421074,0.0981820422485043,0.3927281689940172,NA,0.0981820422485043,0.00190388134630173,0.00190388134630173,0.1001528144958939,0.00387465359369133
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Dimethylsulfoniopropionate,0.8960655951474514,0.07168524761179611,0.35842623805898055,NA,0.07168524761179611,Yes,1.1972011069971628e-4,Yes,0.18115637727955905,3.2639107356916672,16.319553678458337,NA,3.2639107356916672,2.457687794022725e-4,2.457687794022725e-4,3.264078869901964,4.139029896990334e-4
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Ectoine,0.22259715291182433,0.01780777223294594,0.10684663339767568,0.03561554446589189,NA,Yes,8.627795642355144e-5,Yes,0.00269668960271768,0.047621732590326794,0.2857303955419608,0.09524346518065359,NA,0.0026164259740440402,0.0026164259740440402,0.05665314291423709,0.01164783629795434
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Gonyol,4.390353656527877,0.35122829252223015,2.458598047655611,NA,0.35122829252223015,Yes,9.732664307637168e-4,Yes,0.08955385216487799,0.7993518434070841,5.5954629038495884,NA,0.7993518434070841,0.22373499369495736,0.22373499369495736,1.2613218614771549,0.6857050117650281
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Hydroxyisoleucine,22.096613685959852,1.7677290948767883,10.60637456926073,1.7677290948767883,NA,Yes,0.00220209595538393,Yes,0.09196432322960488,1.3114187053632982,7.868512232179789,1.3114187053632982,NA,0.043893335439155856,0.043893335439155856,1.455131696670963,0.18760632674682085
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,L-Asparagine,0.8958264776157636,0.0716661182092611,0.2866644728370444,0.1433322364185222,NA,Yes,0.0016909694001912,Yes,0.05727620413696638,0.2286980433734363,0.9147921734937452,0.4573960867468726,NA,0.0817213833911617,0.0817213833911617,0.6925780427686381,0.5456013827863635
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,L-Aspartic acid,3.328889509121149,0.2663111607296919,1.0652446429187676,0.2663111607296919,NA,Yes,0.00611843653513392,Yes,0.27290635950348746,3.1274806078625383,12.509922431450153,3.1274806078625383,NA,0.39726644417027035,0.39726644417027035,4.061106540230468,1.3308923765382
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,L-Glutamic acid,21.7021253398351,1.7361700271868077,8.680850135934039,1.7361700271868077,NA,Yes,0.00219652197759229,Yes,0.12409766895949106,1.9980013025382404,9.990006512691203,1.9980013025382404,NA,0.10279196046773581,0.10279196046773581,2.310943556042664,0.4157342139721593
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,L-Glutamine,1.315325903018982,0.10522607224151856,0.5261303612075927,0.2104521444830371,NA,Yes,1.4486726485862596e-4,Yes,0.03799441331656503,0.2616170946053536,1.308085473026768,0.5232341892107072,NA,0.005824404762137962,0.005824404762137962,0.29003368943942776,0.0342409995962121
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,L-Lysine,0.658082858289354,0.05264662866314831,0.3158797719788899,0.10529325732629664,NA,Yes,0.00131826435746422,Yes,0.03744471753844052,0.3562517085981183,2.1375102515887097,0.7125034171962366,NA,0.09615716340867614,0.09615716340867614,0.6662761127836391,0.40618156759419694
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,L-Threonine,0.7675821921071828,0.06140657536857462,0.24562630147429848,0.06140657536857462,NA,Yes,0.00796499792478672,Yes,0.1228208179793202,1.512908609597155,6.05163443838862,1.512908609597155,NA,0.08520771691755569,0.08520771691755569,1.9746112215324796,0.5469103288528803
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,L-Tyrosine,0.2039675630428704,0.01631740504342963,0.14685664539086668,0.01631740504342963,NA,Yes,7.354623781821395e-4,Yes,0.02594988184434003,0.6900521859911949,6.210469673920754,0.6900521859911949,NA,0.24590414297677118,0.24590414297677118,0.9073385260258752,0.4631904830114515
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Proline betaine,0.144209609156187,0.01153676873249496,0.08075738112746472,0.01153676873249496,NA,Yes,9.762530856877975e-5,Yes,0.0014133033483885,0.01958633442247617,0.13710434095733318,0.01958633442247617,NA,0.0014709316280489201,0.0014709316280489201,0.02428356268708769,0.00616815989266044
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Sarcosine,0.07255086463438516,0.00580406917075081,0.01741220751225244,0.00580406917075081,NA,Yes,0.00103835562067599,Yes,0.01300463026693089,0.18976259503860526,0.5692877851158158,0.18976259503860526,NA,0.05352048466864415,0.05352048466864415,0.3171861040714851,0.180943993701524
TN397,TN397_S12_800_U_B,220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,Trigonelline,0.25177178335611955,0.02014174266848956,0.14099219867942694,0.02014174266848956,NA,Yes,2.311866422967845e-4,No,0.00438622829572676,0.013147782773786837,0.09203447941650786,0.013147782773786837,NA,0.04222405572512507,0.04222405572512507,0.08229321380350398,0.1113694867548422
