Cruise,Parent_ID,Part.SampID,Diss.SampID,Compound,Part.Conc.Vial.uM,Part.Conc.nM,Part.Conc.C.nM,Part.Conc.N.nM,Part.Conc.S.nM,Part.detected,Part.Impute.Conc.nM,Diss.detected,Diss.Conc.Vial.uM,Diss.Conc.nM,Diss.Conc.C.nM,Diss.Conc.N.nM,Diss.Conc.S.nM,Diss.Impute.Conc.nM,Diss.LOD.nM,Diss.Conc.no.blk.sub.nM,Diss.LOD.no.blk.sub.nM
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,L-Isoleucine,2.7018752807774176,0.21615002246219345,1.2969001347731606,0.21615002246219345,NA,Yes,0.01366850806997259,No,0.07753635482762936,-0.23761269754808945,-1.4256761852885367,-0.23761269754808945,NA,0.18993414665270025,0.18993414665270025,1.2987664125231049,1.7263132567238946
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,L-Methionine,0.062472495368532,0.00499779962948256,0.0249889981474128,0.00499779962948256,0.00499779962948256,Yes,8.994568442787807e-6,No,0,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,L-Proline,0.40086990094816727,0.03206959207585339,0.16034796037926694,0.03206959207585339,NA,Yes,0.00433796569645599,Yes,0.02971573888183007,0.07413077196777376,0.3706538598388688,0.07413077196777376,NA,0.04268907626795618,0.04268907626795618,0.2971573888183007,0.26571569311848314
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,Trimethylamine N-oxide,0.6565148525825004,0.05252118820660004,0.15756356461980012,0.05252118820660004,NA,Yes,5.693242028887421e-4,Yes,0.0996998704770427,1.789974747976213,5.369924243928638,1.789974747976213,NA,0.01084608672213995,0.01084608672213995,1.8226667363261917,0.04353807507211862
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,L-Cysteic acid,0.08685562283676561,0.00694844982694125,0.02084534948082374,0.00694844982694125,0.00694844982694125,Yes,5.325396717092626e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,Isethionic acid,2.181302199971854,0.1745041759977483,0.3490083519954966,NA,0.1745041759977483,Yes,0.00520684911736036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,Sucrose,1.2852644261444006,0.10282115409155206,1.2338538490986246,NA,NA,Yes,0.01376205913243787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,Taurine,1.8941920257483331,0.15153536205986665,0.3030707241197333,0.15153536205986665,0.15153536205986665,Yes,1.4897207406742552e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_A,220628_Smp_MU5_A,220623_Smp_MU5_A,Trehalose,0.22216823744367345,0.01777345899549387,0.21328150794592657,NA,NA,Yes,6.577628404347563e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,(3-Carboxypropyl)trimethylammonium,0.2674095181376914,0.02139276145101531,0.14974933015710715,0.02139276145101531,NA,Yes,1.2272601284840268e-4,Yes,3.3508068929059343e-4,0.0031486529039610398,0.022040570327727278,0.0031486529039610398,NA,0.0031392871768036396,0.0031392871768036396,0.00715984378826054,0.00715047806110314
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.8277516740003867,0.06622013392003094,0.1986604017600928,NA,0.06622013392003094,Yes,1.941678353955697e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,2-O-alpha-D-Glucosylglycerol,1.3583246751557845,0.10866597401246277,0.9779937661121648,NA,NA,Yes,2.3860235896985933e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,5-Hydroxyectoine,4.599267180356978e-4,3.679413744285582e-5,2.2076482465713493e-4,7.358827488571165e-5,NA,Yes,6.486395396524142e-6,No,1.003216367828466e-5,-7.520405477434787e-4,-0.0045122432864608715,-0.0015040810954869573,NA,6.455811952975373e-4,6.455811952975373e-4,2.1254584064162415e-4,0.00161016758368264
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Betonicine,0.33600372704468046,0.02688029816357443,0.18816208714502103,0.02688029816357443,NA,Yes,3.7567709426511346e-5,Yes,0.00252603064325966,0.02651136338058929,0.18557954366412502,0.02651136338058929,NA,5.139522279937099e-4,5.139522279937099e-4,0.02831872918452533,0.00232131803192975
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Carnitine,0.18663585212613,0.0149308681700904,0.1045160771906328,0.0149308681700904,NA,Yes,1.7120141559501186e-4,Yes,0.00112628749754627,0.00919208629254737,0.0643446040478316,0.00919208629254737,NA,0.0018875769788493802,0.0018875769788493802,0.01126287497546279,0.0039583656617648
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Dimethylsulfonioacetate,4.022973534746206,0.32183788277969644,1.2873515311187858,NA,0.32183788277969644,Yes,0.00137442944710881,Yes,0.03985616586080346,0.4203638596480794,1.6814554385923175,NA,0.4203638596480794,1.0661860450401366e-4,1.0661860450401366e-4,0.4204236905148044,1.664494712290494e-4
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Dimethylsulfoniopropionate,1.3778512064257389,0.11022809651405913,0.5511404825702956,NA,0.11022809651405913,Yes,0.00593713327247307,Yes,0.12912893474951867,2.3266474729643,11.6332373648215,NA,2.3266474729643,0.00118173336978331,0.00118173336978331,2.3266474729643,0.00118173336978331
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Ectoine,0.00974918644257095,7.799349154056762e-4,0.00467960949243405,0.00155986983081135,NA,No,0.00112688127427428,Yes,4.602944730609927e-4,0.00680418695592459,0.04082512173554754,0.01360837391184918,NA,0.0014313564784418,0.0014313564784418,0.00967005195506287,0.00429722147758008
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Gonyol,4.593396456414246,0.3674717165131397,2.572302015591978,NA,0.3674717165131397,Yes,0.00461538612799277,Yes,0.02784140566296527,0.2114801708591345,1.4803611960139416,NA,0.2114801708591345,0.1869362173012154,0.1869362173012154,0.3921324741262714,0.3675885205683523
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Hydroxyisoleucine,4.196211424321829,0.33569691394574636,2.014181483674478,0.33569691394574636,NA,Yes,0.00277881317715144,Yes,0.05037604419152347,0.6725699010483911,4.035419406290346,0.6725699010483911,NA,0.0890633887071226,0.0890633887071226,0.797089306827903,0.21358279448663453
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Asparagine,0.2904048891510469,0.023232391132083752,0.092929564528335007,0.046464782264167503,NA,Yes,8.272953080761017e-4,Yes,0.04568628987264355,0.4337160289966211,1.7348641159864844,0.8674320579932422,NA,0.03099829519808253,0.03099829519808253,0.5524339766946015,0.1497162428960629
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Aspartic acid,1.2028166175606434,0.09622532940485148,0.3849013176194059,0.09622532940485148,NA,Yes,0.001684237210824,Yes,0.09099351637803632,0.5714454549295322,2.285781819718129,0.5714454549295322,NA,0.2099506787768618,0.2099506787768618,1.3540701841969685,0.992575408044298
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Glutamic acid,4.6391932607947775,0.3711354608635821,1.855677304317911,0.3711354608635821,NA,Yes,0.0587624132614509,Yes,0.04953542592872218,0.31562705356562215,1.5781352678281109,0.31562705356562215,NA,0.09547515692875186,0.09547515692875186,0.92244741021829,0.7022955135814197
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Glutamine,4.582847272660494,0.3666277818128395,1.8331389090641976,0.733255563625679,NA,Yes,0.00318302372828572,Yes,0.01107091884644112,0.06688106809913816,0.3344053404956908,0.13376213619827632,NA,0.0035324456589981117,0.0035324456589981117,0.08451083088886353,0.02116220844872349
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Lysine,0.11772455456895718,0.00941796436551657,0.05650778619309944,0.01883592873103315,NA,Yes,2.5293797600416535e-9,No,0.00322885714167755,-0.06350384871452017,-0.381023092287121,-0.12700769742904033,NA,0.09302996876618583,0.09302996876618583,0.05745297405120203,0.21398679153190803
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Threonine,0.18182869950188263,0.0145462959601506,0.05818518384060243,0.0145462959601506,NA,Yes,0.00117367701907716,Yes,0.04005263695883776,0.23567422112508318,0.9426968845003327,0.23567422112508318,NA,0.12623363191129622,0.12623363191129622,0.6439330700777776,0.5344924808639906
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Tyrosine,0.3024400161811369,0.02419520129449095,0.21775681165041855,0.02419520129449095,NA,Yes,0.00115638816568312,Yes,0.00443837968338078,0.08760358621332841,0.7884322759199557,0.08760358621332841,NA,0.03472565095238736,0.03472565095238736,0.1551881008175099,0.10231016555656884
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Proline betaine,0.15112349870456673,0.01208987989636534,0.08462915927455737,0.01208987989636534,NA,Yes,9.60414978269177e-5,Yes,0.00142741265155784,0.02128456733257993,0.1489919713280595,0.02128456733257993,NA,0.0016261101376935701,0.0016261101376935701,0.0245259905765952,0.00486753338170884
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Sarcosine,0.03032065392105741,0.00242565231368459,0.00727695694105378,0.00242565231368459,NA,No,0.00140630975842518,Yes,0.01702396254557745,0.1930876326679478,0.5792628980038433,0.1930876326679478,NA,0.0737900406737226,0.0737900406737226,0.4152185986726208,0.2959210066783956
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Trigonelline,0.504607153353721,0.04036857226829767,0.28258000587808374,0.04036857226829767,NA,Yes,4.96413594847099e-4,Yes,0.00531953831796758,0.06992540738768467,0.4894778517137927,0.06992540738768467,NA,0.007624402353468267,0.007624402353468267,0.09980372078738434,0.03750271575316794
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,beta-Alanine,0.534787971579067,0.04278303772632536,0.12834911317897607,0.04278303772632536,NA,Yes,0.00209868853859337,Yes,0.0467192011457064,0.16731689570123454,0.5019506871037036,0.16731689570123454,NA,0.04786406335225213,0.04786406335225213,0.5690523891072643,0.4495995567582819
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,beta-Alaninebetaine,1.9698329496275504,0.15758663597020403,0.945519815821224,0.15758663597020403,NA,Yes,4.749554566698372e-4,Yes,0.00296617051966338,0.03874732746111508,0.23248396476669048,0.03874732746111508,NA,0.0015123402510143005,0.0015123402510143005,0.04480620120337441,0.00757121399327363
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,beta-Glutamic acid,0.11048881591465538,0.00883910527317243,0.04419552636586215,0.00883910527317243,NA,Yes,7.612621043054267e-4,Yes,0.01649943289611953,0.10612530489714964,0.5306265244857482,0.10612530489714964,NA,0.03611241718695035,0.03611241718695035,0.31189854245972637,0.24188565474952708
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Arsenobetaine,0.02031576731481845,0.00162526138518547,0.00812630692592738,NA,NA,Yes,2.0701481457633372e-11,No,7.860092883550546e-6,6.189752223293782e-5,3.094876111646891e-4,NA,NA,1.4218049640254885e-5,1.4218049640254885e-5,6.987622573476436e-5,2.219675314208142e-5
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Glycine betaine,5.461205476991248,0.4368964381592998,2.184482190796499,0.4368964381592998,NA,Yes,0.00532670246034862,No,3.826543943007984,-29.079911380741002,-145.39955690370502,-29.079911380741002,NA,33.049129859010534,33.049129859010534,38.26543943007983,100.39448066983137
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Homarine,0.3478258135197517,0.02782606508158013,0.19478245557106097,0.02782606508158013,NA,Yes,3.4571779138251507e-4,Yes,0.0135083850820197,0.1309376082428066,0.9165632576996461,0.1309376082428066,NA,0.0025917133647854803,0.0025917133647854803,0.135083850820197,0.00673795594217588
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Alanine,1.765859948075309,0.14126879584602473,0.4238063875380742,0.14126879584602473,NA,Yes,0.02316446543567261,No,0.10752762294473756,-0.45578961975356314,-1.3673688592606894,-0.45578961975356314,NA,0.3967658011975497,0.3967658011975497,1.0752762294473757,1.9278316503984885
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Isoleucine,3.9035860396491056,0.31228688317192843,1.8737212990315704,0.31228688317192843,NA,Yes,0.01418435838107061,No,0.05028986693448758,-0.6940027795102635,-4.16401667706158,-0.6940027795102635,NA,0.18993414665270025,0.18993414665270025,0.8423763305609309,1.7263132567238946
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Methionine,0.11838092607158508,0.0094704740857268,0.04735237042863402,0.0094704740857268,0.0094704740857268,Yes,1.0724948332444697e-5,No,0,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Proline,0.4447376802574683,0.03557901442059746,0.1778950721029873,0.03557901442059746,NA,Yes,0.00559345447511962,Yes,0.03073921695543615,0.08436555270383447,0.4218277635191724,0.08436555270383447,NA,0.04268907626795618,0.04268907626795618,0.30739216955436144,0.26571569311848314
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Trimethylamine N-oxide,0.6338270027568288,0.05070616022054631,0.15211848066163894,0.05070616022054631,NA,Yes,4.373029776233432e-4,Yes,0.18382725854506188,3.3279525919985016,9.983857775995505,3.3279525919985016,NA,0.01084608672213995,0.01084608672213995,3.36064458034848,0.04353807507211862
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,L-Cysteic acid,0.03344274014980091,0.00267541921198407,0.00802625763595222,0.00267541921198407,0.00267541921198407,Yes,8.826096118393253e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Isethionic acid,2.019156501405952,0.16153252011247618,0.32306504022495236,NA,0.16153252011247618,Yes,0.00335362637551039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Sucrose,1.4459449378544518,0.11567559502835614,1.3881071403402738,NA,NA,Yes,0.01674839190900761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Taurine,1.870010225906268,0.14960081807250145,0.2992016361450029,0.14960081807250145,0.14960081807250145,Yes,1.1796286971222222e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_B,220628_Smp_MU5_B,220623_Smp_MU5_B,Trehalose,0.17915632167101603,0.01433250573368128,0.1719900688041754,NA,NA,Yes,9.323788948442572e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,(3-Carboxypropyl)trimethylammonium,0.24940242318450945,0.01995219385476075,0.13966535698332527,0.01995219385476075,NA,Yes,1.2272601284840268e-4,Yes,0.00150519642370511,0.02815112586153637,0.19705788103075458,0.02815112586153637,NA,0.0031392871768036396,0.0031392871768036396,0.03216231674583587,0.00715047806110314
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.5674385473279016,0.04539508378623212,0.13618525135869636,NA,0.04539508378623212,Yes,1.941678353955697e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,2-O-alpha-D-Glucosylglycerol,1.2881814822838926,0.1030545185827114,0.9274906672444028,NA,NA,Yes,2.3860235896985933e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,5-Hydroxyectoine,0.00140313719703706,1.122509757629656e-4,6.735058545777935e-4,2.245019515259312e-4,NA,Yes,6.486395396524142e-6,Yes,6.94781861260692e-5,5.074090803875473e-4,0.003044454482325284,0.0010148181607750946,NA,6.455811952975373e-4,6.455811952975373e-4,0.00147199546877265,0.00161016758368264
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Betonicine,0.21766469829338175,0.01741317586347053,0.12189223104429377,0.01741317586347053,NA,Yes,3.7567709426511346e-5,Yes,0.00252195082428518,0.02646562549970949,0.18525937849796642,0.02646562549970949,NA,5.139522279937099e-4,5.139522279937099e-4,0.02827299130364553,0.00232131803192975
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Carnitine,0.14888442447599257,0.0119107539580794,0.08337527770655583,0.0119107539580794,NA,Yes,1.7120141559501186e-4,Yes,0.00165927256932897,0.014521937010374311,0.10165355907262018,0.014521937010374311,NA,0.0018875769788493802,0.0018875769788493802,0.01659272569328973,0.0039583656617648
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Dimethylsulfonioacetate,2.322112662182084,0.1857690129745667,0.7430760518982668,NA,0.1857690129745667,Yes,0.00137442944710881,Yes,0.04421645503090705,0.4663584711470624,1.8654338845882497,NA,0.4663584711470624,1.0661860450401366e-4,1.0661860450401366e-4,0.4664183020137874,1.664494712290494e-4
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Dimethylsulfoniopropionate,0.35109815141253636,0.0280878521130029,0.14043926056501452,NA,0.0280878521130029,Yes,0.00593713327247307,Yes,0.17805057481080266,3.208118465059507,16.040592325297535,NA,3.208118465059507,0.00118173336978331,0.00118173336978331,3.208118465059507,0.00118173336978331
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Ectoine,0.04930123117130254,0.0039440984937042,0.02366459096222522,0.0078881969874084,NA,Yes,0.00112688127427428,Yes,6.78029259481242e-4,0.01137844717483739,0.06827068304902434,0.02275689434967478,NA,0.0014313564784418,0.0014313564784418,0.01424431217397567,0.00429722147758008
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Gonyol,9.001803118913491,0.7201442495130793,5.0410097465915555,NA,0.7201442495130793,Yes,0.00461538612799277,Yes,0.03071084695401146,0.2518948369302076,1.763263858511453,NA,0.2518948369302076,0.1869362173012154,0.1869362173012154,0.43254714019734447,0.3675885205683523
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Hydroxyisoleucine,2.8151231308239075,0.22520985046591255,1.3512591027954757,0.22520985046591255,NA,Yes,0.00277881317715144,Yes,0.05649230656216575,0.7693462043813385,4.616077226288031,0.7693462043813385,NA,0.0890633887071226,0.0890633887071226,0.8938656101608504,0.21358279448663453
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Asparagine,0.19136860130602712,0.01530948810448216,0.06123795241792867,0.03061897620896433,NA,Yes,8.272953080761017e-4,Yes,0.05688499003586556,0.5691295738965243,2.276518295586097,1.1382591477930486,NA,0.03099829519808253,0.03099829519808253,0.6878475215945047,0.1497162428960629
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Aspartic acid,1.5538176070674607,0.12430540856539686,0.49722163426158744,0.12430540856539686,NA,Yes,0.001684237210824,Yes,0.0661053727614774,0.2010861749212154,0.8043446996848616,0.2010861749212154,NA,0.2099506787768618,0.2099506787768618,0.9837109041886516,0.992575408044298
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Glutamic acid,5.900782549325055,0.4720626039460044,2.360313019730022,0.4720626039460044,NA,Yes,0.0587624132614509,Yes,0.04860348008481365,0.2982723823568969,1.4913619117844845,0.2982723823568969,NA,0.09547515692875186,0.09547515692875186,0.9050927390095648,0.7022955135814197
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Glutamine,3.841747003108188,0.307339760248655,1.536698801243275,0.61467952049731,NA,Yes,0.00318302372828572,Yes,0.01630517378198029,0.10683721264523871,0.5341860632261936,0.21367442529047742,NA,0.0035324456589981117,0.0035324456589981117,0.12446697543496409,0.02116220844872349
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Lysine,0.13862182884849486,0.01108974630787959,0.06653847784727754,0.02217949261575918,NA,Yes,2.5293797600416535e-9,No,0.00226422773753475,-0.08066807298752371,-0.48400843792514225,-0.16133614597504742,NA,0.09302996876618583,0.09302996876618583,0.0402887497781985,0.21398679153190803
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Threonine,0.27929729477949955,0.02234378358235996,0.08937513432943985,0.02234378358235996,NA,Yes,0.00117367701907716,Yes,0.03299577108142726,0.12221978579694004,0.48887914318776016,0.12221978579694004,NA,0.12623363191129622,0.12623363191129622,0.5304786347496344,0.5344924808639906
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Tyrosine,0.2690477403613357,0.02152381922890686,0.19371437306016176,0.02152381922890686,NA,Yes,0.00115638816568312,Yes,0.00450291151146226,0.08985994383855513,0.8087394945469961,0.08985994383855513,NA,0.03472565095238736,0.03472565095238736,0.1574444584427366,0.10231016555656884
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Proline betaine,0.10752242192666776,0.00860179375413342,0.06021255627893394,0.00860179375413342,NA,Yes,9.60414978269177e-5,Yes,0.00171500675693089,0.02622604680634382,0.18358232764440674,0.02622604680634382,NA,0.0016261101376935701,0.0016261101376935701,0.02946747005035909,0.00486753338170884
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Sarcosine,0.02715497547139739,0.00217239803771179,0.00651719411313537,0.00217239803771179,NA,No,0.00140630975842518,Yes,0.01242027441606206,0.08080255633830427,0.2424076690149128,0.08080255633830427,NA,0.0737900406737226,0.0737900406737226,0.30293352234297727,0.2959210066783956
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Trigonelline,0.32185039610158583,0.02574803168812686,0.1802362218168881,0.02574803168812686,NA,Yes,4.96413594847099e-4,Yes,0.0088675303239727,0.13649186153412224,0.9554430307388557,0.13649186153412224,NA,0.007624402353468267,0.007624402353468267,0.16637017493382192,0.03750271575316794
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,beta-Alanine,0.3830653562528356,0.03064522850022684,0.09193568550068054,0.03064522850022684,NA,Yes,0.00209868853859337,Yes,0.04858758508401283,0.1900743127329816,0.5702229381989448,0.1900743127329816,NA,0.04786406335225213,0.04786406335225213,0.5918098061390114,0.4495995567582819
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,beta-Alaninebetaine,1.6689195241357453,0.1335135619308596,0.8010813715851577,0.1335135619308596,NA,Yes,4.749554566698372e-4,Yes,0.00642270855484344,0.09096089294721871,0.5457653576833122,0.09096089294721871,NA,0.0015123402510143005,0.0015123402510143005,0.09701976668947804,0.00757121399327363
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,beta-Glutamic acid,0.09712394698386044,0.00776991575870883,0.03884957879354418,0.00776991575870883,NA,Yes,7.612621043054267e-4,Yes,0.0146245135019403,0.07068259423213594,0.3534129711606797,0.07068259423213594,NA,0.03611241718695035,0.03611241718695035,0.27645583179471267,0.24188565474952708
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Arsenobetaine,0.01764401351090818,0.00141152108087265,0.00705760540436327,NA,NA,Yes,2.3571282348662185e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Glycine betaine,4.502192267686914,0.36017538141495314,1.8008769070747657,0.36017538141495314,NA,Yes,0.00618999745945104,No,7.128446743955473,3.939116628733899,19.695583143669495,3.939116628733899,NA,33.049129859010534,33.049129859010534,71.28446743955473,100.39448066983137
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Homarine,0.28593760754931596,0.02287500860394527,0.1601250602276169,0.02287500860394527,NA,Yes,4.1086379632927246e-4,Yes,0.0209765932993055,0.20561969041566464,1.4393378329096524,0.20561969041566464,NA,0.0025917133647854803,0.0025917133647854803,0.20976593299305504,0.00673795594217588
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Alanine,1.823922165194722,0.14591377321557775,0.4377413196467333,0.14591377321557775,NA,Yes,0.01802421640231809,No,0.1293829320952921,-0.23723652824801778,-0.7117095847440533,-0.23723652824801778,NA,0.3967658011975497,0.3967658011975497,1.293829320952921,1.9278316503984885
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Isoleucine,3.8949714924334655,0.31159771939467723,1.8695863163680633,0.31159771939467723,NA,Yes,0.01701462401466177,Yes,0.11742601954793634,0.43055589073175926,2.5833353443905556,0.43055589073175926,NA,0.18993414665270025,0.18993414665270025,1.9669350008029536,1.7263132567238946
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Methionine,0.0915398720562959,0.00732318976450367,0.03661594882251835,0.00732318976450367,0.00732318976450367,Yes,1.2555801531190243e-5,No,0,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Proline,0.4380575508425213,0.0350446040674017,0.1752230203370085,0.0350446040674017,NA,Yes,0.00658458378808037,Yes,0.04870449724657969,0.2640183556152699,1.3200917780763493,0.2640183556152699,NA,0.04268907626795618,0.04268907626795618,0.4870449724657968,0.26571569311848314
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Trimethylamine N-oxide,0.13182146849387208,0.01054571747950976,0.0316371524385293,0.01054571747950976,NA,Yes,5.2055059309759e-4,Yes,0.28877051861403424,5.246476542071122,15.739429626213365,5.246476542071122,NA,0.01084608672213995,0.01084608672213995,5.2791685304211,0.04353807507211862
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,L-Cysteic acid,0.0291227499916822,0.00232981999933457,0.00698945999800372,0.00232981999933457,0.00232981999933457,Yes,1.3935580341146488e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Isethionic acid,2.640631814076295,0.2112505451261036,0.4225010902522072,NA,0.2112505451261036,Yes,0.00565575970945766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Sucrose,1.4545346849826648,0.11636277479861318,1.396353297583358,NA,NA,Yes,0.01868393498989748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Taurine,2.3752068865355285,0.19001655092284228,0.38003310184568456,0.19001655092284228,0.19001655092284228,Yes,1.7328541125285135e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM1906,MU5_C,220628_Smp_MU5_C,220623_Smp_MU5_C,Trehalose,0.16329626690661245,0.01306370135252899,0.15676441623034792,NA,NA,Yes,0.00105073785856553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
