Cruise,Rep,Compound,detected
TN397,220902_Smp_TN397_U6_C,L-Proline,Yes
TN397,220902_Smp_TN397_U7_A,L-Proline,Yes
TN397,220902_Smp_TN397_U7_B,L-Proline,Yes
TN397,220902_Smp_TN397_U7_C,L-Proline,Yes
TN397,220902_Smp_TN397_U8_BB,L-Proline,Yes
TN397,220902_Smp_TN397_U9_A,L-Proline,Yes
TN397,220902_Smp_TN397_U9_B,L-Proline,Yes
TN397,220902_Smp_TN397_U9_C,L-Proline,Yes
TN397,220902_Smp_TN397_U10_A,L-Proline,Yes
TN397,220902_Smp_TN397_U10_B,L-Proline,Yes
TN397,220902_Smp_TN397_U10_C,L-Proline,Yes
TN397,220902_Smp_TN397_U11_A,L-Proline,Yes
TN397,220902_Smp_TN397_U11_B,L-Proline,Yes
TN397,220902_Smp_TN397_U11_C,L-Proline,Yes
TN397,220902_Smp_TN397_U12_A,L-Proline,Yes
TN397,220902_Smp_TN397_U12_B,L-Proline,Yes
TN397,220902_Smp_TN397_U12_C,L-Proline,Yes
TN397,220902_Smp_TN397_U13_A,L-Proline,Yes
TN397,220902_Smp_TN397_U13_B,L-Proline,Yes
TN397,220902_Smp_TN397_U13_C,L-Proline,Yes
TN397,220902_Smp_TN397_S1_U_A,L-Serine,No
TN397,220902_Smp_TN397_S1_U_B,L-Serine,No
TN397,220902_Smp_TN397_S1_U_C,L-Serine,No
TN397,220902_Smp_TN397_S2_U_A,L-Serine,No
TN397,220902_Smp_TN397_S2_U_B,L-Serine,No
TN397,220902_Smp_TN397_S2_U_C,L-Serine,No
TN397,220902_Smp_TN397_S3_U_A,L-Serine,No
TN397,220902_Smp_TN397_S3_U_B,L-Serine,No
TN397,220902_Smp_TN397_S3_U_C,L-Serine,No
TN397,220902_Smp_TN397_S4_2400_U_A,L-Serine,No
TN397,220902_Smp_TN397_S4_2400_U_B,L-Serine,No
TN397,220902_Smp_TN397_S4_2400_U_C,L-Serine,No
TN397,220902_Smp_TN397_S4_U_600_A,L-Serine,No
TN397,220902_Smp_TN397_S4_U_600_B,L-Serine,No
TN397,220902_Smp_TN397_S4_U_600_C,L-Serine,No
TN397,220902_Smp_TN397_S4_U_1800_A,L-Serine,No
TN397,220902_Smp_TN397_S4_U_1800_B,L-Serine,No
TN397,220902_Smp_TN397_S4_U_1800_C,L-Serine,No
TN397,220902_Smp_TN397_S6_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S6_U_B,L-Serine,No
TN397,220902_Smp_TN397_S6_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S7_600_U_A,L-Serine,No
TN397,220902_Smp_TN397_S7_600_U_B,L-Serine,No
TN397,220902_Smp_TN397_S7_600_U_C,L-Serine,No
TN397,220902_Smp_TN397_S7_1800_U_A,L-Serine,No
TN397,220902_Smp_TN397_S7_1800_U_B,L-Serine,No
TN397,220902_Smp_TN397_S7_1800_U_C,L-Serine,No
TN397,220902_Smp_TN397_S8_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S8_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S8_U_C,L-Serine,No
TN397,220902_Smp_TN397_S9_600_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S9_600_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S9_600_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S9_1800_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S9_1800_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S9_1800_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S9_BB_A,L-Serine,Yes
TN397,220902_Smp_TN397_S9_BB_B,L-Serine,Yes
TN397,220902_Smp_TN397_S10_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S10_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S10_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S11_600_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S11_600_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S11_1800_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S11_1800_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S11_1800_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S12_600_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S12_600_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S12_600_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S12_800_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S12_800_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S12_800_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S12_1800_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S12_1800_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S12_1800_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S13_1800_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S13_1800_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S13_1800_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S14_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S14_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S14_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S15_U_A,L-Serine,Yes
TN397,220902_Smp_TN397_S15_U_B,L-Serine,Yes
TN397,220902_Smp_TN397_S15_U_C,L-Serine,Yes
TN397,220902_Smp_TN397_S16_U_A,L-Serine,No
TN397,220902_Smp_TN397_S16_U_B,L-Serine,No
TN397,220902_Smp_TN397_S16_U_C,L-Serine,No
TN397,220902_Smp_TN397_S17_U_A,L-Serine,No
TN397,220902_Smp_TN397_S17_U_B,L-Serine,No
TN397,220902_Smp_TN397_S17_U_C,L-Serine,No
TN397,220902_Smp_TN397_S18_U_A,L-Serine,No
TN397,220902_Smp_TN397_S18_U_B,L-Serine,No
TN397,220902_Smp_TN397_S18_U_C,L-Serine,No
TN397,220902_Smp_TN397_U1_A,L-Serine,Yes
TN397,220902_Smp_TN397_U1_B,L-Serine,Yes
TN397,220902_Smp_TN397_U1_C,L-Serine,Yes
TN397,220902_Smp_TN397_U2_A,L-Serine,Yes
TN397,220902_Smp_TN397_U2_B,L-Serine,Yes
TN397,220902_Smp_TN397_U2_C,L-Serine,Yes
TN397,220902_Smp_TN397_U3_A,L-Serine,Yes
TN397,220902_Smp_TN397_U3_B,L-Serine,Yes
TN397,220902_Smp_TN397_U3_C,L-Serine,No
TN397,220902_Smp_TN397_U4_A,L-Serine,Yes
TN397,220902_Smp_TN397_U4_B,L-Serine,Yes
TN397,220902_Smp_TN397_U4_C,L-Serine,Yes
TN397,220902_Smp_TN397_U5_A,L-Serine,No
TN397,220902_Smp_TN397_U5_B,L-Serine,No
TN397,220902_Smp_TN397_U5_C,L-Serine,No
TN397,220902_Smp_TN397_U6_A,L-Serine,No
TN397,220902_Smp_TN397_U6_B,L-Serine,No
TN397,220902_Smp_TN397_U6_C,L-Serine,No
TN397,220902_Smp_TN397_U7_A,L-Serine,No
TN397,220902_Smp_TN397_U7_B,L-Serine,No
TN397,220902_Smp_TN397_U7_C,L-Serine,No
TN397,220902_Smp_TN397_U8_BB,L-Serine,Yes
TN397,220902_Smp_TN397_U9_A,L-Serine,No
TN397,220902_Smp_TN397_U9_B,L-Serine,Yes
TN397,220902_Smp_TN397_U9_C,L-Serine,No
TN397,220902_Smp_TN397_U10_A,L-Serine,Yes
TN397,220902_Smp_TN397_U10_B,L-Serine,Yes
TN397,220902_Smp_TN397_U10_C,L-Serine,Yes
TN397,220902_Smp_TN397_U11_A,L-Serine,Yes
TN397,220902_Smp_TN397_U11_B,L-Serine,Yes
TN397,220902_Smp_TN397_U11_C,L-Serine,Yes
TN397,220902_Smp_TN397_U12_A,L-Serine,Yes
TN397,220902_Smp_TN397_U12_B,L-Serine,Yes
TN397,220902_Smp_TN397_U12_C,L-Serine,Yes
TN397,220902_Smp_TN397_U13_A,L-Serine,Yes
TN397,220902_Smp_TN397_U13_B,L-Serine,Yes
TN397,220902_Smp_TN397_U13_C,L-Serine,Yes
TN397,220902_Smp_TN397_S1_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S1_U_B,L-Threonine,No
TN397,220902_Smp_TN397_S1_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S2_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S2_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S2_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S3_U_A,L-Threonine,No
TN397,220902_Smp_TN397_S3_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S3_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S4_2400_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S4_2400_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S4_2400_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S4_U_600_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S4_U_600_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S4_U_600_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S4_U_1800_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S4_U_1800_B,L-Threonine,No
TN397,220902_Smp_TN397_S4_U_1800_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S6_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S6_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S6_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S7_600_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S7_600_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S7_600_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S7_1800_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S7_1800_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S7_1800_U_C,L-Threonine,No
TN397,220902_Smp_TN397_S8_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S8_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S8_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S9_600_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S9_600_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S9_600_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S9_1800_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S9_1800_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S9_1800_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S9_BB_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S9_BB_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S10_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S10_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S10_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S11_600_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S11_600_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S11_1800_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S11_1800_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S11_1800_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_600_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_600_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_600_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_800_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_800_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_800_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_1800_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_1800_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S12_1800_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S13_1800_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S13_1800_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S13_1800_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S14_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S14_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S14_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S15_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S15_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S15_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S16_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S16_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S16_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S17_U_A,L-Threonine,No
TN397,220902_Smp_TN397_S17_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S17_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S18_U_A,L-Threonine,Yes
TN397,220902_Smp_TN397_S18_U_B,L-Threonine,Yes
TN397,220902_Smp_TN397_S18_U_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U1_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U1_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U1_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U2_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U2_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U2_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U3_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U3_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U3_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U4_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U4_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U4_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U5_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U5_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U5_C,L-Threonine,No
TN397,220902_Smp_TN397_U6_A,L-Threonine,No
TN397,220902_Smp_TN397_U6_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U6_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U7_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U7_B,L-Threonine,No
TN397,220902_Smp_TN397_U7_C,L-Threonine,No
TN397,220902_Smp_TN397_U8_BB,L-Threonine,Yes
TN397,220902_Smp_TN397_U9_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U9_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U9_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U10_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U10_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U10_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U11_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U11_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U11_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U12_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U12_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U12_C,L-Threonine,Yes
TN397,220902_Smp_TN397_U13_A,L-Threonine,Yes
TN397,220902_Smp_TN397_U13_B,L-Threonine,Yes
TN397,220902_Smp_TN397_U13_C,L-Threonine,Yes
TN397,220902_Smp_TN397_S1_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S1_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S1_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S2_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S2_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S2_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S3_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S3_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S3_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_2400_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_2400_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_2400_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_U_600_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_U_600_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_U_600_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_U_1800_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_U_1800_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S4_U_1800_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S6_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S6_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S6_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S7_600_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S7_600_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S7_600_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S7_1800_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S7_1800_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S7_1800_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S8_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S8_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S8_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S9_600_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S9_600_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S9_600_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S9_1800_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S9_1800_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S9_1800_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S9_BB_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S9_BB_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S10_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S10_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S10_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S11_600_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S11_600_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S11_1800_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S11_1800_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S11_1800_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_600_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_600_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_600_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_800_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_800_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_800_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_1800_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_1800_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S12_1800_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S13_1800_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S13_1800_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S13_1800_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S14_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S14_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S14_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S15_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S15_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S15_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S16_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S16_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S16_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S17_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S17_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S17_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S18_U_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S18_U_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S18_U_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U1_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U1_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U1_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U2_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U2_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U2_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U3_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U3_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U3_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U4_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U4_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U4_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U5_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U5_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U5_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U6_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U6_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U6_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U7_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U7_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U7_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U8_BB,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U9_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U9_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U9_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U10_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U10_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U10_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U11_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U11_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U11_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U12_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U12_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U12_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U13_A,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U13_B,L-Tyrosine,Yes
TN397,220902_Smp_TN397_U13_C,L-Tyrosine,Yes
TN397,220902_Smp_TN397_S1_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S1_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S1_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S2_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S2_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S2_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S3_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S3_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S3_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_2400_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_2400_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_2400_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_U_600_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_U_600_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_U_600_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_U_1800_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_U_1800_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S4_U_1800_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S6_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S6_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S6_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S7_600_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S7_600_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S7_600_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S7_1800_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S7_1800_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S7_1800_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S8_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S8_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S8_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S9_600_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S9_600_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S9_600_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S9_1800_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S9_1800_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S9_1800_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S9_BB_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S9_BB_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S10_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S10_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S10_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S11_600_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S11_600_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S11_1800_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S11_1800_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S11_1800_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_600_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_600_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_600_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_800_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_800_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_800_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_1800_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_1800_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S12_1800_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S13_1800_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S13_1800_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S13_1800_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S14_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S14_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S14_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S15_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S15_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S15_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S16_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S16_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S16_U_C,Proline betaine,Yes
TN397,220902_Smp_TN397_S17_U_A,Proline betaine,Yes
TN397,220902_Smp_TN397_S17_U_B,Proline betaine,Yes
TN397,220902_Smp_TN397_S17_U_C,Proline betaine,Yes
