MF,FinalBMIS,Orig_RSD,Batch,FinalRSD,SampID,runDate,type,samp,replicate,Area,Adjusted_Area
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Full1,170706,Poo,TruePoo,Full1,253798624,253798624
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Full2,170706,Poo,TruePoo,Full2,253863696,253863696
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Full3,170706,Poo,TruePoo,Full3,268159088,268159088
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Full4,170706,Poo,TruePoo,Full4,272538528,272538528
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Full5,170706,Poo,TruePoo,Full5,257514832,257514832
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Full6,170706,Poo,TruePoo,Full6,268531840,268531840
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Full7,170706,Poo,TruePoo,Full7,276604960,276604960
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Half1,170706,Poo,TruePoo,Half1,127041176,254082352
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Half2,170706,Poo,TruePoo,Half2,131378560,262757120
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Half3,170706,Poo,TruePoo,Half3,134199712,268399424
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Half4,170706,Poo,TruePoo,Half4,125800400,251600800
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Half5,170706,Poo,TruePoo,Half5,127931280,255862560
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Half6,170706,Poo,TruePoo,Half6,139056640,278113280
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Poo_TruePoo_Half7,170706,Poo,TruePoo,Half7,135383104,270766208
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S3E15D15_A,170706,Smp,S3E15D15,A,121604088,121604088
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S3E15D15_B,170706,Smp,S3E15D15,B,60628372,60628372
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S3E15D15_C,170706,Smp,S3E15D15,C,82856360,82856360
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S3E15E15_Ds,170706,Smp,S3E15E15,Ds,22917540,22917540
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S4E16D15_A,170706,Smp,S4E16D15,A,63989516,63989516
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S4E16D15_B,170706,Smp,S4E16D15,B,90013344,90013344
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S4E16D15_C,170706,Smp,S4E16D15,C,72304944,72304944
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S4E16D15_Ds,170706,Smp,S4E16D15,Ds,26304670,26304670
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S5E28D15_A,170706,Smp,S5E28D15,A,61754996,61754996
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S5E28D15_B,170706,Smp,S5E28D15,B,57122328,57122328
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S5E28D15_C,170706,Smp,S5E28D15,C,107395592,107395592
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S5E28D15_Ds,170706,Smp,S5E28D15,Ds,37132040,37132040
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S6E37D15_A,170706,Smp,S6E37D15,A,1460454016,1460454016
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S6E37D15_B,170706,Smp,S6E37D15,B,970378240,970378240
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S6E37D15_C,170706,Smp,S6E37D15,C,732593088,732593088
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.03490490907424578,G2,0.03490490907424578,170706_Smp_S6E37D15_Ds,170706,Smp,S6E37D15,Ds,131005280,131005280
"(R)-2,3-Dihydroxypropane-1-sulfonate","DL-Valine, 2H8",0.37160724043227067,G2,0.27141940453475294,170706_Poo_TruePoo_Full1,170706,Poo,TruePoo,Full1,294695392,224973752.80002937
"(R)-2,3-Dihydroxypropane-1-sulfonate","DL-Valine, 2H8",0.37160724043227067,G2,0.27141940453475294,170706_Poo_TruePoo_Full2,170706,Poo,TruePoo,Full2,90767896,90245303.14382511
"(R)-2,3-Dihydroxypropane-1-sulfonate","DL-Valine, 2H8",0.37160724043227067,G2,0.27141940453475294,170706_Poo_TruePoo_Full3,170706,Poo,TruePoo,Full3,106762688,104047127.70233302
"(R)-2,3-Dihydroxypropane-1-sulfonate","DL-Valine, 2H8",0.37160724043227067,G2,0.27141940453475294,170706_Poo_TruePoo_Full4,170706,Poo,TruePoo,Full4,122909800,119033263.82961755
"(R)-2,3-Dihydroxypropane-1-sulfonate","DL-Valine, 2H8",0.37160724043227067,G2,0.27141940453475294,170706_Poo_TruePoo_Full5,170706,Poo,TruePoo,Full5,196789328,165152527.30340677
