Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag,smp.remove
220902_Smp_TN397_U11_A,U11,A,TN397,L-Glutamine,108413952,NA,NA,NA
220902_Smp_TN397_U11_B,U11,B,TN397,L-Glutamine,120107560,NA,NA,NA
220902_Smp_TN397_U11_C,U11,C,TN397,L-Glutamine,99088784,NA,NA,NA
220902_Smp_TN397_U12_A,U12,A,TN397,L-Glutamine,120557016,NA,NA,NA
220902_Smp_TN397_U12_B,U12,B,TN397,L-Glutamine,151378672,NA,NA,NA
220902_Smp_TN397_U12_C,U12,C,TN397,L-Glutamine,244700160,NA,NA,NA
220902_Smp_TN397_U13_A,U13,A,TN397,L-Glutamine,65279620,NA,NA,NA
220902_Smp_TN397_U13_B,U13,B,TN397,L-Glutamine,66490760,NA,NA,NA
220902_Smp_TN397_U13_C,U13,C,TN397,L-Glutamine,61470284,NA,NA,NA
220902_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,L-Isoleucine,471926688,NA,NA,NA
220902_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,L-Isoleucine,806302848,NA,NA,NA
220902_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,L-Isoleucine,1040413632,NA,NA,NA
220902_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,L-Isoleucine,1461228672,NA,NA,NA
220902_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,L-Isoleucine,2597077,NA,NA,NA
220902_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,L-Isoleucine,4597111,NA,NA,NA
220902_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,L-Isoleucine,443194592,NA,NA,NA
220902_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,L-Isoleucine,554920448,NA,NA,NA
220902_Std_H2OinMatrix_1,NA,NA,TN397,L-Isoleucine,486325184,NA,NA,NA
220902_Std_H2OinMatrix_2,NA,NA,TN397,L-Isoleucine,553855808,NA,NA,NA
220902_Poo_TruePooG4_Full1,NA,NA,TN397,L-Isoleucine,754980224,NA,NA,NA
220902_Poo_TruePooG4_Full2,NA,NA,TN397,L-Isoleucine,799676416,NA,NA,NA
220902_Poo_TruePooG4_Full3,NA,NA,TN397,L-Isoleucine,924821888,NA,NA,NA
220902_Poo_TruePooG4_Full4,NA,NA,TN397,L-Isoleucine,929979072,NA,NA,NA
220902_Poo_TruePooG4_Half1,NA,NA,TN397,L-Isoleucine,387405024,NA,NA,NA
220902_Poo_TruePooG4_Half2,NA,NA,TN397,L-Isoleucine,403485536,NA,NA,NA
220902_Poo_TruePooG4_Half3,NA,NA,TN397,L-Isoleucine,438385728,NA,NA,NA
220902_Poo_TruePooG4_Half4,NA,NA,TN397,L-Isoleucine,490567808,NA,NA,NA
220902_Smp_FilterBlk1,NA,NA,TN397,L-Isoleucine,5507636,NA,NA,NA
220902_Smp_FilterBlk2,NA,NA,TN397,L-Isoleucine,9181782,NA,NA,NA
220902_Smp_FilterBlk3,NA,NA,TN397,L-Isoleucine,8223998,NA,NA,NA
220902_Smp_FilterBlk4,NA,NA,TN397,L-Isoleucine,10482932,NA,NA,NA
220902_Smp_TN397_DFBlk1_A,NA,NA,TN397,L-Isoleucine,27267282,NA,NA,NA
220902_Smp_TN397_DFBlk1_B,NA,NA,TN397,L-Isoleucine,19582758,NA,NA,NA
220902_Smp_TN397_DFBlk1_C,NA,NA,TN397,L-Isoleucine,26030704,NA,NA,NA
220902_Smp_TN397_MQBlk1_A,NA,NA,TN397,L-Isoleucine,3828681,NA,NA,NA
220902_Smp_TN397_MQBlk1_B,NA,NA,TN397,L-Isoleucine,9044497,NA,NA,NA
220902_Smp_TN397_MQBlk1_C,NA,NA,TN397,L-Isoleucine,9560212,NA,NA,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,L-Isoleucine,441524416,NA,NA,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,L-Isoleucine,190221488,NA,NA,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,L-Isoleucine,357713344,NA,NA,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,L-Isoleucine,526211104,NA,NA,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,L-Isoleucine,595528512,NA,NA,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,L-Isoleucine,485788384,NA,NA,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,L-Isoleucine,449838784,NA,NA,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,L-Isoleucine,709643840,NA,NA,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,L-Isoleucine,711612224,NA,NA,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,L-Isoleucine,883844992,NA,NA,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,L-Isoleucine,828778880,NA,NA,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,L-Isoleucine,762646528,NA,NA,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,L-Isoleucine,827926272,NA,NA,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,L-Isoleucine,803335488,NA,NA,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,L-Isoleucine,1023567104,NA,NA,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,L-Isoleucine,695012800,NA,NA,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,L-Isoleucine,563989376,NA,NA,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,L-Isoleucine,930657920,NA,NA,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,L-Isoleucine,931508928,NA,NA,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,L-Isoleucine,867435456,NA,NA,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,L-Isoleucine,921827072,NA,NA,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,L-Isoleucine,831551168,NA,NA,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,L-Isoleucine,865801920,NA,NA,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,L-Isoleucine,983165504,NA,NA,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,L-Isoleucine,892349760,NA,NA,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,L-Isoleucine,955245824,NA,NA,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,L-Isoleucine,778169920,NA,NA,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,L-Isoleucine,1010928448,NA,NA,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,L-Isoleucine,898605952,NA,NA,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,L-Isoleucine,1026688896,NA,NA,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,L-Isoleucine,1226815744,NA,NA,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,L-Isoleucine,1380363776,NA,NA,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,L-Isoleucine,1049791744,NA,NA,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,L-Isoleucine,1209453824,NA,NA,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,L-Isoleucine,1196662144,NA,NA,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,L-Isoleucine,1389196672,NA,NA,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,L-Isoleucine,1939856384,NA,NA,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,L-Isoleucine,1745438080,NA,NA,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,L-Isoleucine,1158864128,NA,NA,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,L-Isoleucine,888940288,NA,NA,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,L-Isoleucine,899976832,NA,NA,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,L-Isoleucine,920328704,NA,NA,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,L-Isoleucine,731210944,NA,NA,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,L-Isoleucine,687206272,NA,NA,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,L-Isoleucine,672908416,NA,NA,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,L-Isoleucine,738451136,NA,NA,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,L-Isoleucine,1247563392,NA,NA,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,L-Isoleucine,869541568,NA,NA,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,L-Isoleucine,1173420928,NA,NA,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,L-Isoleucine,999298816,NA,NA,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,L-Isoleucine,1180218496,NA,NA,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,L-Isoleucine,1070187776,NA,NA,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,L-Isoleucine,848526464,NA,NA,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,L-Isoleucine,1019873856,NA,NA,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,L-Isoleucine,1242919296,NA,NA,NA
220902_Smp_TN397_S12_Blk_A,NA,NA,TN397,L-Isoleucine,57125348,NA,NA,NA
220902_Smp_TN397_S12_Blk_B,NA,NA,TN397,L-Isoleucine,66948712,NA,NA,NA
220902_Smp_TN397_S12_Blk_C,NA,NA,TN397,L-Isoleucine,60899840,NA,NA,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,L-Isoleucine,1134856960,NA,NA,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,L-Isoleucine,906881472,NA,NA,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,L-Isoleucine,972167936,NA,NA,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,L-Isoleucine,943134336,NA,NA,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,L-Isoleucine,967188416,NA,NA,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,L-Isoleucine,1094012416,NA,NA,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,L-Isoleucine,1528995456,NA,NA,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,L-Isoleucine,1236749056,NA,NA,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,L-Isoleucine,1253655552,NA,NA,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,L-Isoleucine,631373248,NA,NA,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,L-Isoleucine,1018011392,NA,NA,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,L-Isoleucine,976147072,NA,NA,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,L-Isoleucine,787915328,NA,NA,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,L-Isoleucine,916015552,NA,NA,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,L-Isoleucine,935612032,NA,NA,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,L-Isoleucine,815530112,NA,NA,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,L-Isoleucine,818516288,NA,NA,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,L-Isoleucine,1073605888,NA,NA,NA
220902_Smp_TN397_U1_A,U1,A,TN397,L-Isoleucine,873397056,NA,NA,NA
220902_Smp_TN397_U1_B,U1,B,TN397,L-Isoleucine,643060416,NA,NA,NA
220902_Smp_TN397_U1_C,U1,C,TN397,L-Isoleucine,761429184,NA,NA,NA
220902_Smp_TN397_U2_A,U2,A,TN397,L-Isoleucine,881937024,NA,NA,NA
220902_Smp_TN397_U2_B,U2,B,TN397,L-Isoleucine,905740160,NA,NA,NA
220902_Smp_TN397_U2_C,U2,C,TN397,L-Isoleucine,947900416,NA,NA,NA
220902_Smp_TN397_U3_A,U3,A,TN397,L-Isoleucine,962675136,NA,NA,NA
220902_Smp_TN397_U3_B,U3,B,TN397,L-Isoleucine,832326656,NA,NA,NA
220902_Smp_TN397_U3_C,U3,C,TN397,L-Isoleucine,490526816,NA,NA,NA
220902_Smp_TN397_U4_A,U4,A,TN397,L-Isoleucine,774595200,NA,NA,NA
220902_Smp_TN397_U4_B,U4,B,TN397,L-Isoleucine,1146550016,NA,NA,NA
220902_Smp_TN397_U4_C,U4,C,TN397,L-Isoleucine,829060992,NA,NA,NA
220902_Smp_TN397_U5_A,U5,A,TN397,L-Isoleucine,579189760,NA,NA,NA
220902_Smp_TN397_U5_B,U5,B,TN397,L-Isoleucine,505977600,NA,NA,NA
220902_Smp_TN397_U5_C,U5,C,TN397,L-Isoleucine,153066240,NA,NA,NA
220902_Smp_TN397_U6_A,U6,A,TN397,L-Isoleucine,407751008,NA,NA,NA
220902_Smp_TN397_U6_B,U6,B,TN397,L-Isoleucine,417708448,NA,NA,NA
220902_Smp_TN397_U6_C,U6,C,TN397,L-Isoleucine,443461344,NA,NA,NA
220902_Smp_TN397_U7_A,U7,A,TN397,L-Isoleucine,267432432,NA,NA,NA
220902_Smp_TN397_U7_B,U7,B,TN397,L-Isoleucine,324635232,NA,NA,NA
220902_Smp_TN397_U7_C,U7,C,TN397,L-Isoleucine,323177504,NA,NA,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,L-Isoleucine,1057059968,NA,NA,NA
220902_Smp_TN397_U9_A,U9,A,TN397,L-Isoleucine,1145526400,NA,NA,NA
220902_Smp_TN397_U9_B,U9,B,TN397,L-Isoleucine,1055641088,NA,NA,NA
220902_Smp_TN397_U9_C,U9,C,TN397,L-Isoleucine,837714048,NA,NA,NA
220902_Smp_TN397_U10_A,U10,A,TN397,L-Isoleucine,1246487808,NA,NA,NA
220902_Smp_TN397_U10_B,U10,B,TN397,L-Isoleucine,1568299648,NA,NA,NA
220902_Smp_TN397_U10_C,U10,C,TN397,L-Isoleucine,1146176896,NA,NA,NA
220902_Smp_TN397_U11_A,U11,A,TN397,L-Isoleucine,1187801984,NA,NA,NA
220902_Smp_TN397_U11_B,U11,B,TN397,L-Isoleucine,1305420672,NA,NA,NA
220902_Smp_TN397_U11_C,U11,C,TN397,L-Isoleucine,1279052160,NA,NA,NA
220902_Smp_TN397_U12_A,U12,A,TN397,L-Isoleucine,1080225280,NA,NA,NA
220902_Smp_TN397_U12_B,U12,B,TN397,L-Isoleucine,1284313728,NA,NA,NA
220902_Smp_TN397_U12_C,U12,C,TN397,L-Isoleucine,1222127872,NA,NA,NA
220902_Smp_TN397_U13_A,U13,A,TN397,L-Isoleucine,1012755200,NA,NA,NA
220902_Smp_TN397_U13_B,U13,B,TN397,L-Isoleucine,965446400,NA,NA,NA
220902_Smp_TN397_U13_C,U13,C,TN397,L-Isoleucine,1060598464,NA,NA,NA
220902_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,L-Lysine,40443048,NA,NA,NA
220902_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,L-Lysine,38291276,NA,NA,NA
220902_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,L-Lysine,62291920,NA,NA,NA
220902_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,L-Lysine,46766384,NA,NA,NA
220902_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,L-Lysine,125032,NA,NA,NA
220902_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,L-Lysine,0,NA,NA,NA
220902_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,L-Lysine,8795820,NA,NA,NA
220902_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,L-Lysine,5026645,NA,NA,NA
220902_Std_H2OinMatrix_1,NA,NA,TN397,L-Lysine,8062212,NA,NA,NA
220902_Std_H2OinMatrix_2,NA,NA,TN397,L-Lysine,4889430,NA,NA,NA
220902_Poo_TruePooG4_Full1,NA,NA,TN397,L-Lysine,12142673,NA,NA,NA
220902_Poo_TruePooG4_Full2,NA,NA,TN397,L-Lysine,7899833,NA,NA,NA
220902_Poo_TruePooG4_Full3,NA,NA,TN397,L-Lysine,9769101,NA,NA,NA
220902_Poo_TruePooG4_Full4,NA,NA,TN397,L-Lysine,9915362,NA,NA,NA
220902_Poo_TruePooG4_Half1,NA,NA,TN397,L-Lysine,7389488,NA,NA,NA
220902_Poo_TruePooG4_Half2,NA,NA,TN397,L-Lysine,3641096,NA,NA,NA
220902_Poo_TruePooG4_Half3,NA,NA,TN397,L-Lysine,4394484,NA,NA,NA
220902_Poo_TruePooG4_Half4,NA,NA,TN397,L-Lysine,4678485,NA,NA,NA
220902_Smp_FilterBlk1,NA,NA,TN397,L-Lysine,4575,NA,NA,NA
220902_Smp_FilterBlk2,NA,NA,TN397,L-Lysine,0,NA,NA,NA
220902_Smp_FilterBlk3,NA,NA,TN397,L-Lysine,0,NA,NA,NA
220902_Smp_FilterBlk4,NA,NA,TN397,L-Lysine,0,NA,NA,NA
220902_Smp_TN397_DFBlk1_A,NA,NA,TN397,L-Lysine,80211,NA,NA,NA
220902_Smp_TN397_DFBlk1_B,NA,NA,TN397,L-Lysine,148840,NA,NA,NA
220902_Smp_TN397_DFBlk1_C,NA,NA,TN397,L-Lysine,31874,NA,NA,NA
220902_Smp_TN397_MQBlk1_A,NA,NA,TN397,L-Lysine,0,NA,NA,NA
220902_Smp_TN397_MQBlk1_B,NA,NA,TN397,L-Lysine,119328,NA,NA,NA
220902_Smp_TN397_MQBlk1_C,NA,NA,TN397,L-Lysine,424348,NA,NA,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,L-Lysine,3710329,NA,NA,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,L-Lysine,1566106,NA,NA,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,L-Lysine,4716641,NA,NA,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,L-Lysine,4333574,NA,NA,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,L-Lysine,5029443,NA,NA,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,L-Lysine,5494878,NA,NA,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,L-Lysine,2689929,NA,NA,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,L-Lysine,2813869,NA,NA,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,L-Lysine,6007250,NA,NA,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,L-Lysine,3438424,NA,NA,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,L-Lysine,3533068,NA,NA,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,L-Lysine,3616156,NA,NA,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,L-Lysine,4101973,NA,NA,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,L-Lysine,5124779,NA,NA,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,L-Lysine,4721125,NA,NA,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,L-Lysine,4056341,NA,NA,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,L-Lysine,2893031,NA,NA,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,L-Lysine,3882965,NA,NA,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,L-Lysine,5309338,NA,NA,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,L-Lysine,4963115,NA,NA,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,L-Lysine,9239106,NA,NA,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,L-Lysine,9229446,NA,NA,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,L-Lysine,3929778,NA,NA,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,L-Lysine,4617358,NA,NA,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,L-Lysine,5680469,NA,NA,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,L-Lysine,5087974,NA,NA,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,L-Lysine,3933322,NA,NA,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,L-Lysine,5367127,NA,NA,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,L-Lysine,7344313,NA,NA,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,L-Lysine,4452114,NA,NA,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,L-Lysine,9103204,NA,NA,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,L-Lysine,9093431,NA,NA,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,L-Lysine,7613594,NA,NA,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,L-Lysine,16767565,NA,NA,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,L-Lysine,27457648,NA,NA,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,L-Lysine,18417104,NA,NA,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,L-Lysine,19928086,NA,NA,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,L-Lysine,20001442,NA,NA,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,L-Lysine,7015655,NA,NA,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,L-Lysine,12737616,NA,NA,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,L-Lysine,7114648,NA,NA,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,L-Lysine,9233582,NA,NA,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,L-Lysine,8771090,NA,NA,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,L-Lysine,14261968,NA,NA,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,L-Lysine,13155835,NA,NA,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,L-Lysine,13617826,NA,NA,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,L-Lysine,10144728,NA,NA,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,L-Lysine,6206042,NA,NA,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,L-Lysine,10642799,NA,NA,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,L-Lysine,6913201,NA,NA,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,L-Lysine,7872733,NA,NA,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,L-Lysine,6042960,NA,NA,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,L-Lysine,13300834,NA,NA,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,L-Lysine,23484906,NA,NA,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,L-Lysine,17547802,NA,NA,NA
220902_Smp_TN397_S12_Blk_A,NA,NA,TN397,L-Lysine,640307,NA,NA,NA
220902_Smp_TN397_S12_Blk_B,NA,NA,TN397,L-Lysine,983767,NA,NA,NA
220902_Smp_TN397_S12_Blk_C,NA,NA,TN397,L-Lysine,530945,NA,NA,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,L-Lysine,18378942,NA,NA,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,L-Lysine,17227828,NA,NA,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,L-Lysine,14885478,NA,NA,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,L-Lysine,6226525,NA,NA,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,L-Lysine,7268571,NA,NA,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,L-Lysine,7038424,NA,NA,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,L-Lysine,8633163,NA,NA,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,L-Lysine,7776839,NA,NA,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,L-Lysine,6472514,NA,NA,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,L-Lysine,5775519,NA,NA,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,L-Lysine,5829848,NA,NA,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,L-Lysine,5697930,NA,NA,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,L-Lysine,5290576,NA,NA,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,L-Lysine,6863850,NA,NA,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,L-Lysine,6044070,NA,NA,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,L-Lysine,8209183,NA,NA,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,L-Lysine,4798607,NA,NA,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,L-Lysine,5076051,NA,NA,NA
220902_Smp_TN397_U1_A,U1,A,TN397,L-Lysine,21556068,NA,NA,NA
220902_Smp_TN397_U1_B,U1,B,TN397,L-Lysine,11162717,NA,NA,NA
220902_Smp_TN397_U1_C,U1,C,TN397,L-Lysine,24927732,NA,NA,NA
220902_Smp_TN397_U2_A,U2,A,TN397,L-Lysine,16784662,NA,NA,NA
220902_Smp_TN397_U2_B,U2,B,TN397,L-Lysine,25255018,NA,NA,NA
220902_Smp_TN397_U2_C,U2,C,TN397,L-Lysine,11625399,NA,NA,NA
220902_Smp_TN397_U3_A,U3,A,TN397,L-Lysine,11599997,NA,NA,NA
220902_Smp_TN397_U3_B,U3,B,TN397,L-Lysine,11308120,NA,NA,NA
220902_Smp_TN397_U3_C,U3,C,TN397,L-Lysine,6207952,NA,NA,NA
220902_Smp_TN397_U4_A,U4,A,TN397,L-Lysine,12811279,NA,NA,NA
220902_Smp_TN397_U4_B,U4,B,TN397,L-Lysine,14724908,NA,NA,NA
220902_Smp_TN397_U4_C,U4,C,TN397,L-Lysine,12479514,NA,NA,NA
220902_Smp_TN397_U5_A,U5,A,TN397,L-Lysine,9188024,NA,NA,NA
220902_Smp_TN397_U5_B,U5,B,TN397,L-Lysine,7592696,NA,NA,NA
220902_Smp_TN397_U5_C,U5,C,TN397,L-Lysine,2531955,NA,NA,NA
220902_Smp_TN397_U6_A,U6,A,TN397,L-Lysine,6484063,NA,NA,NA
220902_Smp_TN397_U6_B,U6,B,TN397,L-Lysine,2966474,NA,NA,NA
220902_Smp_TN397_U6_C,U6,C,TN397,L-Lysine,6982620,NA,NA,NA
220902_Smp_TN397_U7_A,U7,A,TN397,L-Lysine,5344856,NA,NA,NA
220902_Smp_TN397_U7_B,U7,B,TN397,L-Lysine,3639138,NA,NA,NA
220902_Smp_TN397_U7_C,U7,C,TN397,L-Lysine,6915785,NA,NA,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,L-Lysine,9147830,NA,NA,NA
220902_Smp_TN397_U9_A,U9,A,TN397,L-Lysine,6953878,NA,NA,NA
220902_Smp_TN397_U9_B,U9,B,TN397,L-Lysine,7722236,NA,NA,NA
220902_Smp_TN397_U9_C,U9,C,TN397,L-Lysine,5052957,NA,NA,NA
220902_Smp_TN397_U10_A,U10,A,TN397,L-Lysine,10624415,NA,NA,NA
220902_Smp_TN397_U10_B,U10,B,TN397,L-Lysine,12455758,NA,NA,NA
