Part.SampID,Diss.SampID,Cruise,Compound,compound.name.figure,order,class,Part.Conc.nM,Part.C.nM,Part.N.nM,Part.S.nM,Diss.Conc.nM.adj,Diss.N.nM.adj,Diss.S.nM.adj,Total.Conc.nM,Total.C.nM,Total.N.nM,Total.S.nM,Part.Flag,Diss.Flag,Tot.Flag,Diss.LOD.nM.adj,Lat,Long,depth_m,Local_Date,Local_Time,station,Region,Treatment
220902_Smp_TN397_S3_U_B,220602_Smp_TN397_S3_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.26117639313765356,1.305881965688268,0.26117639313765356,NA,15.963263936183612,15.963263936183612,NA,16.224440329321265,81.12220164660633,16.224440329321265,NA,NA,NA,NA,0.9253683573019952,21,-135,7,23/11/2021,06:10:00,NA,NPSG,NA
220902_Smp_TN397_S3_U_C,220602_Smp_TN397_S3_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.3979345925961713,1.9896729629808565,0.3979345925961713,NA,16.133458886749978,16.133458886749978,NA,16.53139347934615,82.65696739673075,16.53139347934615,NA,NA,NA,NA,0.9253683573019952,21,-135,7,23/11/2021,06:10:00,NA,NPSG,NA
220902_Smp_TN397_S4_2400_U_A,220602_Smp_TN397_S4_2400_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.3430364089334483,1.7151820446672414,0.3430364089334483,NA,1.814586012400292,1.814586012400292,NA,2.1576224213337403,10.7881121066687,2.1576224213337403,NA,NA,NA,NA,0.9253683573019952,19.639,-138.6135,7,24/11/2021,23:04:00,NA,NPSG,NA
220902_Smp_TN397_S4_2400_U_B,220602_Smp_TN397_S4_2400_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.2512008142344231,1.2560040711721154,0.2512008142344231,NA,1.0436877262044844,1.0436877262044844,NA,1.2948885404389074,6.474442702194537,1.2948885404389074,NA,NA,NA,NA,0.9253683573019952,19.639,-138.6135,7,24/11/2021,23:05:00,NA,NPSG,NA
220902_Smp_TN397_S4_2400_U_C,220602_Smp_TN397_S4_2400_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.29893019132544096,1.4946509566272048,0.29893019132544096,NA,1.8285532992540348,1.8285532992540348,NA,2.1274834905794755,10.637417452897376,2.1274834905794755,NA,NA,NA,NA,0.9253683573019952,19.639,-138.6135,7,24/11/2021,23:06:00,NA,NPSG,NA
220902_Smp_TN397_S4_U_600_A,220602_Smp_TN397_S4_U_600_A,TN397,Glycine betaine,GBT,13,Betaine,0.323590880671353,1.617954403356765,0.323590880671353,NA,1.421431608676821,1.421431608676821,NA,1.745022489348174,8.72511244674087,1.745022489348174,NA,NA,NA,NA,0.9253683573019952,19.6377,-138.6154,7,24/11/2021,06:19:00,NA,NPSG,NA
220902_Smp_TN397_S4_U_600_B,220602_Smp_TN397_S4_U_600_B,TN397,Glycine betaine,GBT,13,Betaine,0.3601027411563545,1.8005137057817724,0.3601027411563545,NA,1.5989584020362702,1.5989584020362702,NA,1.9590611431926246,9.795305715963124,1.9590611431926246,NA,NA,NA,NA,0.9253683573019952,19.6377,-138.6154,7,24/11/2021,06:19:00,NA,NPSG,NA
220902_Smp_TN397_S4_U_600_C,220602_Smp_TN397_S4_U_600_C,TN397,Glycine betaine,GBT,13,Betaine,0.4064701838443855,2.0323509192219276,0.4064701838443855,NA,1.826161606368077,1.826161606368077,NA,2.2326317902124626,11.163158951062313,2.2326317902124626,NA,NA,NA,NA,0.9253683573019952,19.6377,-138.6154,7,24/11/2021,06:19:00,NA,NPSG,NA
220902_Smp_TN397_S4_U_1800_A,220602_Smp_TN397_S4_U_1800_A,TN397,Glycine betaine,GBT,13,Betaine,0.3210250302630553,1.6051251513152764,0.3210250302630553,NA,5.392503407670935,5.392503407670935,NA,5.71352843793399,28.567642189669954,5.71352843793399,NA,NA,NA,NA,0.9253683573019952,19.69,-138.58,7,24/11/2021,17:36:00,NA,NPSG,NA
220902_Smp_TN397_S4_U_1800_B,220602_Smp_TN397_S4_U_1800_B,TN397,Glycine betaine,GBT,13,Betaine,0.2978566513620786,1.489283256810393,0.2978566513620786,NA,0.9738421098890444,0.9738421098890444,NA,1.271698761251123,6.358493806255615,1.271698761251123,NA,NA,NA,NA,0.9253683573019952,19.69,-138.58,7,24/11/2021,17:40:00,NA,NPSG,NA
220902_Smp_TN397_S4_U_1800_C,220602_Smp_TN397_S4_U_1800_C,TN397,Glycine betaine,GBT,13,Betaine,0.34947078620969874,1.7473539310484938,0.34947078620969874,NA,2.6280708749648523,2.6280708749648523,NA,2.977541661174551,14.887708305872755,2.977541661174551,NA,NA,NA,NA,0.9253683573019952,19.69,-138.58,7,24/11/2021,17:41:00,NA,NPSG,NA
220902_Smp_TN397_S6_U_A,220602_Smp_TN397_S6_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.4582874062042653,2.2914370310213266,0.4582874062042653,NA,2.1941588197696293,2.1941588197696293,NA,2.6524462259738946,13.262231129869473,2.6524462259738946,NA,NA,NA,NA,0.9253683573019952,13.9487,-140.0016,7,27/11/2021,06:24:00,NA,NPSG,NA
220902_Smp_TN397_S6_U_B,220602_Smp_TN397_S6_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.3045231777999251,1.5226158889996255,0.3045231777999251,NA,1.508368047750947,1.508368047750947,NA,1.812891225550872,9.06445612775436,1.812891225550872,NA,NA,NA,NA,0.9253683573019952,13.9487,-140.0016,7,27/11/2021,06:24:00,NA,NPSG,NA
220902_Smp_TN397_S6_U_C,220602_Smp_TN397_S6_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.3523340749947583,1.7616703749737914,0.3523340749947583,NA,1.1433807072341755,1.1433807072341755,NA,1.4957147822289338,7.47857391114467,1.4957147822289338,NA,NA,NA,NA,0.9253683573019952,13.9487,-140.0016,7,27/11/2021,06:24:00,NA,NPSG,NA
220902_Smp_TN397_S7_600_U_A,220602_Smp_TN397_S7_600_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.2986587781460404,1.493293890730202,0.2986587781460404,NA,0.9253683573019952,0.9253683573019952,NA,1.2240271354480357,6.120135677240178,1.2240271354480357,NA,NA,Flag,Flag,0.9253683573019952,10.6974,-139.998,7,28/11/2021,06:18:00,NA,NPSG,NA
220902_Smp_TN397_S7_600_U_B,220602_Smp_TN397_S7_600_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.2944629930919893,1.4723149654599466,0.2944629930919893,NA,3.050180941697129,3.050180941697129,NA,3.344643934789118,16.72321967394559,3.344643934789118,NA,NA,NA,NA,0.9253683573019952,10.6974,-139.998,7,28/11/2021,06:18:00,NA,NPSG,NA
220902_Smp_TN397_S7_600_U_C,220602_Smp_TN397_S7_600_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.3162706161267026,1.581353080633513,0.3162706161267026,NA,2.1950788883798205,2.1950788883798205,NA,2.511349504506523,12.556747522532614,2.511349504506523,NA,NA,NA,NA,0.9253683573019952,10.6974,-139.998,7,28/11/2021,06:18:00,NA,NPSG,NA
220902_Smp_TN397_S7_1800_U_A,220602_Smp_TN397_S7_1800_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.464628817256331,2.323144086281655,0.464628817256331,NA,8.019880821862774,8.019880821862774,NA,8.484509639119105,42.422548195595525,8.484509639119105,NA,NA,NA,NA,0.9253683573019952,10.6979,-139.9975,7,28/11/2021,17:52:00,NA,NPSG,NA
220902_Smp_TN397_S7_1800_U_B,220602_Smp_TN397_S7_1800_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.3968337505942193,1.9841687529710963,0.3968337505942193,NA,2.6890387053044127,2.6890387053044127,NA,3.085872455898632,15.42936227949316,3.085872455898632,NA,NA,NA,NA,0.9253683573019952,10.6979,-139.9975,7,28/11/2021,17:52:00,NA,NPSG,NA
220902_Smp_TN397_S7_1800_U_C,220602_Smp_TN397_S7_1800_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.3286513936691146,1.643256968345573,0.3286513936691146,NA,8.856575784520803,8.856575784520803,NA,9.185227178189917,45.92613589094959,9.185227178189917,NA,NA,NA,NA,0.9253683573019952,10.6979,-139.9975,7,28/11/2021,17:52:00,NA,NPSG,NA
220902_Smp_TN397_S8_U_A,220602_Smp_TN397_S8_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.32821627897487066,1.6410813948743532,0.32821627897487066,NA,1.099774079564835,1.099774079564835,NA,1.4279903585397056,7.139951792698528,1.4279903585397056,NA,NA,NA,NA,0.9253683573019952,8.388,-139.9961,7,30/11/2021,06:17:00,NA,NPSG,NA
220902_Smp_TN397_S8_U_B,220602_Smp_TN397_S8_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.28829118884234006,1.4414559442117003,0.28829118884234006,NA,0.9253683573019952,0.9253683573019952,NA,1.2136595461443354,6.068297730721676,1.2136595461443354,NA,NA,Flag,Flag,0.9253683573019952,8.388,-139.9961,7,30/11/2021,06:17:00,NA,NPSG,NA
220902_Smp_TN397_S8_U_C,220602_Smp_TN397_S8_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.27582458639278973,1.3791229319639486,0.27582458639278973,NA,1.2819522241146548,1.2819522241146548,NA,1.5577768105074445,7.788884052537222,1.5577768105074445,NA,NA,NA,NA,0.9253683573019952,8.388,-139.9961,7,30/11/2021,06:17:00,NA,NPSG,NA
220902_Smp_TN397_S9_600_U_A,220602_Smp_TN397_S9_600_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.7628370488376041,3.81418524418802,0.7628370488376041,NA,7.007427902345954,7.007427902345954,NA,7.770264951183559,38.85132475591779,7.770264951183559,NA,NA,NA,NA,0.9253683573019952,4.7508,-140.0005,7,1/12/21,06:15:00,NA,Equator,NA
220902_Smp_TN397_S9_600_U_B,220602_Smp_TN397_S9_600_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.6944826508875543,3.4724132544377717,0.6944826508875543,NA,7.833583945558914,7.833583945558914,NA,8.528066596446468,42.64033298223234,8.528066596446468,NA,NA,NA,NA,0.9253683573019952,4.7508,-140.0005,7,1/12/21,06:15:00,NA,Equator,NA
220902_Smp_TN397_S9_600_U_C,220602_Smp_TN397_S9_600_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.7572595253016979,3.7862976265084898,0.7572595253016979,NA,6.549769146216278,6.549769146216278,NA,7.307028671517975,36.53514335758988,7.307028671517975,NA,NA,NA,NA,0.9253683573019952,4.7508,-140.0005,7,1/12/21,06:15:00,NA,Equator,NA
220902_Smp_TN397_S9_1800_U_A,220602_Smp_TN397_S9_1800_U_A,TN397,Glycine betaine,GBT,13,Betaine,1.1526681923113666,5.763340961556834,1.1526681923113666,NA,10.096053594626742,10.096053594626742,NA,11.248721786938109,56.24360893469054,11.248721786938109,NA,NA,NA,NA,0.9253683573019952,4.7695,-139.9879,7,1/12/21,18:00:00,NA,Equator,NA
220902_Smp_TN397_S9_1800_U_B,220602_Smp_TN397_S9_1800_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.956645126384683,4.783225631923415,0.956645126384683,NA,5.676723161838389,5.676723161838389,NA,6.633368288223072,33.16684144111536,6.633368288223072,NA,NA,NA,NA,0.9253683573019952,4.7695,-139.9879,7,1/12/21,18:00:00,NA,Equator,NA
220902_Smp_TN397_S9_1800_U_C,220602_Smp_TN397_S9_1800_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.9562461753756204,4.7812308768781024,0.9562461753756204,NA,7.923598114275414,7.923598114275414,NA,8.879844289651034,44.399221448255176,8.879844289651034,NA,NA,NA,NA,0.9253683573019952,4.7695,-139.9879,7,1/12/21,18:00:00,NA,Equator,NA
220902_Smp_TN397_S9_BB_A,NA,TN397,Glycine betaine,GBT,13,Betaine,0.6189031607660084,3.094515803830042,0.6189031607660084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7508,-140.0005,7,1/12/21,08:30:00,NA,Equator,NA
220902_Smp_TN397_S9_BB_B,NA,TN397,Glycine betaine,GBT,13,Betaine,0.6331773268127241,3.1658866340636207,0.6331773268127241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7508,-140.0005,7,1/12/21,08:30:00,NA,Equator,NA
220902_Smp_TN397_S10_U_A,220602_Smp_TN397_S10_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.5996929354752225,2.9984646773761128,0.5996929354752225,NA,4.563374867985388,4.563374867985388,NA,5.163067803460611,25.815339017303053,5.163067803460611,NA,NA,NA,NA,0.9253683573019952,1.1248,-140.0051,7,3/12/21,06:00:00,NA,Equator,NA
220902_Smp_TN397_S10_U_B,220602_Smp_TN397_S10_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.6401412486926387,3.2007062434631934,0.6401412486926387,NA,5.997147433149676,5.997147433149676,NA,6.637288681842315,33.18644340921158,6.637288681842315,NA,NA,NA,NA,0.9253683573019952,1.1248,-140.0051,7,3/12/21,06:00:00,NA,Equator,NA
220902_Smp_TN397_S10_U_C,220602_Smp_TN397_S10_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.7483505434788399,3.7417527173942,0.7483505434788399,NA,24.40669107264196,24.40669107264196,NA,25.155041616120798,125.775208080604,25.155041616120798,NA,NA,NA,NA,0.9253683573019952,1.1248,-140.0051,7,3/12/21,06:00:00,NA,Equator,NA
220902_Smp_TN397_S11_600_U_A,220602_Smp_TN397_S11_600_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.7417865061579629,3.708932530789814,0.7417865061579629,NA,6.074691913541301,6.074691913541301,NA,6.816478419699264,34.08239209849632,6.816478419699264,NA,NA,NA,NA,0.9253683573019952,0.1459,-139.9081,7,4/12/21,06:00:00,NA,Equator,NA
220902_Smp_TN397_S11_600_U_B,220602_Smp_TN397_S11_600_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.6255029133831013,3.1275145669155062,0.6255029133831013,NA,7.848575910031107,7.848575910031107,NA,8.474078823414208,42.370394117071044,8.474078823414208,NA,NA,NA,NA,0.9253683573019952,0.1459,-139.9081,7,4/12/21,06:00:00,NA,Equator,NA
220902_Smp_TN397_S11_1800_U_A,220602_Smp_TN397_S11_1800_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.6450594440684247,3.2252972203421235,0.6450594440684247,NA,8.37013459328279,8.37013459328279,NA,9.015194037351215,45.075970186756074,9.015194037351215,NA,NA,NA,NA,0.9253683573019952,0.299,-139.8577,7,4/12/21,18:05:00,NA,Equator,NA
220902_Smp_TN397_S11_1800_U_B,220602_Smp_TN397_S11_1800_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.6960218476347281,3.4801092381736405,0.6960218476347281,NA,7.36877341396209,7.36877341396209,NA,8.064795261596819,40.32397630798409,8.064795261596819,NA,NA,NA,NA,0.9253683573019952,0.299,-139.8577,7,4/12/21,18:05:00,NA,Equator,NA
220902_Smp_TN397_S11_1800_U_C,220602_Smp_TN397_S11_1800_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.7160820625032481,3.5804103125162405,0.7160820625032481,NA,7.145171004969747,7.145171004969747,NA,7.861253067472995,39.30626533736498,7.861253067472995,NA,NA,NA,NA,0.9253683573019952,0.299,-139.8577,7,4/12/21,18:05:00,NA,Equator,NA
220902_Smp_TN397_S12_600_U_A,220602_Smp_TN397_S12_600_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.6034814286652648,3.0174071433263236,0.6034814286652648,NA,4.568091012665207,4.568091012665207,NA,5.171572441330471,25.857862206652356,5.171572441330471,NA,NA,NA,NA,0.9253683573019952,-2.249,-140.26,7,7/12/21,06:06:00,NA,Equator,NA
220902_Smp_TN397_S12_600_U_B,220602_Smp_TN397_S12_600_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.4164252755263719,2.0821263776318593,0.4164252755263719,NA,4.885520539959925,4.885520539959925,NA,5.301945815486297,26.509729077431487,5.301945815486297,NA,NA,NA,NA,0.9253683573019952,-2.249,-140.26,7,7/12/21,06:06:00,NA,Equator,NA
220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.6913352955181021,3.4566764775905106,0.6913352955181021,NA,5.267392450931807,5.267392450931807,NA,5.958727746449909,29.793638732249544,5.958727746449909,NA,NA,NA,NA,0.9253683573019952,-2.249,-140.26,7,7/12/21,06:06:00,NA,Equator,NA
220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.6339294568054626,3.169647284027313,0.6339294568054626,NA,4.846712481011945,4.846712481011945,NA,5.480641937817408,27.40320968908704,5.480641937817408,NA,NA,NA,NA,0.9253683573019952,-2.489,-140.01,7,6/12/21,08:00:00,NA,Equator,NA
220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.6474866398971297,3.2374331994856487,0.6474866398971297,NA,4.79490216633395,4.79490216633395,NA,5.4423888062310795,27.211944031155397,5.4423888062310795,NA,NA,NA,NA,0.9253683573019952,-2.489,-140.01,7,6/12/21,08:00:00,NA,Equator,NA
220902_Smp_TN397_S12_800_U_C,220602_Smp_TN397_S12_800_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.8274922767559978,4.137461383779989,0.8274922767559978,NA,4.100944064535492,4.100944064535492,NA,4.92843634129149,24.642181706457446,4.92843634129149,NA,NA,NA,NA,0.9253683573019952,-2.489,-140.01,7,6/12/21,08:00:00,NA,Equator,NA
220902_Smp_TN397_S12_1800_U_A,220602_Smp_TN397_S12_1800_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.5516515925321718,2.758257962660859,0.5516515925321718,NA,3.7782322677664175,3.7782322677664175,NA,4.329883860298589,21.649419301492948,4.329883860298589,NA,NA,NA,NA,0.9253683573019952,-2.489,-140.01,7,6/12/21,18:00:00,NA,Equator,NA
220902_Smp_TN397_S12_1800_U_B,220602_Smp_TN397_S12_1800_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.7684502488618552,3.842251244309276,0.7684502488618552,NA,2.787769879106204,2.787769879106204,NA,3.5562201279680594,17.781100639840297,3.5562201279680594,NA,NA,NA,NA,0.9253683573019952,-2.489,-140.01,7,6/12/21,18:00:00,NA,Equator,NA
220902_Smp_TN397_S12_1800_U_C,220602_Smp_TN397_S12_1800_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.7474797354610951,3.737398677305475,0.7474797354610951,NA,3.511539535031766,3.511539535031766,NA,4.259019270492861,21.295096352464306,4.259019270492861,NA,NA,NA,NA,0.9253683573019952,-2.489,-140.01,7,6/12/21,18:00:00,NA,Equator,NA
220902_Smp_TN397_S13_1800_U_A,220602_Smp_TN397_S13_1800_U_A,TN397,Glycine betaine,GBT,13,Betaine,1.3630071834842312,6.815035917421156,1.3630071834842312,NA,7.0751796565148,7.0751796565148,NA,8.438186839999032,42.190934199995155,8.438186839999032,NA,NA,NA,NA,0.9253683573019952,0.01,-141.8458,7,7/12/21,18:22:00,NA,Equator,NA
220902_Smp_TN397_S13_1800_U_B,220602_Smp_TN397_S13_1800_U_B,TN397,Glycine betaine,GBT,13,Betaine,1.1416707742070504,5.708353871035252,1.1416707742070504,NA,15.924143751753787,15.924143751753787,NA,17.06581452596084,85.3290726298042,17.06581452596084,NA,NA,NA,NA,0.9253683573019952,0.01,-141.8458,7,7/12/21,18:22:00,NA,Equator,NA
220902_Smp_TN397_S13_1800_U_C,220602_Smp_TN397_S13_1800_U_C,TN397,Glycine betaine,GBT,13,Betaine,1.0247592926484823,5.123796463242412,1.0247592926484823,NA,11.96811431606452,11.96811431606452,NA,12.992873608713003,64.96436804356502,12.992873608713003,NA,NA,NA,NA,0.9253683573019952,0.01,-141.8458,7,7/12/21,18:22:00,NA,Equator,NA
220902_Smp_TN397_S14_U_A,220602_Smp_TN397_S14_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.5815394700771414,2.907697350385707,0.5815394700771414,NA,6.343060768730897,6.343060768730897,NA,6.924600238808038,34.62300119404019,6.924600238808038,NA,NA,NA,NA,0.9253683573019952,3.5272,-144.4492,7,9/12/21,06:27:00,NA,Equator,NA
220902_Smp_TN397_S14_U_B,220602_Smp_TN397_S14_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.6844653179936839,3.42232658996842,0.6844653179936839,NA,6.573567086629231,6.573567086629231,NA,7.258032404622915,36.290162023114576,7.258032404622915,NA,NA,NA,NA,0.9253683573019952,3.5272,-144.4492,7,9/12/21,06:27:00,NA,Equator,NA
220902_Smp_TN397_S14_U_C,220602_Smp_TN397_S14_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.7346863411218588,3.673431705609294,0.7346863411218588,NA,6.5286606078831895,6.5286606078831895,NA,7.263346949005048,36.316734745025244,7.263346949005048,NA,NA,NA,NA,0.9253683573019952,3.5272,-144.4492,7,9/12/21,06:27:00,NA,Equator,NA
220902_Smp_TN397_S15_U_A,220602_Smp_TN397_S15_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.6815733517007312,3.4078667585036557,0.6815733517007312,NA,8.967707911288754,8.967707911288754,NA,9.649281262989485,48.24640631494743,9.649281262989485,NA,NA,NA,NA,0.9253683573019952,6.4995,-146.652,7,10/12/21,06:30:00,NA,Equator,NA
220902_Smp_TN397_S15_U_B,220602_Smp_TN397_S15_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.5494605815166199,2.7473029075830997,0.5494605815166199,NA,5.00187528677653,5.00187528677653,NA,5.551335868293149,27.756679341465748,5.551335868293149,NA,NA,NA,NA,0.9253683573019952,6.4995,-146.652,7,10/12/21,06:30:00,NA,Equator,NA
220902_Smp_TN397_S15_U_C,220602_Smp_TN397_S15_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.6052432310858796,3.026216155429398,0.6052432310858796,NA,2.8775221842880865,2.8775221842880865,NA,3.482765415373966,17.41382707686983,3.482765415373966,NA,NA,NA,NA,0.9253683573019952,6.4995,-146.652,7,10/12/21,06:30:00,NA,Equator,NA
220902_Smp_TN397_S16_U_A,220602_Smp_TN397_S16_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.20344481442896117,1.0172240721448058,0.20344481442896117,NA,0.9253683573019952,0.9253683573019952,NA,1.1288131717309564,5.644065858654782,1.1288131717309564,NA,NA,Flag,Flag,0.9253683573019952,9.2497,-148.6967,7,11/12/21,06:00:00,NA,NPSG,NA
220902_Smp_TN397_S16_U_B,220602_Smp_TN397_S16_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.19076964300834243,0.9538482150417122,0.19076964300834243,NA,1.099774079564835,1.099774079564835,NA,1.2905437225731773,6.452718612865887,1.2905437225731773,NA,NA,Flag,Flag,0.9253683573019952,9.2497,-148.6967,7,11/12/21,06:00:00,NA,NPSG,NA
220902_Smp_TN397_S16_U_C,220602_Smp_TN397_S16_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.20720788156694475,1.0360394078347237,0.20720788156694475,NA,1.099774079564835,1.099774079564835,NA,1.3069819611317797,6.534909805658899,1.3069819611317797,NA,NA,Flag,Flag,0.9253683573019952,9.2497,-148.6967,7,11/12/21,06:00:00,NA,NPSG,NA
220902_Smp_TN397_S17_U_A,220602_Smp_TN397_S17_U_A,TN397,Glycine betaine,GBT,13,Betaine,0.25655218321862217,1.2827609160931108,0.25655218321862217,NA,1.0086436869622395,1.0086436869622395,NA,1.2651958701808617,6.3259793509043085,1.2651958701808617,NA,NA,NA,NA,0.9253683573019952,11.92,-150.6948,7,12/12/21,06:00:00,NA,NPSG,NA
220902_Smp_TN397_S17_U_B,220602_Smp_TN397_S17_U_B,TN397,Glycine betaine,GBT,13,Betaine,0.27520864144213636,1.376043207210682,0.27520864144213636,NA,1.0875024493942085,1.0875024493942085,NA,1.362711090836345,6.8135554541817225,1.362711090836345,NA,NA,NA,NA,0.9253683573019952,11.92,-150.6948,7,12/12/21,06:00:00,NA,NPSG,NA
220902_Smp_TN397_S17_U_C,220602_Smp_TN397_S17_U_C,TN397,Glycine betaine,GBT,13,Betaine,0.2844513377346863,1.4222566886734314,0.2844513377346863,NA,1.099774079564835,1.099774079564835,NA,1.3842254172995212,6.921127086497606,1.3842254172995212,NA,NA,NA,NA,0.9253683573019952,11.92,-150.6948,7,12/12/21,06:00:00,NA,NPSG,NA
220902_Smp_TN397_S18_U_A,NA,TN397,Glycine betaine,GBT,13,Betaine,0.2082239605057115,1.0411198025285575,0.2082239605057115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.772,-152.8644,7,13/12/2021,06:40:00,NA,NPSG,NA
220902_Smp_TN397_S18_U_B,NA,TN397,Glycine betaine,GBT,13,Betaine,0.2195421206083311,1.0977106030416557,0.2195421206083311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.772,-152.8644,7,13/12/2022,06:40:00,NA,NPSG,NA
220902_Smp_TN397_S18_U_C,NA,TN397,Glycine betaine,GBT,13,Betaine,0.2706474903744329,1.3532374518721646,0.2706474903744329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.772,-152.8644,7,13/12/2023,06:40:00,NA,NPSG,NA
220902_Smp_TN397_U1_A,220602_Smp_TN397_U1_A,TN397,Glycine betaine,GBT,13,Betaine,1.489587727403234,7.447938637016169,1.489587727403234,NA,10.398750038891718,10.398750038891718,NA,11.888337766294953,59.441688831474764,11.888337766294953,NA,NA,NA,NA,0.9253683573019952,32.25921,-117.3388,7,18/11/2021,22:00:00,NA,CC,NA
220902_Smp_TN397_U1_B,220602_Smp_TN397_U1_B,TN397,Glycine betaine,GBT,13,Betaine,1.2448624621347242,6.224312310673621,1.2448624621347242,NA,9.345220691101137,9.345220691101137,NA,10.590083153235861,52.95041576617929,10.590083153235861,NA,NA,NA,NA,0.9253683573019952,32.25921,-117.3388,7,18/11/2021,22:00:00,NA,CC,NA
220902_Smp_TN397_U1_C,220602_Smp_TN397_U1_C,TN397,Glycine betaine,GBT,13,Betaine,1.7604657074317878,8.802328537158939,1.7604657074317878,NA,8.87083642149588,8.87083642149588,NA,10.631302128927668,53.156510644638345,10.631302128927668,NA,NA,NA,NA,0.9253683573019952,32.25921,-117.3388,7,18/11/2021,22:00:00,NA,CC,NA
220902_Smp_TN397_U2_A,220602_Smp_TN397_U2_A,TN397,Glycine betaine,GBT,13,Betaine,0.6860261374254711,3.4301306871273556,0.6860261374254711,NA,1.963302892377032,1.963302892377032,NA,2.649329029802503,13.246645149012515,2.649329029802503,NA,NA,NA,NA,0.9253683573019952,32.11654,-117.58582,7,19/11/2021,00:00:00,NA,CC,NA
220902_Smp_TN397_U2_B,220602_Smp_TN397_U2_B,TN397,Glycine betaine,GBT,13,Betaine,0.5994160428629024,2.997080214314512,0.5994160428629024,NA,2.414440535059803,2.414440535059803,NA,3.0138565779227053,15.069282889613527,3.0138565779227053,NA,NA,NA,NA,0.9253683573019952,32.11654,-117.58582,7,19/11/2021,00:00:00,NA,CC,NA
220902_Smp_TN397_U2_C,220602_Smp_TN397_U2_C,TN397,Glycine betaine,GBT,13,Betaine,0.5230764983542262,2.615382491771131,0.5230764983542262,NA,6.250082291129514,6.250082291129514,NA,6.77315878948374,33.8657939474187,6.77315878948374,NA,NA,NA,NA,0.9253683573019952,32.11654,-117.58582,7,19/11/2021,00:00:00,NA,CC,NA
220902_Smp_TN397_U3_A,220602_Smp_TN397_U3_A,TN397,Glycine betaine,GBT,13,Betaine,0.6507720839442016,3.253860419721008,0.6507720839442016,NA,2.348359981402248,2.348359981402248,NA,2.99913206534645,14.99566032673225,2.99913206534645,NA,NA,NA,NA,0.9253683573019952,31.5634,-118.25816,7,19/11/2021,02:09:00,NA,CC,NA
