Rep,Compound,Area,Cruise
220623_Smp_MQBlk_6,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU1_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU1_B,2-O-alpha-D-Glucosylglycerol,6585,KM1906
220623_Smp_MU1_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU10_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU10_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU10_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU11_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU11_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU11_C,2-O-alpha-D-Glucosylglycerol,7729,KM1906
220623_Smp_MU12_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU12_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU12_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU13_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU13_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU13_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU14_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU14_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU14_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU15_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU15_B,2-O-alpha-D-Glucosylglycerol,5366,KM1906
220623_Smp_MU15_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU16_A,2-O-alpha-D-Glucosylglycerol,6436,KM1906
220623_Smp_MU16_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU16_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU17_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU17_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU2_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU2_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU2_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU3_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU3_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU3_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU4_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU4_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU4_C,2-O-alpha-D-Glucosylglycerol,5719,KM1906
220623_Smp_MU5_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU5_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU5_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU6_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU6_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU6_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU7_A,2-O-alpha-D-Glucosylglycerol,5973,KM1906
220623_Smp_MU7_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU7_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU8_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU8_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU8_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU9_A,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU9_B,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Smp_MU9_C,2-O-alpha-D-Glucosylglycerol,NA,KM1906
220623_Std_4uMStdsMix1InH2O_1,5-Hydroxyectoine,91748584,KM1906
220623_Std_4uMStdsMix1InH2O_2,5-Hydroxyectoine,200760576,KM1906
220623_Std_4uMStdsMix1InMatrix_1,5-Hydroxyectoine,52243340,KM1906
220623_Std_4uMStdsMix1InMatrix_2,5-Hydroxyectoine,190900496,KM1906
220623_Std_4uMStdsMix2InH2O_1,5-Hydroxyectoine,121104160,KM1906
220623_Std_4uMStdsMix2InH2O_2,5-Hydroxyectoine,186247104,KM1906
220623_Std_4uMStdsMix2InMatrix_1,5-Hydroxyectoine,127472608,KM1906
220623_Std_4uMStdsMix2InMatrix_2,5-Hydroxyectoine,184281488,KM1906
220623_Std_H2OinMatrix_1,5-Hydroxyectoine,76599,KM1906
220623_Std_H2OinMatrix_2,5-Hydroxyectoine,527422,KM1906
220623_Poo_TruePooG3-CXSPE_Full1,5-Hydroxyectoine,191064,KM1906
220623_Poo_TruePooG3-CXSPE_Full2,5-Hydroxyectoine,130474,KM1906
220623_Poo_TruePooG3-CXSPE_Full3,5-Hydroxyectoine,387950,KM1906
220623_Poo_TruePooG3-CXSPE_Half1,5-Hydroxyectoine,42992,KM1906
220623_Poo_TruePooG3-CXSPE_Half2,5-Hydroxyectoine,59540,KM1906
220623_Poo_TruePooG3-CXSPE_Half3,5-Hydroxyectoine,203847,KM1906
220623_Smp_CXSPE_Blk1_A,5-Hydroxyectoine,11317,KM1906
220623_Smp_CXSPE_Blk1_B,5-Hydroxyectoine,99282,KM1906
220623_Smp_CXSPE_Blk1_C,5-Hydroxyectoine,145760,KM1906
220623_Smp_CXSPE_Blk2_A,5-Hydroxyectoine,23404,KM1906
220623_Smp_CXSPE_Blk2_B,5-Hydroxyectoine,44599,KM1906
220623_Smp_CXSPE_Blk2_C,5-Hydroxyectoine,37240,KM1906
220623_Smp_CXSPE_Blk3_A,5-Hydroxyectoine,22240,KM1906
220623_Smp_CXSPE_Blk3_B,5-Hydroxyectoine,39693,KM1906
220623_Smp_CXSPE_Blk3_C,5-Hydroxyectoine,20110,KM1906
220623_Smp_CXSPE_Blk4_A,5-Hydroxyectoine,24927,KM1906
220623_Smp_CXSPE_Blk4_B,5-Hydroxyectoine,47812,KM1906
220623_Smp_CXSPE_Blk4_C,5-Hydroxyectoine,339401,KM1906
220623_Smp_MQBlk_1,5-Hydroxyectoine,170601,KM1906
220623_Smp_MQBlk_2,5-Hydroxyectoine,190919,KM1906
220623_Smp_MQBlk_3,5-Hydroxyectoine,150758,KM1906
220623_Smp_MQBlk_4,5-Hydroxyectoine,46183,KM1906
220623_Smp_MQBlk_5,5-Hydroxyectoine,146151,KM1906
220623_Smp_MQBlk_6,5-Hydroxyectoine,157864,KM1906
220623_Smp_MU1_A,5-Hydroxyectoine,254482,KM1906
220623_Smp_MU1_B,5-Hydroxyectoine,65531,KM1906
220623_Smp_MU1_C,5-Hydroxyectoine,122903,KM1906
220623_Smp_MU10_A,5-Hydroxyectoine,80327,KM1906
220623_Smp_MU10_B,5-Hydroxyectoine,120320,KM1906
220623_Smp_MU10_C,5-Hydroxyectoine,11951,KM1906
220623_Smp_MU11_A,5-Hydroxyectoine,136284,KM1906
220623_Smp_MU11_B,5-Hydroxyectoine,40101,KM1906
220623_Smp_MU11_C,5-Hydroxyectoine,165927,KM1906
220623_Smp_MU12_A,5-Hydroxyectoine,118818,KM1906
220623_Smp_MU12_B,5-Hydroxyectoine,113620,KM1906
220623_Smp_MU12_C,5-Hydroxyectoine,276386,KM1906
220623_Smp_MU13_A,5-Hydroxyectoine,146283,KM1906
220623_Smp_MU13_B,5-Hydroxyectoine,5578,KM1906
220623_Smp_MU13_C,5-Hydroxyectoine,93684,KM1906
220623_Smp_MU14_A,5-Hydroxyectoine,209864,KM1906
220623_Smp_MU14_B,5-Hydroxyectoine,367097,KM1906
220623_Smp_MU14_C,5-Hydroxyectoine,40276,KM1906
220623_Smp_MU15_A,5-Hydroxyectoine,26059,KM1906
220623_Smp_MU15_B,5-Hydroxyectoine,250463,KM1906
220623_Smp_MU15_C,5-Hydroxyectoine,28413,KM1906
220623_Smp_MU16_A,5-Hydroxyectoine,194274,KM1906
220623_Smp_MU16_B,5-Hydroxyectoine,200387,KM1906
220623_Smp_MU16_C,5-Hydroxyectoine,113037,KM1906
220623_Smp_MU17_A,5-Hydroxyectoine,291873,KM1906
220623_Smp_MU17_B,5-Hydroxyectoine,279637,KM1906
220623_Smp_MU2_A,5-Hydroxyectoine,71583,KM1906
220623_Smp_MU2_B,5-Hydroxyectoine,23530,KM1906
220623_Smp_MU2_C,5-Hydroxyectoine,332607,KM1906
220623_Smp_MU3_A,5-Hydroxyectoine,78271,KM1906
220623_Smp_MU3_B,5-Hydroxyectoine,175250,KM1906
220623_Smp_MU3_C,5-Hydroxyectoine,176099,KM1906
220623_Smp_MU4_A,5-Hydroxyectoine,13741,KM1906
220623_Smp_MU4_B,5-Hydroxyectoine,24802,KM1906
220623_Smp_MU4_C,5-Hydroxyectoine,70811,KM1906
220623_Smp_MU5_A,5-Hydroxyectoine,83750,KM1906
220623_Smp_MU5_B,5-Hydroxyectoine,13062,KM1906
220623_Smp_MU5_C,5-Hydroxyectoine,139942,KM1906
220623_Smp_MU6_A,5-Hydroxyectoine,123080,KM1906
220623_Smp_MU6_B,5-Hydroxyectoine,72025,KM1906
220623_Smp_MU6_C,5-Hydroxyectoine,145469,KM1906
220623_Smp_MU7_A,5-Hydroxyectoine,73879,KM1906
220623_Smp_MU7_B,5-Hydroxyectoine,39084,KM1906
220623_Smp_MU7_C,5-Hydroxyectoine,235223,KM1906
220623_Smp_MU8_A,5-Hydroxyectoine,35106,KM1906
220623_Smp_MU8_B,5-Hydroxyectoine,126943,KM1906
220623_Smp_MU8_C,5-Hydroxyectoine,344021,KM1906
220623_Smp_MU9_A,5-Hydroxyectoine,73781,KM1906
220623_Smp_MU9_B,5-Hydroxyectoine,164480,KM1906
220623_Smp_MU9_C,5-Hydroxyectoine,187064,KM1906
220623_Std_4uMStdsMix1InH2O_1,(3-Carboxypropyl)trimethylammonium,1187131008,KM1906
220623_Std_4uMStdsMix1InH2O_2,(3-Carboxypropyl)trimethylammonium,1397564800,KM1906
220623_Std_4uMStdsMix1InMatrix_1,(3-Carboxypropyl)trimethylammonium,626432512,KM1906
220623_Std_4uMStdsMix1InMatrix_2,(3-Carboxypropyl)trimethylammonium,1308721280,KM1906
220623_Std_4uMStdsMix2InH2O_1,(3-Carboxypropyl)trimethylammonium,606753600,KM1906
220623_Std_4uMStdsMix2InH2O_2,(3-Carboxypropyl)trimethylammonium,687095168,KM1906
220623_Std_4uMStdsMix2InMatrix_1,(3-Carboxypropyl)trimethylammonium,650762880,KM1906
220623_Std_4uMStdsMix2InMatrix_2,(3-Carboxypropyl)trimethylammonium,714844160,KM1906
220623_Std_H2OinMatrix_1,(3-Carboxypropyl)trimethylammonium,713223,KM1906
220623_Std_H2OinMatrix_2,(3-Carboxypropyl)trimethylammonium,982115,KM1906
220623_Poo_TruePooG3-CXSPE_Full1,(3-Carboxypropyl)trimethylammonium,1427011,KM1906
220623_Poo_TruePooG3-CXSPE_Full2,(3-Carboxypropyl)trimethylammonium,1318591,KM1906
220623_Poo_TruePooG3-CXSPE_Full3,(3-Carboxypropyl)trimethylammonium,1644686,KM1906
220623_Poo_TruePooG3-CXSPE_Half1,(3-Carboxypropyl)trimethylammonium,649571,KM1906
220623_Poo_TruePooG3-CXSPE_Half2,(3-Carboxypropyl)trimethylammonium,652883,KM1906
220623_Poo_TruePooG3-CXSPE_Half3,(3-Carboxypropyl)trimethylammonium,915899,KM1906
220623_Smp_CXSPE_Blk1_A,(3-Carboxypropyl)trimethylammonium,14198,KM1906
220623_Smp_CXSPE_Blk1_B,(3-Carboxypropyl)trimethylammonium,0,KM1906
220623_Smp_CXSPE_Blk1_C,(3-Carboxypropyl)trimethylammonium,21282,KM1906
220623_Smp_CXSPE_Blk2_A,(3-Carboxypropyl)trimethylammonium,34290,KM1906
220623_Smp_CXSPE_Blk2_B,(3-Carboxypropyl)trimethylammonium,97147,KM1906
220623_Smp_CXSPE_Blk2_C,(3-Carboxypropyl)trimethylammonium,22507,KM1906
220623_Smp_CXSPE_Blk3_A,(3-Carboxypropyl)trimethylammonium,17758,KM1906
220623_Smp_CXSPE_Blk3_B,(3-Carboxypropyl)trimethylammonium,4604,KM1906
220623_Smp_CXSPE_Blk3_C,(3-Carboxypropyl)trimethylammonium,35413,KM1906
220623_Smp_CXSPE_Blk4_A,(3-Carboxypropyl)trimethylammonium,27030,KM1906
220623_Smp_CXSPE_Blk4_B,(3-Carboxypropyl)trimethylammonium,14343,KM1906
220623_Smp_CXSPE_Blk4_C,(3-Carboxypropyl)trimethylammonium,243755,KM1906
220623_Smp_MQBlk_1,(3-Carboxypropyl)trimethylammonium,46173,KM1906
220623_Smp_MQBlk_2,(3-Carboxypropyl)trimethylammonium,22626,KM1906
220623_Smp_MQBlk_3,(3-Carboxypropyl)trimethylammonium,24240,KM1906
220623_Smp_MQBlk_4,(3-Carboxypropyl)trimethylammonium,13351,KM1906
220623_Smp_MQBlk_5,(3-Carboxypropyl)trimethylammonium,48752,KM1906
220623_Smp_MQBlk_6,(3-Carboxypropyl)trimethylammonium,74075,KM1906
220623_Smp_MU1_A,(3-Carboxypropyl)trimethylammonium,545442,KM1906
220623_Smp_MU1_B,(3-Carboxypropyl)trimethylammonium,143808,KM1906
220623_Smp_MU1_C,(3-Carboxypropyl)trimethylammonium,180891,KM1906
220623_Smp_MU10_A,(3-Carboxypropyl)trimethylammonium,1156748,KM1906
220623_Smp_MU10_B,(3-Carboxypropyl)trimethylammonium,2342244,KM1906
220623_Smp_MU10_C,(3-Carboxypropyl)trimethylammonium,2645744,KM1906
220623_Smp_MU11_A,(3-Carboxypropyl)trimethylammonium,1229910,KM1906
220623_Smp_MU11_B,(3-Carboxypropyl)trimethylammonium,2012362,KM1906
220623_Smp_MU11_C,(3-Carboxypropyl)trimethylammonium,1335765,KM1906
220623_Smp_MU12_A,(3-Carboxypropyl)trimethylammonium,26410056,KM1906
220623_Smp_MU12_B,(3-Carboxypropyl)trimethylammonium,4968595,KM1906
220623_Smp_MU12_C,(3-Carboxypropyl)trimethylammonium,18787912,KM1906
220623_Smp_MU13_A,(3-Carboxypropyl)trimethylammonium,419228,KM1906
220623_Smp_MU13_B,(3-Carboxypropyl)trimethylammonium,398703,KM1906
220623_Smp_MU13_C,(3-Carboxypropyl)trimethylammonium,539017,KM1906
220623_Smp_MU14_A,(3-Carboxypropyl)trimethylammonium,1825895,KM1906
220623_Smp_MU14_B,(3-Carboxypropyl)trimethylammonium,1404500,KM1906
220623_Smp_MU14_C,(3-Carboxypropyl)trimethylammonium,566817,KM1906
220623_Smp_MU15_A,(3-Carboxypropyl)trimethylammonium,352204,KM1906
220623_Smp_MU15_B,(3-Carboxypropyl)trimethylammonium,1262843,KM1906
220623_Smp_MU15_C,(3-Carboxypropyl)trimethylammonium,595203,KM1906
220623_Smp_MU16_A,(3-Carboxypropyl)trimethylammonium,1045465,KM1906
220623_Smp_MU16_B,(3-Carboxypropyl)trimethylammonium,676939,KM1906
220623_Smp_MU16_C,(3-Carboxypropyl)trimethylammonium,693290,KM1906
220623_Smp_MU17_A,(3-Carboxypropyl)trimethylammonium,716577,KM1906
220623_Smp_MU17_B,(3-Carboxypropyl)trimethylammonium,1989599,KM1906
220623_Smp_MU2_A,(3-Carboxypropyl)trimethylammonium,422636,KM1906
220623_Smp_MU2_B,(3-Carboxypropyl)trimethylammonium,234564,KM1906
220623_Smp_MU2_C,(3-Carboxypropyl)trimethylammonium,315332,KM1906
220623_Smp_MU3_A,(3-Carboxypropyl)trimethylammonium,300190,KM1906
220623_Smp_MU3_B,(3-Carboxypropyl)trimethylammonium,298129,KM1906
220623_Smp_MU3_C,(3-Carboxypropyl)trimethylammonium,441265,KM1906
220623_Smp_MU4_A,(3-Carboxypropyl)trimethylammonium,361982,KM1906
220623_Smp_MU4_B,(3-Carboxypropyl)trimethylammonium,250760,KM1906
220623_Smp_MU4_C,(3-Carboxypropyl)trimethylammonium,330965,KM1906
220623_Smp_MU5_A,(3-Carboxypropyl)trimethylammonium,217931,KM1906
220623_Smp_MU5_B,(3-Carboxypropyl)trimethylammonium,86510,KM1906
220623_Smp_MU5_C,(3-Carboxypropyl)trimethylammonium,458100,KM1906
220623_Smp_MU6_A,(3-Carboxypropyl)trimethylammonium,396018,KM1906
220623_Smp_MU6_B,(3-Carboxypropyl)trimethylammonium,406779,KM1906
220623_Smp_MU6_C,(3-Carboxypropyl)trimethylammonium,446415,KM1906
220623_Smp_MU7_A,(3-Carboxypropyl)trimethylammonium,190446,KM1906
220623_Smp_MU7_B,(3-Carboxypropyl)trimethylammonium,371493,KM1906
220623_Smp_MU7_C,(3-Carboxypropyl)trimethylammonium,249680,KM1906
220623_Smp_MU8_A,(3-Carboxypropyl)trimethylammonium,4674353,KM1906
220623_Smp_MU8_B,(3-Carboxypropyl)trimethylammonium,459428,KM1906
220623_Smp_MU8_C,(3-Carboxypropyl)trimethylammonium,125943,KM1906
220623_Smp_MU9_A,(3-Carboxypropyl)trimethylammonium,434768,KM1906
220623_Smp_MU9_B,(3-Carboxypropyl)trimethylammonium,512854,KM1906
220623_Smp_MU9_C,(3-Carboxypropyl)trimethylammonium,645712,KM1906
220623_Std_4uMStdsMix1InH2O_1,Arsenobetaine,NA,KM1906
220623_Std_4uMStdsMix1InH2O_2,Arsenobetaine,NA,KM1906
220623_Std_4uMStdsMix1InMatrix_1,Arsenobetaine,NA,KM1906
220623_Std_4uMStdsMix1InMatrix_2,Arsenobetaine,NA,KM1906
220623_Std_4uMStdsMix2InH2O_1,Arsenobetaine,990620032,KM1906
220623_Std_4uMStdsMix2InH2O_2,Arsenobetaine,1404881664,KM1906
220623_Std_4uMStdsMix2InMatrix_1,Arsenobetaine,1018038016,KM1906
220623_Std_4uMStdsMix2InMatrix_2,Arsenobetaine,1431366656,KM1906
220623_Std_H2OinMatrix_1,Arsenobetaine,NA,KM1906
220623_Std_H2OinMatrix_2,Arsenobetaine,13903,KM1906
220623_Poo_TruePooG3-CXSPE_Full1,Arsenobetaine,38392,KM1906
220623_Poo_TruePooG3-CXSPE_Full2,Arsenobetaine,NA,KM1906
220623_Poo_TruePooG3-CXSPE_Full3,Arsenobetaine,29704,KM1906
220623_Poo_TruePooG3-CXSPE_Half1,Arsenobetaine,6667,KM1906
220623_Poo_TruePooG3-CXSPE_Half2,Arsenobetaine,NA,KM1906
220623_Poo_TruePooG3-CXSPE_Half3,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk1_A,Arsenobetaine,10224,KM1906
220623_Smp_CXSPE_Blk1_B,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk1_C,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk2_A,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk2_B,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk2_C,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk3_A,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk3_B,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk3_C,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk4_A,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk4_B,Arsenobetaine,NA,KM1906
220623_Smp_CXSPE_Blk4_C,Arsenobetaine,NA,KM1906
220623_Smp_MQBlk_1,Arsenobetaine,NA,KM1906
220623_Smp_MQBlk_2,Arsenobetaine,NA,KM1906
220623_Smp_MQBlk_3,Arsenobetaine,NA,KM1906
220623_Smp_MQBlk_4,Arsenobetaine,NA,KM1906
220623_Smp_MQBlk_5,Arsenobetaine,NA,KM1906
220623_Smp_MQBlk_6,Arsenobetaine,NA,KM1906
220623_Smp_MU1_A,Arsenobetaine,NA,KM1906
220623_Smp_MU1_B,Arsenobetaine,13550,KM1906
220623_Smp_MU1_C,Arsenobetaine,14607,KM1906
220623_Smp_MU10_A,Arsenobetaine,43907,KM1906
220623_Smp_MU10_B,Arsenobetaine,16703,KM1906
220623_Smp_MU10_C,Arsenobetaine,NA,KM1906
220623_Smp_MU11_A,Arsenobetaine,NA,KM1906
220623_Smp_MU11_B,Arsenobetaine,15509,KM1906
220623_Smp_MU11_C,Arsenobetaine,NA,KM1906
220623_Smp_MU12_A,Arsenobetaine,192296,KM1906
220623_Smp_MU12_B,Arsenobetaine,35069,KM1906
220623_Smp_MU12_C,Arsenobetaine,240543,KM1906
220623_Smp_MU13_A,Arsenobetaine,NA,KM1906
220623_Smp_MU13_B,Arsenobetaine,11553,KM1906
220623_Smp_MU13_C,Arsenobetaine,14413,KM1906
220623_Smp_MU14_A,Arsenobetaine,NA,KM1906
220623_Smp_MU14_B,Arsenobetaine,NA,KM1906
220623_Smp_MU14_C,Arsenobetaine,NA,KM1906
220623_Smp_MU15_A,Arsenobetaine,13470,KM1906
220623_Smp_MU15_B,Arsenobetaine,NA,KM1906
220623_Smp_MU15_C,Arsenobetaine,NA,KM1906
220623_Smp_MU16_A,Arsenobetaine,NA,KM1906
220623_Smp_MU16_B,Arsenobetaine,NA,KM1906
220623_Smp_MU16_C,Arsenobetaine,NA,KM1906
220623_Smp_MU17_A,Arsenobetaine,10854,KM1906
220623_Smp_MU17_B,Arsenobetaine,NA,KM1906
220623_Smp_MU2_A,Arsenobetaine,9932,KM1906
220623_Smp_MU2_B,Arsenobetaine,17230,KM1906
220623_Smp_MU2_C,Arsenobetaine,129387,KM1906
220623_Smp_MU3_A,Arsenobetaine,NA,KM1906
220623_Smp_MU3_B,Arsenobetaine,NA,KM1906
220623_Smp_MU3_C,Arsenobetaine,8732,KM1906
220623_Smp_MU4_A,Arsenobetaine,25731,KM1906
220623_Smp_MU4_B,Arsenobetaine,18573,KM1906
220623_Smp_MU4_C,Arsenobetaine,NA,KM1906
220623_Smp_MU5_A,Arsenobetaine,NA,KM1906
220623_Smp_MU5_B,Arsenobetaine,7436,KM1906
220623_Smp_MU5_C,Arsenobetaine,NA,KM1906
220623_Smp_MU6_A,Arsenobetaine,NA,KM1906
220623_Smp_MU6_B,Arsenobetaine,NA,KM1906
220623_Smp_MU6_C,Arsenobetaine,NA,KM1906
220623_Smp_MU7_A,Arsenobetaine,12666,KM1906
220623_Smp_MU7_B,Arsenobetaine,23540,KM1906
220623_Smp_MU7_C,Arsenobetaine,NA,KM1906
220623_Smp_MU8_A,Arsenobetaine,29779,KM1906
220623_Smp_MU8_B,Arsenobetaine,12251,KM1906
220623_Smp_MU8_C,Arsenobetaine,14195,KM1906
220623_Smp_MU9_A,Arsenobetaine,NA,KM1906
220623_Smp_MU9_B,Arsenobetaine,10826,KM1906
220623_Smp_MU9_C,Arsenobetaine,14779,KM1906
220623_Std_4uMStdsMix1InH2O_1,beta-Alaninebetaine,71936,KM1906
220623_Std_4uMStdsMix1InH2O_2,beta-Alaninebetaine,1281292,KM1906
220623_Std_4uMStdsMix1InMatrix_1,beta-Alaninebetaine,6898320,KM1906
220623_Std_4uMStdsMix1InMatrix_2,beta-Alaninebetaine,8997785,KM1906
220623_Std_4uMStdsMix2InH2O_1,beta-Alaninebetaine,821247104,KM1906
220623_Std_4uMStdsMix2InH2O_2,beta-Alaninebetaine,1221964544,KM1906
220623_Std_4uMStdsMix2InMatrix_1,beta-Alaninebetaine,882364800,KM1906
220623_Std_4uMStdsMix2InMatrix_2,beta-Alaninebetaine,1209996416,KM1906
220623_Std_H2OinMatrix_1,beta-Alaninebetaine,7737398,KM1906
220623_Std_H2OinMatrix_2,beta-Alaninebetaine,8409336,KM1906
220623_Poo_TruePooG3-CXSPE_Full1,beta-Alaninebetaine,14683829,KM1906
220623_Poo_TruePooG3-CXSPE_Full2,beta-Alaninebetaine,13921338,KM1906
220623_Poo_TruePooG3-CXSPE_Full3,beta-Alaninebetaine,16780644,KM1906
220623_Poo_TruePooG3-CXSPE_Half1,beta-Alaninebetaine,6461266,KM1906
220623_Poo_TruePooG3-CXSPE_Half2,beta-Alaninebetaine,7933919,KM1906
220623_Poo_TruePooG3-CXSPE_Half3,beta-Alaninebetaine,8640156,KM1906
220623_Smp_CXSPE_Blk1_A,beta-Alaninebetaine,54510,KM1906
