Cruise,SampID,Compound,detected,Diss.Conc.Vial.uM,Diss.Conc.nM,Diss.Conc.C.nM,Diss.Conc.N.nM,Diss.Conc.S.nM,impute.conc.nM,LOD.nM,Diss.Conc.no.blk.sub.nM,LOD.no.blk.sub.nM
KM1906,220623_Smp_MU17_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00730483489864734,0.1520750248987634,1.0645251742913437,0.1520750248987634,NA,0.0031392871768036396,0.0031392871768036396,0.1560862157830629,0.00715047806110314
KM1906,220623_Smp_MU2_A,(3-Carboxypropyl)trimethylammonium,Yes,0.0015328870169367,0.028742805204091698,0.2011996364286419,0.028742805204091698,NA,0.0031392871768036396,0.0031392871768036396,0.0327539960883912,0.00715047806110314
KM1906,220623_Smp_MU2_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00105483772916059,0.01852807683280731,0.12969653782965118,0.01852807683280731,NA,0.0031392871768036396,0.0031392871768036396,0.02253926771710681,0.00715047806110314
KM1906,220623_Smp_MU2_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00101456974949358,0.01766764991684542,0.12367354941791794,0.01766764991684542,NA,0.0031392871768036396,0.0031392871768036396,0.02167884080114492,0.00715047806110314
KM1906,220623_Smp_MU3_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00126158628330658,0.02294578098122573,0.16062046686858011,0.02294578098122573,NA,0.0031392871768036396,0.0031392871768036396,0.02695697186552523,0.00715047806110314
KM1906,220623_Smp_MU3_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00130619178820342,0.02389889006021808,0.16729223042152655,0.02389889006021808,NA,0.0031392871768036396,0.0031392871768036396,0.02791008094451758,0.00715047806110314
KM1906,220623_Smp_MU3_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00127128717834263,0.02315306506319278,0.16207145544234947,0.02315306506319278,NA,0.0031392871768036396,0.0031392871768036396,0.02716425594749228,0.00715047806110314
KM1906,220623_Smp_MU4_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00122201505684607,0.02210024195429178,0.15470169368004247,0.02210024195429178,NA,0.0031392871768036396,0.0031392871768036396,0.02611143283859128,0.00715047806110314
KM1906,220623_Smp_MU4_B,(3-Carboxypropyl)trimethylammonium,Yes,8.7739365258116e-4,0.01473653673495606,0.10315575714469241,0.01473653673495606,NA,0.0031392871768036396,0.0031392871768036396,0.01874772761925556,0.00715047806110314
KM1906,220623_Smp_MU4_C,(3-Carboxypropyl)trimethylammonium,Yes,0.0011775131728556,0.0211493469972306,0.1480454289806142,0.0211493469972306,NA,0.0031392871768036396,0.0031392871768036396,0.0251605378815301,0.00715047806110314
KM1906,220623_Smp_MU5_A,(3-Carboxypropyl)trimethylammonium,Yes,7.732610931755357e-4,0.012511482046801681,0.08758037432761177,0.012511482046801681,NA,0.0031392871768036396,0.0031392871768036396,0.01652267293110118,0.00715047806110314
KM1906,220623_Smp_MU5_B,(3-Carboxypropyl)trimethylammonium,Yes,3.3508068929059343e-4,0.0031486529039610398,0.022040570327727278,0.0031486529039610398,NA,0.0031392871768036396,0.0031392871768036396,0.00715984378826054,0.00715047806110314
KM1906,220623_Smp_MU5_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00150519642370511,0.02815112586153637,0.19705788103075458,0.02815112586153637,NA,0.0031392871768036396,0.0031392871768036396,0.03216231674583587,0.00715047806110314
KM1906,220623_Smp_MU6_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00133887741949793,0.02459730098531459,0.17218110689720212,0.02459730098531459,NA,0.0031392871768036396,0.0031392871768036396,0.02860849186961409,0.00715047806110314
KM1906,220623_Smp_MU6_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00177226079235444,0.03385762946515444,0.2370034062560811,0.03385762946515444,NA,0.0031392871768036396,0.0031392871768036396,0.03786882034945394,0.00715047806110314
KM1906,220623_Smp_MU6_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00153386988524913,0.028763806663758877,0.20134664664631213,0.028763806663758877,NA,0.0031392871768036396,0.0031392871768036396,0.03277499754805838,0.00715047806110314
KM1906,220623_Smp_MU7_A,(3-Carboxypropyl)trimethylammonium,Yes,6.988895101484999e-4,0.01092234565733511,0.07645641960134578,0.01092234565733511,NA,0.0031392871768036396,0.0031392871768036396,0.01493353654163461,0.00715047806110314
KM1906,220623_Smp_MU7_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00102081853688617,0.0178011710149777,0.1246081971048439,0.0178011710149777,NA,0.0031392871768036396,0.0031392871768036396,0.0218123618992772,0.00715047806110314
KM1906,220623_Smp_MU7_C,(3-Carboxypropyl)trimethylammonium,Yes,8.901392310449317e-4,0.01500887815512212,0.10506214708585485,0.01500887815512212,NA,0.0031392871768036396,0.0031392871768036396,0.01902006903942162,0.00715047806110314
KM1906,220623_Smp_MU8_A,(3-Carboxypropyl)trimethylammonium,Yes,0.01575883806811391,0.33271611826343367,2.3290128278440356,0.33271611826343367,NA,0.0031392871768036396,0.0031392871768036396,0.3367273091477332,0.00715047806110314
KM1906,220623_Smp_MU8_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00151613139048665,0.02838477899789401,0.19869345298525806,0.02838477899789401,NA,0.0031392871768036396,0.0031392871768036396,0.03239596988219351,0.00715047806110314
KM1906,220623_Smp_MU8_C,(3-Carboxypropyl)trimethylammonium,Yes,4.857005967937733e-4,0.006367026995909329,0.0445691889713653,0.006367026995909329,NA,0.0031392871768036396,0.0031392871768036396,0.01037821788020883,0.00715047806110314
KM1906,220623_Smp_MU9_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00163436891907911,0.030911221916536273,0.2163785534157539,0.030911221916536273,NA,0.0031392871768036396,0.0031392871768036396,0.03492241280083577,0.00715047806110314
KM1906,220623_Smp_MU9_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00541767576802605,0.11175111185129993,0.7822577829590995,0.11175111185129993,NA,0.0031392871768036396,0.0031392871768036396,0.11576230273559944,0.00715047806110314
KM1906,220623_Smp_MU9_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00201961705489084,0.03914301969029125,0.2740011378320387,0.03914301969029125,NA,0.0031392871768036396,0.0031392871768036396,0.04315421057459075,0.00715047806110314
KinExp,240102_Smp_G5_Mix1_Kin_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00406383786911851,0.0601435742302375,0.4210050196116625,0.0601435742302375,NA,0.012696747815167688,0.012696747815167688,0.08683414250253237,0.03938731608746255
KinExp,240102_Smp_G5_Mix1_Kin_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00892050142869683,0.16391843661438954,1.1474290563007268,0.16391843661438954,NA,0.012696747815167688,0.012696747815167688,0.1906090048866844,0.03938731608746255
KinExp,240102_Smp_G5_Mix1_Kin_C,(3-Carboxypropyl)trimethylammonium,Yes,0.01730816345348421,0.34314198415258146,2.4019938890680703,0.34314198415258146,NA,0.012696747815167688,0.012696747815167688,0.36983255242487634,0.03938731608746255
KinExp,240102_Smp_G5_Mix1iN_Kin_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00220544612277068,0.020434348880924987,0.1430404421664749,0.020434348880924987,NA,0.012696747815167688,0.012696747815167688,0.04712491715321985,0.03938731608746255
KinExp,240102_Smp_G5_Mix1iN_Kin_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00713302540258999,0.12572450443261954,0.8800715310283368,0.12572450443261954,NA,0.012696747815167688,0.012696747815167688,0.1524150727049144,0.03938731608746255
KinExp,240102_Smp_G5_Mix1iN_Kin_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00413649862215005,0.06169615442321909,0.43187308096253363,0.06169615442321909,NA,0.012696747815167688,0.012696747815167688,0.08838672269551395,0.03938731608746255
KinExp,240102_Smp_G5_Mix2_Kin_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00480492091186097,0.0759786819811448,0.5318507738680136,0.0759786819811448,NA,0.012696747815167688,0.012696747815167688,0.10266925025343966,0.03938731608746255
KinExp,240102_Smp_G5_Mix2_Kin_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00631069672724235,0.10815337889100342,0.7570736522370239,0.10815337889100342,NA,0.012696747815167688,0.012696747815167688,0.13484394716329828,0.03938731608746255
KinExp,240102_Smp_G5_Mix2_Kin_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00859468636948424,0.15695657637480448,1.0986960346236314,0.15695657637480448,NA,0.012696747815167688,0.012696747815167688,0.18364714464709933,0.03938731608746255
KinExp,240102_Smp_G5_Mix2iN_Kin_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00887616107634796,0.1629709931881317,1.140796952316922,0.1629709931881317,NA,0.012696747815167688,0.012696747815167688,0.18966156146042656,0.03938731608746255
KinExp,240102_Smp_G5_Mix2iN_Kin_B,(3-Carboxypropyl)trimethylammonium,Yes,0.01663088751506211,0.3286702760666392,2.3006919324664743,0.3286702760666392,NA,0.012696747815167688,0.012696747815167688,0.35536084433893406,0.03938731608746255
KinExp,240102_Smp_G5_Mix2iN_Kin_C,(3-Carboxypropyl)trimethylammonium,Yes,0.01615618615327443,0.3185270845754495,2.2296895920281465,0.3185270845754495,NA,0.012696747815167688,0.012696747815167688,0.34521765284774436,0.03938731608746255
KinExp,240102_Smp_G5_UKG1_A,(3-Carboxypropyl)trimethylammonium,No,0.00119710822714369,-0.001111332649566383,-0.00777932854696468,-0.001111332649566383,NA,0.012696747815167688,0.012696747815167688,0.02557923562272848,0.03938731608746255
KinExp,240102_Smp_G5_UKG1_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00186425615782199,0.013143965014499982,0.09200775510149987,0.013143965014499982,NA,0.012696747815167688,0.012696747815167688,0.03983453328679484,0.03938731608746255
KinExp,240102_Smp_G5_UKG1_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00286436447356449,0.03451380082096352,0.24159660574674463,0.03451380082096352,NA,0.012696747815167688,0.012696747815167688,0.06120436909325838,0.03938731608746255
KinExp,240102_Smp_RC078_CXBLK_A,(3-Carboxypropyl)trimethylammonium,No,2.026650403929041e-5,-0.026257523314190366,-0.18380266319933256,-0.026257523314190366,NA,0.012696747815167688,0.012696747815167688,4.330449581044959e-4,0.03938731608746255
KinExp,240102_Smp_RC078_CXBLK_B,(3-Carboxypropyl)trimethylammonium,No,1.3596965114573485e-4,-0.02378523384610395,-0.16649663692272765,-0.02378523384610395,NA,0.012696747815167688,0.012696747815167688,0.00290533442619091,0.03938731608746255
KinExp,240102_Smp_RC078_CXBLK_C,(3-Carboxypropyl)trimethylammonium,No,2.867386487525585e-4,-0.02056367406818037,-0.1439457184772626,-0.02056367406818037,NA,0.012696747815167688,0.012696747815167688,0.00612689420411449,0.03938731608746255
KinExp,240102_Smp_RC078_S7_C3_D6_A,(3-Carboxypropyl)trimethylammonium,Yes,0.05907187459033194,1.2355289742561655,8.648702819793158,1.2355289742561655,NA,0.012696747815167688,0.012696747815167688,1.2622195425284604,0.03938731608746255
KinExp,240102_Smp_RC078_S7_C3_D6_B,(3-Carboxypropyl)trimethylammonium,Yes,0.11780247268516364,2.4904562839747912,17.43319398782354,2.4904562839747912,NA,0.012696747815167688,0.012696747815167688,2.517146852247086,0.03938731608746255
KinExp,240102_Smp_RC078_S7_C3_D6_C,(3-Carboxypropyl)trimethylammonium,Yes,0.07368886709141187,1.5478578738518902,10.83500511696323,1.5478578738518902,NA,0.012696747815167688,0.012696747815167688,1.574548442124185,0.03938731608746255
KinExp,240102_Smp_RC078_UKH1_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00591318979496233,0.09965964102177217,0.6976174871524052,0.09965964102177217,NA,0.012696747815167688,0.012696747815167688,0.12635020929406704,0.03938731608746255
KinExp,240102_Smp_RC078_UKH1_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00922956758189945,0.17052241424692427,1.1936568997284698,0.17052241424692427,NA,0.012696747815167688,0.012696747815167688,0.19721298251921912,0.03938731608746255
KinExp,240102_Smp_RC078_UKH1_C,(3-Carboxypropyl)trimethylammonium,Yes,0.01402744280915005,0.27304111568390294,1.9112878097873205,0.27304111568390294,NA,0.012696747815167688,0.012696747815167688,0.2997316839561978,0.03938731608746255
KinExp,240102_Smp_RC078_UKH2_A,(3-Carboxypropyl)trimethylammonium,Yes,0.1488217245622266,3.1532608112624616,22.07282567883723,3.1532608112624616,NA,0.012696747815167688,0.012696747815167688,3.1799513795347565,0.03938731608746255
KinExp,240102_Smp_RC078_UKH2_B,(3-Carboxypropyl)trimethylammonium,Yes,0.08697238183816845,1.8316936590389967,12.821855613272977,1.8316936590389967,NA,0.012696747815167688,0.012696747815167688,1.8583842273112916,0.03938731608746255
KinExp,240102_Smp_RC078_UKH2_C,(3-Carboxypropyl)trimethylammonium,Yes,0.07213602652237526,1.5146775198126465,10.602742638688525,1.5146775198126465,NA,0.012696747815167688,0.012696747815167688,1.5413680880849414,0.03938731608746255
KinExp,240102_Smp_RC104_UCH1_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00775592475574688,0.1390343196710146,0.9732402376971021,0.1390343196710146,NA,0.012696747815167688,0.012696747815167688,0.16572488794330945,0.03938731608746255
KinExp,240102_Smp_RC104_UCH1_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00640612812603365,0.11019251134380899,0.7713475794066629,0.11019251134380899,NA,0.012696747815167688,0.012696747815167688,0.13688307961610385,0.03938731608746255
KinExp,240102_Smp_RC104_UCH1_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00711991471295401,0.1254443614916799,0.8781105304417592,0.1254443614916799,NA,0.012696747815167688,0.012696747815167688,0.15213492976397475,0.03938731608746255
KinExp,240102_Smp_RC104_UKH1_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00922471138245828,0.17041864930160022,1.1929305451112016,0.17041864930160022,NA,0.012696747815167688,0.012696747815167688,0.19710921757389507,0.03938731608746255
KinExp,240102_Smp_RC104_UKH1_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00919006507402626,0.1696783435658731,1.1877484049611118,0.1696783435658731,NA,0.012696747815167688,0.012696747815167688,0.19636891183816796,0.03938731608746255
KinExp,240102_Smp_RC104_UKH1_C,(3-Carboxypropyl)trimethylammonium,Yes,0.01232190597113013,0.23659802085441742,1.656186145980922,0.23659802085441742,NA,0.012696747815167688,0.012696747815167688,0.26328858912671227,0.03938731608746255
RC078,240415_Smp_S2_C4_D5_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00443239895176985,0.08682662268320959,0.6077863587824671,0.08682662268320959,NA,0.0039403006801329195,0.0039403006801329195,0.0947093793113217,0.01182305730824503
RC078,240415_Smp_S2_C4_D5_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00561710135361012,0.11214077656868537,0.7849854359807976,0.11214077656868537,NA,0.0039403006801329195,0.0039403006801329195,0.12002353319679748,0.01182305730824503
RC078,240415_Smp_S2_C4_D5_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00517823862544141,0.10276336784713182,0.7193435749299227,0.10276336784713182,NA,0.0039403006801329195,0.0039403006801329195,0.11064612447524393,0.01182305730824503
RC078,240415_Smp_S2_C4_D6_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00693286625119985,0.14025541113256862,0.9817878779279803,0.14025541113256862,NA,0.0039403006801329195,0.0039403006801329195,0.14813816776068073,0.01182305730824503
RC078,240415_Smp_S2_C4_D6_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00538932281646151,0.10727371380909967,0.7509159966636977,0.10727371380909967,NA,0.0039403006801329195,0.0039403006801329195,0.11515647043721178,0.01182305730824503
RC078,240415_Smp_S2_C4_D6_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00228067061111505,0.040849521387166854,0.285946649710168,0.040849521387166854,NA,0.0039403006801329195,0.0039403006801329195,0.04873227801527896,0.01182305730824503
RC078,240415_Smp_S3_C2_D3_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00361570580155536,0.06937591434529312,0.4856314004170519,0.06937591434529312,NA,0.0039403006801329195,0.0039403006801329195,0.07725867097340523,0.01182305730824503
RC078,240415_Smp_S3_C2_D3_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00494239157767846,0.09772390101459018,0.6840673071021313,0.09772390101459018,NA,0.0039403006801329195,0.0039403006801329195,0.10560665764270229,0.01182305730824503
RC078,240415_Smp_S3_C2_D3_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00555989561335447,0.11091843169142801,0.7764290218399961,0.11091843169142801,NA,0.0039403006801329195,0.0039403006801329195,0.11880118831954012,0.01182305730824503
RC078,240415_Smp_S3_C2_D4_A,(3-Carboxypropyl)trimethylammonium,Yes,0.00219344702303681,0.03898576950515318,0.27290038653607224,0.03898576950515318,NA,0.0039403006801329195,0.0039403006801329195,0.04686852613326529,0.01182305730824503
RC078,240415_Smp_S3_C2_D4_B,(3-Carboxypropyl)trimethylammonium,Yes,0.00689513401072877,0.13944916667805837,0.9761441667464086,0.13944916667805837,NA,0.0039403006801329195,0.0039403006801329195,0.14733192330617048,0.01182305730824503
RC078,240415_Smp_S3_C2_D4_C,(3-Carboxypropyl)trimethylammonium,Yes,0.00322109586576902,0.060944078110542296,0.42660854677379606,0.060944078110542296,NA,0.0039403006801329195,0.0039403006801329195,0.0688268347386544,0.01182305730824503
RC078,240415_Smp_S5_C3_D2_A,(3-Carboxypropyl)trimethylammonium,Yes,0.05593067053492374,1.1872170411266687,8.310519287886681,1.1872170411266687,NA,0.0039403006801329195,0.0039403006801329195,1.1950997977547808,0.01182305730824503
RC078,240415_Smp_S5_C3_D2_B,(3-Carboxypropyl)trimethylammonium,Yes,0.03637520065919265,0.7693651207050644,5.385555844935451,0.7693651207050644,NA,0.0039403006801329195,0.0039403006801329195,0.7772478773331765,0.01182305730824503
RC078,240415_Smp_S5_C3_D2_C,(3-Carboxypropyl)trimethylammonium,Yes,0.0207912967514936,0.43637572096790495,3.0546300467753347,0.43637572096790495,NA,0.0039403006801329195,0.0039403006801329195,0.44425847759601705,0.01182305730824503
RC078,240415_Smp_S5_C3_D3_A,(3-Carboxypropyl)trimethylammonium,Yes,0.01980875387143279,0.41538121498369973,2.907668504885898,0.41538121498369973,NA,0.0039403006801329195,0.0039403006801329195,0.42326397161181184,0.01182305730824503
RC078,240415_Smp_S5_C3_D3_B,(3-Carboxypropyl)trimethylammonium,Yes,0.05521128810522404,1.171845621688641,8.202919351820487,1.171845621688641,NA,0.0039403006801329195,0.0039403006801329195,1.1797283783167531,0.01182305730824503
RC078,240415_Smp_S5_C3_D3_C,(3-Carboxypropyl)trimethylammonium,Yes,0.06306809893106377,1.3397261948903445,9.378083364232412,1.3397261948903445,NA,0.0039403006801329195,0.0039403006801329195,1.3476089515184566,0.01182305730824503
RC078,240415_Smp_S6_C1_D1_A,(3-Carboxypropyl)trimethylammonium,Yes,0.0458255004946421,0.9712946043685141,6.799062230579599,0.9712946043685141,NA,0.0039403006801329195,0.0039403006801329195,0.9791773609966262,0.01182305730824503
RC078,240415_Smp_S6_C1_D1_B,(3-Carboxypropyl)trimethylammonium,Yes,0.06550479511326787,1.3917923526297482,9.742546468408237,1.3917923526297482,NA,0.0039403006801329195,0.0039403006801329195,1.3996751092578603,0.01182305730824503
RC078,240415_Smp_S6_C1_D1_C,(3-Carboxypropyl)trimethylammonium,Yes,0.12239095062849038,2.6073084961174087,18.25115947282186,2.6073084961174087,NA,0.0039403006801329195,0.0039403006801329195,2.6151912527455208,0.01182305730824503
RC078,240415_Smp_S6_C1_D2_A,(3-Carboxypropyl)trimethylammonium,Yes,0.03339792323083981,0.705748081637696,4.940236571463872,0.705748081637696,NA,0.0039403006801329195,0.0039403006801329195,0.7136308382658081,0.01182305730824503
RC078,240415_Smp_S6_C1_D2_B,(3-Carboxypropyl)trimethylammonium,Yes,0.01722664519793476,0.3602079527294684,2.5214556691062784,0.3602079527294684,NA,0.0039403006801329195,0.0039403006801329195,0.3680907093575805,0.01182305730824503
RC078,240415_Smp_S6_C1_D2_C,(3-Carboxypropyl)trimethylammonium,Yes,0.0746234373257464,1.5866351349476657,11.10644594463366,1.5866351349476657,NA,0.0039403006801329195,0.0039403006801329195,1.5945178915757778,0.01182305730824503
RC078,240415_Smp_S7_C3_D5_A,(3-Carboxypropyl)trimethylammonium,Yes,0.03478966062670669,0.7354860601818599,5.148402421273019,0.7354860601818599,NA,0.0039403006801329195,0.0039403006801329195,0.743368816809972,0.01182305730824503
RC078,240415_Smp_S7_C3_D5_B,(3-Carboxypropyl)trimethylammonium,Yes,0.02289025255022474,0.4812252038467756,3.368576426927429,0.4812252038467756,NA,0.0039403006801329195,0.0039403006801329195,0.4891079604748877,0.01182305730824503
RC078,240415_Smp_S7_C3_D5_C,(3-Carboxypropyl)trimethylammonium,Yes,0.04908145531460232,1.040866288555698,7.286064019889887,1.040866288555698,NA,0.0039403006801329195,0.0039403006801329195,1.0487490451838102,0.01182305730824503
RC078,240415_Smp_S7_C3_D6_A,(3-Carboxypropyl)trimethylammonium,Yes,0.02697586392745316,0.5685245922490921,3.979672145743645,0.5685245922490921,NA,0.0039403006801329195,0.0039403006801329195,0.5764073488772042,0.01182305730824503
RC078,240415_Smp_S7_C3_D6_B,(3-Carboxypropyl)trimethylammonium,Yes,0.01698776947035417,0.3551037705162079,2.4857263936134553,0.3551037705162079,NA,0.0039403006801329195,0.0039403006801329195,0.36298652714432,0.01182305730824503
