Part.SampID,Diss.SampID,Cruise,Lat,Long,Local_Date,Local_Time,depth_m,UTC.time.round,sst,sss,lat,lon,chla,pc,pn,N_N,SRP,bact_abu,bact_c,chla_interp,pc_interp,pn_interp,N_N_interp,SRP_interp,bact_abu_interp,bact_c_interp,DON,pp_13c,pp_14c,DON_interp,pp_13c_interp,pp_14c_interp
220902_Smp_TN397_U4_A,220602_Smp_TN397_U4_A,TN397,31.26598,-119.15959,19/11/2021,06:10:00,7,2021-11-19T14:00:00Z,17.16863861111111,33.421525333333335,31.474117346564817,-119.21342348824074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220902_Smp_TN397_U4_B,220602_Smp_TN397_U4_B,TN397,31.26598,-119.15959,19/11/2021,06:10:00,7,2021-11-19T14:00:00Z,17.16863861111111,33.421525333333335,31.474117346564817,-119.21342348824074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220902_Smp_TN397_U4_C,220602_Smp_TN397_U4_C,TN397,31.26598,-119.15959,19/11/2021,06:10:00,7,2021-11-19T14:00:00Z,17.16863861111111,33.421525333333335,31.474117346564817,-119.21342348824074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220902_Smp_TN397_U5_A,220602_Smp_TN397_U5_A,TN397,30.10413,-121.27565,19/11/2021,17:11:00,7,2021-11-20T01:00:00Z,17.48170490533563,33.23077814113597,30.160330435611492,-121.48150881312633,NA,NA,NA,NA,NA,NA,NA,0.15293835487552945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220902_Smp_TN397_U5_B,220602_Smp_TN397_U5_B,TN397,30.10413,-121.27565,19/11/2021,17:11:00,7,2021-11-20T01:00:00Z,17.48170490533563,33.23077814113597,30.160330435611492,-121.48150881312633,NA,NA,NA,NA,NA,NA,NA,0.15293835487552945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220902_Smp_TN397_U5_C,220602_Smp_TN397_U5_C,TN397,30.10413,-121.27565,19/11/2021,17:11:00,7,2021-11-20T01:00:00Z,17.48170490533563,33.23077814113597,30.160330435611492,-121.48150881312633,NA,NA,NA,NA,NA,NA,NA,0.15293835487552945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220902_Smp_TN397_U6_A,220602_Smp_TN397_U6_A,TN397,25.98,-128.46,21/11/2021,17:50:00,7,2021-11-22T02:00:00Z,20.85937113888889,34.26758686111111,25.99238947399537,-128.44891167844906,0.06680903464562789,NA,NA,0.004,NA,NA,NA,0.06680903464562789,1.6982556851725823,0.2677524051372526,0.004,NA,371.45298432535105,4.264570396967814,3.22,NA,NA,3.22,2.846561961700107,2.670063325797158
220902_Smp_TN397_U6_B,220602_Smp_TN397_U6_B,TN397,25.98,-128.46,21/11/2021,17:55:00,7,2021-11-22T02:00:00Z,20.85937113888889,34.26758686111111,25.99238947399537,-128.44891167844906,0.06680903464562789,NA,NA,0.004,NA,NA,NA,0.06680903464562789,1.6982556851725823,0.2677524051372526,0.004,NA,371.45298432535105,4.264570396967814,3.22,NA,NA,3.22,2.846561961700107,2.670063325797158
220902_Smp_TN397_U6_C,220602_Smp_TN397_U6_C,TN397,25.98,-128.46,21/11/2021,18:00:00,7,2021-11-22T02:00:00Z,20.85937113888889,34.26758686111111,25.99238947399537,-128.44891167844906,0.06680903464562789,NA,NA,0.004,NA,NA,NA,0.06680903464562789,1.6982556851725823,0.2677524051372526,0.004,NA,371.45298432535105,4.264570396967814,3.22,NA,NA,3.22,2.846561961700107,2.670063325797158
220902_Smp_TN397_U7_A,NA,TN397,24.43,-130.99,22/11/2021,06:54:00,7,2021-11-22T15:00:00Z,21.56673236111111,34.60383438888889,24.423298791949072,-131.00780181986573,0.07651280689476149,NA,NA,NA,NA,NA,NA,0.07651280689476149,1.4089981885340293,0.21691160320672936,0.00501231863400836,NA,377.9290104420409,4.248471502751039,NA,NA,NA,4.54364795865672,2.8957280031709716,2.2968426413869087
