Rep,Compound,Area,Cruise
220628_Smp_MU24_C,(3-Carboxypropyl)trimethylammonium,188658576,KM1906
220628_Std_4uMStdsMix1InH2O_1,(3-Carboxypropyl)trimethylammonium,3543614720,KM1906
220628_Std_4uMStdsMix1InH2O_2,(3-Carboxypropyl)trimethylammonium,4216617472,KM1906
220628_Std_4uMStdsMix1InMatrix_1,(3-Carboxypropyl)trimethylammonium,3534635776,KM1906
220628_Std_4uMStdsMix1InMatrix_2,(3-Carboxypropyl)trimethylammonium,4037791488,KM1906
220628_Std_4uMStdsMix2InH2O_1,(3-Carboxypropyl)trimethylammonium,152820,KM1906
220628_Std_4uMStdsMix2InH2O_2,(3-Carboxypropyl)trimethylammonium,68251,KM1906
220628_Std_4uMStdsMix2InMatrix_1,(3-Carboxypropyl)trimethylammonium,2335652096,KM1906
220628_Std_4uMStdsMix2InMatrix_2,(3-Carboxypropyl)trimethylammonium,2312216064,KM1906
220628_Std_H2OinMatrix_1,(3-Carboxypropyl)trimethylammonium,506436192,KM1906
220628_Std_H2OinMatrix_2,(3-Carboxypropyl)trimethylammonium,326587008,KM1906
220713_Std_4uMStdsMix1InH2O_1,(3-Carboxypropyl)trimethylammonium,5147402240,KM1906
220713_Std_4uMStdsMix1InH2O_2,(3-Carboxypropyl)trimethylammonium,5247476736,KM1906
220713_Std_4uMStdsMix2InH2O_1,(3-Carboxypropyl)trimethylammonium,224602,KM1906
220713_Std_4uMStdsMix2InH2O_2,(3-Carboxypropyl)trimethylammonium,303138,KM1906
220628_Poo_TruePooG3_Full1,2-O-alpha-D-Glucosylglycerol,31260448,KM1906
220628_Poo_TruePooG3_Full2,2-O-alpha-D-Glucosylglycerol,30542002,KM1906
220628_Poo_TruePooG3_Full3,2-O-alpha-D-Glucosylglycerol,32906286,KM1906
220628_Poo_TruePooG3_Half1,2-O-alpha-D-Glucosylglycerol,20704278,KM1906
220628_Poo_TruePooG3_Half2,2-O-alpha-D-Glucosylglycerol,18108792,KM1906
220628_Poo_TruePooG3_Half3,2-O-alpha-D-Glucosylglycerol,16373324,KM1906
220628_Smp_MBlk1_A,2-O-alpha-D-Glucosylglycerol,0,KM1906
220628_Smp_MBlk1_B,2-O-alpha-D-Glucosylglycerol,0,KM1906
220628_Smp_MMQBlk1_A,2-O-alpha-D-Glucosylglycerol,0,KM1906
220628_Smp_MMQBlk1_B,2-O-alpha-D-Glucosylglycerol,0,KM1906
220628_Smp_MU1_A,2-O-alpha-D-Glucosylglycerol,1212517,KM1906
220628_Smp_MU1_B,2-O-alpha-D-Glucosylglycerol,2110665,KM1906
220628_Smp_MU1_C,2-O-alpha-D-Glucosylglycerol,4617950,KM1906
220628_Smp_MU2_A,2-O-alpha-D-Glucosylglycerol,3468585,KM1906
220628_Smp_MU2_B,2-O-alpha-D-Glucosylglycerol,4540902,KM1906
220628_Smp_MU2_C,2-O-alpha-D-Glucosylglycerol,3747819,KM1906
220628_Smp_MU3_A,2-O-alpha-D-Glucosylglycerol,3063269,KM1906
220628_Smp_MU3_B,2-O-alpha-D-Glucosylglycerol,2074673,KM1906
220628_Smp_MU3_C,2-O-alpha-D-Glucosylglycerol,1829587,KM1906
220628_Smp_MU4_A,2-O-alpha-D-Glucosylglycerol,6820501,KM1906
220628_Smp_MU4_B,2-O-alpha-D-Glucosylglycerol,10600643,KM1906
220628_Smp_MU4_C,2-O-alpha-D-Glucosylglycerol,9175140,KM1906
220628_Smp_MU5_A,2-O-alpha-D-Glucosylglycerol,3462193,KM1906
220628_Smp_MU5_B,2-O-alpha-D-Glucosylglycerol,4856130,KM1906
220628_Smp_MU5_C,2-O-alpha-D-Glucosylglycerol,3875142,KM1906
220628_Smp_MU6_A,2-O-alpha-D-Glucosylglycerol,8907334,KM1906
220628_Smp_MU6_B,2-O-alpha-D-Glucosylglycerol,7406971,KM1906
220628_Smp_MU6_C,2-O-alpha-D-Glucosylglycerol,4477790,KM1906
220628_Smp_MU7_A,2-O-alpha-D-Glucosylglycerol,3437063,KM1906
220628_Smp_MU7_B,2-O-alpha-D-Glucosylglycerol,3822243,KM1906
220628_Smp_MU7_C,2-O-alpha-D-Glucosylglycerol,4123530,KM1906
220628_Smp_MU8_A,2-O-alpha-D-Glucosylglycerol,7016790,KM1906
220628_Smp_MU8_B,2-O-alpha-D-Glucosylglycerol,9437902,KM1906
220628_Smp_MU8_C,2-O-alpha-D-Glucosylglycerol,7700198,KM1906
220628_Smp_MU9_A,2-O-alpha-D-Glucosylglycerol,8012471,KM1906
220628_Smp_MU9_B,2-O-alpha-D-Glucosylglycerol,4124735,KM1906
220628_Smp_MU9_C,2-O-alpha-D-Glucosylglycerol,8942638,KM1906
220628_Smp_MU10_A,2-O-alpha-D-Glucosylglycerol,7773854,KM1906
220628_Smp_MU10_B,2-O-alpha-D-Glucosylglycerol,13890918,KM1906
220628_Smp_MU10_C,2-O-alpha-D-Glucosylglycerol,5744465,KM1906
220628_Smp_MU11_A,2-O-alpha-D-Glucosylglycerol,72630752,KM1906
220628_Smp_MU11_B,2-O-alpha-D-Glucosylglycerol,79212168,KM1906
220628_Smp_MU11_C,2-O-alpha-D-Glucosylglycerol,68855496,KM1906
220628_Smp_MU14_A,2-O-alpha-D-Glucosylglycerol,34129456,KM1906
220628_Smp_MU14_B,2-O-alpha-D-Glucosylglycerol,29117530,KM1906
220628_Smp_MU14_C,2-O-alpha-D-Glucosylglycerol,36130436,KM1906
220628_Smp_MU15_A,2-O-alpha-D-Glucosylglycerol,37887068,KM1906
220628_Smp_MU15_B,2-O-alpha-D-Glucosylglycerol,42936924,KM1906
220628_Smp_MU15_C,2-O-alpha-D-Glucosylglycerol,30302600,KM1906
220628_Smp_MU16_A,2-O-alpha-D-Glucosylglycerol,126708224,KM1906
220628_Smp_MU16_B,2-O-alpha-D-Glucosylglycerol,131367104,KM1906
220628_Smp_MU16_C,2-O-alpha-D-Glucosylglycerol,97536568,KM1906
220628_Smp_MU17_A,2-O-alpha-D-Glucosylglycerol,181831232,KM1906
220628_Smp_MU17_B,2-O-alpha-D-Glucosylglycerol,203099376,KM1906
220628_Smp_MU17_C,2-O-alpha-D-Glucosylglycerol,237774848,KM1906
220628_Smp_MU18_A,2-O-alpha-D-Glucosylglycerol,82181080,KM1906
220628_Smp_MU18_B,2-O-alpha-D-Glucosylglycerol,73168624,KM1906
220628_Smp_MU18_C,2-O-alpha-D-Glucosylglycerol,92564904,KM1906
220628_Smp_MU19_A,2-O-alpha-D-Glucosylglycerol,23312528,KM1906
220628_Smp_MU19_B,2-O-alpha-D-Glucosylglycerol,36637232,KM1906
220628_Smp_MU19_C,2-O-alpha-D-Glucosylglycerol,25125794,KM1906
220628_Smp_MU20_A,2-O-alpha-D-Glucosylglycerol,35596132,KM1906
220628_Smp_MU20_B,2-O-alpha-D-Glucosylglycerol,31721272,KM1906
220628_Smp_MU20_C,2-O-alpha-D-Glucosylglycerol,35236160,KM1906
220628_Smp_MU21_A,2-O-alpha-D-Glucosylglycerol,9636364,KM1906
220628_Smp_MU21_B,2-O-alpha-D-Glucosylglycerol,6556209,KM1906
220628_Smp_MU21_C,2-O-alpha-D-Glucosylglycerol,8744436,KM1906
220628_Smp_MU22_A,2-O-alpha-D-Glucosylglycerol,7177520,KM1906
220628_Smp_MU22_B,2-O-alpha-D-Glucosylglycerol,12691198,KM1906
220628_Smp_MU22_C,2-O-alpha-D-Glucosylglycerol,7346771,KM1906
220628_Smp_MU23_A,2-O-alpha-D-Glucosylglycerol,10195841,KM1906
220628_Smp_MU23_B,2-O-alpha-D-Glucosylglycerol,8396797,KM1906
220628_Smp_MU23_C,2-O-alpha-D-Glucosylglycerol,9105702,KM1906
220628_Smp_MU24_A,2-O-alpha-D-Glucosylglycerol,5846891,KM1906
220628_Smp_MU24_B,2-O-alpha-D-Glucosylglycerol,5264926,KM1906
220628_Smp_MU24_C,2-O-alpha-D-Glucosylglycerol,7508559,KM1906
220628_Std_4uMStdsMix1InH2O_1,2-O-alpha-D-Glucosylglycerol,0,KM1906
220628_Std_4uMStdsMix1InH2O_2,2-O-alpha-D-Glucosylglycerol,0,KM1906
220628_Std_4uMStdsMix1InMatrix_1,2-O-alpha-D-Glucosylglycerol,24729144,KM1906
220628_Std_4uMStdsMix1InMatrix_2,2-O-alpha-D-Glucosylglycerol,21714510,KM1906
220628_Std_4uMStdsMix2InH2O_1,2-O-alpha-D-Glucosylglycerol,43451224,KM1906
220628_Std_4uMStdsMix2InH2O_2,2-O-alpha-D-Glucosylglycerol,41702312,KM1906
220628_Std_4uMStdsMix2InMatrix_1,2-O-alpha-D-Glucosylglycerol,35047404,KM1906
220628_Std_4uMStdsMix2InMatrix_2,2-O-alpha-D-Glucosylglycerol,35740224,KM1906
220628_Std_H2OinMatrix_1,2-O-alpha-D-Glucosylglycerol,24067446,KM1906
220628_Std_H2OinMatrix_2,2-O-alpha-D-Glucosylglycerol,20006266,KM1906
220713_Std_4uMStdsMix1InH2O_1,2-O-alpha-D-Glucosylglycerol,0,KM1906
220713_Std_4uMStdsMix1InH2O_2,2-O-alpha-D-Glucosylglycerol,0,KM1906
220713_Std_4uMStdsMix2InH2O_1,2-O-alpha-D-Glucosylglycerol,60586252,KM1906
220713_Std_4uMStdsMix2InH2O_2,2-O-alpha-D-Glucosylglycerol,57491040,KM1906
220628_Poo_TruePooG3_Full1,5-Hydroxyectoine,14202521,KM1906
220628_Poo_TruePooG3_Full2,5-Hydroxyectoine,9165632,KM1906
220628_Poo_TruePooG3_Full3,5-Hydroxyectoine,7408799,KM1906
220628_Poo_TruePooG3_Half1,5-Hydroxyectoine,6671694,KM1906
220628_Poo_TruePooG3_Half2,5-Hydroxyectoine,6451229,KM1906
220628_Poo_TruePooG3_Half3,5-Hydroxyectoine,6784713,KM1906
220628_Smp_MBlk1_A,5-Hydroxyectoine,3205537,KM1906
220628_Smp_MBlk1_B,5-Hydroxyectoine,768421,KM1906
220628_Smp_MMQBlk1_A,5-Hydroxyectoine,424444,KM1906
220628_Smp_MMQBlk1_B,5-Hydroxyectoine,167448,KM1906
220628_Smp_MU1_A,5-Hydroxyectoine,11897964,KM1906
220628_Smp_MU1_B,5-Hydroxyectoine,8876258,KM1906
220628_Smp_MU1_C,5-Hydroxyectoine,43039028,KM1906
220628_Smp_MU2_A,5-Hydroxyectoine,9720046,KM1906
220628_Smp_MU2_B,5-Hydroxyectoine,5623224,KM1906
220628_Smp_MU2_C,5-Hydroxyectoine,28382974,KM1906
220628_Smp_MU3_A,5-Hydroxyectoine,5897485,KM1906
220628_Smp_MU3_B,5-Hydroxyectoine,4901332,KM1906
220628_Smp_MU3_C,5-Hydroxyectoine,16139258,KM1906
220628_Smp_MU4_A,5-Hydroxyectoine,2902872,KM1906
220628_Smp_MU4_B,5-Hydroxyectoine,6436838,KM1906
220628_Smp_MU4_C,5-Hydroxyectoine,11087512,KM1906
220628_Smp_MU5_A,5-Hydroxyectoine,3430304,KM1906
220628_Smp_MU5_B,5-Hydroxyectoine,2572135,KM1906
220628_Smp_MU5_C,5-Hydroxyectoine,7847029,KM1906
220628_Smp_MU6_A,5-Hydroxyectoine,2655105,KM1906
220628_Smp_MU6_B,5-Hydroxyectoine,5198355,KM1906
220628_Smp_MU6_C,5-Hydroxyectoine,6843265,KM1906
220628_Smp_MU7_A,5-Hydroxyectoine,5431246,KM1906
220628_Smp_MU7_B,5-Hydroxyectoine,5688901,KM1906
220628_Smp_MU7_C,5-Hydroxyectoine,4073118,KM1906
220628_Smp_MU8_A,5-Hydroxyectoine,7613860,KM1906
220628_Smp_MU8_B,5-Hydroxyectoine,2974900,KM1906
220628_Smp_MU8_C,5-Hydroxyectoine,3925468,KM1906
220628_Smp_MU9_A,5-Hydroxyectoine,1668615,KM1906
220628_Smp_MU9_B,5-Hydroxyectoine,8244187,KM1906
220628_Smp_MU9_C,5-Hydroxyectoine,4785785,KM1906
220628_Smp_MU10_A,5-Hydroxyectoine,3121548,KM1906
220628_Smp_MU10_B,5-Hydroxyectoine,1561906,KM1906
220628_Smp_MU10_C,5-Hydroxyectoine,5476457,KM1906
220628_Smp_MU11_A,5-Hydroxyectoine,1847994,KM1906
220628_Smp_MU11_B,5-Hydroxyectoine,4171871,KM1906
220628_Smp_MU11_C,5-Hydroxyectoine,5606117,KM1906
220628_Smp_MU14_A,5-Hydroxyectoine,6637641,KM1906
220628_Smp_MU14_B,5-Hydroxyectoine,17480944,KM1906
220628_Smp_MU14_C,5-Hydroxyectoine,11029043,KM1906
220628_Smp_MU15_A,5-Hydroxyectoine,5759130,KM1906
220628_Smp_MU15_B,5-Hydroxyectoine,14226348,KM1906
220628_Smp_MU15_C,5-Hydroxyectoine,4777336,KM1906
220628_Smp_MU16_A,5-Hydroxyectoine,3472001,KM1906
220628_Smp_MU16_B,5-Hydroxyectoine,6048779,KM1906
220628_Smp_MU16_C,5-Hydroxyectoine,6247043,KM1906
220628_Smp_MU17_A,5-Hydroxyectoine,1819702,KM1906
220628_Smp_MU17_B,5-Hydroxyectoine,3723800,KM1906
220628_Smp_MU17_C,5-Hydroxyectoine,5101340,KM1906
220628_Smp_MU18_A,5-Hydroxyectoine,3888382,KM1906
220628_Smp_MU18_B,5-Hydroxyectoine,4064782,KM1906
220628_Smp_MU18_C,5-Hydroxyectoine,8838731,KM1906
220628_Smp_MU19_A,5-Hydroxyectoine,4580675,KM1906
220628_Smp_MU19_B,5-Hydroxyectoine,11658269,KM1906
220628_Smp_MU19_C,5-Hydroxyectoine,5964883,KM1906
220628_Smp_MU20_A,5-Hydroxyectoine,5868671,KM1906
220628_Smp_MU20_B,5-Hydroxyectoine,6601855,KM1906
220628_Smp_MU20_C,5-Hydroxyectoine,5203892,KM1906
220628_Smp_MU21_A,5-Hydroxyectoine,3685571,KM1906
220628_Smp_MU21_B,5-Hydroxyectoine,3038451,KM1906
220628_Smp_MU21_C,5-Hydroxyectoine,1856928,KM1906
220628_Smp_MU22_A,5-Hydroxyectoine,3187765,KM1906
220628_Smp_MU22_B,5-Hydroxyectoine,7191717,KM1906
220628_Smp_MU22_C,5-Hydroxyectoine,6706760,KM1906
220628_Smp_MU23_A,5-Hydroxyectoine,1244540,KM1906
220628_Smp_MU23_B,5-Hydroxyectoine,2146893,KM1906
220628_Smp_MU23_C,5-Hydroxyectoine,5854772,KM1906
220628_Smp_MU24_A,5-Hydroxyectoine,2388942,KM1906
220628_Smp_MU24_B,5-Hydroxyectoine,4798973,KM1906
220628_Smp_MU24_C,5-Hydroxyectoine,1872008,KM1906
220628_Std_4uMStdsMix1InH2O_1,5-Hydroxyectoine,952487,KM1906
220628_Std_4uMStdsMix1InH2O_2,5-Hydroxyectoine,0,KM1906
220628_Std_4uMStdsMix1InMatrix_1,5-Hydroxyectoine,10132145,KM1906
220628_Std_4uMStdsMix1InMatrix_2,5-Hydroxyectoine,7343045,KM1906
220628_Std_4uMStdsMix2InH2O_1,5-Hydroxyectoine,679095616,KM1906
220628_Std_4uMStdsMix2InH2O_2,5-Hydroxyectoine,619060416,KM1906
220628_Std_4uMStdsMix2InMatrix_1,5-Hydroxyectoine,625022208,KM1906
220628_Std_4uMStdsMix2InMatrix_2,5-Hydroxyectoine,515490912,KM1906
220628_Std_H2OinMatrix_1,5-Hydroxyectoine,12624271,KM1906
220628_Std_H2OinMatrix_2,5-Hydroxyectoine,6978911,KM1906
220713_Std_4uMStdsMix1InH2O_1,5-Hydroxyectoine,609286080,KM1906
220713_Std_4uMStdsMix1InH2O_2,5-Hydroxyectoine,529117760,KM1906
220713_Std_4uMStdsMix2InH2O_1,5-Hydroxyectoine,697575616,KM1906
220713_Std_4uMStdsMix2InH2O_2,5-Hydroxyectoine,642811136,KM1906
220628_Poo_TruePooG3_Full1,Arsenobetaine,34920108,KM1906
220628_Poo_TruePooG3_Full2,Arsenobetaine,35451152,KM1906
220628_Poo_TruePooG3_Full3,Arsenobetaine,34746592,KM1906
220628_Poo_TruePooG3_Half1,Arsenobetaine,19012362,KM1906
220628_Poo_TruePooG3_Half2,Arsenobetaine,16840864,KM1906
220628_Poo_TruePooG3_Half3,Arsenobetaine,16988502,KM1906
220628_Smp_MBlk1_A,Arsenobetaine,6503105,KM1906
220628_Smp_MBlk1_B,Arsenobetaine,NA,KM1906
220628_Smp_MMQBlk1_A,Arsenobetaine,NA,KM1906
220628_Smp_MMQBlk1_B,Arsenobetaine,NA,KM1906
220628_Smp_MU1_A,Arsenobetaine,63436860,KM1906
220628_Smp_MU1_B,Arsenobetaine,72148880,KM1906
220628_Smp_MU1_C,Arsenobetaine,71360672,KM1906
220628_Smp_MU2_A,Arsenobetaine,52107520,KM1906
220628_Smp_MU2_B,Arsenobetaine,51778680,KM1906
220628_Smp_MU2_C,Arsenobetaine,58406700,KM1906
220628_Smp_MU3_A,Arsenobetaine,53220416,KM1906
220628_Smp_MU3_B,Arsenobetaine,66236624,KM1906
220628_Smp_MU3_C,Arsenobetaine,59889016,KM1906
220628_Smp_MU4_A,Arsenobetaine,60185264,KM1906
220628_Smp_MU4_B,Arsenobetaine,74375792,KM1906
220628_Smp_MU4_C,Arsenobetaine,69201672,KM1906
220628_Smp_MU5_A,Arsenobetaine,52215500,KM1906
220628_Smp_MU5_B,Arsenobetaine,78509424,KM1906
220628_Smp_MU5_C,Arsenobetaine,59883084,KM1906
220628_Smp_MU6_A,Arsenobetaine,51931944,KM1906
220628_Smp_MU6_B,Arsenobetaine,51410100,KM1906
220628_Smp_MU6_C,Arsenobetaine,50906312,KM1906
220628_Smp_MU7_A,Arsenobetaine,33623608,KM1906
220628_Smp_MU7_B,Arsenobetaine,48312320,KM1906
220628_Smp_MU7_C,Arsenobetaine,40849644,KM1906
220628_Smp_MU8_A,Arsenobetaine,29817254,KM1906
220628_Smp_MU8_B,Arsenobetaine,40075268,KM1906
220628_Smp_MU8_C,Arsenobetaine,37316944,KM1906
220628_Smp_MU9_A,Arsenobetaine,28811070,KM1906
220628_Smp_MU9_B,Arsenobetaine,22521852,KM1906
220628_Smp_MU9_C,Arsenobetaine,30746758,KM1906
220628_Smp_MU10_A,Arsenobetaine,14834375,KM1906
220628_Smp_MU10_B,Arsenobetaine,14645184,KM1906
220628_Smp_MU10_C,Arsenobetaine,7234207,KM1906
220628_Smp_MU11_A,Arsenobetaine,20554756,KM1906
220628_Smp_MU11_B,Arsenobetaine,24727806,KM1906
220628_Smp_MU11_C,Arsenobetaine,21662770,KM1906
220628_Smp_MU14_A,Arsenobetaine,17502680,KM1906
220628_Smp_MU14_B,Arsenobetaine,20542930,KM1906
220628_Smp_MU14_C,Arsenobetaine,20258906,KM1906
220628_Smp_MU15_A,Arsenobetaine,12766940,KM1906
220628_Smp_MU15_B,Arsenobetaine,18598156,KM1906
220628_Smp_MU15_C,Arsenobetaine,10934412,KM1906
220628_Smp_MU16_A,Arsenobetaine,12917414,KM1906
220628_Smp_MU16_B,Arsenobetaine,16481888,KM1906
220628_Smp_MU16_C,Arsenobetaine,14989472,KM1906
220628_Smp_MU17_A,Arsenobetaine,5241593,KM1906
220628_Smp_MU17_B,Arsenobetaine,6306662,KM1906
220628_Smp_MU17_C,Arsenobetaine,9835922,KM1906
220628_Smp_MU18_A,Arsenobetaine,8891675,KM1906
220628_Smp_MU18_B,Arsenobetaine,15301898,KM1906
220628_Smp_MU18_C,Arsenobetaine,11483219,KM1906
220628_Smp_MU19_A,Arsenobetaine,15334546,KM1906
220628_Smp_MU19_B,Arsenobetaine,13719685,KM1906
220628_Smp_MU19_C,Arsenobetaine,12737231,KM1906
220628_Smp_MU20_A,Arsenobetaine,17504090,KM1906
220628_Smp_MU20_B,Arsenobetaine,29321602,KM1906
220628_Smp_MU20_C,Arsenobetaine,25953338,KM1906
220628_Smp_MU21_A,Arsenobetaine,20489618,KM1906
220628_Smp_MU21_B,Arsenobetaine,29383264,KM1906
220628_Smp_MU21_C,Arsenobetaine,21799826,KM1906
220628_Smp_MU22_A,Arsenobetaine,25063048,KM1906
220628_Smp_MU22_B,Arsenobetaine,29331220,KM1906
220628_Smp_MU22_C,Arsenobetaine,29718966,KM1906
220628_Smp_MU23_A,Arsenobetaine,33858656,KM1906
220628_Smp_MU23_B,Arsenobetaine,28694304,KM1906
220628_Smp_MU23_C,Arsenobetaine,32347656,KM1906
220628_Smp_MU24_A,Arsenobetaine,30237914,KM1906
220628_Smp_MU24_B,Arsenobetaine,29342232,KM1906
220628_Smp_MU24_C,Arsenobetaine,32756102,KM1906
220628_Std_4uMStdsMix1InH2O_1,Arsenobetaine,NA,KM1906
220628_Std_4uMStdsMix1InH2O_2,Arsenobetaine,NA,KM1906
220628_Std_4uMStdsMix1InMatrix_1,Arsenobetaine,23671706,KM1906
220628_Std_4uMStdsMix1InMatrix_2,Arsenobetaine,19658966,KM1906
220628_Std_4uMStdsMix2InH2O_1,Arsenobetaine,4490619904,KM1906
220628_Std_4uMStdsMix2InH2O_2,Arsenobetaine,4982470144,KM1906
220628_Std_4uMStdsMix2InMatrix_1,Arsenobetaine,4251246336,KM1906
220628_Std_4uMStdsMix2InMatrix_2,Arsenobetaine,4913270272,KM1906
220628_Std_H2OinMatrix_1,Arsenobetaine,26094758,KM1906
220628_Std_H2OinMatrix_2,Arsenobetaine,20447182,KM1906
220713_Std_4uMStdsMix1InH2O_1,Arsenobetaine,NA,KM1906
220713_Std_4uMStdsMix1InH2O_2,Arsenobetaine,NA,KM1906
