Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,smp.remove,Blk.Av
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,Trimethylamine N-oxide,3830691,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,Trimethylamine N-oxide,12603458,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,Trimethylamine N-oxide,27893482,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,Trimethylamine N-oxide,54249016,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,Trimethylamine N-oxide,26072570,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,Trimethylamine N-oxide,51102928,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,Trimethylamine N-oxide,29326498,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,Trimethylamine N-oxide,43470620,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,Trimethylamine N-oxide,33158868,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,Trimethylamine N-oxide,64335704,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,Trimethylamine N-oxide,58373048,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,Trimethylamine N-oxide,37118036,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,Trimethylamine N-oxide,25314768,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,Trimethylamine N-oxide,6547442,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,Trimethylamine N-oxide,6288169,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,Trimethylamine N-oxide,8757591,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,Trimethylamine N-oxide,16244047,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,Trimethylamine N-oxide,8931647,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,Trimethylamine N-oxide,14212237,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,Trimethylamine N-oxide,25886808,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,Trimethylamine N-oxide,30186990,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,Trimethylamine N-oxide,30785636,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,Trimethylamine N-oxide,13449788,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,Trimethylamine N-oxide,19019172,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,Trimethylamine N-oxide,11786496,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,Trimethylamine N-oxide,9136119,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,Trimethylamine N-oxide,7915772,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_C,UKT5_0nM,C,TN397,Trimethylamine N-oxide,5066550,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_A,UnfiltMQ1,A,TN397,Trimethylamine N-oxide,277525,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_B,UnfiltMQ1,B,TN397,Trimethylamine N-oxide,265033,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_C,UnfiltMQ1,C,TN397,Trimethylamine N-oxide,319965,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Threonine Betaine (tentative),1925924,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Threonine Betaine (tentative),3727268,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Threonine Betaine (tentative),1348918,NA,NA,NA,NA
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Threonine Betaine (tentative),2258073,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Threonine Betaine (tentative),1346119,NA,NA,NA,NA
220602_Smp_TN397_S6_U_A,S6,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_S6_U_B,S6,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_S6_U_C,S6,C,TN397,Threonine Betaine (tentative),2331722,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Threonine Betaine (tentative),1433854,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Threonine Betaine (tentative),2554836,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Threonine Betaine (tentative),1409952,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Threonine Betaine (tentative),1440933,NA,NA,NA,NA
220602_Smp_TN397_S8_U_A,S8,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_S8_U_B,S8,B,TN397,Threonine Betaine (tentative),2248506,NA,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,Threonine Betaine (tentative),1617623,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Threonine Betaine (tentative),10057823,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Threonine Betaine (tentative),2280216,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Threonine Betaine (tentative),2171547,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Threonine Betaine (tentative),1960629,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Threonine Betaine (tentative),2190887,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Threonine Betaine (tentative),1705731,NA,NA,NA,NA
220602_Smp_TN397_U1_A,U1,A,TN397,Threonine Betaine (tentative),1898299,NA,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,Threonine Betaine (tentative),1377978,NA,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,Threonine Betaine (tentative),2050633,NA,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,Threonine Betaine (tentative),2515044,NA,NA,NA,NA
220602_Smp_TN397_U10_B,U10,B,TN397,Threonine Betaine (tentative),4093196,NA,NA,NA,NA
220602_Smp_TN397_U10_C,U10,C,TN397,Threonine Betaine (tentative),2733039,NA,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,Threonine Betaine (tentative),1944869,NA,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_U11_C,U11,C,TN397,Threonine Betaine (tentative),2411498,NA,NA,NA,NA
220602_Smp_TN397_U12_A,U12,A,TN397,Threonine Betaine (tentative),2757443,NA,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,Threonine Betaine (tentative),2454746,NA,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,Threonine Betaine (tentative),2421760,NA,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,Threonine Betaine (tentative),1435930,NA,NA,NA,NA
220602_Smp_TN397_U13_B,U13,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_U13_C,U13,C,TN397,Threonine Betaine (tentative),2795339,NA,NA,NA,NA
220602_Smp_TN397_U2_A,U2,A,TN397,Threonine Betaine (tentative),2065818,NA,NA,NA,NA
220602_Smp_TN397_U2_B,U2,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_U2_C,U2,C,TN397,Threonine Betaine (tentative),2143904,NA,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U3_B,U3,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U3_C,U3,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U4_A,U4,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U4_B,U4,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U4_C,U4,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U5_A,U5,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U5_B,U5,B,TN397,Threonine Betaine (tentative),1499259,NA,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U6_A,U6,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U6_B,U6,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U6_C,U6,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_U9_A,U9,A,TN397,Threonine Betaine (tentative),2023655,NA,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_U9_C,U9,C,TN397,Threonine Betaine (tentative),1535936,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,Threonine Betaine (tentative),2245488,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,Threonine Betaine (tentative),1538568,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,Threonine Betaine (tentative),2495873,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,Threonine Betaine (tentative),1738965,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,Threonine Betaine (tentative),2615131,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,Threonine Betaine (tentative),2044573,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,Threonine Betaine (tentative),2344718,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,Threonine Betaine (tentative),4046367,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,Threonine Betaine (tentative),2216193,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,Threonine Betaine (tentative),2075040,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,Threonine Betaine (tentative),2483719,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,Threonine Betaine (tentative),2540048,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,Threonine Betaine (tentative),2672042,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,Threonine Betaine (tentative),1527614,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,Smp_Remove,1046623.7333333332
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,Threonine Betaine (tentative),2692972,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,Threonine Betaine (tentative),2066559,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,Threonine Betaine (tentative),1925428,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,Threonine Betaine (tentative),2147106,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,Threonine Betaine (tentative),1912135,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,Threonine Betaine (tentative),3240451,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,Threonine Betaine (tentative),1398377,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,Threonine Betaine (tentative),665356.0091765719,NA,Flag,NA,1046623.7333333332
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,Threonine Betaine (tentative),1546049,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,Threonine Betaine (tentative),2603527,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_C,UKT5_0nM,C,TN397,Threonine Betaine (tentative),2704595,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_A,UnfiltMQ1,A,TN397,Threonine Betaine (tentative),1635082,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_B,UnfiltMQ1,B,TN397,Threonine Betaine (tentative),1811449,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_C,UnfiltMQ1,C,TN397,Threonine Betaine (tentative),1653473,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Homoserine Betaine (tentative),1850523,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Homoserine Betaine (tentative),4072339,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Homoserine Betaine (tentative),4076800,NA,NA,NA,NA
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Homoserine Betaine (tentative),1415187,NA,NA,NA,NA
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Homoserine Betaine (tentative),3039686,NA,NA,NA,NA
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Homoserine Betaine (tentative),2690497,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Homoserine Betaine (tentative),1993148,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Homoserine Betaine (tentative),2597852,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Homoserine Betaine (tentative),3862241,NA,NA,NA,NA
220602_Smp_TN397_S6_U_A,S6,A,TN397,Homoserine Betaine (tentative),3007986,NA,NA,NA,NA
220602_Smp_TN397_S6_U_B,S6,B,TN397,Homoserine Betaine (tentative),2096289,NA,NA,NA,NA
220602_Smp_TN397_S6_U_C,S6,C,TN397,Homoserine Betaine (tentative),2540696,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Homoserine Betaine (tentative),1877235,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Homoserine Betaine (tentative),2906437,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Homoserine Betaine (tentative),3604231,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Homoserine Betaine (tentative),2213148,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Homoserine Betaine (tentative),2581770,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Homoserine Betaine (tentative),2181818,NA,NA,NA,NA
220602_Smp_TN397_S8_U_A,S8,A,TN397,Homoserine Betaine (tentative),1528820,NA,NA,NA,NA
220602_Smp_TN397_S8_U_B,S8,B,TN397,Homoserine Betaine (tentative),3441523,NA,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,Homoserine Betaine (tentative),2522004,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Homoserine Betaine (tentative),9471139,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Homoserine Betaine (tentative),5700731,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Homoserine Betaine (tentative),7115556,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Homoserine Betaine (tentative),3770065,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Homoserine Betaine (tentative),5200883,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Homoserine Betaine (tentative),4441307,NA,NA,NA,NA
220602_Smp_TN397_U1_A,U1,A,TN397,Homoserine Betaine (tentative),38740852,NA,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,Homoserine Betaine (tentative),10160568,NA,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,Homoserine Betaine (tentative),23809934,NA,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,Homoserine Betaine (tentative),4429343,NA,NA,NA,NA
220602_Smp_TN397_U10_B,U10,B,TN397,Homoserine Betaine (tentative),6172972,NA,NA,NA,NA
220602_Smp_TN397_U10_C,U10,C,TN397,Homoserine Betaine (tentative),5867449,NA,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,Homoserine Betaine (tentative),7124322,NA,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,Homoserine Betaine (tentative),4893235,NA,NA,NA,NA
220602_Smp_TN397_U11_C,U11,C,TN397,Homoserine Betaine (tentative),5507427,NA,NA,NA,NA
220602_Smp_TN397_U12_A,U12,A,TN397,Homoserine Betaine (tentative),5965655,NA,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,Homoserine Betaine (tentative),5343238,NA,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,Homoserine Betaine (tentative),4716227,NA,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,Homoserine Betaine (tentative),2668883,NA,NA,NA,NA
220602_Smp_TN397_U13_B,U13,B,TN397,Homoserine Betaine (tentative),2197313,NA,NA,NA,NA
220602_Smp_TN397_U13_C,U13,C,TN397,Homoserine Betaine (tentative),4311935,NA,NA,NA,NA
220602_Smp_TN397_U2_A,U2,A,TN397,Homoserine Betaine (tentative),4170639,NA,NA,NA,NA
220602_Smp_TN397_U2_B,U2,B,TN397,Homoserine Betaine (tentative),3256681,NA,NA,NA,NA
220602_Smp_TN397_U2_C,U2,C,TN397,Homoserine Betaine (tentative),5182555,NA,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,Homoserine Betaine (tentative),4524917,NA,NA,NA,NA
220602_Smp_TN397_U3_B,U3,B,TN397,Homoserine Betaine (tentative),3049333,NA,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,Homoserine Betaine (tentative),5801314,NA,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,Homoserine Betaine (tentative),6714186,NA,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,Homoserine Betaine (tentative),11553546,NA,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,Homoserine Betaine (tentative),6061825,NA,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,Homoserine Betaine (tentative),2515616,NA,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,Homoserine Betaine (tentative),1996812,NA,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,Homoserine Betaine (tentative),1891863,NA,NA,NA,NA
220602_Smp_TN397_U6_A,U6,A,TN397,Homoserine Betaine (tentative),2626009,NA,NA,NA,NA
220602_Smp_TN397_U6_B,U6,B,TN397,Homoserine Betaine (tentative),1855115,NA,NA,NA,NA
220602_Smp_TN397_U6_C,U6,C,TN397,Homoserine Betaine (tentative),3520679,NA,NA,NA,NA
220602_Smp_TN397_U9_A,U9,A,TN397,Homoserine Betaine (tentative),3100959,NA,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,Homoserine Betaine (tentative),2759234,NA,NA,NA,NA
220602_Smp_TN397_U9_C,U9,C,TN397,Homoserine Betaine (tentative),7460991,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,Homoserine Betaine (tentative),1945345,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,Homoserine Betaine (tentative),2123828,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,Homoserine Betaine (tentative),2218649,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,Homoserine Betaine (tentative),3172569,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,Homoserine Betaine (tentative),3409222,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,Homoserine Betaine (tentative),4407393,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,Homoserine Betaine (tentative),2455718,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,Homoserine Betaine (tentative),3701717,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,Homoserine Betaine (tentative),3610244,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,Homoserine Betaine (tentative),7535246,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,Homoserine Betaine (tentative),6340829,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,Homoserine Betaine (tentative),9260085,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,Homoserine Betaine (tentative),4248099,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,Homoserine Betaine (tentative),3709777,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,Homoserine Betaine (tentative),2334653,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,Homoserine Betaine (tentative),6527635,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,Homoserine Betaine (tentative),3043110,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,Homoserine Betaine (tentative),5097245,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,Homoserine Betaine (tentative),1735183,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,Homoserine Betaine (tentative),2058094,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,Homoserine Betaine (tentative),2184356,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,Homoserine Betaine (tentative),4469742,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,Homoserine Betaine (tentative),4283170,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,Homoserine Betaine (tentative),3984603,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,Homoserine Betaine (tentative),3470311,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,Homoserine Betaine (tentative),5107892,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,Homoserine Betaine (tentative),3817815,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,Homoserine Betaine (tentative),3381183,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,Homoserine Betaine (tentative),3568969,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,Homoserine Betaine (tentative),2130723,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,Homoserine Betaine (tentative),2524083,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,Homoserine Betaine (tentative),1893942,NA,NA,NA,NA
