Part.SampID,Diss.SampID,Cruise,Compound,compound.name.figure,order,class,Part.Conc.nM,Part.C.nM,Part.N.nM,Part.S.nM,Diss.Conc.nM.adj,Diss.N.nM.adj,Diss.S.nM.adj,Total.Conc.nM,Total.C.nM,Total.N.nM,Total.S.nM,Part.Flag,Diss.Flag,Tot.Flag,Diss.LOD.nM.adj,Lat,Long,depth_m,Local_Date,Local_Time,station,Region,Treatment,sst,sss,chla,poc,pn,N_N
220628_Smp_MU1_A,220623_Smp_MU1_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02185321954941312,0.15297253684589188,0.02185321954941312,NA,0.0311602873277382,0.0311602873277382,NA,0.05301350687715132,0.37109454814005927,0.05301350687715132,NA,NA,NA,NA,0.00313928717680363,22.24,-158,7,4/10/19,05:30:00,NA,NPSG,NA,24.18130638888889,34.56315083333333,0.0732441,NA,NA,NA
220628_Smp_MU1_B,220623_Smp_MU1_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02615384837893195,0.1830769386525237,0.02615384837893195,NA,0.01042808350624668,0.01042808350624668,NA,0.03658193188517863,0.25607352319625054,0.03658193188517863,NA,NA,NA,NA,0.00313928717680363,22.24,-158,7,4/10/19,05:30:00,NA,NPSG,NA,24.18130638888889,34.56315083333333,0.0732441,NA,NA,NA
220628_Smp_MU1_C,220623_Smp_MU1_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02834630995149818,0.1984241696604873,0.02834630995149818,NA,0.01116468539867528,0.01116468539867528,NA,0.03951099535017346,0.27657696745121424,0.03951099535017346,NA,NA,NA,NA,0.00313928717680363,22.24,-158,7,4/10/19,05:30:00,NA,NPSG,NA,24.18130638888889,34.56315083333333,0.0732441,NA,NA,NA
220628_Smp_MU2_A,220623_Smp_MU2_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01317809501604573,0.0922466651123201,0.01317809501604573,NA,0.02874280520409169,0.02874280520409169,NA,0.04192090022013742,0.29344630154096196,0.04192090022013742,NA,NA,NA,NA,0.00313928717680363,24.1,-158,7,4/10/19,18:40:00,NA,NPSG,NA,23.58302861111111,34.787930555555555,0.06981958,NA,NA,NA
220628_Smp_MU2_B,220623_Smp_MU2_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02276212760584492,0.15933489324091446,0.02276212760584492,NA,0.01852807683280731,0.01852807683280731,NA,0.04129020443865223,0.2890314310705656,0.04129020443865223,NA,NA,NA,NA,0.00313928717680363,24.1,-158,7,4/10/19,18:40:00,NA,NPSG,NA,23.58302861111111,34.787930555555555,0.06981958,NA,NA,NA
220628_Smp_MU2_C,220623_Smp_MU2_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02241029046241425,0.1568720332368998,0.02241029046241425,NA,0.01766764991684542,0.01766764991684542,NA,0.04007794037925967,0.28054558265481777,0.04007794037925967,NA,NA,NA,NA,0.00313928717680363,24.1,-158,7,4/10/19,18:40:00,NA,NPSG,NA,23.58302861111111,34.787930555555555,0.06981958,NA,NA,NA
220628_Smp_MU3_A,220623_Smp_MU3_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.0177379934860893,0.12416595440262512,0.0177379934860893,NA,0.02294578098122573,0.02294578098122573,NA,0.04068377446731503,0.28478642127120524,0.04068377446731503,NA,NA,NA,NA,0.00313928717680363,25.55,-158,7,4/11/19,05:45:00,NA,NPSG,NA,NA,NA,NA,NA,NA,NA
220628_Smp_MU3_B,220623_Smp_MU3_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02481142865538626,0.17368000058770383,0.02481142865538626,NA,0.02389889006021808,0.02389889006021808,NA,0.04871031871560434,0.34097223100923035,0.04871031871560434,NA,NA,NA,NA,0.00313928717680363,25.55,-158,7,4/11/19,05:45:00,NA,NPSG,NA,NA,NA,NA,NA,NA,NA
220628_Smp_MU3_C,220623_Smp_MU3_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.0210335259056349,0.14723468133944437,0.0210335259056349,NA,0.02315306506319278,0.02315306506319278,NA,0.04418659096882768,0.30930613678179386,0.04418659096882768,NA,NA,NA,NA,0.00313928717680363,25.55,-158,7,4/11/19,05:45:00,NA,NPSG,NA,NA,NA,NA,NA,NA,NA
220628_Smp_MU4_A,220623_Smp_MU4_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02533797488471076,0.1773658241929753,0.02533797488471076,NA,0.02210024195429178,0.02210024195429178,NA,0.04743821683900254,0.3320675178730178,0.04743821683900254,NA,NA,NA,NA,0.00313928717680363,27.47,-158,7,4/11/19,18:40:00,NA,NPSG,NA,21.2004375,35.22767972222222,0.07966526,3.1747165520029874,0.4410409602028585,NA
220628_Smp_MU4_B,220623_Smp_MU4_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.03478060717173098,0.24346425020211687,0.03478060717173098,NA,0.01473653673495606,0.01473653673495606,NA,0.04951714390668704,0.34662000734680926,0.04951714390668704,NA,NA,NA,NA,0.00313928717680363,27.47,-158,7,4/11/19,18:40:00,NA,NPSG,NA,21.2004375,35.22767972222222,0.07966526,3.1747165520029874,0.4410409602028585,NA
220628_Smp_MU4_C,220623_Smp_MU4_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02720958801409596,0.19046711609867176,0.02720958801409596,NA,0.0211493469972306,0.0211493469972306,NA,0.04835893501132655,0.33851254507928596,0.04835893501132655,NA,NA,NA,NA,0.00313928717680363,27.47,-158,7,4/11/19,18:40:00,NA,NPSG,NA,21.2004375,35.22767972222222,0.07966526,3.1747165520029874,0.4410409602028585,NA
220628_Smp_MU5_A,220623_Smp_MU5_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01624577247774397,0.1137204073442078,0.01624577247774397,NA,0.01251148204680168,0.01251148204680168,NA,0.02875725452454565,0.2013007816718196,0.02875725452454565,NA,NA,NA,NA,0.00313928717680363,29.28,-158,7,4/12/19,05:40:00,NA,NPSG,NA,19.634418055555557,35.15114138888889,0.05844706,2.423437205981798,0.41226336756122,NA
220628_Smp_MU5_B,220623_Smp_MU5_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02139276145101531,0.14974933015710715,0.02139276145101531,NA,0.00314865290396103,0.00314865290396103,NA,0.02454141435497634,0.17178990048483442,0.02454141435497634,NA,NA,NA,NA,0.00313928717680363,29.28,-158,7,4/12/19,05:40:00,NA,NPSG,NA,19.634418055555557,35.15114138888889,0.05844706,2.423437205981798,0.41226336756122,NA
220628_Smp_MU5_C,220623_Smp_MU5_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01995219385476075,0.13966535698332527,0.01995219385476075,NA,0.02815112586153637,0.02815112586153637,NA,0.04810331971629712,0.33672323801407983,0.04810331971629712,NA,NA,NA,NA,0.00313928717680363,29.28,-158,7,4/12/19,05:40:00,NA,NPSG,NA,19.634418055555557,35.15114138888889,0.05844706,2.423437205981798,0.41226336756122,NA
220628_Smp_MU6_A,220623_Smp_MU6_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02880149956008477,0.2016104969205934,0.02880149956008477,NA,0.02459730098531459,0.02459730098531459,NA,0.05339880054539936,0.3737916038177955,0.05339880054539936,NA,NA,NA,NA,0.00313928717680363,31.1,-158,7,4/12/19,18:20:00,NA,NPSG,NA,19.2527575,35.09954277777778,0.06571155176417522,2.211415063254744,0.36082710524139266,NA
220628_Smp_MU6_B,220623_Smp_MU6_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02449653331663242,0.17147573321642692,0.02449653331663242,NA,0.03385762946515444,0.03385762946515444,NA,0.05835416278178686,0.408479139472508,0.05835416278178686,NA,NA,NA,NA,0.00313928717680363,31.1,-158,7,4/12/19,18:20:00,NA,NPSG,NA,19.2527575,35.09954277777778,0.06571155176417522,2.211415063254744,0.36082710524139266,NA
220628_Smp_MU6_C,220623_Smp_MU6_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01957643019118542,0.13703501133829793,0.01957643019118542,NA,0.02876380666375887,0.02876380666375887,NA,0.04834023685494429,0.33838165798461006,0.04834023685494429,NA,NA,NA,NA,0.00313928717680363,31.1,-158,7,4/12/19,18:20:00,NA,NPSG,NA,19.2527575,35.09954277777778,0.06571155176417522,2.211415063254744,0.36082710524139266,NA
220628_Smp_MU7_A,220623_Smp_MU7_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02564459247207481,0.1795121473045237,0.02564459247207481,NA,0.01092234565733511,0.01092234565733511,NA,0.03656693812940992,0.25596856690586944,0.03656693812940992,NA,NA,NA,NA,0.00313928717680363,32.18,-158,7,4/13/19,05:45:00,NA,NPSG,NA,17.845815833333333,34.67115472222222,0.0713909,2.4710027031765245,0.4053569151957016,NA
220628_Smp_MU7_B,220623_Smp_MU7_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.03364815114406906,0.23553705800848343,0.03364815114406906,NA,0.0178011710149777,0.0178011710149777,NA,0.05144932215904677,0.36014525511332734,0.05144932215904677,NA,NA,NA,NA,0.00313928717680363,32.18,-158,7,4/13/19,05:45:00,NA,NPSG,NA,17.845815833333333,34.67115472222222,0.0713909,2.4710027031765245,0.4053569151957016,NA
220628_Smp_MU7_C,220623_Smp_MU7_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02736103998080295,0.19152727986562068,0.02736103998080295,NA,0.01500887815512212,0.01500887815512212,NA,0.04236991813592507,0.2965894269514755,0.04236991813592507,NA,NA,NA,NA,0.00313928717680363,32.18,-158,7,4/13/19,05:45:00,NA,NPSG,NA,17.845815833333333,34.67115472222222,0.0713909,2.4710027031765245,0.4053569151957016,NA
220628_Smp_MU8_A,220623_Smp_MU8_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01692935104357838,0.11850545730504866,0.01692935104357838,NA,0.33271611826343367,0.33271611826343367,NA,0.34964546930701207,2.4475182851490844,0.34964546930701207,NA,NA,NA,NA,0.00313928717680363,34.16,-158,7,4/13/19,18:45:00,NA,NPSG,NA,15.886869444444445,34.170071944444445,0.09556212,3.3798321717581885,0.5787229527631325,0.001
220628_Smp_MU8_B,220623_Smp_MU8_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01191322006868324,0.08339254048078269,0.01191322006868324,NA,0.02838477899789401,0.02838477899789401,NA,0.04029799906657725,0.2820859934660408,0.04029799906657725,NA,NA,NA,NA,0.00313928717680363,34.16,-158,7,4/13/19,18:45:00,NA,NPSG,NA,15.886869444444445,34.170071944444445,0.09556212,3.3798321717581885,0.5787229527631325,0.001
220628_Smp_MU8_C,220623_Smp_MU8_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.0108400775299817,0.07588054270987192,0.0108400775299817,NA,0.00636702699590932,0.00636702699590932,NA,0.01720710452589102,0.12044973168123722,0.01720710452589102,NA,NA,NA,NA,0.00313928717680363,34.16,-158,7,4/13/19,18:45:00,NA,NPSG,NA,15.886869444444445,34.170071944444445,0.09556212,3.3798321717581885,0.5787229527631325,0.001
220628_Smp_MU9_A,220623_Smp_MU9_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.0199195636007986,0.13943694520559025,0.0199195636007986,NA,0.03091122191653627,0.03091122191653627,NA,0.05083078551733487,0.35581549862134415,0.05083078551733487,NA,NA,NA,NA,0.00313928717680363,35.59,-158,7,4/14/19,06:00:00,NA,NPSG,NA,14.626659722222222,34.063073611111115,0.15817978,3.3874050300369136,0.6684498324592087,0.001
220628_Smp_MU9_B,220623_Smp_MU9_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.03004943638116567,0.21034605466815973,0.03004943638116567,NA,0.11175111185129992,0.11175111185129992,NA,0.1418005482324656,0.9926038376272592,0.1418005482324656,NA,NA,NA,NA,0.00313928717680363,35.59,-158,7,4/14/19,06:00:00,NA,NPSG,NA,14.626659722222222,34.063073611111115,0.15817978,3.3874050300369136,0.6684498324592087,0.001
220628_Smp_MU9_C,220623_Smp_MU9_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02610906849758536,0.18276347948309757,0.02610906849758536,NA,0.03914301969029125,0.03914301969029125,NA,0.06525208818787662,0.4567646173151363,0.06525208818787662,NA,NA,NA,NA,0.00313928717680363,35.59,-158,7,4/14/19,06:00:00,NA,NPSG,NA,14.626659722222222,34.063073611111115,0.15817978,3.3874050300369136,0.6684498324592087,0.001
220628_Smp_MU10_A,220623_Smp_MU10_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.00952034441344288,0.06664241089410018,0.00952034441344288,NA,0.2830819469599737,0.2830819469599737,NA,0.2926022913734166,2.048216039613916,0.2926022913734166,NA,NA,NA,NA,0.00313928717680363,36.57,-158,7,4/14/19,18:20:00,NA,NPTZ,NA,13.583664945125888,33.68988411878632,0.21341308,6.4306006208916635,2.5834134615687576,0.6530409276342212
220628_Smp_MU10_B,220623_Smp_MU10_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.00877805177677851,0.06144636243744963,0.00877805177677851,NA,0.22387701417329536,0.22387701417329536,NA,0.23265506595007387,1.628585461650517,0.23265506595007387,NA,NA,NA,NA,0.00313928717680363,36.57,-158,7,4/14/19,18:20:00,NA,NPTZ,NA,13.583664945125888,33.68988411878632,0.21341308,6.4306006208916635,2.5834134615687576,0.6530409276342212
220628_Smp_MU10_C,220623_Smp_MU10_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.00489218111833535,0.03424526782834748,0.00489218111833535,NA,0.1959038731796978,0.1959038731796978,NA,0.20079605429803313,1.405572380086232,0.20079605429803313,NA,NA,NA,NA,0.00313928717680363,36.57,-158,7,4/14/19,18:20:00,NA,NPTZ,NA,13.583664945125888,33.68988411878632,0.21341308,6.4306006208916635,2.5834134615687576,0.6530409276342212
220628_Smp_MU11_A,220623_Smp_MU11_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.170786457135622,1.195505199949354,0.170786457135622,NA,0.09332048303983194,0.09332048303983194,NA,0.26410694017545394,1.8487485812281776,0.26410694017545394,NA,NA,NA,NA,0.00313928717680363,38.58,-158,7,4/15/19,05:30:00,NA,NPTZ,NA,11.993045277777778,33.545141944444445,0.59397786,8.95139834651044,1.514717749216239,0.3054463594685514
220628_Smp_MU11_B,220623_Smp_MU11_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.14225248671106197,0.9957674069774338,0.14225248671106197,NA,0.12073543208635064,0.12073543208635064,NA,0.2629879187974126,1.8409154315818883,0.2629879187974126,NA,NA,NA,NA,0.00313928717680363,38.58,-158,7,4/15/19,05:30:00,NA,NPTZ,NA,11.993045277777778,33.545141944444445,0.59397786,8.95139834651044,1.514717749216239,0.3054463594685514
220628_Smp_MU11_C,220623_Smp_MU11_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.11420151950488602,0.7994106365342022,0.11420151950488602,NA,0.09806581894902422,0.09806581894902422,NA,0.21226733845391024,1.4858713691773715,0.21226733845391024,NA,NA,NA,NA,0.00313928717680363,38.58,-158,7,4/15/19,05:30:00,NA,NPTZ,NA,11.993045277777778,33.545141944444445,0.59397786,8.95139834651044,1.514717749216239,0.3054463594685514
220628_Smp_MU14_A,220623_Smp_MU14_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.05813441219873056,0.4069408853911139,0.05813441219873056,NA,0.11875664538782194,0.11875664538782194,NA,0.1768910575865525,1.2382374031058674,0.1768910575865525,NA,NA,NA,NA,0.00313928717680363,37.38,-158,7,4/23/19,12:00:00,NA,NPTZ,NA,13.137168055555556,33.72914638888889,0.3495659,7.237378093370999,1.230438361246596,NA
220628_Smp_MU14_B,220623_Smp_MU14_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.07412792244688554,0.5188954571281987,0.07412792244688554,NA,0.12492861140714376,0.12492861140714376,NA,0.1990565338540293,1.393395736978205,0.1990565338540293,NA,NA,NA,NA,0.00313928717680363,37.38,-158,7,4/23/19,12:00:00,NA,NPTZ,NA,13.137168055555556,33.72914638888889,0.3495659,7.237378093370999,1.230438361246596,NA
220628_Smp_MU14_C,220623_Smp_MU14_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.06451920113266926,0.4516344079286848,0.06451920113266926,NA,0.06182839830901667,0.06182839830901667,NA,0.12634759944168594,0.8844331960918015,0.12634759944168594,NA,NA,NA,NA,0.00313928717680363,37.38,-158,7,4/23/19,12:00:00,NA,NPTZ,NA,13.137168055555556,33.72914638888889,0.3495659,7.237378093370999,1.230438361246596,NA
220628_Smp_MU15_A,220623_Smp_MU15_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.13433001683691287,0.94031011785839,0.13433001683691287,NA,0.05609515370386843,0.05609515370386843,NA,0.19042517054078129,1.332976193785469,0.19042517054078129,NA,NA,NA,NA,0.00313928717680363,38.45,-158,7,4/23/19,18:25:00,NA,NPTZ,NA,12.053785714285716,33.593584443099274,0.32948288,6.036889258385589,0.9714448277203324,NA
220628_Smp_MU15_B,220623_Smp_MU15_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.1984288585099236,1.389002009569465,0.1984288585099236,NA,0.10966862482950482,0.10966862482950482,NA,0.30809748333942844,2.156682383375999,0.30809748333942844,NA,NA,NA,NA,0.00313928717680363,38.45,-158,7,4/23/19,18:25:00,NA,NPTZ,NA,12.053785714285716,33.593584443099274,0.32948288,6.036889258385589,0.9714448277203324,NA
220628_Smp_MU15_C,220623_Smp_MU15_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.1651021476203369,1.1557150333423585,0.1651021476203369,NA,0.06745739932015428,0.06745739932015428,NA,0.2325595469404912,1.6279168285834384,0.2325595469404912,NA,NA,NA,NA,0.00313928717680363,38.45,-158,7,4/23/19,18:25:00,NA,NPTZ,NA,12.053785714285716,33.593584443099274,0.32948288,6.036889258385589,0.9714448277203324,NA
220628_Smp_MU16_A,220623_Smp_MU16_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01471601937478628,0.103012135623504,0.01471601937478628,NA,0.0703508441989724,0.0703508441989724,NA,0.08506686357375869,0.5954680450163108,0.08506686357375869,NA,NA,NA,NA,0.00313928717680363,40.53,-158,7,4/24/19,06:00:00,NA,NPTZ,NA,10.080793611111112,33.27448888888889,0.594217,5.392033209527941,1.035601705704667,NA
220628_Smp_MU16_B,220623_Smp_MU16_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.0259335028827387,0.18153452017917088,0.0259335028827387,NA,0.04425832011311355,0.04425832011311355,NA,0.07019182299585225,0.49134276097096574,0.07019182299585225,NA,NA,NA,NA,0.00313928717680363,40.53,-158,7,4/24/19,06:00:00,NA,NPTZ,NA,10.080793611111112,33.27448888888889,0.594217,5.392033209527941,1.035601705704667,NA
220628_Smp_MU16_C,220623_Smp_MU16_C,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.0222087140562588,0.1554609983938116,0.0222087140562588,NA,0.19834635991238983,0.19834635991238983,NA,0.22055507396864865,1.5438855177805406,0.22055507396864865,NA,NA,NA,NA,0.00313928717680363,40.53,-158,7,4/24/19,06:00:00,NA,NPTZ,NA,10.080793611111112,33.27448888888889,0.594217,5.392033209527941,1.035601705704667,NA
220628_Smp_MU17_A,220623_Smp_MU17_A,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.08100380826533468,0.5670266578573427,0.08100380826533468,NA,0.05480761361076706,0.05480761361076706,NA,0.1358114218761017,0.950679953132712,0.1358114218761017,NA,NA,NA,NA,0.00313928717680363,42.334,-158,7,4/24/19,14:20:00,NA,NPTZ,NA,9.221684824902724,33.103415786548084,0.88884965,7.670675782311717,1.3343857012229023,NA
220628_Smp_MU17_B,220623_Smp_MU17_B,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.07889368605331205,0.5522558023731844,0.07889368605331205,NA,0.1520750248987634,0.1520750248987634,NA,0.23096871095207544,1.6167809766645278,0.23096871095207544,NA,NA,NA,NA,0.00313928717680363,42.334,-158,7,4/24/19,14:20:00,NA,NPTZ,NA,9.221684824902724,33.103415786548084,0.88884965,7.670675782311717,1.3343857012229023,NA
220628_Smp_MU17_C,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.1066179977629979,0.7463259843409853,0.1066179977629979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.334,-158,7,4/24/19,14:20:00,NA,NPTZ,NA,9.221684824902724,33.103415786548084,0.88884965,7.670675782311717,1.3343857012229023,NA
220628_Smp_MU18_A,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.06000212606753646,0.42001488247275526,0.06000212606753646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.09,-158,7,4/24/19,18:30:00,NA,NPTZ,NA,9.08909388888889,33.07154638888889,0.6671488799999999,NA,NA,NA
220628_Smp_MU18_B,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.0679527594656201,0.4756693162593407,0.0679527594656201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.09,-158,7,4/24/19,18:30:00,NA,NPTZ,NA,9.08909388888889,33.07154638888889,0.6671488799999999,NA,NA,NA
220628_Smp_MU18_C,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.05823875355166508,0.4076712748616556,0.05823875355166508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.09,-158,7,4/24/19,18:30:00,NA,NPTZ,NA,9.08909388888889,33.07154638888889,0.6671488799999999,NA,NA,NA
220628_Smp_MU19_A,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.3069041761704914,2.14832923319344,0.3069041761704914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.09,-158,7,4/25/19,05:40:00,NA,NPTZ,NA,11.454625833333331,33.55674666666667,0.33540666,NA,NA,NA
220628_Smp_MU19_B,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.3605238257801253,2.5236667804608772,0.3605238257801253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.09,-158,7,4/25/19,05:40:00,NA,NPTZ,NA,11.454625833333331,33.55674666666667,0.33540666,NA,NA,NA
220628_Smp_MU19_C,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.3370083786782017,2.359058650747412,0.3370083786782017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.09,-158,7,4/25/19,05:40:00,NA,NPTZ,NA,11.454625833333331,33.55674666666667,0.33540666,NA,NA,NA
220628_Smp_MU20_A,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.044321265622195,0.310248859355365,0.044321265622195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.48,-158,7,4/25/19,18:24:00,NA,NPTZ,NA,13.015552777777778,33.726885277777775,0.33151444,NA,NA,NA
220628_Smp_MU20_B,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.06996249587582258,0.4897374711307581,0.06996249587582258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.48,-158,7,4/25/19,18:24:00,NA,NPTZ,NA,13.015552777777778,33.726885277777775,0.33151444,NA,NA,NA
220628_Smp_MU20_C,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.05759462552273353,0.4031623786591347,0.05759462552273353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.48,-158,7,4/25/19,18:24:00,NA,NPTZ,NA,13.015552777777778,33.726885277777775,0.33151444,NA,NA,NA
220628_Smp_MU21_A,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01809978036193849,0.12669846253356945,0.01809978036193849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.55,-158,7,4/26/19,06:00:00,NA,NPSG,NA,14.241151666666669,33.90340777777778,0.10913381632653062,NA,NA,NA
220628_Smp_MU21_B,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02888035195018445,0.20216246365129115,0.02888035195018445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.55,-158,7,4/26/19,06:00:00,NA,NPSG,NA,14.241151666666669,33.90340777777778,0.10913381632653062,NA,NA,NA
220628_Smp_MU21_C,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01548924898526266,0.10842474289683866,0.01548924898526266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.55,-158,7,4/26/19,06:00:00,NA,NPSG,NA,14.241151666666669,33.90340777777778,0.10913381632653062,NA,NA,NA
220628_Smp_MU22_A,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01259245133170634,0.08814715932194439,0.01259245133170634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.39,-158,7,4/26/19,12:00:00,NA,NPSG,NA,15.094179166666668,34.1763075,0.11233084,NA,NA,NA
220628_Smp_MU22_B,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.01830694474472593,0.12814861321308155,0.01830694474472593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.39,-158,7,4/26/19,12:00:00,NA,NPSG,NA,15.094179166666668,34.1763075,0.11233084,NA,NA,NA
220628_Smp_MU22_C,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.0187889484257707,0.13152263898039493,0.0187889484257707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.39,-158,7,4/26/19,12:00:00,NA,NPSG,NA,15.094179166666668,34.1763075,0.11233084,NA,NA,NA
220628_Smp_MU23_A,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02269777839604277,0.1588844487722994,0.02269777839604277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.34,-158,7,4/26/19,18:30:00,NA,NPSG,NA,17.005975700400228,34.542236706689536,0.0563241,NA,NA,NA
220628_Smp_MU23_B,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02328058016904304,0.16296406118330128,0.02328058016904304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.34,-158,7,4/26/19,18:30:00,NA,NPSG,NA,17.005975700400228,34.542236706689536,0.0563241,NA,NA,NA
220628_Smp_MU23_C,NA,KM1906,(3-Carboxypropyl)trimethylammonium,TMAB,20,Betaine,0.02502904025721315,0.17520328180049208,0.02502904025721315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.34,-158,7,4/26/19,18:30:00,NA,NPSG,NA,17.005975700400228,34.542236706689536,0.0563241,NA,NA,NA
