SampID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,Cruise,Lat,Long,Region,chla,poc,pn,sst,N_N,SRP,sss
220902_Smp_TN397_U1_A,0.04607156969866655,-0.048443619660785454,0.04141778351277037,0.0017282956180567615,-0.002225505767373474,-0.08237830928324798,-0.13011315254652311,0.06920265994748583,-0.04498453878308886,0.05644188824805335,0.19668157367964828,-0.08509324879049877,-0.11730360526308052,-0.03802942042323633,-0.007995493781815907,0.0211178061383433,0.019559657270706028,-0.0497537643509769,-0.052980668931831336,-0.013133441477766194,-0.011171265302048787,0.015765756743297263,0.07405273567592481,-0.01568772928688845,-0.05886478081195515,0.11529499197602648,0.13720850255087688,-0.09968680365846247,0.012322370724891465,0.03233221686624996,-0.002462090705633412,-0.004286199179601524,0.08955730748334827,TN397,32.25921,-117.3388,CUCP,NA,NA,NA,17.865323305555556,NA,NA,33.523961444444446
220902_Smp_TN397_U1_B,0.031128463641885963,-0.04561070152830859,0.03264026844304402,0.017459968110880842,0.004120295246130801,-0.12070803985311075,-0.1611989526671818,0.06815797831300026,-0.02601795340100005,0.06926928753385159,0.18557611517831485,-0.09739912187738808,-0.10176097156420338,-0.003730754925946973,0.02188918995976885,-0.004996131618606207,-0.014124604511983368,-0.07377039651925768,-0.07822412650322019,-0.03342588070503941,-0.004264689847338216,-0.02023032606603277,-0.019380443054891835,-0.05841542170754684,-0.06753196839725638,0.08212532031188982,0.101376001730312,-0.013070212154832752,-0.03812676572655113,-0.10782335300989296,-0.04723007640316072,-0.04482889228445803,0.023008689703638466,TN397,32.25921,-117.3388,CUCP,NA,NA,NA,17.865323305555556,NA,NA,33.523961444444446
220902_Smp_TN397_U1_C,0.05481778762354678,-0.05898565594161838,0.06295495336051633,0.020140218517550938,0.004659183778756697,-0.1000836230831101,-0.14056156413095525,0.035622172856271915,0.006534693668601951,0.09006004659796679,0.2020440373254239,-0.0027715188233570272,-0.15218038327066682,-4.694308374368494e-4,0.09923352617670848,0.0804052130674036,0.0509680290454245,-0.05365544874373872,-0.14168818483458723,-0.013381913251304795,0.03208866244429158,-0.006504904621268692,-0.02144499803904284,-0.011574803074590651,-0.09970293139589578,-2.776889239017292e-4,0.3138873347510022,-0.007251547782746926,0.06701300744442745,-0.04891130309816157,0.1775803668399209,-0.032057102729387256,-0.03216291491555512,TN397,32.25921,-117.3388,CUCP,NA,NA,NA,17.865323305555556,NA,NA,33.523961444444446
220902_Smp_TN397_U2_A,0.004531163247543596,-0.013721720801176682,0.09214369998911491,-0.015897636801690873,0.0439188469376054,-0.016281693971211507,-0.033121334861595346,-0.005465838842402178,-0.015023306023512433,0.07784266074394396,0.10099189678618842,-0.12281705139666113,-0.04802591226583489,-0.05395620961017858,0.0020640521417374606,0.047376904341686184,-0.06372227981048102,-0.058623673318346545,0.02092347301410794,0.04985881874904159,-0.018415082532378536,0.0161594842735199,0.05236136032868757,-0.03998251384471694,-0.08656219966934556,0.028687530046553483,-0.14117344441675236,-0.026185952233160545,0.03997194365975809,-0.06906861841143613,0.05635237944560971,-0.010906219713232494,0.09107677748988802,TN397,32.11654,-117.58582,CUCP,NA,NA,NA,18.595011694444445,NA,NA,33.497090166666666
220902_Smp_TN397_U2_B,0.0028390159997025693,-0.007609594987178927,0.10881583498733431,-0.023825517448884892,0.029748467814672604,-0.04679058345201749,-0.04714501497859484,-0.030578349868409314,-0.02613188748453344,0.06629413875548976,0.058830927817152705,-0.09686205664365352,-0.037771507946713814,-0.08718957826860556,0.053039764208305286,-0.058853624587032305,-0.05683030545112256,-0.03488783108631892,0.0203516777504151,-0.021969691343749917,0.007781050341871449,0.0825324291645819,0.0044238419144505825,0.03757057136682704,0.01076000779259126,0.10659468711945423,-0.1502660366168882,-0.03596186756893629,-0.011278399126602131,-0.04462444173661917,0.16183210262286063,0.0953162394384634,-0.03543878573152029,TN397,32.11654,-117.58582,CUCP,NA,NA,NA,18.595011694444445,NA,NA,33.497090166666666
220902_Smp_TN397_U2_C,-0.013017943257342728,-0.006273516650935498,0.09290538354938986,-0.007391693349423575,0.03326191838549401,-0.027430971183514615,0.019419138477788582,-0.07321353695747543,-0.07058765066413263,0.06159609256009882,0.10427723030866042,-0.08857935815578644,0.02816310015053713,-0.0873810532102635,0.02153362208191073,0.014176954224965174,-0.0314578542922552,-0.0372124366443011,-0.014383294867888996,-0.10600841757560259,-0.0020084088116776788,0.006442025887156182,0.03789003176003683,-0.08905687650049604,0.022577302670515477,0.03730746836905478,-0.08149503707066215,-0.05085187062774612,-0.034346686584121384,-0.07994644481241825,0.03615783251391651,0.08728052549618838,-0.03271549357270581,TN397,32.11654,-117.58582,CUCP,NA,NA,NA,18.595011694444445,NA,NA,33.497090166666666
220902_Smp_TN397_U3_A,-0.0067361170371121465,-0.017655011354592888,0.0590071915250339,-0.02319341281449275,0.06739168339527989,-0.004209257169695189,-0.019431502734638402,0.0046750217657294205,-0.0747230935208467,0.04174161603890477,0.10427488511809024,-0.10581908366834317,0.0168530435113311,-0.06635159434914753,-0.006262328140805287,0.015103821896824224,-0.049772205339642564,-0.04860513067318581,-0.0022770770900068247,-0.03370778742669681,0.06971916088951606,0.011879431846970153,0.023143673774834117,-0.05325378285129219,-0.06579339371224788,0.011126985851422187,0.015529390183395692,-0.0752112747998592,-0.010105424733703391,0.01529272751807902,0.026395323991806916,-0.03525913046279222,0.029492210205745675,TN397,31.5634,-118.25816,CUCP,NA,NA,NA,18.75058637032676,NA,NA,33.52386685310568
220902_Smp_TN397_U3_B,-0.0035669886589030364,-0.024519361405588767,0.06281750486807,-0.022047618398562174,0.04804545461211092,-0.02502089913150825,-0.022409815196575696,8.207714002967174e-4,-0.021627612923081872,0.03883184451183701,0.07231715177328908,-0.07880645708125422,-0.04197386039085451,-0.014242461489479755,4.4785300196979077e-4,-0.0353449966123664,-0.06502837648021209,-0.028319219031356684,0.010407838779545212,-0.019177267170243005,0.08340814340420669,0.00914729426226217,0.06189751260047095,0.028584311089528518,-0.04386412218730104,0.10624272206371738,-0.08289426942088815,-0.04797567563214362,0.024073226948580953,-0.003496855069371411,-0.11278308006338279,0.0371773556221568,0.02711060745101165,TN397,31.5634,-118.25816,CUCP,NA,NA,NA,18.75058637032676,NA,NA,33.52386685310568
220902_Smp_TN397_U3_C,-0.028358901924804666,-0.03559195940603469,0.0824010437140108,0.025307679797702612,0.08124992439146107,-0.07245749432928315,-0.0947733476436509,-0.007388031144861617,-0.025140639800959586,0.03738774032385979,2.2694200832586034e-4,-0.09205637489977157,-0.04433629740291146,-0.06593982957644799,-0.0059199289229228255,-0.0041665962129328145,-0.008855608528078835,-0.059587098296694466,-0.03428647987226653,-0.00737782811666054,0.04536303515890147,-0.06916996519542258,0.04270066399814266,0.015462766397004401,0.026240800956274866,-0.05728668294377161,-0.13181886736587148,-0.09956265924062598,0.011906797861057337,0.02298722906170204,-0.10755019088325488,-0.016454461939765387,0.01807531665090549,TN397,31.5634,-118.25816,CUCP,NA,NA,NA,18.75058637032676,NA,NA,33.52386685310568
220902_Smp_TN397_U4_A,0.006926803072019805,-0.04780569371625289,-0.02104788765456754,-0.0054364769547860445,0.07883816900924795,-0.011877283626769038,-0.053839795548577825,0.03595563057689839,0.009605004195397423,0.1273207676890735,0.073677334659510485,0.03217324327832471,-0.042627847792204916,-0.0491375063429196,0.098109734350242,-0.1281964518176387,0.0014444925366674337,-0.02186092811086101,-0.043289064382273694,0.08933474908060976,0.18053134750963928,-0.021711060723349267,-0.03844870275612734,-0.09795416678754544,-0.13667344969757203,-0.04259430970716253,-0.09613043853062417,-0.03129122482181028,-0.03558264271063993,0.12614237820635482,0.05581665109065805,0.012918848328111819,-0.132898648992111,TN397,31.26598,-119.15959,CUCP,NA,NA,NA,17.16863861111111,NA,NA,33.421525333333335
