Cruise,Rep,Compound,detected
TN397,220602_Smp_TN397_S10_U_B,L-Arginine,Yes
TN397,220602_Smp_TN397_S10_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S11_1800_U_A,L-Arginine,No
TN397,220602_Smp_TN397_S11_1800_U_B,L-Arginine,No
TN397,220602_Smp_TN397_S11_1800_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S11_600_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S11_600_U_B,L-Arginine,No
TN397,220602_Smp_TN397_S11_600_U_C,L-Arginine,No
TN397,220602_Smp_TN397_S12_1800_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S12_1800_U_B,L-Arginine,Yes
TN397,220602_Smp_TN397_S12_1800_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S12_600_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S12_600_U_B,L-Arginine,Yes
TN397,220602_Smp_TN397_S12_600_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S12_800_U_A,L-Arginine,No
TN397,220602_Smp_TN397_S12_800_U_B,L-Arginine,Yes
TN397,220602_Smp_TN397_S12_800_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S13_1800_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S13_1800_U_B,L-Arginine,Yes
TN397,220602_Smp_TN397_S13_1800_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S14_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S14_U_B,L-Arginine,Yes
TN397,220602_Smp_TN397_S14_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S15_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S15_U_B,L-Arginine,Yes
TN397,220602_Smp_TN397_S15_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S16_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S16_U_B,L-Arginine,No
TN397,220602_Smp_TN397_S16_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S17_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S17_U_B,L-Arginine,No
TN397,220602_Smp_TN397_S17_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S2_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S2_U_B,L-Arginine,No
TN397,220602_Smp_TN397_S2_U_C,L-Arginine,Yes
TN397,220602_Smp_TN397_S3_U_A,L-Arginine,Yes
TN397,220602_Smp_TN397_S3_U_B,L-Arginine,Yes
TN397,220602_Smp_TN397_S3_U_C,L-Arginine,No
TN397,220602_Smp_KM1906_GBT_F2_T0_A,L-Asparagine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_B,L-Asparagine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_C,L-Asparagine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_A,L-Asparagine,No
TN397,220602_Smp_KM1906_GBTK1_0nM_B,L-Asparagine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S1_U_A,L-Asparagine,No
TN397,220602_Smp_TN397_S1_U_B,L-Asparagine,No
TN397,220602_Smp_TN397_S1_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S10_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S10_U_B,L-Asparagine,No
TN397,220602_Smp_TN397_S10_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S11_1800_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S11_1800_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S11_1800_U_C,L-Asparagine,No
TN397,220602_Smp_TN397_S11_600_U_A,L-Asparagine,No
TN397,220602_Smp_TN397_S11_600_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S11_600_U_C,L-Asparagine,No
TN397,220602_Smp_TN397_S12_1800_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S12_1800_U_B,L-Asparagine,No
TN397,220602_Smp_TN397_S12_1800_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S12_600_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S12_600_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S12_600_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S12_800_U_A,L-Asparagine,No
TN397,220602_Smp_TN397_S12_800_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S12_800_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S13_1800_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S13_1800_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S13_1800_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S14_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S14_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S14_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S15_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S15_U_B,L-Asparagine,No
TN397,220602_Smp_TN397_S15_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S16_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S16_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S16_U_C,L-Asparagine,No
TN397,220602_Smp_TN397_S17_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S17_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S17_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S2_U_A,L-Asparagine,No
TN397,220602_Smp_TN397_S2_U_B,L-Asparagine,Yes
TN397,220602_Smp_TN397_S2_U_C,L-Asparagine,Yes
TN397,220602_Smp_TN397_S3_U_A,L-Asparagine,Yes
TN397,220602_Smp_TN397_S3_U_B,L-Asparagine,No
TN397,220602_Smp_TN397_S3_U_C,L-Asparagine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_A,L-Aspartic acid,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_B,L-Aspartic acid,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_C,L-Aspartic acid,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_A,L-Aspartic acid,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_B,L-Aspartic acid,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S1_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S1_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S1_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S10_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S10_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S10_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S11_1800_U_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_S11_1800_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S11_1800_U_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_S11_600_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S11_600_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S11_600_U_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_S12_1800_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S12_1800_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S12_1800_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S12_600_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S12_600_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S12_600_U_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_S12_800_U_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_S12_800_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S12_800_U_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_S13_1800_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S13_1800_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S13_1800_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S14_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S14_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S14_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S15_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S15_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S15_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S16_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S16_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S16_U_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_S17_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S17_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S17_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S2_U_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_S2_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S2_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S3_U_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S3_U_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_S3_U_C,L-Aspartic acid,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_A,L-Glutamic acid,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_B,L-Glutamic acid,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_C,L-Glutamic acid,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S1_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S1_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S1_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S10_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S10_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S10_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S11_1800_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S11_1800_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S11_1800_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S11_600_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S11_600_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S11_600_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_1800_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_1800_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_1800_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_600_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_600_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_600_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_800_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_800_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S12_800_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S13_1800_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S13_1800_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S13_1800_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S14_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S14_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S14_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S15_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S15_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S15_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S16_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S16_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S16_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S17_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S17_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S17_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S2_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S2_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S2_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S3_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S3_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S3_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_A,L-Glutamine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_B,L-Glutamine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_C,L-Glutamine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S1_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S1_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S1_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S10_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S10_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S10_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S11_1800_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S11_1800_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S11_1800_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S11_600_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S11_600_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S11_600_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_1800_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_1800_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_1800_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_600_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_600_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_600_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_800_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_800_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S12_800_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S13_1800_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S13_1800_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S13_1800_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S14_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S14_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S14_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S15_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S15_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S15_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S16_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S16_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S16_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S17_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S17_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S17_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S2_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S2_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S2_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S3_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S3_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S3_U_C,L-Glutamine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_A,L-Isoleucine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_B,L-Isoleucine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_C,L-Isoleucine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S1_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S1_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S1_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S10_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S10_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S10_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S11_1800_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S11_1800_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S11_1800_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S11_600_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S11_600_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S11_600_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_1800_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_1800_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_1800_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_600_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_600_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_600_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_800_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_800_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S12_800_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S13_1800_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S13_1800_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S13_1800_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S14_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S14_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S14_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S15_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S15_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S15_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S16_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S16_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S16_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S17_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S17_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S17_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S2_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S2_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S2_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S3_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S3_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S3_U_C,L-Isoleucine,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_A,L-Lysine,No
TN397,220602_Smp_KM1906_GBT_F2_T0_B,L-Lysine,No
TN397,220602_Smp_KM1906_GBT_F2_T0_C,L-Lysine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_A,L-Lysine,No
TN397,220602_Smp_KM1906_GBTK1_0nM_B,L-Lysine,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S1_U_A,L-Lysine,No
TN397,220602_Smp_TN397_S1_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S1_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S10_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S10_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S10_U_C,L-Lysine,No
TN397,220602_Smp_TN397_S11_1800_U_A,L-Lysine,No
TN397,220602_Smp_TN397_S11_1800_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S11_1800_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S11_600_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S11_600_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S11_600_U_C,L-Lysine,No
TN397,220602_Smp_TN397_S12_1800_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S12_1800_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S12_1800_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S12_600_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S12_600_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S12_600_U_C,L-Lysine,No
TN397,220602_Smp_TN397_S12_800_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S12_800_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S12_800_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S13_1800_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S13_1800_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S13_1800_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S14_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S14_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S14_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S15_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S15_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S15_U_C,L-Lysine,No
TN397,220602_Smp_TN397_S16_U_A,L-Lysine,No
TN397,220602_Smp_TN397_S16_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S16_U_C,L-Lysine,No
TN397,220602_Smp_TN397_S17_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S17_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S17_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S2_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S2_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S2_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S3_U_A,L-Lysine,No
TN397,220602_Smp_TN397_S3_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S3_U_C,L-Lysine,No
TN397,220602_Smp_KM1906_GBT_F2_T0_A,L-Methionine,No
TN397,220602_Smp_KM1906_GBT_F2_T0_B,L-Methionine,No
TN397,220602_Smp_KM1906_GBT_F2_T0_C,L-Methionine,No
TN397,220602_Smp_KM1906_GBTK1_0nM_A,L-Methionine,No
TN397,220602_Smp_KM1906_GBTK1_0nM_B,L-Methionine,No
TN397,220602_Smp_KM1906_GBTK1_0nM_C,L-Methionine,No
TN397,220602_Smp_TN397_S1_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S1_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S1_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S10_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S10_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S10_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S11_1800_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S11_1800_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S11_1800_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S11_600_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S11_600_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S11_600_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S12_1800_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S12_1800_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S12_1800_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S12_600_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S12_600_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S12_600_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S12_800_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S12_800_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S12_800_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S13_1800_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S13_1800_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S13_1800_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S14_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S14_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S14_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S15_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S15_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S15_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S16_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S16_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S16_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S17_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S17_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S17_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S2_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S2_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S2_U_C,L-Methionine,No
TN397,220602_Smp_TN397_S3_U_A,L-Methionine,No
TN397,220602_Smp_TN397_S3_U_B,L-Methionine,No
TN397,220602_Smp_TN397_S3_U_C,L-Methionine,No
TN397,220602_Smp_KM1906_GBT_F2_T0_A,L-Proline,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_B,L-Proline,Yes
TN397,220602_Smp_KM1906_GBT_F2_T0_C,L-Proline,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_A,L-Proline,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_B,L-Proline,Yes
TN397,220602_Smp_KM1906_GBTK1_0nM_C,L-Proline,Yes
TN397,220602_Smp_TN397_S1_U_A,L-Proline,Yes
TN397,220602_Smp_TN397_S1_U_B,L-Proline,Yes
TN397,220602_Smp_TN397_S1_U_C,L-Proline,Yes
TN397,220602_Smp_TN397_S10_U_A,L-Proline,Yes
TN397,220602_Smp_TN397_S10_U_B,L-Proline,Yes
TN397,220602_Smp_TN397_S10_U_C,L-Proline,Yes
TN397,220602_Smp_TN397_S11_1800_U_A,L-Proline,Yes
TN397,220602_Smp_TN397_S11_1800_U_B,L-Proline,No
TN397,220602_Smp_TN397_S11_1800_U_C,L-Proline,Yes
TN397,220602_Smp_TN397_S11_600_U_A,L-Proline,Yes
TN397,220602_Smp_TN397_S11_600_U_B,L-Proline,Yes
TN397,220602_Smp_TN397_S11_600_U_C,L-Proline,Yes
TN397,220602_Smp_TN397_S12_1800_U_A,L-Proline,Yes
TN397,220602_Smp_TN397_S12_1800_U_B,L-Proline,Yes
TN397,220602_Smp_TN397_S12_1800_U_C,L-Proline,Yes
