Cruise,Rep,Compound,detected
TN397,220602_Smp_TN397_U10_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U10_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U10_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U11_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U11_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U11_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U12_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_U12_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U12_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U13_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U13_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U13_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_U2_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U2_B,L-Aspartic acid,No
TN397,220602_Smp_TN397_U2_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U3_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U3_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U3_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U4_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U4_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U4_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U5_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U5_B,L-Aspartic acid,No
TN397,220602_Smp_TN397_U5_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_U6_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_U6_B,L-Aspartic acid,No
TN397,220602_Smp_TN397_U6_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U9_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_U9_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_U9_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_UCH1_Gluc_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH1_0nM_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKH1_0nM_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH1_0nM_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKH2_0nM_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKH2_0nM_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH2_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH3_0nM_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH3_0nM_B,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKH3_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH4_0nM_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH4_0nM_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH4_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH5_0nM_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKH5_0nM_B,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKH5_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT1_0nM_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKT1_0nM_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT1_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT2_0nM_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT2_0nM_B,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKT2_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT3_0nM_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT3_0nM_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT3_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT4_0nM_A,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT4_0nM_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT4_0nM_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKT5_0nM_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_UKT5_0nM_B,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UKT5_0nM_C,L-Aspartic acid,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_A,L-Aspartic acid,No
TN397,220602_Smp_TN397_UnfiltMQ1_B,L-Aspartic acid,No
TN397,220602_Smp_TN397_UnfiltMQ1_C,L-Aspartic acid,No
TN397,220602_Smp_TN397_S4_2400_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S4_2400_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S4_2400_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S4_U_1800_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S4_U_1800_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S4_U_1800_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S4_U_600_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S4_U_600_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S4_U_600_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S6_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S6_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S6_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S7_1800_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S7_1800_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S7_1800_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S7_600_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S7_600_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S7_600_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S8_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S8_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S8_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S9_1800_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S9_1800_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S9_1800_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S9_600_U_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S9_600_U_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_S9_600_U_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U1_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U1_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U1_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U10_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U10_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U10_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U11_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U11_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U11_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U12_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U12_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U12_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U13_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U13_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U13_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U2_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U2_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U2_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U3_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U3_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U3_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U4_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U4_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U4_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U5_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U5_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U5_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U6_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U6_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U6_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U9_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U9_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_U9_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH1_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH1_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH1_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH2_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH2_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH2_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH3_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH3_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH3_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH4_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH4_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH4_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH5_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH5_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKH5_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT1_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT1_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT1_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT2_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT2_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT2_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT3_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT3_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT3_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT4_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT4_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT4_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT5_0nM_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT5_0nM_B,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UKT5_0nM_C,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_A,L-Glutamic acid,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_B,L-Glutamic acid,No
TN397,220602_Smp_TN397_UnfiltMQ1_C,L-Glutamic acid,No
TN397,220602_Smp_TN397_S4_2400_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_2400_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_2400_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_U_1800_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_U_1800_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_U_1800_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_U_600_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_U_600_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_U_600_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S6_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S6_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S6_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S7_1800_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S7_1800_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S7_1800_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S7_600_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S7_600_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S7_600_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S8_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S8_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S8_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S9_1800_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S9_1800_U_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_S9_1800_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S9_600_U_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_S9_600_U_B,L-Glutamine,No
TN397,220602_Smp_TN397_S9_600_U_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U1_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U1_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U1_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U10_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U10_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U10_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U11_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U11_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U11_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U12_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U12_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U12_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U13_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U13_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U13_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U2_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U2_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U2_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U3_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U3_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U3_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U4_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U4_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U4_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U5_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U5_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U5_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U6_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U6_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U6_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_U9_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_U9_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_U9_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH1_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH1_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH1_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH2_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH2_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH2_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH3_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH3_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH3_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH4_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH4_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH4_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH5_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH5_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKH5_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT1_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT1_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT1_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT2_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT2_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT2_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT3_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT3_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT3_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT4_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT4_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT4_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT5_0nM_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT5_0nM_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UKT5_0nM_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_A,L-Glutamine,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_B,L-Glutamine,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_C,L-Glutamine,Yes
TN397,220602_Smp_TN397_S4_2400_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_2400_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_2400_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_U_1800_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_U_1800_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_U_1800_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_U_600_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_U_600_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_U_600_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S6_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S6_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S6_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S7_1800_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S7_1800_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S7_1800_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S7_600_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S7_600_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S7_600_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S8_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S8_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S8_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S9_1800_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S9_1800_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S9_1800_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S9_600_U_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S9_600_U_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S9_600_U_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U1_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U1_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U1_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U10_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U10_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U10_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U11_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U11_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U11_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U12_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U12_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U12_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U13_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U13_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U13_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U2_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U2_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U2_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U3_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U3_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U3_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U4_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U4_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U4_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U5_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U5_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U5_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U6_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U6_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U6_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U9_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U9_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_U9_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UCH1_Gluc_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH1_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH1_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH1_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH2_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH2_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH2_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH3_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH3_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH3_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH4_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH4_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH4_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH5_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH5_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKH5_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT1_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT1_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT1_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT2_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT2_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT2_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT3_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT3_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT3_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT4_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT4_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT4_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT5_0nM_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT5_0nM_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UKT5_0nM_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_A,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_B,L-Isoleucine,Yes
TN397,220602_Smp_TN397_UnfiltMQ1_C,L-Isoleucine,Yes
TN397,220602_Smp_TN397_S4_2400_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S4_2400_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S4_2400_U_C,L-Lysine,No
TN397,220602_Smp_TN397_S4_U_1800_A,L-Lysine,No
TN397,220602_Smp_TN397_S4_U_1800_B,L-Lysine,No
TN397,220602_Smp_TN397_S4_U_1800_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S4_U_600_A,L-Lysine,No
TN397,220602_Smp_TN397_S4_U_600_B,L-Lysine,No
TN397,220602_Smp_TN397_S4_U_600_C,L-Lysine,No
TN397,220602_Smp_TN397_S6_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S6_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S6_U_C,L-Lysine,No
TN397,220602_Smp_TN397_S7_1800_U_A,L-Lysine,No
TN397,220602_Smp_TN397_S7_1800_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S7_1800_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S7_600_U_A,L-Lysine,No
TN397,220602_Smp_TN397_S7_600_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S7_600_U_C,L-Lysine,No
TN397,220602_Smp_TN397_S8_U_A,L-Lysine,No
TN397,220602_Smp_TN397_S8_U_B,L-Lysine,Yes
TN397,220602_Smp_TN397_S8_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S9_1800_U_A,L-Lysine,Yes
TN397,220602_Smp_TN397_S9_1800_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S9_1800_U_C,L-Lysine,Yes
TN397,220602_Smp_TN397_S9_600_U_A,L-Lysine,No
TN397,220602_Smp_TN397_S9_600_U_B,L-Lysine,No
TN397,220602_Smp_TN397_S9_600_U_C,L-Lysine,No
TN397,220602_Smp_TN397_U1_A,L-Lysine,Yes
TN397,220602_Smp_TN397_U1_B,L-Lysine,Yes
TN397,220602_Smp_TN397_U1_C,L-Lysine,Yes
TN397,220602_Smp_TN397_U10_A,L-Lysine,No
TN397,220602_Smp_TN397_U10_B,L-Lysine,No
