Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,Blk.Av,smp.remove
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,L-Isoleucine,7559286,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,L-Isoleucine,5499936,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,L-Isoleucine,5859147,NA,NA,NA,NA
220602_Smp_TN397_S8_U_A,S8,A,TN397,L-Isoleucine,3634326,NA,NA,NA,NA
220602_Smp_TN397_S8_U_B,S8,B,TN397,L-Isoleucine,10151874,NA,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,L-Isoleucine,7166243,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,L-Isoleucine,14851534,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,L-Isoleucine,7534277,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,L-Isoleucine,12252256,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,L-Isoleucine,8477140,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,L-Isoleucine,11366549,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,L-Isoleucine,11234390,NA,NA,NA,NA
220602_Smp_TN397_U1_A,U1,A,TN397,L-Isoleucine,15213977,NA,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,L-Isoleucine,7566580,NA,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,L-Isoleucine,11083221,NA,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,L-Isoleucine,5325434,NA,NA,NA,NA
220602_Smp_TN397_U10_B,U10,B,TN397,L-Isoleucine,8863240,NA,NA,NA,NA
220602_Smp_TN397_U10_C,U10,C,TN397,L-Isoleucine,11504701,NA,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,L-Isoleucine,11712418,NA,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,L-Isoleucine,10373852,NA,NA,NA,NA
220602_Smp_TN397_U11_C,U11,C,TN397,L-Isoleucine,8118694,NA,NA,NA,NA
220602_Smp_TN397_U12_A,U12,A,TN397,L-Isoleucine,11747600,NA,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,L-Isoleucine,12034481,NA,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,L-Isoleucine,11329451,NA,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,L-Isoleucine,7435160,NA,NA,NA,NA
220602_Smp_TN397_U13_B,U13,B,TN397,L-Isoleucine,6693276,NA,NA,NA,NA
220602_Smp_TN397_U13_C,U13,C,TN397,L-Isoleucine,9974512,NA,NA,NA,NA
220602_Smp_TN397_U2_A,U2,A,TN397,L-Isoleucine,8251276,NA,NA,NA,NA
220602_Smp_TN397_U2_B,U2,B,TN397,L-Isoleucine,5067376,NA,NA,NA,NA
220602_Smp_TN397_U2_C,U2,C,TN397,L-Isoleucine,8693749,NA,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,L-Isoleucine,5935972,NA,NA,NA,NA
220602_Smp_TN397_U3_B,U3,B,TN397,L-Isoleucine,4606035,NA,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,L-Isoleucine,5180732,NA,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,L-Isoleucine,9010979,NA,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,L-Isoleucine,9736468,NA,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,L-Isoleucine,6123324,NA,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,L-Isoleucine,4748571,NA,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,L-Isoleucine,6681889,NA,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,L-Isoleucine,6214084,NA,NA,NA,NA
220602_Smp_TN397_U6_A,U6,A,TN397,L-Isoleucine,6536760,NA,NA,NA,NA
220602_Smp_TN397_U6_B,U6,B,TN397,L-Isoleucine,6156522,NA,NA,NA,NA
220602_Smp_TN397_U6_C,U6,C,TN397,L-Isoleucine,9150299,NA,NA,NA,NA
220602_Smp_TN397_U9_A,U9,A,TN397,L-Isoleucine,7727375,NA,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,L-Isoleucine,10743448,NA,NA,NA,NA
220602_Smp_TN397_U9_C,U9,C,TN397,L-Isoleucine,11371080,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,L-Isoleucine,8305442,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,L-Isoleucine,6090769,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,L-Isoleucine,7459052,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,L-Isoleucine,8257171,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,L-Isoleucine,2630781,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,L-Isoleucine,7313516,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,L-Isoleucine,7547798,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,L-Isoleucine,10342832,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,L-Isoleucine,8407931,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,L-Isoleucine,7064987,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,L-Isoleucine,14029218,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,L-Isoleucine,9708905,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,L-Isoleucine,11300332,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,L-Isoleucine,5707391,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,L-Isoleucine,9257147,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,L-Isoleucine,8964685,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,L-Isoleucine,7155091,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,L-Isoleucine,4558380,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,L-Isoleucine,7387803,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,L-Isoleucine,8865118,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,L-Isoleucine,9826556,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,L-Isoleucine,10630029,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,L-Isoleucine,8353697,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,L-Isoleucine,9216551,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,L-Isoleucine,10088420,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,L-Isoleucine,8086563,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,L-Isoleucine,10677932,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,L-Isoleucine,7945796,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,L-Isoleucine,9795936,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,L-Isoleucine,5431267,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,L-Isoleucine,8259077,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,L-Isoleucine,6900515,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_C,UKT5_0nM,C,TN397,L-Isoleucine,10749765,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_A,UnfiltMQ1,A,TN397,L-Isoleucine,5220271,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_B,UnfiltMQ1,B,TN397,L-Isoleucine,2738320,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_C,UnfiltMQ1,C,TN397,L-Isoleucine,3471674,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,L-Lysine,3025036,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,L-Lysine,696086,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,L-Lysine,460412,NA,Flag,416520.13333333336,NA
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,L-Lysine,315320,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,L-Lysine,322545,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,L-Lysine,554160,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,L-Lysine,356282,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,L-Lysine,506782,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,L-Lysine,404648,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S6_U_A,S6,A,TN397,L-Lysine,1123323,NA,NA,NA,NA
220602_Smp_TN397_S6_U_B,S6,B,TN397,L-Lysine,340078,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S6_U_C,S6,C,TN397,L-Lysine,507329,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,L-Lysine,513964,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,L-Lysine,535437,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,L-Lysine,797758,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,L-Lysine,326471,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,L-Lysine,482683,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,L-Lysine,337165,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S8_U_A,S8,A,TN397,L-Lysine,517014,NA,Flag,416520.13333333336,NA
220602_Smp_TN397_S8_U_B,S8,B,TN397,L-Lysine,1078720,NA,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,L-Lysine,704149,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,L-Lysine,1239179,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,L-Lysine,517011,NA,Flag,416520.13333333336,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,L-Lysine,1192406,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,L-Lysine,354671,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,L-Lysine,398051,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,L-Lysine,397043,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U1_A,U1,A,TN397,L-Lysine,1882903,NA,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,L-Lysine,4377104,NA,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,L-Lysine,1079442,NA,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,L-Lysine,529830,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U10_B,U10,B,TN397,L-Lysine,505451,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U10_C,U10,C,TN397,L-Lysine,952673,NA,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,L-Lysine,1798696,NA,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,L-Lysine,327968,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U11_C,U11,C,TN397,L-Lysine,490605,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U12_A,U12,A,TN397,L-Lysine,734367,NA,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,L-Lysine,935201,NA,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,L-Lysine,623013,NA,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,L-Lysine,555357,NA,NA,NA,NA
220602_Smp_TN397_U13_B,U13,B,TN397,L-Lysine,533433,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U13_C,U13,C,TN397,L-Lysine,523911,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U2_A,U2,A,TN397,L-Lysine,383241,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U2_B,U2,B,TN397,L-Lysine,302189,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U2_C,U2,C,TN397,L-Lysine,899585,NA,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,L-Lysine,1314032,NA,NA,NA,NA
220602_Smp_TN397_U3_B,U3,B,TN397,L-Lysine,561746,NA,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,L-Lysine,1876664,NA,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,L-Lysine,565642,NA,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,L-Lysine,662753,NA,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,L-Lysine,609757,NA,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,L-Lysine,857056,NA,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,L-Lysine,351484,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U5_C,U5,C,TN397,L-Lysine,351442,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U6_A,U6,A,TN397,L-Lysine,335185,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U6_B,U6,B,TN397,L-Lysine,437958,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U6_C,U6,C,TN397,L-Lysine,512989,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U9_A,U9,A,TN397,L-Lysine,332719,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U9_B,U9,B,TN397,L-Lysine,332869,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_U9_C,U9,C,TN397,L-Lysine,887844,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,L-Lysine,389119,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,L-Lysine,339193,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,L-Lysine,283330,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,L-Lysine,477743,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,L-Lysine,1496842,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,L-Lysine,542296,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,L-Lysine,454405,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,L-Lysine,327350,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,L-Lysine,817283,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,L-Lysine,434561,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,L-Lysine,391495,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,L-Lysine,416264,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,L-Lysine,1057265,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,L-Lysine,1246457,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,L-Lysine,692573,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,L-Lysine,579040,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,L-Lysine,412346,NA,Flag,416520.13333333336,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,L-Lysine,954914,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,L-Lysine,559695,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,L-Lysine,454749,NA,Flag,416520.13333333336,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,L-Lysine,1547038,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,L-Lysine,549290,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,L-Lysine,260273,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,L-Lysine,355254,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,L-Lysine,583459,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,L-Lysine,427392,NA,Flag,416520.13333333336,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,L-Lysine,664776,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,L-Lysine,663888,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,L-Lysine,464162,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,L-Lysine,454360,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,L-Lysine,304863,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,L-Lysine,467148,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UKT5_0nM_C,UKT5_0nM,C,TN397,L-Lysine,442671,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UnfiltMQ1_A,UnfiltMQ1,A,TN397,L-Lysine,384048,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UnfiltMQ1_B,UnfiltMQ1,B,TN397,L-Lysine,451467,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_UnfiltMQ1_C,UnfiltMQ1,C,TN397,L-Lysine,343384,NA,Flag,416520.13333333336,Smp_Remove
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,L-Methionine,10410,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S6_U_A,S6,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S6_U_B,S6,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S6_U_C,S6,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S8_U_A,S8,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S8_U_B,S8,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S8_U_C,S8,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U1_A,U1,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U1_B,U1,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U1_C,U1,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U10_A,U10,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U10_B,U10,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U10_C,U10,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U11_A,U11,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U11_B,U11,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U11_C,U11,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U12_A,U12,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U12_B,U12,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U12_C,U12,C,TN397,L-Methionine,12369,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U13_A,U13,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U13_B,U13,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U13_C,U13,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U2_A,U2,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U2_B,U2,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U2_C,U2,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U3_A,U3,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U3_B,U3,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U3_C,U3,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U4_A,U4,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U4_B,U4,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U4_C,U4,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U5_A,U5,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U5_B,U5,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U5_C,U5,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U6_A,U6,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U6_B,U6,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U6_C,U6,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U9_A,U9,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U9_B,U9,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_U9_C,U9,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,L-Methionine,0,Flag,NA,NA,Smp_Remove
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,L-Methionine,10102,Flag,NA,NA,Smp_Remove
