Cruise,Parent_ID,Part.SampID,Compound,Part.detected,Part.Conc.Vial.uM,Part.Conc.nM,Part.Conc.C.nM,Part.Conc.N.nM,Part.Conc.S.nM,Part.Impute.Conc.nM,Treatment,Replicate,POC_uM,PN_uM,Chlorophyte,Diatom,Dinoflagellate,Haptophyte,Metazoa,Other,N,P,Fe,N_status
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Carnitine,Yes,0.3324798509302756,0.0690867222712261,0.4836070558985827,0.0690867222712261,NA,0.00571639009395951,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Dimethylsulfonioacetate,Yes,0.7659117949350688,0.15915050284365065,0.6366020113746026,NA,0.15915050284365065,0.01515796287791633,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Dimethylsulfoniopropionate,No,0.49533265959629896,0.10292626692910108,0.5146313346455054,NA,0.10292626692910108,0.04168738504040066,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Ectoine,Yes,0.02121219793499139,0.00440772944103717,0.02644637664622303,0.00881545888207434,NA,0.00118530026105331,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Gonyol,Yes,2.4900231790379164,0.5174074138260606,3.621851896782424,NA,0.5174074138260606,0.09580364299969352,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Hydroxyisoleucine,Yes,2.2916822388227773,0.4761937119631745,2.8571622717790466,0.4761937119631745,NA,0.04706413732993702,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Asparagine,Yes,0.8062618318420198,0.1675349260970431,0.6701397043881724,0.3350698521940862,NA,0.01513931438921386,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Aspartic acid,Yes,3.8414035916054994,0.7982137333206232,3.1928549332824927,0.7982137333206232,NA,0.05244204230013911,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Glutamic acid,Yes,23.661447724037135,4.916664462137586,24.58332231068793,4.916664462137586,NA,0.1931507954822055,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Glutamine,Yes,5.134806780080326,1.0669728374192884,5.334864187096442,2.1339456748385768,NA,0.05216967610870351,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Lysine,Yes,2.2616035009935596,0.46994358462203834,2.81966150773223,0.9398871692440768,NA,0.01027141604551525,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Threonine,Yes,0.3246178441891898,0.06745305853281866,0.26981223413127464,0.06745305853281866,NA,0.00880361325173934,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Tyrosine,Yes,1.2740880267912131,0.26474556400856375,2.382710076077074,0.26474556400856375,NA,0.01087250380415129,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Proline betaine,Yes,0.12583712061647812,0.02614797311511233,0.18303581180578632,0.02614797311511233,NA,0.00164342241614747,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Sarcosine,Yes,0.03368704434415839,0.00699990531826667,0.02099971595480004,0.00699990531826667,NA,7.242395450782541e-4,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Trigonelline,Yes,0.05657779317747381,0.01175642455635819,0.08229497189450737,0.01175642455635819,NA,0.00210935537076235,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,beta-Alanine,Yes,0.26214775196011564,0.05447226014755649,0.16341678044266947,0.05447226014755649,NA,0.00967711863327065,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,beta-Alaninebetaine,Yes,1.144364973676995,0.23779012440041455,1.4267407464024873,0.23779012440041455,NA,0.0235770417208621,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,beta-Glutamic acid,Yes,0.1626120823985754,0.03378952361528839,0.16894761807644196,0.03378952361528839,NA,0.00262387124495262,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Arsenobetaine,Yes,0.00402806514553824,8.370005497222331e-4,0.00418500274861116,NA,NA,4.0448121607587804e-6,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Glycine betaine,Yes,3.530637167922256,0.7336388920357935,3.668194460178968,0.7336388920357935,NA,0.07303429919530137,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Homarine,Yes,0.09995934684663046,0.02077077337072841,0.14539541359509886,0.02077077337072841,NA,0.0014546509436838,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Alanine,Yes,7.891500225540248,1.639792254657714,4.919376763973142,1.639792254657714,NA,0.11156921698944423,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Isoleucine,Yes,9.132609642810548,1.8976851205840095,11.38611072350406,1.8976851205840095,NA,0.1700410061515759,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Methionine,Yes,0.8581330302444701,0.17831335693391584,0.8915667846695792,0.17831335693391584,0.17831335693391584,0.0015303386344667,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Proline,Yes,1.6991820529186143,0.3530767902168549,1.7653839510842744,0.3530767902168549,NA,0.03278806146047369,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Trimethylamine N-oxide,No,0.03638211989995713,0.0075599210181729,0.02267976305451872,0.0075599210181729,NA,0.00512755939827742,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,L-Cysteic acid,Yes,0.12933561740717314,0.0268749334872048,0.08062480046161441,0.0268749334872048,0.0268749334872048,2.3587017053269268e-4,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Isethionic acid,Yes,9.764441788019091,2.0289749169909803,4.057949833981961,NA,2.0289749169909803,0.6412191043346859,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Sucrose,Yes,1.7949697352861975,0.37298072421531375,4.475768690583765,NA,NA,0.09624014498759988,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Taurine,Yes,0.3875188755124585,0.08052340270388747,0.16104680540777494,0.08052340270388747,0.08052340270388747,0.01237424856657865,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_1,230213_Smp_TfinalF_1,Trehalose,Yes,1.9835322164842784,0.4121625384902397,4.945950461882876,NA,NA,0.02745542649963374,F,1,7.239,0.748,0.029,0.354,0.094,0.054,0.011,0.459,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,(3-Carboxypropyl)trimethylammonium,Yes,0.0313127073702551,0.00626254147405102,0.04383779031835715,0.00626254147405102,NA,6.562958657921759e-4,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",Yes,2.1465222199833365,0.42930444399666734,1.287913331990002,NA,0.42930444399666734,0.1941240566872392,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,2-O-alpha-D-Glucosylglycerol,Yes,2.2912841321696966,0.45825682643393933,4.124311437905454,NA,NA,0.11316854418823928,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,5-Hydroxyectoine,Yes,0.00206558638036544,4.1311727607308953e-4,0.00247870365643853,8.262345521461791e-4,NA,9.44839333842905e-5,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Betonicine,Yes,0.3464034757294383,0.06928069514588765,0.4849648660212136,0.06928069514588765,NA,0.00198296963022672,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Carnitine,Yes,0.3138243761782973,0.06276487523565946,0.43935412664961626,0.06276487523565946,NA,0.00550202546543603,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Dimethylsulfonioacetate,Yes,1.0534195215998206,0.21068390431996412,0.8427356172798565,NA,0.21068390431996412,0.01458953926999447,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Dimethylsulfoniopropionate,Yes,0.6181173546480024,0.12362347092960048,0.6181173546480024,NA,0.12362347092960048,0.04012410810138563,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Ectoine,Yes,0.02568361456502371,0.00513672291300474,0.03082033747802845,0.01027344582600948,NA,0.00114085150126381,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Gonyol,Yes,3.3376820649305565,0.6675364129861113,4.672754890902779,NA,0.6675364129861113,0.09221100638720502,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Hydroxyisoleucine,Yes,3.0818117939878937,0.6163623587975787,3.698174152785472,0.6163623587975787,NA,0.04529923218006439,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Asparagine,Yes,0.527947602293549,0.10558952045870978,0.42235808183483914,0.21117904091741957,NA,0.01457159009961834,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Aspartic acid,Yes,1.6183009666312105,0.323660193326242,1.294640773304968,0.323660193326242,NA,0.05047546571388389,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Glutamic acid,Yes,14.947387617987214,2.9894775235974427,14.947387617987214,2.9894775235974427,NA,0.1859076406516228,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Glutamine,Yes,1.4514286353547876,0.2902857270709575,1.4514286353547876,0.580571454141915,NA,0.05021331325462713,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Lysine,Yes,0.93041037034778,0.18608207406955601,1.116492444417336,0.37216414813911203,NA,0.00988623794380843,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Threonine,Yes,0.2519762988442021,0.05039525976884042,0.20158103907536168,0.05039525976884042,NA,0.00847347775479911,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Tyrosine,Yes,0.5830087649652541,0.1166017529930508,1.0494157769374572,0.1166017529930508,NA,0.01046478491149562,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Proline betaine,Yes,0.16886539535088846,0.03377307907017769,0.23641155349124385,0.03377307907017769,NA,0.00158179407554194,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Sarcosine,Yes,0.02798840336583093,0.00559768067316618,0.01679304201949856,0.00559768067316618,NA,6.970805621378197e-4,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Trigonelline,No,0.03040679390684243,0.00608135878136848,0.04256951146957941,0.00608135878136848,NA,0.00203025454435876,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,beta-Alanine,Yes,0.2221558460390898,0.04443116920781796,0.13329350762345388,0.04443116920781796,NA,0.009314226684523,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,beta-Alaninebetaine,Yes,1.5539138708722586,0.3107827741744517,1.8646966450467104,0.3107827741744517,NA,0.02269290265632977,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,beta-Glutamic acid,Yes,0.20787960058982316,0.04157592011796462,0.20787960058982313,0.04157592011796462,NA,0.0025254760732669,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Arsenobetaine,Yes,0.004549681889262,9.09936377852401e-4,0.004549681889262,NA,NA,4.127622767684946e-6,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Glycine betaine,Yes,2.21986790419578,0.44397358083915595,2.21986790419578,0.44397358083915595,NA,0.0723009889548628,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Homarine,Yes,0.08111684996111479,0.01622336999222295,0.1135635899455607,0.01622336999222295,NA,0.00137820786436272,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Alanine,Yes,2.4218628069118044,0.4843725613823608,1.4531176841470823,0.4843725613823608,NA,0.05939664359639588,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Isoleucine,Yes,6.62019444560578,1.324038889121156,7.944233334726936,1.324038889121156,NA,0.14164124026063643,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Methionine,Yes,0.46382315274698765,0.09276463054939751,0.46382315274698765,0.09276463054939751,0.09276463054939751,0.00128841651874543,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Proline,Yes,0.8042086846289938,0.16084173692579876,0.8042086846289938,0.16084173692579876,NA,0.02692218847775863,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Trimethylamine N-oxide,No,0.02739710016310602,0.0054794200326212,0.01643826009786361,0.0054794200326212,NA,0.00505998057991186,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,L-Cysteic acid,Yes,0.02549100375375048,0.00509820075075009,0.01529460225225029,0.00509820075075009,0.00509820075075009,1.4350987645465727e-4,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Isethionic acid,No,1.4545494761193507,0.2909098952238701,0.5818197904477402,NA,0.2909098952238701,0.47491483003761015,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Sucrose,No,0.6253736687093737,0.12507473374187472,1.5008968049024969,NA,NA,0.07026616489014233,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Taurine,Yes,0.4008312511869848,0.08016625023739696,0.16033250047479392,0.08016625023739696,0.08016625023739696,0.01325041964187083,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_2,230213_Smp_TfinalF_2,Trehalose,Yes,1.0819446485679858,0.21638892971359716,2.596667156563166,NA,NA,0.01930144479401361,F,2,5.86,0.575,0.259,0.045,0.374,0.091,0,0.231,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,(3-Carboxypropyl)trimethylammonium,Yes,0.03886550743929917,0.00777310148785983,0.05441171041501883,0.00777310148785983,NA,6.562958657921759e-4,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,"(R)-2,3-Dihydroxypropane-1-sulfonate",Yes,7.427720141873001,1.4855440283746,4.4566320851238,NA,1.4855440283746,0.1941240566872392,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,2-O-alpha-D-Glucosylglycerol,Yes,3.824295630343327,0.7648591260686652,6.883732134617987,NA,NA,0.11316854418823928,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,5-Hydroxyectoine,No,0.00136722119643613,2.7344423928722677e-4,0.00164066543572336,5.468884785744535e-4,NA,9.44839333842905e-5,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Betonicine,Yes,0.20734300393680935,0.04146860078736187,0.2902802055115331,0.04146860078736187,NA,0.00198296963022672,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Carnitine,Yes,0.1926557720563539,0.03853115441127078,0.2697180808788955,0.03853115441127078,NA,0.00550202546543603,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Dimethylsulfonioacetate,Yes,1.2731908509466616,0.2546381701893323,1.0185526807573293,NA,0.2546381701893323,0.01458953926999447,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Dimethylsulfoniopropionate,Yes,0.934766977888966,0.1869533955777932,0.934766977888966,NA,0.1869533955777932,0.04012410810138563,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Ectoine,Yes,0.04873439749752129,0.00974687949950425,0.05848127699702553,0.01949375899900851,NA,0.00114085150126381,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Gonyol,No,1.4832202858039247,0.29664405716078496,2.0765084001254945,NA,0.29664405716078496,0.09221100638720502,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Hydroxyisoleucine,Yes,1.1490874975613898,0.22981749951227795,1.3789049970736678,0.22981749951227795,NA,0.04529923218006439,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Asparagine,No,0.17023172960644584,0.03404634592128916,0.13618538368515665,0.06809269184257832,NA,0.01457159009961834,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Aspartic acid,Yes,2.172403750472387,0.43448075009447734,1.7379230003779094,0.43448075009447734,NA,0.05047546571388389,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Glutamic acid,Yes,9.017212282966677,1.8034424565933351,9.017212282966677,1.8034424565933351,NA,0.1859076406516228,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Glutamine,Yes,1.326853433270051,0.2653706866540102,1.326853433270051,0.5307413733080204,NA,0.05021331325462713,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Lysine,Yes,0.78206349092164,0.156412698184328,0.938476189105968,0.312825396368656,NA,0.00988623794380843,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Threonine,No,0.1627283977400833,0.03254567954801666,0.13018271819206664,0.03254567954801666,NA,0.00847347775479911,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Tyrosine,Yes,0.3601772754162308,0.07203545508324614,0.6483190957492153,0.07203545508324614,NA,0.01046478491149562,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Proline betaine,Yes,0.08767286117488633,0.01753457223497726,0.12274200564484086,0.01753457223497726,NA,0.00158179407554194,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Sarcosine,Yes,0.1418349514451665,0.02836699028903329,0.08510097086709989,0.02836699028903329,NA,6.970805621378197e-4,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Trigonelline,No,0.02559941649436321,0.00511988329887264,0.0358391830921085,0.00511988329887264,NA,0.00203025454435876,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,beta-Alanine,Yes,1.1896532960780315,0.23793065921560627,0.7137919776468188,0.23793065921560627,NA,0.009314226684523,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,beta-Alaninebetaine,Yes,0.6116889806542382,0.12233779613084764,0.7340267767850859,0.12233779613084764,NA,0.02269290265632977,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,beta-Glutamic acid,No,0.03380663971082591,0.00676132794216518,0.0338066397108259,0.00676132794216518,NA,0.0025254760732669,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Arsenobetaine,Yes,0.00355362522886901,7.107250457738023e-4,0.00355362522886901,NA,NA,4.742508131601138e-6,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Glycine betaine,Yes,1.4459128673651451,0.28918257347302906,1.4459128673651451,0.28918257347302906,NA,0.08300816835584011,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,Homarine,Yes,0.09522892822802775,0.01904578564560555,0.13332049951923888,0.01904578564560555,NA,0.00156435104341181,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Alanine,Yes,12.843669301372945,2.568733860274589,7.706201580823766,2.568733860274589,NA,0.2928157878069023,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Isoleucine,Yes,3.430845591032531,0.6861691182065062,4.117014709239037,0.6861691182065062,NA,0.17790988336743094,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Methionine,Yes,0.19831601780261365,0.03966320356052272,0.19831601780261365,0.03966320356052272,0.03966320356052272,0.00168450593496827,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
PERIFIX,TfinalF_3,230213_Smp_TfinalF_3,L-Proline,Yes,0.8637083895998909,0.1727416779199782,0.8637083895998909,0.1727416779199782,NA,0.03716250528687095,F,3,5.092,0.549,0.005,0.043,0.568,0.115,0.002,0.267,0,0,1,minus_N
