time,sst,sss,lat,lon,chla,pc,pn,N_N,SRP,bact_abu,bact_c,chla_interp,pc_interp,pn_interp,N_N_interp,SRP_interp
2019-04-10T13:00:00Z,24.152883720930234,34.56622410147992,22.059099528541225,-158.00004191754758,0.0623866,NA,NA,NA,NA,NA,NA,0.0623866,NA,NA,NA,NA
2019-04-10T14:00:00Z,23.99065138888889,34.698388333333334,22.1528149525,-158.00215714694446,0.07206518,NA,NA,NA,NA,NA,NA,0.07206518,NA,NA,NA,NA
2019-04-10T15:00:00Z,23.953085277777777,34.61579388888889,22.299509944444445,-158.00130797777777,0.07381324,NA,NA,NA,NA,NA,NA,0.07381324,NA,NA,NA,NA
2019-04-10T16:00:00Z,24.18130638888889,34.56315083333333,22.467798173888887,-158.00056655555557,0.0732441,NA,NA,NA,NA,NA,NA,0.0732441,NA,NA,NA,NA
2019-04-10T17:00:00Z,24.189538333333335,34.577378333333336,22.590074280555555,-158.0007209075,0.07869252,NA,NA,NA,NA,NA,NA,0.07869252,NA,NA,NA,NA
2019-04-10T18:00:00Z,23.808261666666667,34.65696777777778,22.763200783333332,-157.9999585961111,0.08395378,NA,NA,NA,NA,NA,NA,0.08395378,NA,NA,NA,NA
2019-04-10T19:00:00Z,24.059730555555557,34.55798083333333,22.93478985861111,-157.9997940361111,0.07762962,NA,NA,NA,NA,NA,NA,0.07762962,NA,NA,NA,NA
2019-04-10T20:00:00Z,24.264633611111112,34.614175555555555,23.11860700277778,-157.9993609613889,0.07944476,NA,NA,NA,NA,NA,NA,0.07944476,NA,NA,NA,NA
2019-04-10T21:00:00Z,24.27711861111111,34.62877638888889,23.195123795,-157.9746257222222,0.07609454,NA,NA,NA,NA,NA,NA,0.07609454,NA,NA,NA,NA
2019-04-10T22:00:00Z,24.169630277777777,34.61579694444444,23.31968176722222,-157.97497939277778,0.07480284,NA,NA,NA,NA,NA,NA,0.07480284,NA,NA,NA,NA
2019-04-10T23:00:00Z,24.028790555555556,34.60308055555556,23.4550189525,-157.99249001722222,0.07507742,NA,NA,NA,NA,NA,NA,0.07507742,NA,NA,NA,NA
2019-04-11T00:00:00Z,24.102120589052515,34.69499388719089,23.5916983362045,-157.9998003603779,0.08113766,NA,NA,NA,NA,NA,NA,0.08113766,NA,NA,NA,NA
2019-04-11T01:00:00Z,23.906715483510343,34.767912241475685,23.72881613750699,-158.00011844102852,0.06923652,NA,NA,NA,NA,NA,NA,0.06923652,NA,NA,NA,NA
2019-04-11T02:00:00Z,23.887,34.764,23.859498428722283,-157.99975677472722,0.06613584,NA,NA,NA,NA,NA,NA,0.06613584,NA,NA,NA,NA
2019-04-11T03:00:00Z,23.686090419806245,34.77032077502691,24.052371172228202,-158.00102851453175,0.06723048,NA,NA,NA,NA,NA,NA,0.06723048,NA,NA,NA,NA
2019-04-11T04:00:00Z,23.675539166666667,34.752810277777776,24.14990009138889,-158.00099657722222,0.07142148,NA,NA,NA,NA,NA,NA,0.07142148,NA,NA,NA,NA
2019-04-11T05:00:00Z,23.58302861111111,34.787930555555555,24.298219329166667,-157.99901139416667,0.06981958,NA,NA,NA,NA,NA,NA,0.06981958,NA,NA,NA,NA
2019-04-11T06:00:00Z,22.798495,35.03027194444444,24.44562800027778,-158.0006859186111,0.07413286,1.8847921519239048,0.3096212582694805,NA,NA,NA,NA,0.07413286,1.8847921519239048,0.3096212582694805,NA,NA
