SampID,MF,Area,Batch
170706_Smp_S3E15D15_A,"Sucrose, 13C",54752500,G2
170706_Smp_S3E15D15_B,"Sucrose, 13C",20927638,G2
170706_Smp_S3E15D15_C,"Sucrose, 13C",49521896,G2
170706_Smp_S3E15E15_Ds,"Sucrose, 13C",45612276,G2
170706_Smp_S4E16D15_A,"Sucrose, 13C",27444440,G2
170706_Smp_S4E16D15_B,"Sucrose, 13C",52482888,G2
170706_Smp_S4E16D15_C,"Sucrose, 13C",26427414,G2
170706_Smp_S4E16D15_Ds,"Sucrose, 13C",24115674,G2
170706_Smp_S5E28D15_A,"Sucrose, 13C",36866712,G2
170706_Smp_S5E28D15_B,"Sucrose, 13C",44917588,G2
170706_Smp_S5E28D15_C,"Sucrose, 13C",42281216,G2
170706_Smp_S5E28D15_Ds,"Sucrose, 13C",30117666,G2
170706_Smp_S6E37D15_A,"Sucrose, 13C",32171206,G2
170706_Smp_S6E37D15_B,"Sucrose, 13C",26190774,G2
170706_Smp_S6E37D15_C,"Sucrose, 13C",48403372,G2
170706_Smp_S6E37D15_Ds,"Sucrose, 13C",24482874,G2
170706_Poo_TruePoo_Full1,"Trehalose, 13C",26469924,G2
170706_Poo_TruePoo_Full2,"Trehalose, 13C",21680370,G2
170706_Poo_TruePoo_Full3,"Trehalose, 13C",23903504,G2
170706_Poo_TruePoo_Full4,"Trehalose, 13C",27608088,G2
170706_Poo_TruePoo_Full5,"Trehalose, 13C",31013064,G2
170706_Poo_TruePoo_Full6,"Trehalose, 13C",38065260,G2
170706_Poo_TruePoo_Full7,"Trehalose, 13C",42335276,G2
170706_Poo_TruePoo_Half1,"Trehalose, 13C",12110969,G2
170706_Poo_TruePoo_Half2,"Trehalose, 13C",11437301,G2
170706_Poo_TruePoo_Half3,"Trehalose, 13C",12726731,G2
170706_Poo_TruePoo_Half4,"Trehalose, 13C",13851991,G2
170706_Poo_TruePoo_Half5,"Trehalose, 13C",18724912,G2
170706_Poo_TruePoo_Half6,"Trehalose, 13C",21327202,G2
170706_Poo_TruePoo_Half7,"Trehalose, 13C",19953542,G2
170706_Smp_S3E15D15_A,"Trehalose, 13C",47144732,G2
170706_Smp_S3E15D15_B,"Trehalose, 13C",17932170,G2
170706_Smp_S3E15D15_C,"Trehalose, 13C",38467364,G2
170706_Smp_S3E15E15_Ds,"Trehalose, 13C",36578512,G2
170706_Smp_S4E16D15_A,"Trehalose, 13C",23595230,G2
170706_Smp_S4E16D15_B,"Trehalose, 13C",42189512,G2
170706_Smp_S4E16D15_C,"Trehalose, 13C",23867962,G2
170706_Smp_S4E16D15_Ds,"Trehalose, 13C",21097076,G2
170706_Smp_S5E28D15_A,"Trehalose, 13C",29440540,G2
170706_Smp_S5E28D15_B,"Trehalose, 13C",30560486,G2
170706_Smp_S5E28D15_C,"Trehalose, 13C",38160392,G2
170706_Smp_S5E28D15_Ds,"Trehalose, 13C",27223444,G2
170706_Smp_S6E37D15_A,"Trehalose, 13C",27993868,G2
170706_Smp_S6E37D15_B,"Trehalose, 13C",22862278,G2
170706_Smp_S6E37D15_C,"Trehalose, 13C",36356412,G2
170706_Smp_S6E37D15_Ds,"Trehalose, 13C",24980478,G2
170706_Poo_TruePoo_Full1,Inj_vol,2,G2
170706_Poo_TruePoo_Full2,Inj_vol,2,G2
170706_Poo_TruePoo_Full3,Inj_vol,2,G2
170706_Poo_TruePoo_Full4,Inj_vol,2,G2
170706_Poo_TruePoo_Full5,Inj_vol,2,G2
170706_Poo_TruePoo_Full6,Inj_vol,2,G2
170706_Poo_TruePoo_Full7,Inj_vol,2,G2
170706_Poo_TruePoo_Half1,Inj_vol,1,G2
170706_Poo_TruePoo_Half2,Inj_vol,1,G2
170706_Poo_TruePoo_Half3,Inj_vol,1,G2
170706_Poo_TruePoo_Half4,Inj_vol,1,G2
170706_Poo_TruePoo_Half5,Inj_vol,1,G2
170706_Poo_TruePoo_Half6,Inj_vol,1,G2
170706_Poo_TruePoo_Half7,Inj_vol,1,G2
170706_Smp_S3E15D15_A,Inj_vol,2,G2
170706_Smp_S3E15D15_B,Inj_vol,2,G2
170706_Smp_S3E15D15_C,Inj_vol,2,G2
170706_Smp_S3E15E15_Ds,Inj_vol,2,G2
170706_Smp_S4E16D15_A,Inj_vol,2,G2
170706_Smp_S4E16D15_B,Inj_vol,2,G2
170706_Smp_S4E16D15_C,Inj_vol,2,G2
170706_Smp_S4E16D15_Ds,Inj_vol,2,G2
170706_Smp_S5E28D15_A,Inj_vol,2,G2
170706_Smp_S5E28D15_B,Inj_vol,2,G2
170706_Smp_S5E28D15_C,Inj_vol,2,G2
170706_Smp_S5E28D15_Ds,Inj_vol,2,G2
170706_Smp_S6E37D15_A,Inj_vol,2,G2
170706_Smp_S6E37D15_B,Inj_vol,2,G2
170706_Smp_S6E37D15_C,Inj_vol,2,G2
170706_Smp_S6E37D15_Ds,Inj_vol,2,G2
