SampID,Cruise,Lat,Long,Local_Date,Local_Time,depth_m,station,Treatment
221006_Smp_S5_C3_D1_A,RC078,48.82414942791762,-122.8971995194508,6/7/22,10:00:00,30,5,NA
221006_Smp_S5_C3_D1_B,RC078,48.82414942791762,-122.8971995194508,6/7/22,10:00:00,30,5,NA
221006_Smp_S5_C3_D1_C,RC078,48.82414942791762,-122.8971995194508,6/7/22,10:00:00,30,5,NA
221006_Smp_S6_C1_D1_A,RC078,48.24192193430657,-122.5540247810219,6/7/22,17:30:00,8,6,NA
221006_Smp_S6_C1_D1_B,RC078,48.24192193430657,-122.5540247810219,6/7/22,17:30:00,8,6,NA
221006_Smp_S6_C1_D1_C,RC078,48.24192193430657,-122.5540247810219,6/7/22,17:30:00,8,6,NA
221006_Smp_S6_C1_D2_A,RC078,48.24192193430657,-122.5540247810219,6/7/22,17:30:00,4,6,NA
221006_Smp_S6_C1_D2_B,RC078,48.24192193430657,-122.5540247810219,6/7/22,17:30:00,4,6,NA
221006_Smp_S6_C1_D2_C,RC078,48.24192193430657,-122.5540247810219,6/7/22,17:30:00,4,6,NA
221006_Smp_S6_C2_D3_A,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,50,6,NA
221006_Smp_S6_C2_D3_B,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,50,6,NA
221006_Smp_S6_C2_D3_C,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,50,6,NA
221006_Smp_S6_C2_D4_A,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,28,6,NA
221006_Smp_S6_C2_D4_B,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,28,6,NA
221006_Smp_S6_C2_D4_C,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,28,6,NA
221006_Smp_S7_C1_D1_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,156,7,NA
221006_Smp_S7_C1_D1_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,156,7,NA
221006_Smp_S7_C1_D1_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,156,7,NA
221006_Smp_S7_C1_D2_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,90,7,NA
221006_Smp_S7_C1_D2_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,90,7,NA
221006_Smp_S7_C1_D2_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,90,7,NA
221006_Smp_S7_C2_D3_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,30,7,NA
221006_Smp_S7_C2_D3_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,30,7,NA
221006_Smp_S7_C2_D3_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,30,7,NA
221006_Smp_S7_C2_D4_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,15,7,NA
221006_Smp_S7_C2_D4_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,15,7,NA
221006_Smp_S7_C2_D4_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,15,7,NA
221006_Smp_S7_C3_D5_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,6,7,NA
221006_Smp_S7_C3_D5_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,6,7,NA
221006_Smp_S7_C3_D5_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,6,7,NA
221006_Smp_S7_C3_D6_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,3,7,NA
221006_Smp_S7_C3_D6_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,3,7,NA
221006_Smp_S7_C3_D6_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,3,7,NA
221006_Smp_S7_C1_D1_Blk,RC078,47.82028833522084,-122.46626079275198,6/8/22,19:30:00,0,7,NA
221006_Smp_S7_C2_D3_Blk,RC078,47.82028833522084,-122.46626079275198,6/8/22,19:30:00,0,7,NA
221006_Smp_S7_C3_D5_Blk,RC078,47.82028833522084,-122.46626079275198,6/8/22,19:30:00,0,7,NA
221006_Smp_S8_C1_D1_A_4L,RC078,47.557401999999996,-122.4169284137931,6/9/22,19:30:00,0,8,NA
221006_Smp_S8_C1_D2_A,RC078,47.557401999999996,-122.4169284137931,6/10/22,19:30:00,0,8,NA
221006_Smp_S8_C1_D1_A_2L,RC078,47.557401999999996,-122.4169284137931,6/11/22,20:00:00,0,8,NA
221006_Smp_S2_C3_D3_A,RC078,48.49653944927536,-123.1625112173913,6/4/22,08:30:00,45,3,NA
221006_Smp_S2_C3_D3_B,RC078,48.49653944927536,-123.1625112173913,6/4/22,08:30:00,45,3,NA
221006_Smp_S2_C3_D3_C,RC078,48.49653944927536,-123.1625112173913,6/4/22,08:30:00,45,3,NA
221006_Smp_S2_C3_D4_A,RC078,48.49653944927536,-123.1625112173913,6/4/22,08:30:00,30,3,NA
221006_Smp_S2_C3_D4_B,RC078,48.49653944927536,-123.1625112173913,6/4/22,08:30:00,30,3,NA
221006_Smp_S2_C3_D4_C,RC078,48.49653944927536,-123.1625112173913,6/4/22,08:30:00,30,3,NA
221006_Smp_S2_C4_D5_A,RC078,48.663575376344085,-123.10380709677419,6/4/22,10:30:00,15,4,NA
221006_Smp_S2_C4_D5_B,RC078,48.663575376344085,-123.10380709677419,6/4/22,10:30:00,15,4,NA
221006_Smp_S2_C4_D5_C,RC078,48.663575376344085,-123.10380709677419,6/4/22,10:30:00,15,4,NA
221006_Smp_S2_C4_D6_A,RC078,48.663575376344085,-123.10380709677419,6/4/22,10:30:00,4,4,NA
221006_Smp_S2_C4_D6_B,RC078,48.663575376344085,-123.10380709677419,6/4/22,10:30:00,4,4,NA
221006_Smp_S2_C4_D6_C,RC078,48.663575376344085,-123.10380709677419,6/4/22,10:30:00,4,4,NA
221006_Smp_S2_C6_D1_A,RC078,48.82414942791762,-122.8971995194508,NA,NA,4,5,NA
221006_Smp_S2_C6_D1_B,RC078,48.82414942791762,-122.8971995194508,NA,NA,4,5,NA
221006_Smp_S2_C6_D1_C,RC078,48.82414942791762,-122.8971995194508,NA,NA,4,5,NA
221006_Smp_S5_C1_D1_A,RC078,48.82414942791762,-122.8971995194508,NA,NA,120,5,NA
221006_Smp_S5_C1_D1_B,RC078,48.82414942791762,-122.8971995194508,NA,NA,120,5,NA
221006_Smp_S5_C1_D1_C,RC078,48.82414942791762,-122.8971995194508,NA,NA,120,5,NA
221006_Smp_S5_C1_D2_A,RC078,48.82414942791762,-122.8971995194508,NA,NA,30,5,NA
221006_Smp_S5_C1_D2_B,RC078,48.82414942791762,-122.8971995194508,NA,NA,30,5,NA
221006_Smp_S5_C1_D2_C,RC078,48.82414942791762,-122.8971995194508,NA,NA,30,5,NA
221006_Smp_S5_C2_D3_A,RC078,48.82414942791762,-122.8971995194508,NA,NA,12,5,NA
221006_Smp_S5_C2_D3_B,RC078,48.82414942791762,-122.8971995194508,NA,NA,12,5,NA
221006_Smp_S5_C2_D3_C,RC078,48.82414942791762,-122.8971995194508,NA,NA,12,5,NA
221006_Smp_S5_C2_D4_A,RC078,48.82414942791762,-122.8971995194508,NA,NA,4,5,NA
221006_Smp_S5_C2_D4_B,RC078,48.82414942791762,-122.8971995194508,NA,NA,4,5,NA
221006_Smp_S5_C2_D4_C,RC078,48.82414942791762,-122.8971995194508,NA,NA,4,5,NA
221006_Smp_S5_Uway_A,RC078,48.82414942791762,-122.8971995194508,NA,NA,2,5,NA
221006_Smp_S5_Uway_B,RC078,48.82414942791762,-122.8971995194508,NA,NA,2,5,NA
221006_Smp_S5_Uway_C,RC078,48.82414942791762,-122.8971995194508,NA,NA,2,5,NA
221006_Smp_S6_C2_D4_A,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,25,6,NA
221006_Smp_S6_C2_D4_B,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,25,6,NA
221006_Smp_S6_C2_D4_C,RC078,48.24192193430657,-122.5540247810219,6/7/22,19:00:00,25,6,NA
221006_Smp_S1-C1-5M-A,RC078,47.98430463414634,-122.61821548780487,NA,NA,1,1,NA
221006_Smp_S1-C1-5M-B,RC078,47.98430463414634,-122.61821548780487,NA,NA,1,1,NA
221006_Smp_S1-C1-5M-C,RC078,47.98430463414634,-122.61821548780487,NA,NA,1,1,NA
221006_Smp_S1-C1-DCM-A,RC078,47.98430463414634,-122.61821548780487,NA,NA,4,1,NA
221006_Smp_S1-C1-DCM-B,RC078,47.98430463414634,-122.61821548780487,NA,NA,4,1,NA
221006_Smp_S1-C1-DCM-C,RC078,47.98430463414634,-122.61821548780487,NA,NA,4,1,NA
221006_Smp_S2-C1-SRF-A,RC078,48.25049676866018,-122.99715497913769,NA,NA,3,2,NA
221006_Smp_S2-C1-SRF-B,RC078,48.25049676866018,-122.99715497913769,NA,NA,3,2,NA
221006_Smp_S2-C1-SRF-C,RC078,48.25049676866018,-122.99715497913769,NA,NA,3,2,NA
221006_Smp_S2-C2-D1-A,RC078,48.25049676866018,-122.99715497913769,NA,NA,135,2,NA
221006_Smp_S2-C2-D1-B,RC078,48.25049676866018,-122.99715497913769,NA,NA,135,2,NA
221006_Smp_S2-C2-D1-C,RC078,48.25049676866018,-122.99715497913769,NA,NA,135,2,NA
221006_Smp_S2-C2-D2-A,RC078,48.25049676866018,-122.99715497913769,NA,NA,65,2,NA
221006_Smp_S2-C2-D2-B,RC078,48.25049676866018,-122.99715497913769,NA,NA,65,2,NA
221006_Smp_S2-C2-D2-C,RC078,48.25049676866018,-122.99715497913769,NA,NA,65,2,NA
221006_Smp_S2-C3-D3-A,RC078,48.25049676866018,-122.99715497913769,NA,NA,45,2,NA
221006_Smp_S2-C3-D3-B,RC078,48.25049676866018,-122.99715497913769,NA,NA,45,2,NA
221006_Smp_S2-C3-D3-C,RC078,48.25049676866018,-122.99715497913769,NA,NA,45,2,NA
221006_Smp_S2-C3-D4-A,RC078,48.25049676866018,-122.99715497913769,NA,NA,30,2,NA
221006_Smp_S2-C3-D4-B,RC078,48.25049676866018,-122.99715497913769,NA,NA,30,2,NA
221006_Smp_S2-C3-D4-C,RC078,48.25049676866018,-122.99715497913769,NA,NA,30,2,NA
221006_Smp_S2-C4-D5-A,RC078,48.25049676866018,-122.99715497913769,NA,NA,15,2,NA
221006_Smp_S2-C4-D5-B,RC078,48.25049676866018,-122.99715497913769,NA,NA,15,2,NA
221006_Smp_S2-C4-D5-C,RC078,48.25049676866018,-122.99715497913769,NA,NA,15,2,NA
221006_Smp_S2-C4-D6-A,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_S2-C4-D6-B,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_S2-C4-D6-C,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_S2-C6-D1-A,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_S2-C6-D1-B,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_S2_C6_D1_C,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_S2_C8_D1_A,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S2_C8_D1_B,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S2_C8_D1_C,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S2_C6_D1_A,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_S2_C6_D1_B,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_S2_C9_D1_A,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S2_C9_D1_B,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S2_C9_D1_C,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S5_Uway_A,RC078,48.82414942791762,-122.8971995194508,NA,NA,0,5,NA
221006_Smp_S5_Uway_B,RC078,48.82414942791762,-122.8971995194508,NA,NA,0,5,NA
221006_Smp_S5_Uway_C,RC078,48.82414942791762,-122.8971995194508,NA,NA,0,5,NA
221006_Smp_S1_C1_5M_A,RC078,47.98430463414634,-122.61821548780487,NA,NA,1,1,NA
221006_Smp_S1_C1_5M_B,RC078,47.98430463414634,-122.61821548780487,NA,NA,1,1,NA
221006_Smp_S1_C1_5M_C,RC078,47.98430463414634,-122.61821548780487,NA,NA,1,1,NA
221006_Smp_UKH1_A,RC078,48.25049676866018,-122.99715497913769,NA,NA,0,2,NA
221006_Smp_UKH1_B,RC078,48.25049676866018,-122.99715497913769,NA,NA,0,2,NA
221006_Smp_UKH1_C,RC078,48.25049676866018,-122.99715497913769,NA,NA,0,2,NA
221006_Smp_SynLys_A,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_SynLys_B,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_SynLys_C,RC078,48.25049676866018,-122.99715497913769,NA,NA,4,2,NA
221006_Smp_UKT1_OnM_A,RC078,48.25049676866018,-122.99715497913769,NA,NA,0,2,NA
221006_Smp_UKT1_OnM_B,RC078,48.25049676866018,-122.99715497913769,NA,NA,0,2,NA
221006_Smp_UKT1_OnM_C,RC078,48.25049676866018,-122.99715497913769,NA,NA,0,2,NA
221006_Smp_S2_C8_A,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S2_C8_B,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S2_C8_C,RC078,48.25049676866018,-122.99715497913769,NA,NA,10,2,NA
221006_Smp_S7_C1_D1_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C1_D1_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C1_D1_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C1_D2_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C1_D2_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C1_D2_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C2_D3_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C2_D3_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C2_D3_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C2_D4_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C2_D4_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C2_D4_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C3_D5_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C3_D5_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C3_D5_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C3_D6_A,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C3_D6_B,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
221006_Smp_S7_C3_D6_C,RC078,47.82028833522084,-122.46626079275198,6/8/22,08:20:00,0,7,NA
230213_Blk_Blk-TfinalC_1,PERIFIX,21.0892,-158.0743,9/4/21,NA,15,NA,C
230213_Blk_Blk-TfinalF_1,PERIFIX,21.0892,-158.0743,9/4/21,NA,15,NA,F
230213_Blk_Blk-TfinalN_1,PERIFIX,21.0892,-158.0743,9/4/21,NA,15,NA,N
230213_Blk_Blk-TfinalNF_1,PERIFIX,21.0892,-158.0743,9/4/21,NA,15,NA,NF
230213_Blk_Blk-TfinalNP_1,PERIFIX,21.0892,-158.0743,9/4/21,NA,15,NA,P
230213_Blk_Blk-TfinalNPF_1,PERIFIX,21.0892,-158.0743,9/4/21,NA,15,NA,NPF
230213_Blk_Blk-TfinalP_1,PERIFIX,21.0892,-158.0743,9/4/21,NA,15,NA,P
230213_Blk_Blk-TfinalPF_1,PERIFIX,21.0892,-158.0743,9/4/21,NA,15,NA,PF
230213_Smp_T0Tote_1,PERIFIX,21.0892,-158.0743,8/9/21,21:00:00,15,NA,Tote
230213_Smp_T0Tote_2,PERIFIX,21.0892,-158.0743,8/9/21,21:00:00,15,NA,Tote
230213_Smp_T0Tote_3,PERIFIX,21.0892,-158.0743,8/9/21,21:00:00,15,NA,Tote
230213_Smp_T0Tote_4,PERIFIX,21.0892,-158.0743,8/9/21,21:00:00,15,NA,Tote
230213_Smp_TfinalC_1,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,C
230213_Smp_TfinalC_2,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,C
230213_Smp_TfinalC_3,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,C
230213_Smp_TfinalF_1,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,F
230213_Smp_TfinalF_2,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,F
230213_Smp_TfinalF_3,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,F
230213_Smp_TfinalN_1,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,N
230213_Smp_TfinalN_2,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,N
230213_Smp_TfinalN_3,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,N
230213_Smp_TfinalNF_1,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NF
230213_Smp_TfinalNF_2,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NF
230213_Smp_TfinalNF_3,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NF
230213_Smp_TfinalNP_1,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NP
230213_Smp_TfinalNP_2,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NP
230213_Smp_TfinalNP_3,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NP
230213_Smp_TfinalNPF_1,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NPF
230213_Smp_TfinalNPF_2,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NPF
230213_Smp_TfinalNPF_3,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,NPF
230213_Smp_TfinalP_1,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,P
230213_Smp_TfinalP_2,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,P
230213_Smp_TfinalP_3,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,P
230213_Smp_TfinalPF_1,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,PF
230213_Smp_TfinalPF_2,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,PF
230213_Smp_TfinalPF_3,PERIFIX,21.0892,-158.0743,9/7/21,18:45:00,15,NA,PF
240801_Blk_TN397_S4_500m_Blk,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,500,4,NA
240801_Blk_TN397_S4_200m_Blk,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,200,4,NA
240801_Smp_TN397_S1_DCM_A,G4_DepthProfiles,28.26177,-124.24168,11/20/21,14:30:00,90,1,NA
240801_Smp_TN397_S1_DCM_B,G4_DepthProfiles,28.26177,-124.24168,11/20/21,14:30:00,90,1,NA
240801_Smp_TN397_S1_DCM_C,G4_DepthProfiles,28.26177,-124.24168,11/20/21,14:30:00,90,1,NA
240801_Smp_TN397_S4_15m_A,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,15,4,NA
240801_Smp_TN397_S4_15m_B,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,15,4,NA
240801_Smp_TN397_S4_45m_A,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,45,4,NA
240801_Smp_TN397_S4_45m_B,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,45,4,NA
240801_Smp_TN397_S4_200m_A,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,200,4,NA
240801_Smp_TN397_S4_200m_B,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,200,4,NA
240801_Smp_TN397_S4_500m_A,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,500,4,NA
240801_Smp_TN397_S4_1000m_A,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,1000,4,NA
240801_Smp_TN397_S4_DCM_A,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,105,4,NA
240801_Smp_TN397_S4_DCM_B,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,105,4,NA
240801_Smp_TN397_S4_DCM+50_A,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,150,4,NA
240801_Smp_TN397_S4_DCM+50_B,G4_DepthProfiles,19.6377,-138.6154,11/25/21,07:00:00,150,4,NA
240801_Smp_TN397_S6_DCM_A,G4_DepthProfiles,13.9478,-140.0016,11/27/21,08:00:00,85,6,NA
240801_Smp_TN397_S6_DCM_B,G4_DepthProfiles,13.9478,-140.0016,11/27/21,08:00:00,85,6,NA
240801_Smp_TN397_S6_DCM_C,G4_DepthProfiles,13.9478,-140.0016,11/27/21,08:00:00,85,6,NA
240801_Smp_TN397_S7_15m_A,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,15,7,NA
240801_Smp_TN397_S7_15m_B,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,15,7,NA
240801_Smp_TN397_S7_30m_A,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,30,7,NA
240801_Smp_TN397_S7_30m_B,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,30,7,NA
240801_Smp_TN397_S7_200m_A,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,200,7,NA
240801_Smp_TN397_S7_200m_B,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,200,7,NA
240801_Smp_TN397_S7_500m_B,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,500,7,NA
240801_Smp_TN397_S7_1000m_B,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,1000,7,NA
240801_Smp_TN397_S7_DCM_A,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,45,7,NA
240801_Smp_TN397_S7_DCM_B,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,45,7,NA
240801_Smp_TN397_S7_DCM+50_A,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,95,7,NA
240801_Smp_TN397_S7_DCM+50_B,G4_DepthProfiles,10.6974,-139.998,11/29/21,07:00:00,95,7,NA
240801_Smp_TN397_S9_15m_A,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,15,9,NA
240801_Smp_TN397_S9_15m_B,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,15,9,NA
240801_Smp_TN397_S9_45m_A,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,45,9,NA
240801_Smp_TN397_S9_45m_B,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,45,9,NA
240801_Smp_TN397_S9_200m_A,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,200,9,NA
240801_Smp_TN397_S9_200m_B,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,200,9,NA
240801_Smp_TN397_S9_500m_A,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,500,9,NA
240801_Smp_TN397_S9_1000m_B,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,1000,9,NA
240801_Smp_TN397_S9_DCM_A,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,80,9,NA
240801_Smp_TN397_S9_DCM_B,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,80,9,NA
240801_Smp_TN397_S9_DCM+50_A,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,130,9,NA
240801_Smp_TN397_S9_DCM+50_B,G4_DepthProfiles,4.7746,-139.9099,12/2/21,06:00:00,130,9,NA
240801_Smp_TN397_S10_60m_A,G4_DepthProfiles,1.1248,-140.0051,12/3/21,08:00:00,60,10,NA
240801_Smp_TN397_S10_60m_B,G4_DepthProfiles,1.1248,-140.0051,12/3/21,08:00:00,60,10,NA
240801_Smp_TN397_S10_DCM_A,G4_DepthProfiles,1.1248,-140.0051,12/3/21,08:00:00,105,10,NA
240801_Smp_TN397_S10_DCM_B,G4_DepthProfiles,1.1248,-140.0051,12/3/21,08:00:00,105,10,NA
240801_Smp_TN397_S10_DCM_C,G4_DepthProfiles,1.1248,-140.0051,12/3/21,08:00:00,105,10,NA
240801_Smp_TN397_S11_15m_A,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,15,11,NA
240801_Smp_TN397_S11_15m_B,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,15,11,NA
240801_Smp_TN397_S11_45m_A,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,50,11,NA
240801_Smp_TN397_S11_45m_B,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,50,11,NA
240801_Smp_TN397_S11_200m_A,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,200,11,NA
240801_Smp_TN397_S11_500m_A,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,500,11,NA
240801_Smp_TN397_S11_1000m_A,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,1000,11,NA
240801_Smp_TN397_S11_DCM_A,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,70,11,NA
240801_Smp_TN397_S11_DCM_B,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,70,11,NA
240801_Smp_TN397_S11_DCM+50_A,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,120,11,NA
240801_Smp_TN397_S11_DCM+50_B,G4_DepthProfiles,0.1459,-139.9081,12/4/21,10:00:00,120,11,NA
240801_Smp_TN397_S12_15m_A,G4_DepthProfiles,-2.489,-140.01,12/6/21,17:20:00,15,12,NA
240801_Smp_TN397_S12_15m_B,G4_DepthProfiles,-2.489,-140.01,12/6/21,17:20:00,15,12,NA
240801_Smp_TN397_S12_DCM_A,G4_DepthProfiles,-2.489,-140.01,12/6/21,07:00:00,95,12,NA
240801_Smp_TN397_S12_DCM_B,G4_DepthProfiles,-2.489,-140.01,12/6/21,07:00:00,95,12,NA
240801_Smp_TN397_S12_DCM+50_A,G4_DepthProfiles,-2.489,-140.01,12/6/21,07:00:00,145,12,NA
240801_Smp_TN397_S12_DCM+50_B,G4_DepthProfiles,-2.489,-140.01,12/6/21,07:00:00,145,12,NA
