compound.name.figure,Leg,lat_bin,mean_lat,mean_part_conc,sd_part_conc
Carnitine,Leg_2,"[4,5)",4.760149999999999,0.018478832485322793,0.0027028872418448776
Carnitine,Leg_2,"[6,7)",6.7602,0.014072034364683166,0.0029770377587547943
Carnitine,Leg_2,"[8,9)",8.388,0.009108371644331523,4.15586658708418e-4
Carnitine,Leg_2,"[10,11)",10.69765,0.008433033857007461,6.909544601077539e-4
Carnitine,Leg_2,"[12,13)",12.389,0.01029531182129703,0.0019850322549905416
Carnitine,Leg_2,"[13,14)",13.9487,0.00991022949110401,0.0012755455007427933
DHPS,Leg_2,"[-3,-2)",-2.409,0.27988487407512863,0.05310048573733604
DHPS,Leg_2,"[-2,-1)",-1.06,0.30322419449356547,0.028077424373275952
DHPS,Leg_2,"[0,1)",0.22244999999999998,0.2640645466119881,0.04639483302741322
DHPS,Leg_2,"[1,2)",1.1248,0.2767955664606225,0.06150348300216566
DHPS,Leg_2,"[3,4)",3.015,0.2832986940283727,0.015292371921957358
DHPS,Leg_2,"[4,5)",4.760149999999999,0.3805253874337078,0.08830708454853986
DHPS,Leg_2,"[6,7)",6.7602,0.218382123223685,0.035749576468537624
DHPS,Leg_2,"[8,9)",8.388,0.0984668385411345,0.009052416435742661
DHPS,Leg_2,"[10,11)",10.69765,0.057812325053329255,0.007185627523178768
DHPS,Leg_2,"[12,13)",12.389,0.13297415796640605,0.036723036977696785
DHPS,Leg_2,"[13,14)",13.9487,0.12901194921603873,0.029517197571493254
DMSA,Leg_2,"[-3,-2)",-2.409,0.020960006294743764,0.008673024412886086
DMSA,Leg_2,"[-2,-1)",-1.06,0.041532585727817546,0.013269955777043001
DMSA,Leg_2,"[0,1)",0.23776,0.04747564413170537,0.013949170250239713
DMSA,Leg_2,"[1,2)",1.1248,0.017924105766248928,0.004977406881978716
DMSA,Leg_2,"[3,4)",3.015,0.029447273766084355,0.001075174607619606
DMSA,Leg_2,"[4,5)",4.760149999999999,0.039691018212450184,0.01080281807594812
DMSA,Leg_2,"[6,7)",6.7602,0.024459087978735555,0.006660078680906241
DMSA,Leg_2,"[8,9)",8.388,0.017867264015025308,0.004961856731594964
DMSA,Leg_2,"[10,11)",10.69765,0.03308797644168605,0.005683551030483053
DMSA,Leg_2,"[12,13)",12.389,0.03918730032895808,0.015503900476267577
DMSA,Leg_2,"[13,14)",13.9487,0.03280987656495722,0.0053017015361184715
DMSP,Leg_2,"[-3,-2)",-2.409,0.05371430579659566,0.027499501521666716
DMSP,Leg_2,"[-2,-1)",-1.06,0.13194562352875402,0.02571617577603946
DMSP,Leg_2,"[0,1)",0.23776,0.1016152389273044,0.07106694078251943
DMSP,Leg_2,"[1,2)",1.1248,0.07025605404679619,0.03625424313749367
DMSP,Leg_2,"[3,4)",3.015,0.06840375702576523,0.013280037705690632
DMSP,Leg_2,"[4,5)",4.760149999999999,0.10552700519361322,0.05128387919845086
DMSP,Leg_2,"[6,7)",6.7602,0.13906172314723145,0.07169588379165932
DMSP,Leg_2,"[8,9)",8.388,0.14985186804603012,0.13386865829387368
DMSP,Leg_2,"[10,11)",10.69765,0.24933472882898491,0.0810420034073589
DMSP,Leg_2,"[12,13)",12.389,0.1563358242029424,0.07775546897817436
DMSP,Leg_2,"[13,14)",13.9487,0.23354168187653765,0.054634497993923316
Ectoine,Leg_2,"[-3,-2)",-2.409,0.01291303327676494,0.0026421501469797515
Ectoine,Leg_2,"[-2,-1)",-1.06,0.010829871704319123,0.0014843258977482792
Ectoine,Leg_2,"[0,1)",0.23776,0.008719162735337,5.594112211238231e-4
Ectoine,Leg_2,"[1,2)",1.1248,0.00791708823138219,8.163250266044605e-4
Ectoine,Leg_2,"[3,4)",3.015,0.008496286700712646,8.277563427859238e-4
Ectoine,Leg_2,"[4,5)",4.760149999999999,0.01186651557792735,0.0022850167678551076
Ectoine,Leg_2,"[6,7)",6.7602,0.0053495681680371596,5.171363620061804e-4
Ectoine,Leg_2,"[8,9)",8.388,0.00480668113714289,9.744641510853199e-4
Ectoine,Leg_2,"[10,11)",10.69765,0.005119697719023535,6.211131245155978e-4
Ectoine,Leg_2,"[12,13)",12.389,0.00446266598603694,7.379783262243048e-4
Ectoine,Leg_2,"[13,14)",13.9487,0.008546849052657476,0.0046407563696231405
GBT,Leg_2,"[-3,-2)",-2.409,0.6541924388914946,0.12411929963288099
GBT,Leg_2,"[-2,-1)",-1.06,1.1392785009099173,0.20856500564635544
GBT,Leg_2,"[0,1)",0.23776,0.684890554749493,0.04859880258060659
GBT,Leg_2,"[1,2)",1.1248,0.6627282425489004,0.07685961438191317
GBT,Leg_2,"[3,4)",3.015,0.7351154759303229,0.017510770514444905
GBT,Leg_2,"[4,5)",4.760149999999999,0.8800231198497543,0.17276860977913386
GBT,Leg_2,"[6,7)",6.7602,0.5886599459980889,0.05169472624345165
GBT,Leg_2,"[8,9)",8.388,0.29744401807000015,0.0273688340098158
GBT,Leg_2,"[10,11)",10.69765,0.3499177248140662,0.0673005792717579
GBT,Leg_2,"[12,13)",12.389,0.4368251325839861,0.09563654419117143
GBT,Leg_2,"[13,14)",13.9487,0.3717148863329829,0.07869289275589897
GG,Leg_2,"[-3,-2)",-2.409,0.3812721426035676,0.18924404676531847
GG,Leg_2,"[-2,-1)",-1.06,0.5830400628868061,0.03259073700524559
GG,Leg_2,"[0,1)",0.23776,0.31678738773068704,0.06649582637217565
GG,Leg_2,"[1,2)",1.1248,0.21526053957653357,0.10096168218471395
GG,Leg_2,"[3,4)",3.015,0.539125299260167,0.060681082584449285
GG,Leg_2,"[4,5)",4.760149999999999,0.37385859182178477,0.13840471970160212
GG,Leg_2,"[6,7)",6.7602,0.44376423414884114,0.06995217097498557
GG,Leg_2,"[8,9)",8.388,0.08125749236726398,0.012056552894783289
GG,Leg_2,"[10,11)",10.69765,0.06917877893562735,0.014694462012174453
GG,Leg_2,"[12,13)",12.389,0.10896833906405876,0.021346467793126638
GG,Leg_2,"[13,14)",13.9487,0.0565646785275582,0.00825951857263025
Glutamic acid,Leg_2,"[-3,-2)",-2.409,1.7279452989438162,0.34767702027071573
Glutamic acid,Leg_2,"[-2,-1)",-1.06,2.336408400842628,0.4966122803903492
Glutamic acid,Leg_2,"[0,1)",0.23776,1.6005888801271464,0.23198285968831883
Glutamic acid,Leg_2,"[1,2)",1.1248,1.8604844365828364,0.3551745763064476
Glutamic acid,Leg_2,"[3,4)",3.015,2.0734106720355907,0.05641044968911324
Glutamic acid,Leg_2,"[4,5)",4.760149999999999,2.2326698733315546,0.41704251989410546
Glutamic acid,Leg_2,"[6,7)",6.7602,1.9305015053927952,0.4841740152842545
Glutamic acid,Leg_2,"[8,9)",8.388,1.599618624032378,0.18077966989108388
Glutamic acid,Leg_2,"[10,11)",10.69765,0.979444505668626,0.247281514638826
Glutamic acid,Leg_2,"[12,13)",12.389,1.1337146541401437,0.24250724464898826
Glutamic acid,Leg_2,"[13,14)",13.9487,1.4103303540027143,0.23735401742021167
Glutamine,Leg_2,"[-3,-2)",-2.409,0.1278327591342293,0.03204582985286222
Glutamine,Leg_2,"[-2,-1)",-1.06,0.2712659148173351,0.10182089397848956
Glutamine,Leg_2,"[0,1)",0.23776,0.15784084169735602,0.011326611224293409
Glutamine,Leg_2,"[1,2)",1.1248,0.11258101013531856,0.023919115333420737
Glutamine,Leg_2,"[3,4)",3.015,0.172015757311556,0.01658923996468779
Glutamine,Leg_2,"[4,5)",4.760149999999999,0.16120549900418826,0.05016499948288137
Glutamine,Leg_2,"[6,7)",6.7602,0.14497470937084053,0.007754411959805399
Glutamine,Leg_2,"[8,9)",8.388,0.12839186978497438,0.004544795753568002
Glutamine,Leg_2,"[10,11)",10.69765,0.23427832105872842,0.06624615864189903
Glutamine,Leg_2,"[12,13)",12.389,0.15299430240280018,0.0292025492797846
Glutamine,Leg_2,"[13,14)",13.9487,0.27214342803963465,0.048733158353219064
Gonyol,Leg_2,"[-3,-2)",-2.409,0.47810223759121356,0.1645945990648845
Gonyol,Leg_2,"[-2,-1)",-1.06,0.6254658325888849,0.07746596313740763
Gonyol,Leg_2,"[0,1)",0.23776,0.48318260456873235,0.11246051568273037
Gonyol,Leg_2,"[1,2)",1.1248,0.3754332017728755,0.0486437496779621
Gonyol,Leg_2,"[3,4)",3.015,0.8203028660881712,0.13522179906631496
Gonyol,Leg_2,"[4,5)",4.760149999999999,0.7529737817096834,0.2548477157433472
Gonyol,Leg_2,"[6,7)",6.7602,0.8048530846394744,0.11860683429031899
Gonyol,Leg_2,"[8,9)",8.388,0.36852636271688854,0.06821192803264645
Gonyol,Leg_2,"[10,11)",10.69765,0.5101098838117202,0.12125082297910356
Gonyol,Leg_2,"[12,13)",12.389,0.5680650450002144,0.13061917740043444
Gonyol,Leg_2,"[13,14)",13.9487,0.513112438096363,0.016975671244982324
Homarine,Leg_2,"[-3,-2)",-2.409,0.19477065448023864,0.029576527802902958
Homarine,Leg_2,"[-2,-1)",-1.06,0.3211318707918101,0.0539659982072986
Homarine,Leg_2,"[0,1)",0.23776,0.186359816469258,0.014045844286632365
Homarine,Leg_2,"[1,2)",1.1248,0.2193620493762913,0.02091879450305873
Homarine,Leg_2,"[3,4)",3.015,0.2477508223372308,0.008632258375996725
Homarine,Leg_2,"[4,5)",4.760149999999999,0.2744541743479023,0.06990712997480114
Homarine,Leg_2,"[6,7)",6.7602,0.19790666879529917,0.03211767246566251
Homarine,Leg_2,"[8,9)",8.388,0.06156701665610912,0.003724764788532065
Homarine,Leg_2,"[10,11)",10.69765,0.041923960840952026,0.003352631600804162
Homarine,Leg_2,"[12,13)",12.389,0.09565793087995214,0.02626379707046966
Homarine,Leg_2,"[13,14)",13.9487,0.060065611564898834,0.00634193714860834
Hydroxyectoine,Leg_2,"[-3,-2)",-2.409,2.6350073025441917e-4,3.790890726695834e-5
Hydroxyectoine,Leg_2,"[-2,-1)",-1.06,3.288072009592644e-4,8.115162005802504e-5
Hydroxyectoine,Leg_2,"[0,1)",0.23776,1.5972799723319408e-4,1.4127443396840669e-5
Hydroxyectoine,Leg_2,"[1,2)",1.1248,1.368826189862005e-4,4.778717352032723e-6
Hydroxyectoine,Leg_2,"[3,4)",3.015,2.2057901407045985e-4,8.814725905544973e-5
Hydroxyectoine,Leg_2,"[4,5)",4.760149999999999,2.4532656604226696e-4,9.417934989298757e-5
Hydroxyectoine,Leg_2,"[6,7)",6.7602,1.711476374896329e-4,2.532103411282202e-5
Hydroxyectoine,Leg_2,"[8,9)",8.388,1.9236281603470347e-4,7.62484258059649e-5
Hydroxyectoine,Leg_2,"[10,11)",10.69765,1.777109171676083e-4,3.4757999173109633e-05
Hydroxyectoine,Leg_2,"[12,13)",12.389,1.7745913229378593e-4,8.888336717687422e-6
Hydroxyectoine,Leg_2,"[13,14)",13.9487,3.4342536960268446e-4,2.653048122704697e-4
Hydroxyisoleucine,Leg_2,"[-3,-2)",-2.409,1.6529267966823862,0.2063505524031907
Hydroxyisoleucine,Leg_2,"[-2,-1)",-1.06,1.4310378022067112,0.26176257770311173
Hydroxyisoleucine,Leg_2,"[0,1)",0.23776,0.7744522227110652,0.0670254272975738
Hydroxyisoleucine,Leg_2,"[1,2)",1.1248,1.2235410321689308,0.23214840001439419
Hydroxyisoleucine,Leg_2,"[3,4)",3.015,1.307500681529518,0.08579735983810996
Hydroxyisoleucine,Leg_2,"[4,5)",4.760149999999999,1.6307460051638716,0.3955499995947188
Hydroxyisoleucine,Leg_2,"[6,7)",6.7602,1.8173678619736382,0.35424734210188674
Hydroxyisoleucine,Leg_2,"[8,9)",8.388,1.2714240207256458,0.47742003041970493
Hydroxyisoleucine,Leg_2,"[10,11)",10.69765,0.6949785483435557,0.10672224759511588
Hydroxyisoleucine,Leg_2,"[12,13)",12.389,0.915022191483817,0.3028755717011025
Hydroxyisoleucine,Leg_2,"[13,14)",13.9487,0.8280465969170488,0.06079380893642616
Isethionic acid,Leg_2,"[-3,-2)",-2.409,0.815454221353312,0.1589630406407513
Isethionic acid,Leg_2,"[-2,-1)",-1.06,0.9035479859887894,0.1365233979176069
Isethionic acid,Leg_2,"[0,1)",0.22244999999999998,0.9321499543816025,0.141385750867383
Isethionic acid,Leg_2,"[1,2)",1.1248,0.9931428341113436,0.12216840965741285
Isethionic acid,Leg_2,"[3,4)",3.015,1.0106277797598577,0.056499639042216415
Isethionic acid,Leg_2,"[4,5)",4.760149999999999,1.0412613486132885,0.09244693785829715
Isethionic acid,Leg_2,"[6,7)",6.7602,0.6918930663722634,0.1502206669252866
Isethionic acid,Leg_2,"[8,9)",8.388,0.25169643894413585,0.021649183806850342
Isethionic acid,Leg_2,"[10,11)",10.69765,0.17046524346216826,0.011485613261370846
Isethionic acid,Leg_2,"[12,13)",12.389,0.19078734805102385,0.03951688741803451
Isethionic acid,Leg_2,"[13,14)",13.9487,0.18713463725018376,0.026259971608582164
Proline,Leg_2,"[-3,-2)",-2.409,0.16572996734052212,0.10641446627883165
Proline,Leg_2,"[-2,-1)",-1.06,0.40940151299949373,0.06751013804488795
Proline,Leg_2,"[0,1)",0.23776,0.20159215603477745,0.10508313452688574
Proline,Leg_2,"[1,2)",1.1248,0.07906566008398824,0.011027350295280007
Proline,Leg_2,"[3,4)",3.015,0.3490146046994365,0.0384448086458385
Proline,Leg_2,"[4,5)",4.760149999999999,0.24732980831300766,0.19641713602861624
Proline,Leg_2,"[6,7)",6.7602,0.15845345709233016,0.005871257051365889
Proline,Leg_2,"[8,9)",8.388,0.0294621711334411,0.0017875450432214442
Proline,Leg_2,"[10,11)",10.69765,0.03334395059156089,0.006486185447619521
Proline,Leg_2,"[12,13)",12.389,0.0521136804639269,0.0122377390498771
Proline,Leg_2,"[13,14)",13.9487,0.04723255821911681,0.010190693733964917
Proline betaine,Leg_2,"[-3,-2)",-2.409,0.010295280725345721,0.0013653422002037714
Proline betaine,Leg_2,"[-2,-1)",-1.06,0.01326742346804596,5.268620444629239e-4
Proline betaine,Leg_2,"[0,1)",0.23776,0.00680870186826463,0.0010044514414794682
Proline betaine,Leg_2,"[1,2)",1.1248,0.00962472412321022,0.0019737667565368237
Proline betaine,Leg_2,"[3,4)",3.015,0.01143428132792625,2.917289045399102e-4
Proline betaine,Leg_2,"[4,5)",4.760149999999999,0.010885247107535197,6.121333332704253e-4
Proline betaine,Leg_2,"[6,7)",6.7602,0.010688208011253697,0.0017635935337882434
Proline betaine,Leg_2,"[8,9)",8.388,0.009626399217862918,8.20858147463357e-4
Proline betaine,Leg_2,"[10,11)",10.69765,0.011182231328637538,9.145028769236342e-4
Proline betaine,Leg_2,"[12,13)",12.389,0.011134263480930306,0.001541976417666308
Proline betaine,Leg_2,"[13,14)",13.9487,0.01069854310175052,7.176818699393366e-4
Sarcosine,Leg_2,"[-3,-2)",-2.409,0.009047963548118442,0.002000277013452725
Sarcosine,Leg_2,"[-2,-1)",-1.06,0.022987329708837,0.004650634774864551
Sarcosine,Leg_2,"[0,1)",0.23776,0.012888162250630542,0.005077491367590387
Sarcosine,Leg_2,"[1,2)",1.1248,0.007893831799029484,0.002789718775025725
Sarcosine,Leg_2,"[3,4)",3.015,0.00944946600729069,3.7145275964305607e-4
Sarcosine,Leg_2,"[4,5)",4.760149999999999,0.019779867499992183,0.009235273124971006
Sarcosine,Leg_2,"[6,7)",6.7602,0.00780832995838451,6.365009751097174e-4
Sarcosine,Leg_2,"[8,9)",8.388,0.007181816414191204,0.008737105565548043
Sarcosine,Leg_2,"[10,11)",10.69765,0.009927482752036497,0.004022635584096018
Sarcosine,Leg_2,"[12,13)",12.389,0.013030655960752783,0.0018357608182724477
Sarcosine,Leg_2,"[13,14)",13.9487,0.011203035951288123,0.003520310404411082
Sucrose,Leg_2,"[-3,-2)",-2.409,0.21244525798521038,0.21392854785038645
Sucrose,Leg_2,"[-2,-1)",-1.06,0.8114069683593509,0.174947005616481
Sucrose,Leg_2,"[0,1)",0.22244999999999998,0.17514064209146663,0.14094416682929048
Sucrose,Leg_2,"[1,2)",1.1248,0.26105770504204934,0.005863606560015702
Sucrose,Leg_2,"[3,4)",3.015,0.5798396912560819,0.17457332206498025
Sucrose,Leg_2,"[4,5)",4.760149999999999,0.40961597879374845,0.24638073898083718
Sucrose,Leg_2,"[6,7)",6.7602,0.4885111812187244,0.0958038970053002
Sucrose,Leg_2,"[8,9)",8.388,0.22429733388871356,0.048614340173545115
Sucrose,Leg_2,"[10,11)",10.69765,0.2560539095943931,0.20652876163487782
Sucrose,Leg_2,"[12,13)",12.389,0.40385819355751534,0.09699094582227628
Sucrose,Leg_2,"[13,14)",13.9487,0.15149834811781024,0.01964059070161903
TMAB,Leg_2,"[-3,-2)",-2.409,0.026507951413012543,0.004468585975936721
TMAB,Leg_2,"[-2,-1)",-1.06,0.032561532461169926,0.0061144859806997525
TMAB,Leg_2,"[0,1)",0.23776,0.03323032826514402,0.00299536319913795
TMAB,Leg_2,"[1,2)",1.1248,0.024478753937256362,0.004349250816542497
TMAB,Leg_2,"[3,4)",3.015,0.03600116580000125,0.0031009406485174
TMAB,Leg_2,"[4,5)",4.760149999999999,0.03931323767800553,0.006745423081884913
TMAB,Leg_2,"[6,7)",6.7602,0.03013058815590285,0.00563906519484089
TMAB,Leg_2,"[8,9)",8.388,0.016889033866229038,9.495287781702315e-4
TMAB,Leg_2,"[10,11)",10.69765,0.02062952299487235,0.002509301963313735
TMAB,Leg_2,"[12,13)",12.389,0.03217669350306586,0.004685010326797084
TMAB,Leg_2,"[13,14)",13.9487,0.022529863726966467,0.0046430348284293215
TMAO,Leg_2,"[-3,-2)",-2.409,0.03486764621761876,0.04001470376223466
TMAO,Leg_2,"[-2,-1)",-1.06,0.11897799477107715,0.02812965267063531
TMAO,Leg_2,"[0,1)",0.23776,0.12367016876574986,0.0517345849165965
TMAO,Leg_2,"[1,2)",1.1248,0.065898233898008,0.018066376629894007
TMAO,Leg_2,"[3,4)",3.015,0.03398438044000008,0.009932213603301761
TMAO,Leg_2,"[4,5)",4.760149999999999,0.0502745726209447,0.015222137133129832
TMAO,Leg_2,"[6,7)",6.7602,0.07625802196313826,0.05284809095076992
TMAO,Leg_2,"[8,9)",8.388,0.05101833958740897,0.02639339151302097
TMAO,Leg_2,"[10,11)",10.69765,0.06278397885806926,0.05023448758665767
TMAO,Leg_2,"[12,13)",12.389,0.1447571108465212,0.07583125119204488
TMAO,Leg_2,"[13,14)",13.9487,0.06371613381248835,0.029418065342297586
Taurine,Leg_2,"[-3,-2)",-2.409,0.5326430136022647,0.11244539562780387
Taurine,Leg_2,"[-2,-1)",-1.06,0.6749491418848513,0.1017015447374395
Taurine,Leg_2,"[0,1)",0.22244999999999998,0.4512577725088894,0.042469235605746516
Taurine,Leg_2,"[1,2)",1.1248,0.5024195474310909,0.11486084453331295
Taurine,Leg_2,"[3,4)",3.015,0.6924310726990612,0.10376980866388139
Taurine,Leg_2,"[4,5)",4.760149999999999,0.559125258812314,0.12097985990474451
Taurine,Leg_2,"[6,7)",6.7602,0.4062084246195519,0.09905175995901133
Taurine,Leg_2,"[8,9)",8.388,0.1613754936897778,0.01076296120196622
Taurine,Leg_2,"[10,11)",10.69765,0.1927477783120146,0.05464313989062156
Taurine,Leg_2,"[12,13)",12.389,0.22603904942502615,0.04957631758348966
Taurine,Leg_2,"[13,14)",13.9487,0.15622579102859224,0.04777926596355538
Threonine,Leg_2,"[-3,-2)",-2.409,0.06794466781762502,0.01532406416394709
Threonine,Leg_2,"[-2,-1)",-1.06,0.12531560503897657,0.04066259736784514
Threonine,Leg_2,"[0,1)",0.23776,0.07704265971847563,0.010660241240883302
Threonine,Leg_2,"[1,2)",1.1248,0.055198428914281505,0.00796015321282136
Threonine,Leg_2,"[3,4)",3.015,0.08993068845499405,0.02232693945703209
Threonine,Leg_2,"[4,5)",4.760149999999999,0.08488282964937535,0.02475071271560814
Threonine,Leg_2,"[6,7)",6.7602,0.0670234761764216,0.003948804182688081
Threonine,Leg_2,"[8,9)",8.388,0.037242664877513966,0.007017528405053949
Threonine,Leg_2,"[10,11)",10.69765,0.02979219930018117,0.011771026050327357
Threonine,Leg_2,"[12,13)",12.389,0.03807000732356922,0.006096721750061627
Threonine,Leg_2,"[13,14)",13.9487,0.03588124698692957,0.007644624154832736
Trehalose,Leg_2,"[-3,-2)",-2.409,0.014360165293761249,0.014571990753035415
Trehalose,Leg_2,"[-2,-1)",-1.06,0.059775606697454256,0.012712241810975891
Trehalose,Leg_2,"[0,1)",0.22244999999999998,0.019064533541781642,0.012124563635595003
Trehalose,Leg_2,"[1,2)",1.1248,0.01788867918201654,0.0014896657901453728
Trehalose,Leg_2,"[3,4)",3.015,0.05143241329209313,0.023040539540112162
Trehalose,Leg_2,"[4,5)",4.760149999999999,0.03912947709966336,0.024968060989854976
Trehalose,Leg_2,"[6,7)",6.7602,0.051910586074583966,0.0015824368629314069
Trehalose,Leg_2,"[8,9)",8.388,0.019830207531114006,0.007287846264882528
Trehalose,Leg_2,"[10,11)",10.69765,0.025246556547438632,0.02125305117056494
Trehalose,Leg_2,"[12,13)",12.389,0.039492659392824425,0.012468318458926354
Trehalose,Leg_2,"[13,14)",13.9487,0.020355487825393506,0.009046522681664919
Trigonelline,Leg_2,"[-3,-2)",-2.409,0.019574414571728448,0.0034930557480084066
Trigonelline,Leg_2,"[-2,-1)",-1.06,0.023671823951716093,0.003573206008019604
