compound.name.figure,Leg,lat_bin,mean_lat,mean_part_conc,sd_part_conc
Betonicine,Leg_3,"[0,1)",0.01,0.01636756152176875,0.0013325028842111016
Betonicine,Leg_3,"[3,4)",3.5272,0.011522681607562823,0.0014930279740113987
Betonicine,Leg_3,"[6,7)",6.4995,0.011555457565799686,0.002296819019704348
Betonicine,Leg_3,"[9,10)",9.2497,0.006846249146504503,1.460236557429398e-4
Betonicine,Leg_3,"[11,12)",11.92,0.010011542153099316,0.0013992516348724656
Betonicine,Leg_3,"[14,15)",14.772,0.01026476941403431,1.6042722806353178e-4
Carnitine,Leg_3,"[-2,-1)",-1.3236,0.010096741541968584,6.005636306090081e-4
Carnitine,Leg_3,"[0,1)",0.01,0.01657382732531058,0.001573021471735351
Carnitine,Leg_3,"[3,4)",3.5272,0.012006851815441527,0.0025354940102304637
Carnitine,Leg_3,"[6,7)",6.4995,0.010454266148296653,3.179645355802288e-4
Carnitine,Leg_3,"[9,10)",9.2497,0.006459236151783207,2.345985882827049e-4
Carnitine,Leg_3,"[11,12)",11.92,0.008759540504879313,0.001490901611365288
Carnitine,Leg_3,"[14,15)",14.772,0.008046209912204626,4.163622948477158e-4
DHPS,Leg_3,"[-2,-1)",-1.3236,0.25043650650658283,0.010031279256318606
DHPS,Leg_3,"[0,1)",0.01,0.42508693660761304,0.070469327218266
DHPS,Leg_3,"[3,4)",3.5272,0.3006719673439369,0.044215119532023534
DHPS,Leg_3,"[6,7)",6.4995,0.22357982205079896,0.006665027707709413
DHPS,Leg_3,"[9,10)",9.2497,0.053319163140861006,0.010614825341237179
DHPS,Leg_3,"[11,12)",11.92,0.058528013535149505,0.006466727457454851
DHPS,Leg_3,"[14,15)",14.772,0.04608626002853234,0.007134405626518184
DMSA,Leg_3,"[-2,-1)",-1.3236,0.021870552396830858,0.003884392864714538
DMSA,Leg_3,"[0,1)",0.01,0.07424070390268389,0.017763138398404394
DMSA,Leg_3,"[3,4)",3.5272,0.027526616032313874,0.011243368025243335
DMSA,Leg_3,"[6,7)",6.4995,0.010443489390294554,0.0017314079851473501
DMSA,Leg_3,"[9,10)",9.2497,0.023774748081314582,0.006882182638456717
DMSA,Leg_3,"[11,12)",11.92,0.030420052490634654,0.0050658938204343005
DMSA,Leg_3,"[14,15)",14.772,0.03022747050364711,0.008255852493384631
DMSP,Leg_3,"[-2,-1)",-1.3236,0.04560911766368986,0.006404530272683892
DMSP,Leg_3,"[0,1)",0.01,0.43609854933093917,0.05463948745937744
DMSP,Leg_3,"[3,4)",3.5272,0.09114834120477905,0.03901197178820371
DMSP,Leg_3,"[6,7)",6.4995,0.08328793937256423,0.025223829323705198
DMSP,Leg_3,"[9,10)",9.2497,0.09870060346138203,0.0444320531070545
DMSP,Leg_3,"[11,12)",11.92,0.10931791195872408,0.041259192993477266
DMSP,Leg_3,"[14,15)",14.772,0.10529242092004833,0.0354321211507779
Ectoine,Leg_3,"[-2,-1)",-1.3236,0.011710661091086651,0.0011967821883288048
Ectoine,Leg_3,"[0,1)",0.01,0.01219834590630265,3.860919916534358e-4
Ectoine,Leg_3,"[3,4)",3.5272,0.00709666347178663,7.893376709642122e-4
Ectoine,Leg_3,"[6,7)",6.4995,0.0065932272201400365,2.792065984592384e-4
Ectoine,Leg_3,"[9,10)",9.2497,0.005855138175141203,0.0024226378690112307
Ectoine,Leg_3,"[11,12)",11.92,0.006004102933579636,7.262014032641505e-4
Ectoine,Leg_3,"[14,15)",14.772,0.00492195652447511,0.00041501755308400936
GBT,Leg_3,"[-2,-1)",-1.3236,0.5988226093406233,0.0548216012320912
GBT,Leg_3,"[0,1)",0.01,1.176479083446588,0.1717894720516791
GBT,Leg_3,"[3,4)",3.5272,0.666897043064228,0.07807031600227159
GBT,Leg_3,"[6,7)",6.4995,0.6120923881010769,0.06632216239911112
GBT,Leg_3,"[9,10)",9.2497,0.20047411300141613,0.008612358675536785
GBT,Leg_3,"[11,12)",11.92,0.2720707207984816,0.014211812521709229
GBT,Leg_3,"[14,15)",14.772,0.23280452382949182,0.03325797309996928
GG,Leg_3,"[-2,-1)",-1.3236,0.45270973277405246,0.11968301254701724
GG,Leg_3,"[0,1)",0.01,0.613010761831274,0.1539488976087211
GG,Leg_3,"[3,4)",3.5272,0.18697200094316757,0.05435962491865522
GG,Leg_3,"[6,7)",6.4995,0.16323818492799538,0.03245546211742826
GG,Leg_3,"[9,10)",9.2497,0.05534226160418589,0.019888826935081105
GG,Leg_3,"[11,12)",11.92,0.07104707838698819,0.00540912206337204
GG,Leg_3,"[14,15)",14.772,0.046590629615110936,0.0100656693128286
Glutamic acid,Leg_3,"[-2,-1)",-1.3236,1.9528735347304347,0.1837259691683793
Glutamic acid,Leg_3,"[0,1)",0.01,2.9123848319295256,0.7015540951542136
Glutamic acid,Leg_3,"[3,4)",3.5272,1.7878146036487768,0.18250825873420934
Glutamic acid,Leg_3,"[6,7)",6.4995,2.060198589603783,0.3360009782633031
Glutamic acid,Leg_3,"[9,10)",9.2497,0.8088126647207861,0.1287620389542642
Glutamic acid,Leg_3,"[11,12)",11.92,1.170052861579245,0.19313586726401774
Glutamic acid,Leg_3,"[14,15)",14.772,1.0034253021603528,0.09389192751917376
Glutamine,Leg_3,"[-2,-1)",-1.3236,0.10146335315831446,0.004126821947973769
Glutamine,Leg_3,"[0,1)",0.01,0.22017550949546355,0.0422739908505691
Glutamine,Leg_3,"[3,4)",3.5272,0.10537077516193288,0.011179280257131882
Glutamine,Leg_3,"[6,7)",6.4995,0.12965479960754156,0.019836054597202557
Glutamine,Leg_3,"[9,10)",9.2497,0.6054596988969511,0.07293626145437355
Glutamine,Leg_3,"[11,12)",11.92,0.570837928648927,0.05694655540806763
Glutamine,Leg_3,"[14,15)",14.772,0.579793270593297,0.09309103728754113
Gonyol,Leg_3,"[-2,-1)",-1.3236,0.40158689127900044,0.03051673939232491
Gonyol,Leg_3,"[0,1)",0.01,0.6863347232043457,0.07724239207540093
Gonyol,Leg_3,"[3,4)",3.5272,0.3547831031729655,0.11474022598576779
Gonyol,Leg_3,"[6,7)",6.4995,0.36760872696419133,0.042248722188551933
Gonyol,Leg_3,"[9,10)",9.2497,0.31625639046945414,0.055320423492895884
Gonyol,Leg_3,"[11,12)",11.92,0.4547923309821358,0.03432111314857595
Gonyol,Leg_3,"[14,15)",14.772,0.5149330283420404,0.1484873306871319
Homarine,Leg_3,"[-2,-1)",-1.3236,0.20728914677864066,0.011458566944197878
Homarine,Leg_3,"[0,1)",0.01,0.35584248125284096,0.05681871636998962
Homarine,Leg_3,"[3,4)",3.5272,0.19131490950267632,0.021414861531303477
Homarine,Leg_3,"[6,7)",6.4995,0.1865085670216246,0.008227139063961065
Homarine,Leg_3,"[9,10)",9.2497,0.0217758889983103,0.003243548734276164
Homarine,Leg_3,"[11,12)",11.92,0.025289156886266463,0.0025044172805987345
Homarine,Leg_3,"[14,15)",14.772,0.01753801923674827,8.410139351649032e-4
Hydroxyectoine,Leg_3,"[-2,-1)",-1.3236,2.988539020098472e-4,8.248996805920238e-5
Hydroxyectoine,Leg_3,"[0,1)",0.01,2.983478163898438e-4,9.624609960705824e-5
Hydroxyectoine,Leg_3,"[3,4)",3.5272,5.177114162813543e-4,1.6348392819761094e-4
Hydroxyectoine,Leg_3,"[6,7)",6.4995,3.4548361368564586e-4,5.3926598685002084e-5
Hydroxyectoine,Leg_3,"[9,10)",9.2497,2.827131967724983e-4,1.003544557576411e-4
Hydroxyectoine,Leg_3,"[11,12)",11.92,0.00161904809681659,5.018185831718151e-4
Hydroxyectoine,Leg_3,"[14,15)",14.772,2.0602749247392087e-4,3.670629347255006e-5
Hydroxyisoleucine,Leg_3,"[-2,-1)",-1.3236,1.2232144851714675,0.052671472517548716
Hydroxyisoleucine,Leg_3,"[0,1)",0.01,1.23059740803995,0.02097355567583121
Hydroxyisoleucine,Leg_3,"[3,4)",3.5272,1.3256712380700801,0.20452192177122439
Hydroxyisoleucine,Leg_3,"[6,7)",6.4995,1.6597315108594197,0.3128236490582937
Hydroxyisoleucine,Leg_3,"[9,10)",9.2497,0.6918710327812719,0.012907956002745883
Hydroxyisoleucine,Leg_3,"[11,12)",11.92,0.8454134216975419,0.07885093574564671
Hydroxyisoleucine,Leg_3,"[14,15)",14.772,0.7386079479134676,0.04156596006212317
Isethionic acid,Leg_3,"[-2,-1)",-1.3236,0.6201106130004768,0.02553134751147475
Isethionic acid,Leg_3,"[0,1)",0.01,1.4728458976594638,0.09231967363156239
Isethionic acid,Leg_3,"[3,4)",3.5272,0.7422876536007265,0.08213865268169522
Isethionic acid,Leg_3,"[6,7)",6.4995,0.5978374390738683,0.036223824498566704
Isethionic acid,Leg_3,"[9,10)",9.2497,0.13671051601621403,0.012099557510808795
Isethionic acid,Leg_3,"[11,12)",11.92,0.1699136758103193,0.0018368613184668173
Isethionic acid,Leg_3,"[14,15)",14.772,0.13716742383984976,0.0021388664918811262
Proline,Leg_3,"[-2,-1)",-1.3236,0.11868884916371272,0.009091641965462279
Proline,Leg_3,"[0,1)",0.01,0.34346694358571517,0.05725433517391901
Proline,Leg_3,"[3,4)",3.5272,0.0639331359648771,0.0019626888881928433
Proline,Leg_3,"[6,7)",6.4995,0.06559345065583647,0.004223941218002557
Proline,Leg_3,"[9,10)",9.2497,0.0410036007914072,0.021526228169284106
Proline,Leg_3,"[11,12)",11.92,0.04490999733443384,0.004641287668364296
Proline,Leg_3,"[14,15)",14.772,0.04393840140814406,0.007988394061478414
Proline betaine,Leg_3,"[-2,-1)",-1.3236,0.01058178407016949,5.706196889023218e-4
Proline betaine,Leg_3,"[0,1)",0.01,0.01264516809846584,0.0016901845392003254
Proline betaine,Leg_3,"[3,4)",3.5272,0.009817007559127776,0.0010706178243979443
Proline betaine,Leg_3,"[6,7)",6.4995,0.013593826298680077,0.002177591592384483
Proline betaine,Leg_3,"[9,10)",9.2497,0.00790225934451032,9.962089478988986e-4
Proline betaine,Leg_3,"[11,12)",11.92,0.009982910497123533,0.0011503280050360295
Proline betaine,Leg_3,"[14,15)",14.772,0.00973147968689686,0.0014931156131774521
Sarcosine,Leg_3,"[-2,-1)",-1.3236,0.0082059701929703,0.001211798028780902
Sarcosine,Leg_3,"[0,1)",0.01,0.022086716028606797,0.0072352756250797364
Sarcosine,Leg_3,"[3,4)",3.5272,0.008630903409357587,9.712238169074546e-4
Sarcosine,Leg_3,"[6,7)",6.4995,0.005931824222749033,5.545709702575632e-4
Sarcosine,Leg_3,"[9,10)",9.2497,0.00535196370219129,0.002693160680273994
Sarcosine,Leg_3,"[11,12)",11.92,0.005806811742136857,7.705085459120743e-4
Sarcosine,Leg_3,"[14,15)",14.772,0.00567203880800681,3.268311904286637e-4
Sucrose,Leg_3,"[-2,-1)",-1.3236,0.02630303793589517,3.7208325171447196e-4
Sucrose,Leg_3,"[0,1)",0.01,0.7092588392119897,0.11781644000531284
Sucrose,Leg_3,"[3,4)",3.5272,0.16010000853973003,0.002693553989878189
Sucrose,Leg_3,"[6,7)",6.4995,0.18433758388684338,0.035323349789792194
Sucrose,Leg_3,"[9,10)",9.2497,0.20499808699243457,0.010889516753906989
Sucrose,Leg_3,"[11,12)",11.92,0.16715517868151714,0.0058849498834764175
Sucrose,Leg_3,"[14,15)",14.772,0.11486522159706682,0.0034425079781340664
TMAB,Leg_3,"[-2,-1)",-1.3236,0.02273729484557972,0.002073058263486363
TMAB,Leg_3,"[0,1)",0.01,0.07251960444576491,0.007263319300497311
TMAB,Leg_3,"[3,4)",3.5272,0.025277601684546347,0.008200346918157625
TMAB,Leg_3,"[6,7)",6.4995,0.022107837867353868,0.004288460501839792
TMAB,Leg_3,"[9,10)",9.2497,0.009347295140043333,6.867840766274285e-4
TMAB,Leg_3,"[11,12)",11.92,0.01580370755750015,6.655060050067071e-4
TMAB,Leg_3,"[14,15)",14.772,0.01430290190327071,0.0019771696545761866
TMAO,Leg_3,"[-2,-1)",-1.3236,0.03185638077152332,0.020083379456957325
TMAO,Leg_3,"[0,1)",0.01,0.06324960683366254,0.03241511876265923
TMAO,Leg_3,"[3,4)",3.5272,0.06726565455222466,0.026323259906786942
TMAO,Leg_3,"[6,7)",6.4995,0.03433613080153863,0.01096902673261739
TMAO,Leg_3,"[9,10)",9.2497,0.009259560095288343,0.006932413184357755
TMAO,Leg_3,"[11,12)",11.92,0.014982970375928226,0.0047759243607815765
TMAO,Leg_3,"[14,15)",14.772,0.01534528218857181,0.004878516323694618
Taurine,Leg_3,"[-2,-1)",-1.3236,0.5224823707586853,0.020346390453555338
Taurine,Leg_3,"[0,1)",0.01,0.6827766336840412,0.11443897087264351
Taurine,Leg_3,"[3,4)",3.5272,0.39313411673994597,0.0993253856695843
Taurine,Leg_3,"[6,7)",6.4995,0.34352090453769596,0.036459703062937325
Taurine,Leg_3,"[9,10)",9.2497,0.11745112852563791,0.0018268877728665773
Taurine,Leg_3,"[11,12)",11.92,0.10910428268269061,0.004383365485636088
Taurine,Leg_3,"[14,15)",14.772,0.10376882902142173,0.035050996059166846
Threonine,Leg_3,"[-2,-1)",-1.3236,0.06545832507267589,0.013534103098913829
Threonine,Leg_3,"[0,1)",0.01,0.09384383924093055,0.024386841861174447
Threonine,Leg_3,"[3,4)",3.5272,0.050310120040560985,0.0028722532653742785
Threonine,Leg_3,"[6,7)",6.4995,0.05754439450379896,0.0066799079366038905
Threonine,Leg_3,"[9,10)",9.2497,0.031395602789290135,0.00228418707166879
Threonine,Leg_3,"[11,12)",11.92,0.02984337276960028,0.019185626950630953
Threonine,Leg_3,"[14,15)",14.772,0.03839707393484461,0.003933586957172866
Trehalose,Leg_3,"[-2,-1)",-1.3236,0.011233571140080176,0.0014936130183839033
Trehalose,Leg_3,"[0,1)",0.01,0.05847150904245683,0.02189034334555278
Trehalose,Leg_3,"[3,4)",3.5272,0.00994453645701516,0.007633722228854622
Trehalose,Leg_3,"[6,7)",6.4995,0.015682880219153126,0.002965286233585664
Trehalose,Leg_3,"[9,10)",9.2497,0.016115899540230905,0.0026193818567353177
Trehalose,Leg_3,"[11,12)",11.92,0.017333380318643062,0.0045567622375336445
Trehalose,Leg_3,"[14,15)",14.772,0.01285995577736297,0.002911840183686646
Trigonelline,Leg_3,"[-2,-1)",-1.3236,0.018547020447866117,7.629542117720181e-4
Trigonelline,Leg_3,"[0,1)",0.01,0.021037893506036347,0.004408164380724783
Trigonelline,Leg_3,"[3,4)",3.5272,0.01872909523065623,0.003710151062461413
Trigonelline,Leg_3,"[6,7)",6.4995,0.018164645150318803,0.00424368206846438
Trigonelline,Leg_3,"[9,10)",9.2497,0.018619587537109145,0.0011705758743515617
Trigonelline,Leg_3,"[11,12)",11.92,0.021961449542828047,0.00266623140761659
Trigonelline,Leg_3,"[14,15)",14.772,0.02421986051308181,9.82085561523972e-4
beta-Alanine,Leg_3,"[-2,-1)",-1.3236,0.048131305925150705,0.006174434972092931
beta-Alanine,Leg_3,"[0,1)",0.01,0.07470317492979178,0.004307366514025574
beta-Alanine,Leg_3,"[3,4)",3.5272,0.03694194968072319,0.011159008336831729
beta-Alanine,Leg_3,"[6,7)",6.4995,0.035048377409304256,0.00503117970869993
beta-Alanine,Leg_3,"[9,10)",9.2497,0.01885103602726952,0.005658495823882938
beta-Alanine,Leg_3,"[11,12)",11.92,0.023231263508806117,0.0021986574607857
beta-Alanine,Leg_3,"[14,15)",14.772,0.020564575635078484,0.005945734214954835
beta-Alanine betaine,Leg_3,"[-2,-1)",-1.3236,0.341513519709634,0.045398614072071596
beta-Alanine betaine,Leg_3,"[0,1)",0.01,0.44204802294541734,0.048141094441665803
beta-Alanine betaine,Leg_3,"[3,4)",3.5272,0.4015933930161955,0.07128752207170237
beta-Alanine betaine,Leg_3,"[6,7)",6.4995,0.45494206170945506,0.04731770971099088
beta-Alanine betaine,Leg_3,"[9,10)",9.2497,0.17799843417864594,0.025907529973906968
beta-Alanine betaine,Leg_3,"[11,12)",11.92,0.21610502661888306,0.03571614025707436
beta-Alanine betaine,Leg_3,"[14,15)",14.772,0.2022938399425438,0.02738461911745193
beta-Glutamic acid,Leg_3,"[-2,-1)",-1.3236,0.057771855295677486,0.008563507321099891
beta-Glutamic acid,Leg_3,"[0,1)",0.01,0.0457772940115972,0.013082753876672792
beta-Glutamic acid,Leg_3,"[3,4)",3.5272,0.04624599211056544,0.00831485145443482
beta-Glutamic acid,Leg_3,"[6,7)",6.4995,0.03593301759125585,0.005466422203778253
beta-Glutamic acid,Leg_3,"[9,10)",9.2497,0.013831446620003057,0.001618757557349437
beta-Glutamic acid,Leg_3,"[11,12)",11.92,0.015780818418477095,0.002978162287577965
beta-Glutamic acid,Leg_3,"[14,15)",14.772,0.015215425578468727,0.005720478632830734
NA,Leg_3,"[-2,-1)",-1.3236,0.029587934830644345,0.017968193013272443
NA,Leg_3,"[0,1)",0.01,0.055549600558800975,0.046430956629242494
NA,Leg_3,"[3,4)",3.5272,0.025319953430583093,0.016187209204576974
NA,Leg_3,"[6,7)",6.4995,0.027308784364663177,0.014361807150384117
NA,Leg_3,"[9,10)",9.2497,0.016645465650682624,0.011301404382214763
NA,Leg_3,"[11,12)",11.92,0.022612908792351623,0.015426611111646754
NA,Leg_3,"[14,15)",14.772,0.019879781520958567,0.013347093023623493
