compound.name.figure,Leg,lat_bin,mean_lat,mean_part_conc,sd_part_conc
DMSA,Leg_3,"[34,35)",34.39,0.24724495487246834,0.08532485500904675
DMSA,Leg_3,"[35,36)",35.55,0.2969780089271415,0.13275112666971697
DMSA,Leg_3,"[37,38)",37.48,0.36683624679811255,0.18545973111197886
DMSA,Leg_3,"[40,41)",40.09,0.43166801112160097,0.06701194209637948
DMSA,Leg_3,"[42,43)",42.212,0.5643137308916288,0.22034038244126908
DMSP,Leg_3,"[31,32)",31.24,0.19122046794243458,0.1072158954085701
DMSP,Leg_3,"[33,34)",33.34,0.2654838186383281,0.10567888611817046
DMSP,Leg_3,"[34,35)",34.39,0.1935252308373278,0.11381906773164902
DMSP,Leg_3,"[35,36)",35.55,0.15438149883735894,0.10746852201904991
DMSP,Leg_3,"[37,38)",37.48,0.32060596966048627,0.31008340498333337
DMSP,Leg_3,"[40,41)",40.09,0.1847393791735795,0.07535835688383943
DMSP,Leg_3,"[42,43)",42.212,0.7272519720260217,0.7081812998593087
Ectoine,Leg_3,"[31,32)",31.24,0.00112688127427428,0
Ectoine,Leg_3,"[33,34)",33.34,0.00112688127427428,0
Ectoine,Leg_3,"[34,35)",34.39,0.004746611331451577,3.986238818799206e-4
Ectoine,Leg_3,"[35,36)",35.55,0.00112688127427428,0
Ectoine,Leg_3,"[37,38)",37.48,0.00112688127427428,0
Ectoine,Leg_3,"[40,41)",40.09,0.00112688127427428,0
Ectoine,Leg_3,"[42,43)",42.212,0.003352678267894035,0.0018582053975447236
GBT,Leg_3,"[31,32)",31.24,0.3796360742210734,0.06447999893375501
GBT,Leg_3,"[33,34)",33.34,0.3750579974127049,0.02627768884356907
GBT,Leg_3,"[34,35)",34.39,0.3667135174040801,0.1223513397863278
GBT,Leg_3,"[35,36)",35.55,0.6144271040017989,0.10144019443648682
GBT,Leg_3,"[37,38)",37.48,0.8720936316790606,0.09223578171980554
GBT,Leg_3,"[40,41)",40.09,1.324813942138255,0.1318071046123552
GBT,Leg_3,"[42,43)",42.212,1.5338101780912095,0.5837672764492668
GG,Leg_3,"[31,32)",31.24,0.14596756998358693,0.02641412457817885
GG,Leg_3,"[33,34)",33.34,0.22215626396763588,0.016076660832413218
GG,Leg_3,"[34,35)",34.39,0.21657650203297854,0.09960932152458754
GG,Leg_3,"[35,36)",35.55,0.1947549635172064,0.04321023891683632
GG,Leg_3,"[37,38)",37.48,0.7945200110817136,0.10232943088932221
GG,Leg_3,"[40,41)",40.09,0.6512404397051424,0.12254457947363633
GG,Leg_3,"[42,43)",42.212,3.548449996341812,1.781298484603335
Glutamic acid,Leg_3,"[31,32)",31.24,0.5789679777176586,0.16139217869058411
Glutamic acid,Leg_3,"[33,34)",33.34,0.6578283170782171,0.07630361984295964
Glutamic acid,Leg_3,"[34,35)",34.39,2.6426580212088298,3.5710636316186943
Glutamic acid,Leg_3,"[35,36)",35.55,1.003125351733725,0.33274421400895815
Glutamic acid,Leg_3,"[37,38)",37.48,1.5304529548684436,0.45579166560684553
Glutamic acid,Leg_3,"[40,41)",40.09,0.9878910482042272,0.19675113238009692
Glutamic acid,Leg_3,"[42,43)",42.212,2.2238254526988674,0.4247834780878211
Glutamine,Leg_3,"[31,32)",31.24,0.5456921266752691,0.10911808316866715
Glutamine,Leg_3,"[33,34)",33.34,0.40904945806099285,0.07371698420832007
Glutamine,Leg_3,"[34,35)",34.39,0.2758501532575367,0.0837250066015149
Glutamine,Leg_3,"[35,36)",35.55,0.26906588655343294,0.09369214698719264
Glutamine,Leg_3,"[37,38)",37.48,0.4121293270479717,0.07756160998771769
Glutamine,Leg_3,"[40,41)",40.09,0.3585728620908709,0.13668856519802103
Glutamine,Leg_3,"[42,43)",42.212,1.1481513195275572,0.7408302445279134
Gonyol,Leg_3,"[31,32)",31.24,0.3487502499889337,0.03140977735079838
Gonyol,Leg_3,"[33,34)",33.34,0.4343045299087238,0.08438398960115498
Gonyol,Leg_3,"[34,35)",34.39,1.3544729755432066,1.8514659915423868
Gonyol,Leg_3,"[35,36)",35.55,0.4277610170507446,0.07362838914679246
Gonyol,Leg_3,"[37,38)",37.48,1.215944756116676,0.11294230903297212
Gonyol,Leg_3,"[40,41)",40.09,1.3609096521447073,0.1412685182811917
Gonyol,Leg_3,"[42,43)",42.212,3.243727573211719,1.0136440746454616
Homarine,Leg_3,"[31,32)",31.24,0.024682873661554097,0.0038904517565071547
Homarine,Leg_3,"[33,34)",33.34,0.04373918248186272,0.002918150383542842
Homarine,Leg_3,"[34,35)",34.39,0.1773384187798941,0.039346987938329255
Homarine,Leg_3,"[35,36)",35.55,0.5435093781070554,0.09339435172207808
Homarine,Leg_3,"[37,38)",37.48,0.8913477185382597,0.15242505503337822
Homarine,Leg_3,"[40,41)",40.09,0.3941298800172357,0.027259808510737383
Homarine,Leg_3,"[42,43)",42.212,0.6966376358612004,0.06808072876077029
Hydroxyectoine,Leg_3,"[31,32)",31.24,4.3200434928401324e-5,2.234694997317155e-5
Hydroxyectoine,Leg_3,"[33,34)",33.34,4.031647462839593e-5,3.9518204169732685e-5
Hydroxyectoine,Leg_3,"[34,35)",34.39,8.147233543727887e-5,3.1258823031533264e-5
Hydroxyectoine,Leg_3,"[35,36)",35.55,4.091654775640647e-5,1.3264143595473037e-5
Hydroxyectoine,Leg_3,"[37,38)",37.48,8.427693532344206e-5,1.0002850708296084e-5
Hydroxyectoine,Leg_3,"[40,41)",40.09,1.0587451830164345e-4,5.365864052296625e-5
Hydroxyectoine,Leg_3,"[42,43)",42.212,6.54133027077692e-5,3.355063995170743e-5
Hydroxyisoleucine,Leg_3,"[31,32)",31.24,0.22775484710862712,0.024538865378362355
Hydroxyisoleucine,Leg_3,"[33,34)",33.34,0.226853192204248,0.016141660788715147
Hydroxyisoleucine,Leg_3,"[34,35)",34.39,0.2716244145810983,0.035721900706333035
Hydroxyisoleucine,Leg_3,"[35,36)",35.55,0.25764204184106804,0.05834360022298421
Hydroxyisoleucine,Leg_3,"[37,38)",37.48,0.31308560185659673,0.08077324406513889
Hydroxyisoleucine,Leg_3,"[40,41)",40.09,0.22325309761393344,0.023522884919564887
Hydroxyisoleucine,Leg_3,"[42,43)",42.212,0.4071587863182911,0.111987203040136
Isethionic acid,Leg_3,"[31,32)",31.24,0.20638263648641056,0.013846618488103016
Isethionic acid,Leg_3,"[33,34)",33.34,0.3169297541930961,0.0390464597632698
Isethionic acid,Leg_3,"[34,35)",34.39,0.872317158160408,1.214620338422083
Isethionic acid,Leg_3,"[35,36)",35.55,0.36115907568152766,0.0926030839474471
Isethionic acid,Leg_3,"[37,38)",37.48,0.9538457488665361,0.092588683563686755
Isethionic acid,Leg_3,"[40,41)",40.09,1.3048413800583138,0.09764500965187368
Isethionic acid,Leg_3,"[42,43)",42.212,5.9483050083219835,2.1490913831537006
Proline,Leg_3,"[31,32)",31.24,0.05241977068437002,0.008095729424053141
Proline,Leg_3,"[33,34)",33.34,0.07310006311445777,0.007333245483752471
Proline,Leg_3,"[34,35)",34.39,0.10270741367690908,0.024655320985732775
Proline,Leg_3,"[35,36)",35.55,0.12527678942726372,0.0064796241430498565
Proline,Leg_3,"[37,38)",37.48,0.2884014845428839,0.027599207810816272
Proline,Leg_3,"[40,41)",40.09,0.21592473727103972,0.03507714481676965
Proline,Leg_3,"[42,43)",42.212,0.827686128505293,0.08835846719953352
Proline betaine,Leg_3,"[31,32)",31.24,0.011150249977051496,3.891193406599237e-4
Proline betaine,Leg_3,"[33,34)",33.34,0.007964820027252123,6.487185878319393e-4
Proline betaine,Leg_3,"[34,35)",34.39,0.008225427885156103,0.0012181800743053675
Proline betaine,Leg_3,"[35,36)",35.55,0.01149183165559082,0.0033000581092660197
Proline betaine,Leg_3,"[37,38)",37.48,0.012637402487278467,0.0033341072010317366
Proline betaine,Leg_3,"[40,41)",40.09,0.013171767476841114,0.0017535451817008185
Proline betaine,Leg_3,"[42,43)",42.212,0.027531201339138413,0.017121711492599775
Sarcosine,Leg_3,"[31,32)",31.24,0.00140630975842518,0
Sarcosine,Leg_3,"[33,34)",33.34,0.00140630975842518,0
Sarcosine,Leg_3,"[34,35)",34.39,0.00140630975842518,0
Sarcosine,Leg_3,"[35,36)",35.55,0.0027386085581877066,0.0023076092120517303
Sarcosine,Leg_3,"[37,38)",37.48,0.00198011137069135,9.938535459099436e-4
Sarcosine,Leg_3,"[40,41)",40.09,0.016329232180698965,0.00276332759152065
Sarcosine,Leg_3,"[42,43)",42.212,0.053640429237198604,0.032055492042244504
Sucrose,Leg_3,"[31,32)",31.24,0.13202853411770554,0.02746029737898646
Sucrose,Leg_3,"[33,34)",33.34,0.20307251498168225,0.010224611227994477
Sucrose,Leg_3,"[34,35)",34.39,0.18305314031752398,0.06773953503435608
Sucrose,Leg_3,"[35,36)",35.55,0.10702440822536337,0.014480316428119788
Sucrose,Leg_3,"[37,38)",37.48,0.11952728723023773,0.021086130145496422
Sucrose,Leg_3,"[40,41)",40.09,0.01785016102297366,0.001660799446519222
Sucrose,Leg_3,"[42,43)",42.212,0.032501381028906866,0.02353981878970296
TMAB,Leg_3,"[31,32)",31.24,0.021734639733832585,0.003365007959151985
TMAB,Leg_3,"[33,34)",33.34,0.023669132940766318,0.0012132293306078936
TMAB,Leg_3,"[34,35)",34.39,0.016562781500734324,0.0034468424863134525
TMAB,Leg_3,"[35,36)",35.55,0.020823127099128532,0.007098793752639038
TMAB,Leg_3,"[37,38)",37.48,0.0572927956735837,0.012823279540478906
TMAB,Leg_3,"[40,41)",40.09,0.3348121268762728,0.026877208700832104
TMAB,Leg_3,"[42,43)",42.212,0.07545152186107772,0.017917702193689388
TMAO,Leg_3,"[31,32)",31.24,0.04123785169890021,0.027565111253599856
TMAO,Leg_3,"[33,34)",33.34,0.10797831806511693,0.03904618075905065
TMAO,Leg_3,"[34,35)",34.39,0.1489834083232518,0.05605824894715426
TMAO,Leg_3,"[35,36)",35.55,0.20039172257553642,0.022167771257887867
TMAO,Leg_3,"[37,38)",37.48,0.08592514268542172,0.062461620243717306
TMAO,Leg_3,"[40,41)",40.09,0.6342118271669142,0.154406341579234
TMAO,Leg_3,"[42,43)",42.212,0.2514272723671489,0.03177563408525585
Taurine,Leg_3,"[31,32)",31.24,0.1514595835622218,0.030264528417431474
Taurine,Leg_3,"[33,34)",33.34,0.21017524809124752,0.03644968998585354
Taurine,Leg_3,"[34,35)",34.39,0.8642218551317867,1.219637269957069
Taurine,Leg_3,"[35,36)",35.55,0.4632314449779456,0.13259522049098726
Taurine,Leg_3,"[37,38)",37.48,0.7274999449864901,0.1347006812316353
Taurine,Leg_3,"[40,41)",40.09,1.2391274189393302,0.06632469087711095
Taurine,Leg_3,"[42,43)",42.212,4.696052152218466,1.6629918244070623
Threonine,Leg_3,"[31,32)",31.24,0.032702750215949754,0.01962017599618548
Threonine,Leg_3,"[33,34)",33.34,0.04768502583160934,0.026301585541304035
Threonine,Leg_3,"[34,35)",34.39,0.17590664466631517,0.24947665219566736
Threonine,Leg_3,"[35,36)",35.55,0.05299934781490407,0.012233793279647099
Threonine,Leg_3,"[37,38)",37.48,0.06875856373479956,0.006792728428438403
Threonine,Leg_3,"[40,41)",40.09,0.08328524731392922,0.022701487131152748
Threonine,Leg_3,"[42,43)",42.212,0.22466646996019524,0.07312155313294702
Trehalose,Leg_3,"[31,32)",31.24,0.0162958241478592,0.0016605167296474099
Trehalose,Leg_3,"[33,34)",33.34,0.04442670549906754,0.003652364444825933
Trehalose,Leg_3,"[34,35)",34.39,0.03622000299211596,0.009288575851110224
Trehalose,Leg_3,"[35,36)",35.55,0.015367043969040423,0.003372966953740032
Trehalose,Leg_3,"[37,38)",37.48,0.05315818701834382,0.015059006981391024
Trehalose,Leg_3,"[40,41)",40.09,0.04449289488725573,0.013955073695945602
Trehalose,Leg_3,"[42,43)",42.212,0.0318285197178277,0.012123266457183675
Trigonelline,Leg_3,"[31,32)",31.24,0.035203203086537994,0.005613406472750666
Trigonelline,Leg_3,"[33,34)",33.34,0.03973215788062905,0.0016495693114247805
Trigonelline,Leg_3,"[34,35)",34.39,0.04683186896195678,0.007439762176528877
Trigonelline,Leg_3,"[35,36)",35.55,0.06666590157683816,0.021166252378910146
Trigonelline,Leg_3,"[37,38)",37.48,0.09672102059482074,0.020662202597952053
Trigonelline,Leg_3,"[40,41)",40.09,0.1702725895768332,0.01861857657330869
Trigonelline,Leg_3,"[42,43)",42.212,0.10533210517842861,0.023782554334227334
beta-Alanine,Leg_3,"[31,32)",31.24,0.0300611297789114,0.01060249006170631
beta-Alanine,Leg_3,"[33,34)",33.34,0.0341847325880176,0.006627113829432578
beta-Alanine,Leg_3,"[34,35)",34.39,0.06230776852711219,0.03465526702264624
beta-Alanine,Leg_3,"[35,36)",35.55,0.12600325706732488,0.0700695844274751
beta-Alanine,Leg_3,"[37,38)",37.48,0.19093281177349836,0.08037888753674709
beta-Alanine,Leg_3,"[40,41)",40.09,0.11911118524794057,0.02304869268422369
beta-Alanine,Leg_3,"[42,43)",42.212,0.3547734562251366,0.0769353774213262
beta-Alanine betaine,Leg_3,"[31,32)",31.24,0.15463703977296803,0.012909625605070554
beta-Alanine betaine,Leg_3,"[33,34)",33.34,0.16546066782238128,0.019725796962073508
beta-Alanine betaine,Leg_3,"[34,35)",34.39,0.16802347176931043,0.028254232769745657
beta-Alanine betaine,Leg_3,"[35,36)",35.55,0.22246740071063836,0.058218784320322084
beta-Alanine betaine,Leg_3,"[37,38)",37.48,0.4657415420106887,0.11085661041163604
beta-Alanine betaine,Leg_3,"[40,41)",40.09,0.767242207424949,0.09517178812361918
beta-Alanine betaine,Leg_3,"[42,43)",42.212,0.4498139527817838,0.08731074949536717
beta-Glutamic acid,Leg_3,"[31,32)",31.24,0.02026687887827623,0.010307239546391195
beta-Glutamic acid,Leg_3,"[33,34)",33.34,0.025718748051557442,0.010542123788138931
beta-Glutamic acid,Leg_3,"[34,35)",34.39,0.06071615499380287,0.08521161298111755
beta-Glutamic acid,Leg_3,"[35,36)",35.55,0.02576130565114105,0.012502779458194588
beta-Glutamic acid,Leg_3,"[37,38)",37.48,0.026629945064307246,0.004442505104630054
beta-Glutamic acid,Leg_3,"[40,41)",40.09,0.03499008422266801,0.003142330522523184
beta-Glutamic acid,Leg_3,"[42,43)",42.212,0.1049150688404642,0.052063878763510756
NA,Leg_3,"[30,31)",30.45,NA,NA
NA,Leg_3,"[31,32)",31.24,0.02560234597729336,0.02100522098171658
NA,Leg_3,"[33,34)",33.34,0.029354201574731637,0.02050231035270666
NA,Leg_3,"[34,35)",34.39,0.07787349634947227,0.12894840625852153
NA,Leg_3,"[35,36)",35.55,0.039060886311129674,0.016485821299130173
NA,Leg_3,"[37,38)",37.48,0.060092075357066704,0.03327455305243127
NA,Leg_3,"[40,41)",40.09,0.09906937284458753,0.05606997967061145
NA,Leg_3,"[42,43)",42.212,0.25739469568605333,0.1747959406980641
