Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
HILIC_Pos_Standards,190715_Std_4uMStdsMix1InH2O_1,Trimethylamine,5.95,73839976,421913,3282916,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_4uMStdsMix1InH2O_2,Trimethylamine,5.75,55535336,0,2911681,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_4uMStdsMix1InMatrix_1,Trimethylamine,5.98,71927656,161203,3539036,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_4uMStdsMix1InMatrix_2,Trimethylamine,5.74,51342624,0,2572350,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_4uMStdsMix2InH2O_1,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_4uMStdsMix2InH2O_2,Trimethylamine,5.74,199604,0,35711,3,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_4uMStdsMix2InMatrix_1,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_4uMStdsMix2InMatrix_2,Trimethylamine,6.14,177301,0,39222,1.5,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_H2OinMatrix_1,Trimethylamine,6.01,80035,0,48193,0.1,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Std_H2OinMatrix_2,Trimethylamine,5.42,127902,0,32989,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Blk_KM1906S6C31000-Blk_B,Trimethylamine,6,218842,0,40175,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Blk_KM1906S6C31000-Blk_C,Trimethylamine,5.98,262740,0,52949,1.1,HILIC_Pos_Standards
HILIC_Pos_Standards,190715_Blk_KM1906U14-Blk_C,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
